evidence_record_id,relationship_record_id,evidence_type,source_reference,records_used,calculation_method,result_summary,engine_run_id,processed_at
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_002,Pairwise Association,analytical_six_kpi_daily.csv,365.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.6971; Spearman=-0.6763,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_005-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_005-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_002,Pairwise Association,analytical_six_kpi_daily.csv,365.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.7174; Spearman=-0.6807,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_003,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,365.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.1379; Spearman=-0.14,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,333.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.1006; Spearman=-0.0495,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,303.0,Pearson and Spearman correlation; direction agreement,Pearson=0.0722; Spearman=0.0574,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_003,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,365.0,Pearson and Spearman correlation; direction agreement,Pearson=0.2014; Spearman=0.2194,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,333.0,Pearson and Spearman correlation; direction agreement,Pearson=0.1045; Spearman=0.045,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,303.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.0486; Spearman=-0.032,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_004-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_004-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,333.0,Pearson and Spearman correlation; direction agreement,Pearson=0.2436; Spearman=0.1659,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_004-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_004-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,303.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.2619; Spearman=-0.2451,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_005-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_005-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,303.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.0667; Spearman=-0.0349,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_002,Pairwise Association,analytical_six_kpi_daily.csv,365.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.6883; Spearman=-0.6682,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_003,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,297.0,Pearson and Spearman correlation; direction agreement,Pearson=0.0896; Spearman=0.085,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_003,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,297.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.1596; Spearman=-0.1459,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_004-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_004-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_004-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_004-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_005-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_005-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_002,Pairwise Association,analytical_six_kpi_daily.csv,365.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.6968; Spearman=-0.6506,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_003,Pairwise Association,analytical_six_kpi_daily.csv,365.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.1272; Spearman=-0.1565,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,298.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.0421; Spearman=-0.0349,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_003,Pairwise Association,analytical_six_kpi_daily.csv,365.0,Pearson and Spearman correlation; direction agreement,Pearson=0.1456; Spearman=0.1456,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,298.0,Pearson and Spearman correlation; direction agreement,Pearson=0.0185; Spearman=0.0307,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,298.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.1691; Spearman=-0.1583,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_005-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_005-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_002,Pairwise Association,analytical_six_kpi_daily.csv,2920.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.6899; Spearman=-0.6569,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_003,RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_003,Pairwise Association,analytical_six_kpi_daily.csv,1095.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.1495; Spearman=-0.143,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_004,RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,1095.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.1578; Spearman=-0.1472,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_005,RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,984.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.0425; Spearman=-0.0511,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_006,RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,2383.0,Pearson and Spearman correlation; direction agreement,Pearson=0.0469; Spearman=0.0437,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_003,RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_003,Pairwise Association,analytical_six_kpi_daily.csv,1095.0,Pearson and Spearman correlation; direction agreement,Pearson=0.1666; Spearman=0.1407,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_004,RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,1095.0,Pearson and Spearman correlation; direction agreement,Pearson=0.209; Spearman=0.205,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_005,RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,984.0,Pearson and Spearman correlation; direction agreement,Pearson=0.0268; Spearman=0.028,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_006,RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,2383.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.0547; Spearman=-0.049,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_004,RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_004,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_005,RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,0.0,Pearson and Spearman correlation; direction agreement,Pearson=nan; Spearman=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_006,RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,874.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.1969; Spearman=-0.1959,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_005,RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_005,Pairwise Association,analytical_six_kpi_daily.csv,984.0,Pearson and Spearman correlation; direction agreement,Pearson=0.1709; Spearman=0.1398,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_006,RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,905.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.2408; Spearman=-0.2246,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-ALL-kpi_005-kpi_006,RELCF-20260728043649-HOSP-001-ALL-kpi_005-kpi_006,Pairwise Association,analytical_six_kpi_daily.csv,905.0,Pearson and Spearman correlation; direction agreement,Pearson=-0.035; Spearman=-0.0199,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_002,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_002,Temporal Lag,analytical_six_kpi_daily.csv,365.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.253,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_001-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.4896,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_002-kpi_003,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_002-kpi_003,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_002-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_002-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_002-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_002-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=1.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_002-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_002-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.5333,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_003-kpi_004,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_003-kpi_004,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_003-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_003-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_003-kpi_006,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_003-kpi_006,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=0.0,RELCF-20260728043649,2026-07-28T04:37:58.486833
EVID-RELCF-20260728043649-RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_004-kpi_005,RELCF-20260728043649-HOSP-001-DEPT-ADM-kpi_004-kpi_005,Temporal Lag,analytical_six_kpi_daily.csv,0.0,Lagged Pearson correlation; temporal precedence rate,Best lag=0d; precedence rate=nan,RELCF-20260728043649,2026-07-28T04:37:58.486833
