comparison_id,scenario_run_id_a,scenario_run_id_b,comparator_a,comparator_b,approval_package_id,episode_id,scenario_template_id,incremental_primary_kpi_change,confidence_change,warning_change,comparator_relationship,evidence_basis
COMP-SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001-Conservative-vs-Baseline,SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001,SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,SCEN-STAFF-001,16.129032258064512,0,0.0,Incremental Benefit with Limited Additional Risk,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-Expected-vs-Conservative,SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001,SR-BL-D5B12F1E9C4A93D9-COMP-CONS-001,Expected,Conservative,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,SCEN-STAFF-001,3.225806451612911,0,0.0,Diminishing Improvement,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-Higher Intensity-vs-Expected,SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001,SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,SCEN-STAFF-001,0.0,0,0.0,No Material Incremental Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001-Expected-vs-Baseline,SR-BL-D5B12F1E9C4A93D9-COMP-EXP-001,SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001,Expected,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,SCEN-STAFF-001,19.354838709677423,0,0.0,Incremental Benefit with Limited Additional Risk,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001-Higher Intensity-vs-Baseline,SR-BL-D5B12F1E9C4A93D9-COMP-HIGH-001,SR-BL-D5B12F1E9C4A93D9-COMP-BASE-001,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,EP-HOSP-001-DEPT-DIAG-kpi_001-20261108,SCEN-STAFF-001,19.354838709677423,0,0.0,Incremental Benefit with Limited Additional Risk,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-0258B09545055290-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-0258B09545055290-COMP-CONS-002,SR-BL-0258B09545055290-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,SCEN-ABS-001,-9.999999999999998,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-0258B09545055290-COMP-EXP-002-Expected-vs-Conservative,SR-BL-0258B09545055290-COMP-EXP-002,SR-BL-0258B09545055290-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,SCEN-ABS-001,-9.999999999999998,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-0258B09545055290-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-0258B09545055290-COMP-HIGH-002,SR-BL-0258B09545055290-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,SCEN-ABS-001,-15.000000000000004,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-0258B09545055290-COMP-EXP-002-Expected-vs-Baseline,SR-BL-0258B09545055290-COMP-EXP-002,SR-BL-0258B09545055290-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,SCEN-ABS-001,-19.999999999999996,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-0258B09545055290-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-0258B09545055290-COMP-HIGH-002,SR-BL-0258B09545055290-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,EP-HOSP-001-DEPT-DIAG-kpi_002-20260122,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-8CC358EFDC91E8CD-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-8CC358EFDC91E8CD-COMP-CONS-002,SR-BL-8CC358EFDC91E8CD-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-Expected-vs-Conservative,SR-BL-8CC358EFDC91E8CD-COMP-EXP-002,SR-BL-8CC358EFDC91E8CD-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002,SR-BL-8CC358EFDC91E8CD-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,SCEN-ABS-001,-14.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-8CC358EFDC91E8CD-COMP-EXP-002-Expected-vs-Baseline,SR-BL-8CC358EFDC91E8CD-COMP-EXP-002,SR-BL-8CC358EFDC91E8CD-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-8CC358EFDC91E8CD-COMP-HIGH-002,SR-BL-8CC358EFDC91E8CD-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,EP-HOSP-001-DEPT-DIAG-kpi_002-20260328,SCEN-ABS-001,-34.99999999999999,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-8103288615D22BDC-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-8103288615D22BDC-COMP-CONS-002,SR-BL-8103288615D22BDC-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,SCEN-ABS-001,-9.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-8103288615D22BDC-COMP-EXP-002-Expected-vs-Conservative,SR-BL-8103288615D22BDC-COMP-EXP-002,SR-BL-8103288615D22BDC-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,SCEN-ABS-001,-9.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-8103288615D22BDC-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-8103288615D22BDC-COMP-HIGH-002,SR-BL-8103288615D22BDC-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,SCEN-ABS-001,-15.000000000000007,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-8103288615D22BDC-COMP-EXP-002-Expected-vs-Baseline,SR-BL-8103288615D22BDC-COMP-EXP-002,SR-BL-8103288615D22BDC-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,SCEN-ABS-001,-19.999999999999986,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-8103288615D22BDC-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-8103288615D22BDC-COMP-HIGH-002,SR-BL-8103288615D22BDC-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,EP-HOSP-001-DEPT-DIAG-kpi_002-20260409,SCEN-ABS-001,-34.99999999999999,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-E1CC2592F6C9FF5D-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-E1CC2592F6C9FF5D-COMP-CONS-002,SR-BL-E1CC2592F6C9FF5D-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,SCEN-ABS-001,-9.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-E1CC2592F6C9FF5D-COMP-EXP-002-Expected-vs-Conservative,SR-BL-E1CC2592F6C9FF5D-COMP-EXP-002,SR-BL-E1CC2592F6C9FF5D-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,SCEN-ABS-001,-10.000000000000007,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-E1CC2592F6C9FF5D-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-E1CC2592F6C9FF5D-COMP-HIGH-002,SR-BL-E1CC2592F6C9FF5D-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,SCEN-ABS-001,-14.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-E1CC2592F6C9FF5D-COMP-EXP-002-Expected-vs-Baseline,SR-BL-E1CC2592F6C9FF5D-COMP-EXP-002,SR-BL-E1CC2592F6C9FF5D-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-E1CC2592F6C9FF5D-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-E1CC2592F6C9FF5D-COMP-HIGH-002,SR-BL-E1CC2592F6C9FF5D-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,EP-HOSP-001-DEPT-DIAG-kpi_002-20260422,SCEN-ABS-001,-34.99999999999999,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-E5112414C7B6EE2B-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-E5112414C7B6EE2B-COMP-CONS-002,SR-BL-E5112414C7B6EE2B-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,SCEN-ABS-001,-9.999999999999996,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-E5112414C7B6EE2B-COMP-EXP-002-Expected-vs-Conservative,SR-BL-E5112414C7B6EE2B-COMP-EXP-002,SR-BL-E5112414C7B6EE2B-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,SCEN-ABS-001,-9.999999999999996,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-E5112414C7B6EE2B-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-E5112414C7B6EE2B-COMP-HIGH-002,SR-BL-E5112414C7B6EE2B-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,SCEN-ABS-001,-15.000000000000007,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-E5112414C7B6EE2B-COMP-EXP-002-Expected-vs-Baseline,SR-BL-E5112414C7B6EE2B-COMP-EXP-002,SR-BL-E5112414C7B6EE2B-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,SCEN-ABS-001,-19.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-E5112414C7B6EE2B-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-E5112414C7B6EE2B-COMP-HIGH-002,SR-BL-E5112414C7B6EE2B-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,EP-HOSP-001-DEPT-DIAG-kpi_002-20260426,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-B09A9FE61EB3980B-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-B09A9FE61EB3980B-COMP-CONS-002,SR-BL-B09A9FE61EB3980B-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,SCEN-ABS-001,-9.999999999999998,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-B09A9FE61EB3980B-COMP-EXP-002-Expected-vs-Conservative,SR-BL-B09A9FE61EB3980B-COMP-EXP-002,SR-BL-B09A9FE61EB3980B-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,SCEN-ABS-001,-9.999999999999998,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-B09A9FE61EB3980B-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-B09A9FE61EB3980B-COMP-HIGH-002,SR-BL-B09A9FE61EB3980B-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,SCEN-ABS-001,-15.000000000000004,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-B09A9FE61EB3980B-COMP-EXP-002-Expected-vs-Baseline,SR-BL-B09A9FE61EB3980B-COMP-EXP-002,SR-BL-B09A9FE61EB3980B-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,SCEN-ABS-001,-19.999999999999996,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-B09A9FE61EB3980B-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-B09A9FE61EB3980B-COMP-HIGH-002,SR-BL-B09A9FE61EB3980B-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,EP-HOSP-001-DEPT-DIAG-kpi_002-20260515,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-57A1BFEDDFB3858E-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-57A1BFEDDFB3858E-COMP-CONS-002,SR-BL-57A1BFEDDFB3858E-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-57A1BFEDDFB3858E-COMP-EXP-002-Expected-vs-Conservative,SR-BL-57A1BFEDDFB3858E-COMP-EXP-002,SR-BL-57A1BFEDDFB3858E-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-57A1BFEDDFB3858E-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-57A1BFEDDFB3858E-COMP-HIGH-002,SR-BL-57A1BFEDDFB3858E-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,SCEN-ABS-001,-15.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-57A1BFEDDFB3858E-COMP-EXP-002-Expected-vs-Baseline,SR-BL-57A1BFEDDFB3858E-COMP-EXP-002,SR-BL-57A1BFEDDFB3858E-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-57A1BFEDDFB3858E-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-57A1BFEDDFB3858E-COMP-HIGH-002,SR-BL-57A1BFEDDFB3858E-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,EP-HOSP-001-DEPT-DIAG-kpi_002-20260521,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-65961F3EEDFDE03F-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-65961F3EEDFDE03F-COMP-CONS-002,SR-BL-65961F3EEDFDE03F-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-65961F3EEDFDE03F-COMP-EXP-002-Expected-vs-Conservative,SR-BL-65961F3EEDFDE03F-COMP-EXP-002,SR-BL-65961F3EEDFDE03F-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-65961F3EEDFDE03F-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-65961F3EEDFDE03F-COMP-HIGH-002,SR-BL-65961F3EEDFDE03F-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,SCEN-ABS-001,-15.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-65961F3EEDFDE03F-COMP-EXP-002-Expected-vs-Baseline,SR-BL-65961F3EEDFDE03F-COMP-EXP-002,SR-BL-65961F3EEDFDE03F-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-65961F3EEDFDE03F-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-65961F3EEDFDE03F-COMP-HIGH-002,SR-BL-65961F3EEDFDE03F-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,EP-HOSP-001-DEPT-DIAG-kpi_002-20260615,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-277EBDFF9E5DE512-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-277EBDFF9E5DE512-COMP-CONS-002,SR-BL-277EBDFF9E5DE512-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-277EBDFF9E5DE512-COMP-EXP-002-Expected-vs-Conservative,SR-BL-277EBDFF9E5DE512-COMP-EXP-002,SR-BL-277EBDFF9E5DE512-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-277EBDFF9E5DE512-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-277EBDFF9E5DE512-COMP-HIGH-002,SR-BL-277EBDFF9E5DE512-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,SCEN-ABS-001,-14.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-277EBDFF9E5DE512-COMP-EXP-002-Expected-vs-Baseline,SR-BL-277EBDFF9E5DE512-COMP-EXP-002,SR-BL-277EBDFF9E5DE512-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,SCEN-ABS-001,-20.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-277EBDFF9E5DE512-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-277EBDFF9E5DE512-COMP-HIGH-002,SR-BL-277EBDFF9E5DE512-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,EP-HOSP-001-DEPT-DIAG-kpi_002-20260621,SCEN-ABS-001,-34.99999999999999,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-0F8F7C9EE711C4F4-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-0F8F7C9EE711C4F4-COMP-CONS-002,SR-BL-0F8F7C9EE711C4F4-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,SCEN-ABS-001,-9.999999999999993,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
COMP-SR-BL-0F8F7C9EE711C4F4-COMP-EXP-002-Expected-vs-Conservative,SR-BL-0F8F7C9EE711C4F4-COMP-EXP-002,SR-BL-0F8F7C9EE711C4F4-COMP-CONS-002,Expected,Conservative,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,SCEN-ABS-001,-10.00000000000001,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Conservative comparator results
COMP-SR-BL-0F8F7C9EE711C4F4-COMP-HIGH-002-Higher Intensity-vs-Expected,SR-BL-0F8F7C9EE711C4F4-COMP-HIGH-002,SR-BL-0F8F7C9EE711C4F4-COMP-EXP-002,Higher Intensity,Expected,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,SCEN-ABS-001,-14.999999999999996,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Expected comparator results
COMP-SR-BL-0F8F7C9EE711C4F4-COMP-EXP-002-Expected-vs-Baseline,SR-BL-0F8F7C9EE711C4F4-COMP-EXP-002,SR-BL-0F8F7C9EE711C4F4-COMP-BASE-002,Expected,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,SCEN-ABS-001,-20.000000000000004,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Expected versus Baseline comparator results
COMP-SR-BL-0F8F7C9EE711C4F4-COMP-HIGH-002-Higher Intensity-vs-Baseline,SR-BL-0F8F7C9EE711C4F4-COMP-HIGH-002,SR-BL-0F8F7C9EE711C4F4-COMP-BASE-002,Higher Intensity,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,EP-HOSP-001-DEPT-DIAG-kpi_002-20260626,SCEN-ABS-001,-35.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Higher Intensity versus Baseline comparator results
COMP-SR-BL-D82D03A02C1E510E-COMP-CONS-002-Conservative-vs-Baseline,SR-BL-D82D03A02C1E510E-COMP-CONS-002,SR-BL-D82D03A02C1E510E-COMP-BASE-002,Conservative,Baseline,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,SCEN-ABS-001,-10.0,0,0.0,Higher Risk without Clear Additional Benefit,Pairwise comparison of Conservative versus Baseline comparator results
