hospital_risk_summary_id,hospital_id,reporting_date,department_count,assessable_department_count,stable_department_count,monitor_department_count,elevated_department_count,high_department_count,critical_department_count,not_assessable_department_count,highest_department_risk_score,highest_risk_department_id,top_three_department_ids,top_three_dominant_drivers,provisional_risk_department_count,overall_data_availability_rate,maximum_urgency_level,hospital_summary_status,engine_run_id,processed_at
HRS-0E20516155A1,HOSP-001,2026-01-01,8,8,5,3,0,0,0,0,30.1441,DEPT-ADM,DEPT-ADM; DEPT-ICU; DEPT-SURG,Staffing Level; Bed Occupancy Rate; Bed Occupancy Rate,2,0.6875,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-271CF85BC4D8,HOSP-001,2026-03-23,8,8,3,3,1,1,0,0,60.9566,DEPT-ED,DEPT-ED; DEPT-ICU; DEPT-DIAG,Patient Satisfaction Score; Staffing Level; Staff Absenteeism Rate,1,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-8DB6B51DA97E,HOSP-001,2026-03-24,8,8,1,5,1,1,0,0,60.7798,DEPT-PEX,DEPT-PEX; DEPT-DIAG; DEPT-ICU,Staff Absenteeism Rate; Patient Complaint Rate; Staff Absenteeism Rate,1,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-AEDF4DB36375,HOSP-001,2026-03-25,8,8,1,1,4,2,0,0,62.0729,DEPT-ADM,DEPT-ADM; DEPT-OPC; DEPT-ICU,Patient Satisfaction Score; Staffing Level; Staffing Level,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-CDEF6D477837,HOSP-001,2026-03-26,8,8,2,4,1,0,1,0,75.1823,DEPT-PEX,DEPT-PEX; DEPT-ICU; DEPT-OPC,Staffing Level; Bed Occupancy Rate; Staffing Level,2,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-CC97D0B5DE63,HOSP-001,2026-03-27,8,8,0,4,3,0,1,0,85.1484,DEPT-PEX,DEPT-PEX; DEPT-DIAG; DEPT-ICU,Staffing Level; Patient Complaint Rate; Bed Occupancy Rate,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-965A887B630A,HOSP-001,2026-03-28,8,8,0,3,1,3,1,0,80.8961,DEPT-ICU,DEPT-ICU; DEPT-ADM; DEPT-PEX,Staffing Level; Staffing Level; Staff Absenteeism Rate,2,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-233CC4231776,HOSP-001,2026-03-29,8,8,0,5,2,1,0,0,62.0342,DEPT-ADM,DEPT-ADM; DEPT-ED; DEPT-ICU,Staffing Level; Staffing Level; Bed Occupancy Rate,3,0.6458,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-6D16B1C94C5B,HOSP-001,2026-03-30,8,8,1,4,0,3,0,0,64.5667,DEPT-ADM,DEPT-ADM; DEPT-ED; DEPT-MED,Staff Absenteeism Rate; Patient Satisfaction Score; Staffing Level,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-909D2A842497,HOSP-001,2026-03-31,8,8,0,3,2,1,2,0,89.4298,DEPT-OPC,DEPT-OPC; DEPT-MED; DEPT-DIAG,Staffing Level; Staffing Level; Patient Satisfaction Score,4,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-DB8A164CD463,HOSP-001,2026-04-01,8,8,0,2,2,4,0,0,69.6317,DEPT-ADM,DEPT-ADM; DEPT-PEX; DEPT-SURG,Staffing Level; Patient Satisfaction Score; Staffing Level,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-83190AE49818,HOSP-001,2026-04-02,8,8,0,4,1,3,0,0,66.6347,DEPT-SURG,DEPT-SURG; DEPT-ED; DEPT-OPC,Staffing Level; Staffing Level; Average Patient Waiting Time,2,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-D463C91CEDB9,HOSP-001,2026-04-03,8,8,1,2,0,2,3,0,90.9583,DEPT-ADM,DEPT-ADM; DEPT-MED; DEPT-DIAG,Staff Absenteeism Rate; Staff Absenteeism Rate; Patient Satisfaction Score,1,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-ADC2F4D64967,HOSP-001,2026-04-04,8,8,1,1,3,1,2,0,88.9251,DEPT-DIAG,DEPT-DIAG; DEPT-MED; DEPT-OPC,Staffing Level; Staff Absenteeism Rate; Staff Absenteeism Rate,4,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-383989A64615,HOSP-001,2026-04-05,8,8,0,3,2,2,1,0,84.9607,DEPT-OPC,DEPT-OPC; DEPT-MED; DEPT-DIAG,Staffing Level; Bed Occupancy Rate; Average Patient Waiting Time,3,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-9B9D85AB8A3E,HOSP-001,2026-04-06,8,8,0,1,4,1,2,0,86.9361,DEPT-PEX,DEPT-PEX; DEPT-ICU; DEPT-DIAG,Staff Absenteeism Rate; Staff Absenteeism Rate; Staffing Level,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-835F015DEF5D,HOSP-001,2026-04-07,8,8,0,2,2,4,0,0,67.272,DEPT-ADM,DEPT-ADM; DEPT-SURG; DEPT-DIAG,Staffing Level; Bed Occupancy Rate; Average Patient Waiting Time,5,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-1B1F64FC65B3,HOSP-001,2026-04-08,8,8,2,1,1,2,2,0,77.6761,DEPT-ADM,DEPT-ADM; DEPT-PEX; DEPT-OPC,Patient Satisfaction Score; Staffing Level; Staffing Level,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-DE8ECD33A26B,HOSP-001,2026-04-09,8,8,1,4,1,2,0,0,65.7585,DEPT-ADM,DEPT-ADM; DEPT-DIAG; DEPT-MED,Staff Absenteeism Rate; Staff Absenteeism Rate; Patient Satisfaction Score,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-8D2480A521C3,HOSP-001,2026-04-10,8,8,0,1,4,3,0,0,62.6301,DEPT-ADM,DEPT-ADM; DEPT-SURG; DEPT-OPC,Staffing Level; Bed Occupancy Rate; Average Patient Waiting Time,4,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-B207415CEDC0,HOSP-001,2026-04-11,8,8,0,2,2,2,2,0,82.7056,DEPT-OPC,DEPT-OPC; DEPT-DIAG; DEPT-SURG,Staffing Level; Staff Absenteeism Rate; Staffing Level,0,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-04162DC451BA,HOSP-001,2026-04-12,8,8,0,2,2,4,0,0,73.4401,DEPT-MED,DEPT-MED; DEPT-SURG; DEPT-DIAG,Bed Occupancy Rate; Bed Occupancy Rate; Average Patient Waiting Time,3,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-09B83799BF7F,HOSP-001,2026-04-13,8,8,0,1,2,2,3,0,83.8163,DEPT-OPC,DEPT-OPC; DEPT-ADM; DEPT-ICU,Staffing Level; Patient Satisfaction Score; Patient Satisfaction Score,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-9F86601E872C,HOSP-001,2026-04-14,8,8,0,3,1,3,1,0,75.8263,DEPT-DIAG,DEPT-DIAG; DEPT-ADM; DEPT-SURG,Patient Complaint Rate; Staff Absenteeism Rate; Patient Satisfaction Score,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-80C31DD1354C,HOSP-001,2026-04-15,8,8,0,3,2,2,1,0,78.7728,DEPT-OPC,DEPT-OPC; DEPT-ICU; DEPT-PEX,Patient Satisfaction Score; Bed Occupancy Rate; Staff Absenteeism Rate,2,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-661FE0C29622,HOSP-001,2026-04-16,8,8,0,5,1,1,1,0,77.2241,DEPT-DIAG,DEPT-DIAG; DEPT-PEX; DEPT-SURG,Patient Satisfaction Score; Staff Absenteeism Rate; Bed Occupancy Rate,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-D1D2C4169F2C,HOSP-001,2026-04-17,8,8,0,3,2,2,1,0,80.9782,DEPT-DIAG,DEPT-DIAG; DEPT-OPC; DEPT-PEX,Staffing Level; Staffing Level; Patient Satisfaction Score,3,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-8B7116DA09C6,HOSP-001,2026-04-18,8,8,0,6,1,1,0,0,64.6844,DEPT-ICU,DEPT-ICU; DEPT-MED; DEPT-SURG,Bed Occupancy Rate; Patient Satisfaction Score; Bed Occupancy Rate,2,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-33897ECA30CA,HOSP-001,2026-04-19,8,8,2,4,1,1,0,0,74.363,DEPT-ICU,DEPT-ICU; DEPT-MED; DEPT-DIAG,Bed Occupancy Rate; Patient Satisfaction Score; Staffing Level,1,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-D2428866C686,HOSP-001,2026-04-20,8,8,0,1,4,3,0,0,72.909,DEPT-ADM,DEPT-ADM; DEPT-ICU; DEPT-DIAG,Staffing Level; Bed Occupancy Rate; Patient Complaint Rate,5,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-0DD493F74A00,HOSP-001,2026-04-21,8,8,0,3,0,4,1,0,82.074,DEPT-ED,DEPT-ED; DEPT-OPC; DEPT-MED,Staff Absenteeism Rate; Staff Absenteeism Rate; Staffing Level,3,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-B7D2E61249C9,HOSP-001,2026-04-22,8,8,0,3,1,3,1,0,82.0597,DEPT-OPC,DEPT-OPC; DEPT-PEX; DEPT-SURG,Staff Absenteeism Rate; Patient Satisfaction Score; Staff Absenteeism Rate,5,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-6EB39D905C06,HOSP-001,2026-04-23,8,8,1,3,1,2,1,0,77.5122,DEPT-OPC,DEPT-OPC; DEPT-ICU; DEPT-DIAG,Staffing Level; Bed Occupancy Rate; Staffing Level,5,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-D978664B156A,HOSP-001,2026-04-24,8,8,1,4,1,1,1,0,92.7072,DEPT-DIAG,DEPT-DIAG; DEPT-PEX; DEPT-ADM,Staffing Level; Staff Absenteeism Rate; Patient Satisfaction Score,1,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-4A42A62859EA,HOSP-001,2026-04-25,8,8,1,1,3,3,0,0,74.3037,DEPT-OPC,DEPT-OPC; DEPT-ICU; DEPT-DIAG,Patient Satisfaction Score; Staff Absenteeism Rate; Patient Satisfaction Score,3,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-4ECD582C9B28,HOSP-001,2026-04-26,8,8,1,3,0,2,2,0,84.6458,DEPT-ED,DEPT-ED; DEPT-DIAG; DEPT-OPC,Staff Absenteeism Rate; Staff Absenteeism Rate; Patient Satisfaction Score,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-D32C82B50087,HOSP-001,2026-04-27,8,8,2,2,2,2,0,0,72.5995,DEPT-DIAG,DEPT-DIAG; DEPT-PEX; DEPT-ED,Staff Absenteeism Rate; Patient Satisfaction Score; Average Patient Waiting Time,3,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-19B3A15B06CE,HOSP-001,2026-04-28,8,8,1,2,3,2,0,0,70.3602,DEPT-MED,DEPT-MED; DEPT-OPC; DEPT-DIAG,Patient Satisfaction Score; Staffing Level; Average Patient Waiting Time,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-CB1DEF637C83,HOSP-001,2026-04-29,8,8,1,4,1,1,1,0,82.8424,DEPT-ICU,DEPT-ICU; DEPT-MED; DEPT-SURG,Staff Absenteeism Rate; Bed Occupancy Rate; Staffing Level,2,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-F291FBF64146,HOSP-001,2026-04-30,8,8,2,1,3,1,1,0,82.9288,DEPT-PEX,DEPT-PEX; DEPT-SURG; DEPT-OPC,Staff Absenteeism Rate; Patient Satisfaction Score; Average Patient Waiting Time,2,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-EF5F30DBF1D9,HOSP-001,2026-05-01,8,8,2,3,2,1,0,0,60.5683,DEPT-PEX,DEPT-PEX; DEPT-OPC; DEPT-ICU,Staff Absenteeism Rate; Staffing Level; Bed Occupancy Rate,3,0.6458,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-8B9CE358D09D,HOSP-001,2026-05-02,8,8,2,1,1,4,0,0,71.2275,DEPT-ED,DEPT-ED; DEPT-OPC; DEPT-MED,Staffing Level; Staffing Level; Staffing Level,2,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-531BCBB1DD1E,HOSP-001,2026-05-03,8,8,1,3,1,2,1,0,80.831,DEPT-OPC,DEPT-OPC; DEPT-PEX; DEPT-MED,Staffing Level; Staff Absenteeism Rate; Patient Satisfaction Score,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-ECE2F156EF78,HOSP-001,2026-05-04,8,8,1,1,1,4,1,0,88.4019,DEPT-PEX,DEPT-PEX; DEPT-OPC; DEPT-SURG,Staff Absenteeism Rate; Staff Absenteeism Rate; Staffing Level,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-0FDE17188EE2,HOSP-001,2026-05-05,8,8,1,3,1,2,1,0,79.7501,DEPT-ED,DEPT-ED; DEPT-MED; DEPT-ICU,Staffing Level; Staff Absenteeism Rate; Staffing Level,0,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-2D22E62C2492,HOSP-001,2026-05-06,8,8,0,2,2,3,1,0,94.7958,DEPT-ICU,DEPT-ICU; DEPT-MED; DEPT-ADM,Staffing Level; Bed Occupancy Rate; Staffing Level,3,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-0F1A3A02503A,HOSP-001,2026-05-07,8,8,1,3,1,1,2,0,83.8107,DEPT-ICU,DEPT-ICU; DEPT-OPC; DEPT-DIAG,Staffing Level; Staffing Level; Staffing Level,1,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-623E1D1226ED,HOSP-001,2026-05-08,8,8,1,3,4,0,0,0,50.2694,DEPT-OPC,DEPT-OPC; DEPT-ED; DEPT-SURG,Staffing Level; Average Patient Waiting Time; Bed Occupancy Rate,1,0.6667,Prompt Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-FA3D55CA5E97,HOSP-001,2026-05-09,8,8,0,3,0,5,0,0,61.0003,DEPT-OPC,DEPT-OPC; DEPT-SURG; DEPT-ED,Average Patient Waiting Time; Staff Absenteeism Rate; Staffing Level,1,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-4F3B3AF57F77,HOSP-001,2026-05-10,8,8,2,2,0,3,1,0,85.7443,DEPT-PEX,DEPT-PEX; DEPT-MED; DEPT-ED,Staffing Level; Bed Occupancy Rate; Patient Complaint Rate,2,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-2020791AC189,HOSP-001,2026-05-11,8,8,0,4,1,3,0,0,68.9203,DEPT-MED,DEPT-MED; DEPT-DIAG; DEPT-SURG,Bed Occupancy Rate; Staffing Level; Staff Absenteeism Rate,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-EBDB3F51D945,HOSP-001,2026-05-12,8,8,1,6,0,1,0,0,59.4871,DEPT-DIAG,DEPT-DIAG; DEPT-ICU; DEPT-SURG,Staffing Level; Staff Absenteeism Rate; Staff Absenteeism Rate,0,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-E83CFAFFED19,HOSP-001,2026-05-13,8,8,0,5,2,0,1,0,83.7869,DEPT-ICU,DEPT-ICU; DEPT-ED; DEPT-ADM,Staffing Level; Staffing Level; Patient Satisfaction Score,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-B3BF3C1309EB,HOSP-001,2026-05-14,8,8,2,4,1,1,0,0,72.7191,DEPT-MED,DEPT-MED; DEPT-DIAG; DEPT-ICU,Bed Occupancy Rate; Staff Absenteeism Rate; Staff Absenteeism Rate,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-CFA228DFE938,HOSP-001,2026-05-15,8,8,1,2,3,2,0,0,72.5247,DEPT-DIAG,DEPT-DIAG; DEPT-ADM; DEPT-ICU,Staff Absenteeism Rate; Staff Absenteeism Rate; Patient Satisfaction Score,1,0.5625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-941F9ED3A85E,HOSP-001,2026-05-16,8,8,1,3,1,3,0,0,71.429,DEPT-SURG,DEPT-SURG; DEPT-DIAG; DEPT-ICU,Bed Occupancy Rate; Staff Absenteeism Rate; Staffing Level,2,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-717F0D36B6D7,HOSP-001,2026-05-17,8,8,1,5,0,2,0,0,60.456,DEPT-OPC,DEPT-OPC; DEPT-SURG; DEPT-MED,Staffing Level; Staffing Level; Staff Absenteeism Rate,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-31F81817CBAA,HOSP-001,2026-05-18,8,8,1,3,2,1,1,0,94.7958,DEPT-ICU,DEPT-ICU; DEPT-OPC; DEPT-ED,Staffing Level; Patient Complaint Rate; Average Patient Waiting Time,4,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-654E2B9493BD,HOSP-001,2026-05-19,8,8,1,2,4,1,0,0,69.5795,DEPT-MED,DEPT-MED; DEPT-ICU; DEPT-PEX,Bed Occupancy Rate; Staffing Level; Staff Absenteeism Rate,2,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-DC7842424AFF,HOSP-001,2026-05-20,8,8,2,2,2,2,0,0,68.4615,DEPT-MED,DEPT-MED; DEPT-DIAG; DEPT-ADM,Bed Occupancy Rate; Staffing Level; Patient Satisfaction Score,4,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-8271C933377A,HOSP-001,2026-05-21,8,8,0,1,2,4,1,0,90.9583,DEPT-ADM,DEPT-ADM; DEPT-PEX; DEPT-SURG,Staff Absenteeism Rate; Staffing Level; Staffing Level,4,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-E1A6882842A2,HOSP-001,2026-05-22,8,8,0,2,4,2,0,0,64.1823,DEPT-PEX,DEPT-PEX; DEPT-ED; DEPT-ICU,Patient Satisfaction Score; Staffing Level; Staff Absenteeism Rate,4,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-8A63CE9A5736,HOSP-001,2026-05-23,8,8,1,2,4,1,0,0,66.9264,DEPT-ICU,DEPT-ICU; DEPT-OPC; DEPT-DIAG,Staff Absenteeism Rate; Patient Satisfaction Score; Patient Satisfaction Score,2,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-5C51E2135822,HOSP-001,2026-05-24,8,8,1,2,3,2,0,0,69.8819,DEPT-ICU,DEPT-ICU; DEPT-ADM; DEPT-SURG,Staff Absenteeism Rate; Staff Absenteeism Rate; Staffing Level,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-832682C81A23,HOSP-001,2026-05-25,8,8,1,4,1,0,2,0,92.9187,DEPT-PEX,DEPT-PEX; DEPT-ADM; DEPT-MED,Staffing Level; Staff Absenteeism Rate; Patient Satisfaction Score,1,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-C9F84097379E,HOSP-001,2026-05-26,8,8,0,3,2,3,0,0,67.1781,DEPT-SURG,DEPT-SURG; DEPT-OPC; DEPT-ICU,Bed Occupancy Rate; Patient Complaint Rate; Staff Absenteeism Rate,2,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-F786A7D72A83,HOSP-001,2026-05-27,8,8,0,5,1,1,1,0,75.3499,DEPT-MED,DEPT-MED; DEPT-ICU; DEPT-SURG,Bed Occupancy Rate; Bed Occupancy Rate; Bed Occupancy Rate,3,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-680AC9A2CDEF,HOSP-001,2026-05-28,8,8,2,1,4,1,0,0,65.3838,DEPT-MED,DEPT-MED; DEPT-ICU; DEPT-DIAG,Bed Occupancy Rate; Staffing Level; Patient Complaint Rate,4,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-1F78DDBF881E,HOSP-001,2026-05-29,8,8,1,1,4,2,0,0,60.9288,DEPT-PEX,DEPT-PEX; DEPT-SURG; DEPT-ADM,Staff Absenteeism Rate; Staffing Level; Staff Absenteeism Rate,5,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-469D4A6013AD,HOSP-001,2026-05-30,8,8,2,2,1,3,0,0,66.2211,DEPT-OPC,DEPT-OPC; DEPT-SURG; DEPT-ICU,Staffing Level; Bed Occupancy Rate; Staff Absenteeism Rate,2,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-984A03353AF3,HOSP-001,2026-05-31,8,8,1,3,1,3,0,0,68.5695,DEPT-MED,DEPT-MED; DEPT-ED; DEPT-SURG,Bed Occupancy Rate; Staffing Level; Staffing Level,2,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-C15F19949B45,HOSP-001,2026-06-01,8,8,2,1,2,3,0,0,68.1935,DEPT-OPC,DEPT-OPC; DEPT-MED; DEPT-ED,Patient Satisfaction Score; Staff Absenteeism Rate; Average Patient Waiting Time,1,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-C676B43A2AD5,HOSP-001,2026-06-02,8,8,0,1,3,2,2,0,87.2433,DEPT-SURG,DEPT-SURG; DEPT-OPC; DEPT-MED,Staff Absenteeism Rate; Average Patient Waiting Time; Bed Occupancy Rate,3,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-969165886461,HOSP-001,2026-06-03,8,8,0,1,1,3,3,0,87.2441,DEPT-DIAG,DEPT-DIAG; DEPT-ED; DEPT-SURG,Average Patient Waiting Time; Staff Absenteeism Rate; Staff Absenteeism Rate,3,0.625,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-48F34007796F,HOSP-001,2026-06-04,8,8,0,0,1,6,1,0,89.4071,DEPT-ED,DEPT-ED; DEPT-MED; DEPT-SURG,Staffing Level; Bed Occupancy Rate; Bed Occupancy Rate,4,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-805B2B79C952,HOSP-001,2026-06-05,8,8,0,2,0,4,2,0,86.4454,DEPT-ED,DEPT-ED; DEPT-MED; DEPT-OPC,Staffing Level; Staffing Level; Average Patient Waiting Time,4,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-700700E01B72,HOSP-001,2026-06-06,8,8,0,1,1,3,3,0,83.4088,DEPT-OPC,DEPT-OPC; DEPT-SURG; DEPT-MED,Patient Satisfaction Score; Staffing Level; Bed Occupancy Rate,3,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-2574E835EFFE,HOSP-001,2026-06-07,8,8,0,2,0,1,5,0,89.7568,DEPT-SURG,DEPT-SURG; DEPT-OPC; DEPT-ADM,Staffing Level; Average Patient Waiting Time; Staff Absenteeism Rate,3,0.6042,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-861F1F659C30,HOSP-001,2026-06-08,8,8,0,1,1,1,5,0,90.3782,DEPT-ED,DEPT-ED; DEPT-ADM; DEPT-OPC,Average Patient Waiting Time; Staffing Level; Average Patient Waiting Time,4,0.6875,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-D14E0A9453B4,HOSP-001,2026-06-09,8,8,0,1,1,1,5,0,86.3402,DEPT-PEX,DEPT-PEX; DEPT-OPC; DEPT-ED,Patient Satisfaction Score; Average Patient Waiting Time; Average Patient Waiting Time,5,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-A72F926D0AC3,HOSP-001,2026-06-10,8,8,0,1,1,3,3,0,82.7056,DEPT-ED,DEPT-ED; DEPT-OPC; DEPT-PEX,Staff Absenteeism Rate; Average Patient Waiting Time; Patient Satisfaction Score,5,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-1EEDB83C37C6,HOSP-001,2026-06-11,8,8,0,2,1,3,2,0,87.4348,DEPT-ED,DEPT-ED; DEPT-ADM; DEPT-SURG,Average Patient Waiting Time; Staff Absenteeism Rate; Bed Occupancy Rate,4,0.6667,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-CF7ECECF5C74,HOSP-001,2026-06-12,8,8,0,2,1,3,2,0,93.6603,DEPT-DIAG,DEPT-DIAG; DEPT-ED; DEPT-SURG,Patient Satisfaction Score; Average Patient Waiting Time; Bed Occupancy Rate,3,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
HRS-E0F619D8D91D,HOSP-001,2026-06-13,8,8,0,1,1,4,2,0,86.8519,DEPT-SURG,DEPT-SURG; DEPT-DIAG; DEPT-MED,Staffing Level; Staffing Level; Bed Occupancy Rate,5,0.6458,Immediate Review,Generated,RISKPRIOR-20260728062026,2026-07-28T06:21:49.599421
