relationship_record_id,relationship_id,hospital_id,department_id,source_kpi_id,target_kpi_id,confidence_level,pearson_correlation,spearman_correlation,paired_observation_count,engine_run_id,processed_at
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-SURG,kpi_003,kpi_005,Insufficient Evidence,,,0,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-SURG,kpi_003,kpi_006,High,-0.1691,-0.1583,298,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-SURG,kpi_004,kpi_005,Insufficient Evidence,,,0,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-SURG,kpi_004,kpi_006,Insufficient Evidence,,,0,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-SURG,kpi_005,kpi_006,Insufficient Evidence,,,0,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,ALL,kpi_001,kpi_002,High,-0.6899,-0.6569,2920,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,ALL,kpi_001,kpi_003,High,-0.1495,-0.143,1095,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,ALL,kpi_001,kpi_004,High,-0.1578,-0.1472,1095,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,ALL,kpi_001,kpi_005,High,-0.0425,-0.0511,984,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,ALL,kpi_001,kpi_006,High,0.0469,0.0437,2383,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,ALL,kpi_002,kpi_003,High,0.1666,0.1407,1095,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,ALL,kpi_002,kpi_004,High,0.209,0.205,1095,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,ALL,kpi_002,kpi_005,High,0.0268,0.028,984,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,ALL,kpi_002,kpi_006,High,-0.0547,-0.049,2383,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,ALL,kpi_003,kpi_004,Insufficient Evidence,,,0,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,ALL,kpi_003,kpi_005,Insufficient Evidence,,,0,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,ALL,kpi_003,kpi_006,High,-0.1969,-0.1959,874,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,ALL,kpi_004,kpi_005,High,0.1709,0.1398,984,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,ALL,kpi_004,kpi_006,High,-0.2408,-0.2246,905,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,ALL,kpi_005,kpi_006,High,-0.035,-0.0199,905,RELCF-20260728043649,2026-07-28T04:36:50.467368
