movement_record_id,hospital_id,department_id,kpi_id,movement_type,sequence_start_date,sequence_end_date,consecutive_observation_count,starting_value,ending_value,cumulative_absolute_change,cumulative_percentage_change,calculation_status,interpretation_status,trend_confidence_level,trend_run_id,calculated_at
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260417-20260419,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-04-17,2026-04-19,3,76.92307692307693,100.0,23.076923076923066,29.999999999999982,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907047
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260419-20260424,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-04-19,2026-04-24,6,100.0,75.0,-25.0,-25.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907052
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260428-20260430,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-04-28,2026-04-30,3,85.71428571428571,100.0,14.285714285714292,16.666666666666675,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907058
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260430-20260502,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-04-30,2026-05-02,3,100.0,87.5,-12.5,-12.5,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907062
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260504-20260506,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-05-04,2026-05-06,3,80.0,93.75,13.75,17.1875,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907067
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260511-20260513,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-05-11,2026-05-13,3,75.0,100.0,25.0,33.33333333333333,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907073
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260518-20260520,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-05-18,2026-05-20,3,100.0,76.92307692307693,-23.076923076923066,-23.076923076923066,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907079
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260520-20260522,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-05-20,2026-05-22,3,76.92307692307693,100.0,23.076923076923066,29.999999999999982,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907083
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260522-20260524,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-05-22,2026-05-24,3,100.0,91.66666666666666,-8.333333333333343,-8.333333333333343,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907087
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260616-20260619,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-06-16,2026-06-19,4,100.0,75.0,-25.0,-25.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907103
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260621-20260623,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-06-21,2026-06-23,3,84.61538461538461,93.75,9.134615384615387,10.795454545454549,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907108
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260625-20260628,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-06-25,2026-06-28,4,100.0,81.25,-18.75,-18.75,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907113
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260630-20260702,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-06-30,2026-07-02,3,100.0,83.33333333333334,-16.666666666666657,-16.666666666666657,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907118
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260706-20260708,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-07-06,2026-07-08,3,84.61538461538461,100.0,15.384615384615387,18.181818181818183,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907124
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260710-20260712,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-07-10,2026-07-12,3,75.0,100.0,25.0,33.33333333333333,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907128
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260720-20260722,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-07-20,2026-07-22,3,90.0,100.0,10.0,11.11111111111111,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907136
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260725-20260727,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-07-25,2026-07-27,3,75.0,100.0,25.0,33.33333333333333,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907141
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260802-20260804,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-08-02,2026-08-04,3,100.0,78.57142857142857,-21.42857142857143,-21.42857142857143,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907148
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260805-20260809,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-08-05,2026-08-09,5,78.57142857142857,90.9090909090909,12.337662337662337,15.702479338842975,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907160
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260811-20260813,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-08-11,2026-08-13,3,100.0,91.66666666666666,-8.333333333333343,-8.333333333333343,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907165
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260824-20260826,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-08-24,2026-08-26,3,100.0,91.66666666666666,-8.333333333333343,-8.333333333333343,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907175
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260827-20260830,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-08-27,2026-08-30,4,100.0,80.0,-20.0,-20.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907180
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260901-20260904,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-09-01,2026-09-04,4,72.72727272727273,100.0,27.272727272727266,37.499999999999986,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907185
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260913-20260915,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-09-13,2026-09-15,3,93.33333333333331,80.0,-13.333333333333314,-14.285714285714269,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907194
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260915-20260917,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-09-15,2026-09-17,3,80.0,93.75,13.75,17.1875,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907198
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260917-20260919,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-09-17,2026-09-19,3,93.75,69.23076923076923,-24.519230769230774,-26.15384615384616,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907202
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260920-20260922,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-09-20,2026-09-22,3,90.0,66.66666666666666,-23.333333333333343,-25.925925925925934,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907207
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20260925-20260927,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-09-25,2026-09-27,3,90.9090909090909,92.85714285714286,1.9480519480519547,2.1428571428571503,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907212
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261003-20261005,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-10-03,2026-10-05,3,100.0,84.61538461538461,-15.384615384615387,-15.384615384615385,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907219
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261006-20261008,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-10-06,2026-10-08,3,93.33333333333331,81.81818181818183,-11.515151515151487,-12.33766233766231,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907224
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261008-20261010,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-10-08,2026-10-10,3,81.81818181818183,100.0,18.181818181818173,22.22222222222221,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907228
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261010-20261012,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-10-10,2026-10-12,3,100.0,80.0,-20.0,-20.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907232
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261012-20261014,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-10-12,2026-10-14,3,80.0,93.33333333333331,13.333333333333314,16.666666666666643,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907236
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261017-20261019,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-10-17,2026-10-19,3,88.23529411764706,100.0,11.764705882352942,13.333333333333334,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907242
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261019-20261021,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-10-19,2026-10-21,3,100.0,88.23529411764706,-11.764705882352942,-11.764705882352942,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907247
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261023-20261025,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-10-23,2026-10-25,3,78.57142857142857,100.0,21.42857142857143,27.272727272727277,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907252
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261025-20261027,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-10-25,2026-10-27,3,100.0,80.0,-20.0,-20.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907257
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261028-20261030,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-10-28,2026-10-30,3,100.0,69.23076923076923,-30.769230769230774,-30.76923076923077,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907262
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261107-20261109,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-11-07,2026-11-09,3,91.66666666666666,69.23076923076923,-22.43589743589743,-24.475524475524473,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907270
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261110-20261112,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-11-10,2026-11-12,3,92.3076923076923,72.72727272727273,-19.580419580419573,-21.212121212121204,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907275
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261112-20261114,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-11-12,2026-11-14,3,72.72727272727273,100.0,27.272727272727266,37.499999999999986,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907280
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261116-20261118,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-11-16,2026-11-18,3,94.11764705882352,91.66666666666666,-2.4509803921568647,-2.6041666666666687,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907285
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261119-20261121,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-11-19,2026-11-21,3,100.0,87.5,-12.5,-12.5,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907290
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261124-20261127,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-11-24,2026-11-27,4,90.9090909090909,83.33333333333334,-7.575757575757564,-8.33333333333332,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907296
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261127-20261130,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-11-27,2026-11-30,4,83.33333333333334,92.3076923076923,8.974358974358964,10.769230769230756,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907300
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261130-20261202,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-11-30,2026-12-02,3,92.3076923076923,83.33333333333334,-8.974358974358964,-9.72222222222221,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907304
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261202-20261204,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-12-02,2026-12-04,3,83.33333333333334,100.0,16.666666666666657,19.999999999999986,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907308
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261204-20261207,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-12-04,2026-12-07,4,100.0,85.71428571428571,-14.285714285714292,-14.28571428571429,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907313
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261222-20261224,HOSP-001,DEPT-DIAG,kpi_001,Sustained Decrease,2026-12-22,2026-12-24,3,93.33333333333331,80.0,-13.333333333333314,-14.285714285714269,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907325
TMOV-kpi_001-HOSP-001-DEPT-DIAG-20261226-20261228,HOSP-001,DEPT-DIAG,kpi_001,Sustained Increase,2026-12-26,2026-12-28,3,80.0,100.0,20.0,25.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.907330
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260105-20260107,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-01-05,2026-01-07,3,9.090909090909092,7.142857142857142,-1.9480519480519494,-21.42857142857144,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908508
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260108-20260111,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-01-08,2026-01-11,4,28.57142857142857,7.6923076923076925,-20.879120879120876,-73.07692307692307,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908516
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260123-20260125,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-01-23,2026-01-25,3,0.0,6.666666666666667,6.666666666666667,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908538
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260128-20260130,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-01-28,2026-01-30,3,15.384615384615383,0.0,-15.384615384615383,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908545
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260204-20260207,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-02-04,2026-02-07,4,0.0,8.333333333333332,8.333333333333332,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908553
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260207-20260210,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-02-07,2026-02-10,4,8.333333333333332,0.0,-8.333333333333332,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908559
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260218-20260220,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-02-18,2026-02-20,3,0.0,16.666666666666664,16.666666666666664,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908567
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260222-20260224,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-02-22,2026-02-24,3,7.6923076923076925,0.0,-7.6923076923076925,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908572
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260227-20260301,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-02-27,2026-03-01,3,7.142857142857142,0.0,-7.142857142857142,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908578
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260303-20260305,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-03-03,2026-03-05,3,15.384615384615383,0.0,-15.384615384615383,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908583
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260307-20260309,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-03-07,2026-03-09,3,12.5,0.0,-12.5,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908588
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260312-20260314,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-03-12,2026-03-14,3,0.0,13.333333333333334,13.333333333333334,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908593
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260314-20260316,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-03-14,2026-03-16,3,13.333333333333334,0.0,-13.333333333333334,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908598
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260319-20260321,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-03-19,2026-03-21,3,7.6923076923076925,15.384615384615383,7.692307692307691,99.99999999999997,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908603
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260321-20260323,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-03-21,2026-03-23,3,15.384615384615383,0.0,-15.384615384615383,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908608
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260326-20260328,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-03-26,2026-03-28,3,5.555555555555555,15.384615384615383,9.829059829059828,176.9230769230769,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908613
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260402-20260404,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-04-02,2026-04-04,3,0.0,21.428571428571427,21.428571428571427,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908619
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260407-20260409,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-04-07,2026-04-09,3,0.0,16.666666666666664,16.666666666666664,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908625
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260411-20260413,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-04-11,2026-04-13,3,20.0,7.6923076923076925,-12.307692307692307,-61.53846153846153,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908630
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260418-20260422,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-04-18,2026-04-22,5,0.0,17.647058823529413,17.647058823529413,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908637
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260425-20260427,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-04-25,2026-04-27,3,10.0,25.0,15.0,150.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908642
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260427-20260429,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-04-27,2026-04-29,3,25.0,0.0,-25.0,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908646
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260504-20260506,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-05-04,2026-05-06,3,13.333333333333334,0.0,-13.333333333333334,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908654
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260510-20260512,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-05-10,2026-05-12,3,0.0,28.57142857142857,28.57142857142857,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908661
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260513-20260516,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-05-13,2026-05-16,4,6.25,27.27272727272727,21.02272727272727,336.3636363636363,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908666
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260518-20260521,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-05-18,2026-05-21,4,0.0,20.0,20.0,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908671
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260525-20260528,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-05-25,2026-05-28,4,0.0,11.11111111111111,11.11111111111111,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908677
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260530-20260601,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-05-30,2026-06-01,3,0.0,15.384615384615383,15.384615384615383,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908682
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260603-20260605,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-06-03,2026-06-05,3,30.0,0.0,-30.0,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908688
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260608-20260610,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-06-08,2026-06-10,3,14.285714285714285,21.428571428571427,7.142857142857142,50.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908693
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260615-20260617,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-06-15,2026-06-17,3,27.27272727272727,7.6923076923076925,-19.580419580419576,-71.79487179487178,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908700
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260617-20260621,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-06-17,2026-06-21,5,7.6923076923076925,15.384615384615383,7.692307692307691,99.99999999999997,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908705
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260621-20260623,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-06-21,2026-06-23,3,15.384615384615383,6.25,-9.134615384615383,-59.375,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908709
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260625-20260627,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-06-25,2026-06-27,3,0.0,26.666666666666668,26.666666666666668,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908714
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260627-20260629,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-06-27,2026-06-29,3,26.666666666666668,0.0,-26.666666666666668,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908718
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260703-20260705,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-07-03,2026-07-05,3,0.0,28.57142857142857,28.57142857142857,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908724
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260709-20260711,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-07-09,2026-07-11,3,0.0,15.384615384615383,15.384615384615383,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908730
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260711-20260713,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-07-11,2026-07-13,3,15.384615384615383,0.0,-15.384615384615383,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908734
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260716-20260718,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-07-16,2026-07-18,3,15.384615384615383,0.0,-15.384615384615383,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908740
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260718-20260720,HOSP-001,DEPT-DIAG,kpi_002,Sustained Increase,2026-07-18,2026-07-20,3,0.0,20.0,20.0,,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908744
TMOV-kpi_002-HOSP-001-DEPT-DIAG-20260720-20260722,HOSP-001,DEPT-DIAG,kpi_002,Sustained Decrease,2026-07-20,2026-07-22,3,20.0,0.0,-20.0,-100.0,Calculated,Provisional,Medium,TREND-79BED8FC382A,2026-07-27 16:41:24.908749
