cf_record_id,relationship_id,hospital_id,department_id,source_kpi_id,source_kpi_name,target_kpi_id,target_kpi_name,association_component,cooccurrence_component,temporal_component,trend_component,department_stability_component,time_stability_component,plausibility_component,evidence_quality_component,contradiction_penalty,governance_adjustment,contributing_factor_score_raw,contributing_factor_score_normalized,contributing_factor_classification,contradiction_flag,contradiction_severity,contradiction_summary,contains_provisional_kpi,provisional_relationship_flag,provisional_kpi_list,provisional_contribution_materiality,confidence_level,engine_run_id,processed_at
RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-ICU,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,0.0,0.0,0.0,0.0,0.0,50,75.0,0.0,15,0.92,-2.5,0.0,No Supported Relationship,True,Material,Pooled direction differs from most departments; Target frequently precedes source; Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,DEPT-MED,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,66.5,13.7,46.88,42.66,100.0,50,75.0,100.0,15,1.0,44.15,44.15,Plausible Contributing Factor,True,Material,Opposite direction correlation; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,DEPT-MED,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,13.46,8.22,24.09,37.67,33.33,50,50.0,100.0,15,0.92,19.64,18.07,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_003,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,DEPT-MED,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,0.0,0.0,50.0,0.0,100.0,50,75.0,0.0,5,1.0,25.0,25.0,Weak Association,True,Minor,Very limited observation count,False,False,,No Contradiction,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,DEPT-MED,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,0.0,0.0,50.0,0.0,33.33,50,75.0,0.0,15,0.92,8.33,7.67,No Supported Relationship,True,Material,Pooled direction differs from most departments; Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,DEPT-MED,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,2.13,2.74,22.36,33.77,0.0,50,75.0,100.0,15,1.0,15.07,15.07,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,13.77,9.32,26.14,37.36,66.67,50,50.0,100.0,5,0.92,33.48,30.8,Weak Association,True,Minor,Trends frequently move in opposite directions,True,True,kpi_003,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,0.0,0.0,50.0,0.0,100.0,50,75.0,0.0,5,1.0,25.0,25.0,Weak Association,True,Minor,Very limited observation count,False,False,,No Contradiction,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,0.0,0.0,50.0,0.0,33.33,50,50.0,0.0,15,0.92,5.83,5.37,No Supported Relationship,True,Material,Pooled direction differs from most departments; Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,DEPT-MED,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,4.96,3.84,23.29,34.65,25.0,50,50.0,100.0,15,1.0,16.03,16.03,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,DEPT-MED,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,0.0,0.0,50.0,0.0,50.0,50,75.0,0.0,5,0.92,20.0,18.4,No Supported Relationship,True,Minor,Very limited observation count,True,True,kpi_003,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-MED,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,0.0,0.0,50.0,0.0,50.0,50,75.0,0.0,5,0.92,20.0,18.4,No Supported Relationship,True,Minor,Very limited observation count,True,True,kpi_003; kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-MED,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,6.49,5.48,27.83,34.72,33.33,50,50.0,100.0,15,0.92,18.1,16.65,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_003,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-MED,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,0.0,0.0,0.0,0.0,100.0,50,75.0,0.0,5,0.92,17.5,16.1,No Supported Relationship,True,Minor,Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-MED,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,0.0,0.0,0.0,0.0,100.0,50,75.0,0.0,5,1.0,17.5,17.5,No Supported Relationship,True,Minor,Target frequently precedes source; Very limited observation count,False,False,,No Contradiction,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-MED,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,0.0,0.0,0.0,0.0,0.0,50,75.0,0.0,15,0.92,-2.5,0.0,No Supported Relationship,True,Material,Pooled direction differs from most departments; Target frequently precedes source; Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,DEPT-OPC,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,71.74,29.58,51.05,41.7,100.0,50,75.0,100.0,15,1.0,48.11,48.11,Plausible Contributing Factor,True,Material,Opposite direction correlation; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,DEPT-OPC,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,0.0,0.0,50.0,0.0,33.33,50,50.0,0.0,15,0.92,5.83,5.37,No Supported Relationship,True,Material,Pooled direction differs from most departments; Very limited observation count,True,True,kpi_003,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,DEPT-OPC,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,13.79,14.24,32.9,36.71,100.0,50,75.0,100.0,5,1.0,41.0,41.0,Plausible Contributing Factor,True,Minor,Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,DEPT-OPC,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,10.06,4.38,36.36,33.19,33.33,50,75.0,100.0,15,0.92,22.28,20.49,Weak Association,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_005,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,DEPT-OPC,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,7.22,8.22,30.16,35.63,0.0,50,75.0,100.0,15,1.0,18.26,18.26,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,DEPT-OPC,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,0.0,0.0,50.0,0.0,66.67,50,50.0,0.0,5,0.92,19.17,17.63,No Supported Relationship,True,Minor,Very limited observation count,True,True,kpi_003,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,DEPT-OPC,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,20.14,13.16,32.66,36.19,100.0,50,75.0,100.0,5,1.0,42.02,42.02,Plausible Contributing Factor,True,Minor,Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,DEPT-OPC,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,10.45,4.38,35.0,33.96,33.33,50,50.0,100.0,15,0.92,19.73,18.15,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_005,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,DEPT-OPC,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,4.86,6.58,28.95,35.53,25.0,50,50.0,100.0,15,1.0,17.35,17.35,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,DEPT-OPC,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,0.0,0.0,0.0,0.0,50.0,50,75.0,0.0,5,0.92,12.5,11.5,No Supported Relationship,True,Minor,Target frequently precedes source; Very limited observation count,True,True,kpi_003,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-OPC,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,0.0,0.0,0.0,0.0,50.0,50,75.0,0.0,5,0.92,12.5,11.5,No Supported Relationship,True,Minor,Target frequently precedes source; Very limited observation count,True,True,kpi_003; kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-OPC,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,0.0,0.0,0.0,0.0,33.33,50,50.0,0.0,15,0.92,-1.67,0.0,No Supported Relationship,True,Material,Pooled direction differs from most departments; Target frequently precedes source; Very limited observation count,True,True,kpi_003,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-OPC,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,24.36,9.32,32.15,33.5,100.0,50,75.0,100.0,5,0.92,41.94,38.59,Supported Association,True,Minor,Trends frequently move in opposite directions,True,True,kpi_005,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-OPC,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,26.19,10.42,26.0,36.92,100.0,50,75.0,100.0,5,1.0,41.89,41.89,Plausible Contributing Factor,True,Minor,Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-OPC,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,6.67,3.28,16.66,33.09,0.0,50,75.0,100.0,15,0.92,15.13,13.92,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_005,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,DEPT-PEX,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,68.83,30.14,46.2,41.29,100.0,50,75.0,100.0,15,1.0,46.85,46.85,Plausible Contributing Factor,True,Material,Opposite direction correlation; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,DEPT-PEX,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,0.0,0.0,50.0,0.0,33.33,50,50.0,0.0,15,0.92,5.83,5.37,No Supported Relationship,True,Material,Pooled direction differs from most departments; Very limited observation count,True,True,kpi_003,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,DEPT-PEX,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,0.0,0.0,50.0,0.0,100.0,50,75.0,0.0,5,1.0,25.0,25.0,Weak Association,True,Minor,Very limited observation count,False,False,,No Contradiction,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,DEPT-PEX,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,0.0,0.0,50.0,0.0,33.33,50,75.0,0.0,15,0.92,8.33,7.67,No Supported Relationship,True,Material,Pooled direction differs from most departments; Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,DEPT-PEX,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,8.96,8.76,28.1,36.17,0.0,50,75.0,100.0,15,1.0,18.44,18.44,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,DEPT-PEX,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,0.0,0.0,50.0,0.0,66.67,50,50.0,0.0,5,0.92,19.17,17.63,No Supported Relationship,True,Minor,Very limited observation count,True,True,kpi_003,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,DEPT-PEX,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,0.0,0.0,50.0,0.0,100.0,50,75.0,0.0,5,1.0,25.0,25.0,Weak Association,True,Minor,Very limited observation count,False,False,,No Contradiction,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,DEPT-PEX,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,0.0,0.0,50.0,0.0,33.33,50,50.0,0.0,15,0.92,5.83,5.37,No Supported Relationship,True,Material,Pooled direction differs from most departments; Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,DEPT-PEX,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,15.96,12.06,28.8,35.74,25.0,50,50.0,100.0,15,1.0,20.39,20.39,Weak Association,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,DEPT-PEX,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,0.0,0.0,0.0,0.0,50.0,50,75.0,0.0,5,0.92,12.5,11.5,No Supported Relationship,True,Minor,Very limited observation count,True,True,kpi_003,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-PEX,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,0.0,0.0,0.0,0.0,50.0,50,75.0,0.0,5,0.92,12.5,11.5,No Supported Relationship,True,Minor,Very limited observation count,True,True,kpi_003; kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-PEX,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,0.0,0.0,0.0,0.0,33.33,50,50.0,0.0,15,0.92,-1.67,0.0,No Supported Relationship,True,Material,Pooled direction differs from most departments; Target frequently precedes source; Very limited observation count,True,True,kpi_003,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-PEX,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,0.0,0.0,0.0,0.0,100.0,50,75.0,0.0,5,0.92,17.5,16.1,No Supported Relationship,True,Minor,Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-PEX,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,0.0,0.0,0.0,0.0,100.0,50,75.0,0.0,5,1.0,17.5,17.5,No Supported Relationship,True,Minor,Target frequently precedes source; Very limited observation count,False,False,,No Contradiction,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-PEX,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,0.0,0.0,0.0,0.0,0.0,50,75.0,0.0,15,0.92,-2.5,0.0,No Supported Relationship,True,Material,Pooled direction differs from most departments; Target frequently precedes source; Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,DEPT-SURG,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,69.68,30.14,46.38,42.36,100.0,50,75.0,100.0,15,1.0,47.15,47.15,Plausible Contributing Factor,True,Material,Opposite direction correlation; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,DEPT-SURG,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,9.57,10.42,32.57,37.41,33.33,50,50.0,100.0,15,0.92,20.44,18.8,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_003,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,DEPT-SURG,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,0.0,0.0,50.0,0.0,100.0,50,75.0,0.0,5,1.0,25.0,25.0,Weak Association,True,Minor,Very limited observation count,False,False,,No Contradiction,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,DEPT-SURG,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,0.0,0.0,50.0,0.0,33.33,50,75.0,0.0,15,0.92,8.33,7.67,No Supported Relationship,True,Material,Pooled direction differs from most departments; Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,DEPT-SURG,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,4.21,4.38,30.58,34.83,0.0,50,75.0,100.0,15,1.0,17.07,17.07,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,DEPT-SURG,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,11.07,11.5,32.28,37.41,66.67,50,50.0,100.0,5,0.92,34.19,31.45,Weak Association,True,Minor,Trends frequently move in opposite directions,True,True,kpi_003,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,DEPT-SURG,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,0.0,0.0,50.0,0.0,100.0,50,75.0,0.0,5,1.0,25.0,25.0,Weak Association,True,Minor,Very limited observation count,False,False,,No Contradiction,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,DEPT-SURG,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,0.0,0.0,50.0,0.0,33.33,50,50.0,0.0,15,0.92,5.83,5.37,No Supported Relationship,True,Material,Pooled direction differs from most departments; Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,DEPT-SURG,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,1.85,5.48,31.5,35.13,25.0,50,50.0,100.0,15,1.0,16.93,16.93,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,False,False,,No Contradiction,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,DEPT-SURG,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,0.0,0.0,50.0,0.0,50.0,50,75.0,0.0,5,0.92,20.0,18.4,No Supported Relationship,True,Minor,Very limited observation count,True,True,kpi_003,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-SURG,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,0.0,0.0,50.0,0.0,50.0,50,75.0,0.0,5,0.92,20.0,18.4,No Supported Relationship,True,Minor,Very limited observation count,True,True,kpi_003; kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-SURG,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,8.83,6.02,27.62,35.95,33.33,50,50.0,100.0,15,0.92,18.74,17.24,No Supported Relationship,True,Material,Pooled direction differs from most departments; Trends frequently move in opposite directions,True,True,kpi_003,Material,High,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-SURG,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,0.0,0.0,0.0,0.0,100.0,50,75.0,0.0,5,0.92,17.5,16.1,No Supported Relationship,True,Minor,Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-SURG,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,0.0,0.0,0.0,0.0,100.0,50,75.0,0.0,5,1.0,17.5,17.5,No Supported Relationship,True,Minor,Target frequently precedes source; Very limited observation count,False,False,,No Contradiction,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-SURG,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,0.0,0.0,0.0,0.0,0.0,50,75.0,0.0,15,0.92,-2.5,0.0,No Supported Relationship,True,Material,Pooled direction differs from most departments; Target frequently precedes source; Very limited observation count,True,True,kpi_005,Material,Insufficient Evidence,RELCF-20260728043649,2026-07-28T04:37:40.621536
