summary_record_id,hospital_id,department_id,reporting_date,kpi_count,calculated_kpi_count,green_count,amber_count,red_count,critical_capacity_pressure_count,low_utilisation_count,watch_condition_count,high_watch_count,critical_watch_count,provisional_watch_count,unavailable_count,max_observed_watch_severity,summary_status,engine_run_id,processed_at
SUM-33002544307B4910,HOSP-001,DEPT-ED,2026-05-10,6,5,3,1,1,0,0,5,2,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-7473BEA5358A431D,HOSP-001,DEPT-ED,2026-05-11,6,5,4,1,0,0,0,5,0,0,5,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-69FF225D72A9470E,HOSP-001,DEPT-ED,2026-05-12,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-9A6EE10515B444A6,HOSP-001,DEPT-ED,2026-05-13,6,5,3,2,0,0,0,5,0,0,5,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-BDB05E7096E24BCC,HOSP-001,DEPT-ED,2026-05-14,6,5,5,0,0,0,0,5,0,0,5,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-EC6C0A00D40D4AFD,HOSP-001,DEPT-ED,2026-05-15,6,5,5,0,0,0,0,4,0,0,4,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D094A1E796B74E7F,HOSP-001,DEPT-ED,2026-05-16,6,5,5,0,0,0,0,5,0,0,5,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-71FC97BDF8C44928,HOSP-001,DEPT-ED,2026-05-17,6,5,5,0,0,0,0,3,0,0,3,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-2594ED4E522C495A,HOSP-001,DEPT-ED,2026-05-18,6,5,4,1,0,0,0,4,0,0,4,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-4C4B6ED2A43D4661,HOSP-001,DEPT-ED,2026-05-19,6,5,5,0,0,0,0,3,0,0,3,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-9A3B5E01C2A54209,HOSP-001,DEPT-ED,2026-05-20,6,5,5,0,0,0,0,3,0,0,3,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B4711E98D4E548A2,HOSP-001,DEPT-ED,2026-05-21,6,5,3,1,1,0,0,4,1,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B524C5B644224D1F,HOSP-001,DEPT-ED,2026-05-22,6,5,3,0,2,0,0,4,2,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-192333841A894C39,HOSP-001,DEPT-ED,2026-05-23,6,5,5,0,0,0,0,3,0,0,3,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D5AF7F53B4DE4AD9,HOSP-001,DEPT-ED,2026-05-24,6,5,4,1,0,0,0,4,1,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-8090D4DBCD044EC4,HOSP-001,DEPT-ED,2026-05-25,6,5,5,0,0,0,0,3,0,0,3,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-16133F0ACCFC4C90,HOSP-001,DEPT-ED,2026-05-26,6,3,3,0,0,0,0,1,0,0,1,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-5D309AF3E7454990,HOSP-001,DEPT-ED,2026-05-27,6,4,4,0,0,0,0,3,0,0,3,2,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-F6E651B88BB247CB,HOSP-001,DEPT-ED,2026-05-28,6,5,3,2,0,0,0,4,0,0,4,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D65E5CC7E55B47C9,HOSP-001,DEPT-ED,2026-05-29,6,5,5,0,0,0,0,4,0,0,4,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-177B0084621D487C,HOSP-001,DEPT-ED,2026-05-30,6,5,4,1,0,0,0,3,0,0,3,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-5AC04D644E614E1B,HOSP-001,DEPT-ED,2026-05-31,6,5,3,0,2,0,0,5,2,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-2C913A48CDF94099,HOSP-001,DEPT-ED,2026-06-01,6,5,4,0,1,0,0,3,1,0,3,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-FA0BC078E3864173,HOSP-001,DEPT-ED,2026-06-02,6,5,3,0,2,0,0,3,2,0,3,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-55F2DECC525E4141,HOSP-001,DEPT-ED,2026-06-03,6,4,1,1,2,0,0,3,1,1,3,2,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-EC9048AA94754574,HOSP-001,DEPT-ED,2026-06-04,6,4,1,1,2,0,0,4,1,2,4,2,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D667CEA5F63B4025,HOSP-001,DEPT-ED,2026-06-05,6,5,2,1,2,0,0,5,1,2,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D0C6032BC56B4214,HOSP-001,DEPT-ED,2026-06-06,6,5,4,1,0,0,0,5,1,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-7CCFC40EFB214D2C,HOSP-001,DEPT-ED,2026-06-07,6,5,3,2,0,0,0,5,2,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B6168C02DBD3448B,HOSP-001,DEPT-ED,2026-06-08,6,5,1,1,3,0,0,5,3,1,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-58FC2414BC7C47EA,HOSP-001,DEPT-ED,2026-06-09,6,5,3,1,1,0,0,5,1,1,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-A533E18D6EB34E07,HOSP-001,DEPT-ED,2026-06-10,6,5,2,1,2,0,0,5,2,1,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-29A961DAFA564A09,HOSP-001,DEPT-ED,2026-06-11,6,5,1,3,1,0,0,5,3,1,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-3A900AD9071F4483,HOSP-001,DEPT-ED,2026-06-12,6,5,3,1,1,0,0,5,1,1,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B87EC59F5834402D,HOSP-001,DEPT-ED,2026-06-13,6,5,3,2,0,0,0,5,2,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B389934A2DB74A7F,HOSP-001,DEPT-ED,2026-06-14,6,4,2,2,0,0,0,4,2,0,4,2,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-545B5984AFB84E5E,HOSP-001,DEPT-ED,2026-06-15,6,5,3,1,1,0,0,5,1,1,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-49899411655141CF,HOSP-001,DEPT-ED,2026-06-16,6,5,2,1,2,0,0,5,1,2,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-360E55223FAB4431,HOSP-001,DEPT-ED,2026-06-17,6,5,1,3,1,0,0,5,4,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-3B97AE2CB191437F,HOSP-001,DEPT-ED,2026-06-18,6,3,2,1,0,0,0,3,1,0,3,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-3B66A11CCD484C78,HOSP-001,DEPT-ED,2026-06-19,6,5,2,0,3,0,0,5,1,2,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B31CDA70DC5D4F81,HOSP-001,DEPT-ED,2026-06-20,6,5,3,0,2,0,0,5,0,2,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-DF1EADBC50D54D2E,HOSP-001,DEPT-ED,2026-06-21,6,5,2,2,1,0,0,4,2,1,4,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-631B60DC0E6E4F84,HOSP-001,DEPT-ED,2026-06-22,6,5,4,0,1,0,0,5,1,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-9661A1EAEB744913,HOSP-001,DEPT-ED,2026-06-23,6,3,2,0,1,0,0,2,1,0,2,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-24F12EEEF58643BC,HOSP-001,DEPT-ED,2026-06-24,6,5,2,2,1,0,0,5,3,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-2C868F8662734D61,HOSP-001,DEPT-ED,2026-06-25,6,5,2,0,3,0,0,5,2,1,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-704EEDABAA244C69,HOSP-001,DEPT-ED,2026-06-26,6,3,1,0,2,0,0,3,0,2,3,3,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-42DB5FF80A954946,HOSP-001,DEPT-ED,2026-06-27,6,5,4,0,1,0,0,5,0,1,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-7892F8EDD3744690,HOSP-001,DEPT-ED,2026-06-28,6,5,2,2,1,0,0,5,2,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-6D1EFD187FAB4865,HOSP-001,DEPT-ED,2026-06-29,6,5,4,0,1,0,0,3,0,1,3,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-238733DFA3444A03,HOSP-001,DEPT-ED,2026-06-30,6,5,2,2,1,0,0,4,1,1,4,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-BE5A6A4AB8304A3C,HOSP-001,DEPT-ED,2026-07-01,6,5,2,3,0,0,0,4,2,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-569F7CBA77D641E3,HOSP-001,DEPT-ED,2026-07-02,6,5,2,1,2,0,0,4,2,1,4,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-33A3F397E045486F,HOSP-001,DEPT-ED,2026-07-03,6,5,3,2,0,0,0,2,2,0,2,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D63EE82A054B4C5B,HOSP-001,DEPT-ED,2026-07-04,6,4,3,1,0,0,0,1,1,0,1,2,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-F5AF74B983FD4365,HOSP-001,DEPT-ED,2026-07-05,6,5,1,2,2,0,0,4,4,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-87E820EBEF2A41C1,HOSP-001,DEPT-ED,2026-07-06,6,5,4,1,0,0,0,2,1,0,2,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-32A14EC16A1347BE,HOSP-001,DEPT-ED,2026-07-07,6,5,0,0,5,0,0,5,5,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-C7A68BE20E4C4D24,HOSP-001,DEPT-ED,2026-07-08,6,5,3,0,2,0,0,2,1,1,2,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B8F73996777546B7,HOSP-001,DEPT-ED,2026-07-09,6,4,3,0,1,0,0,2,0,1,2,2,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-726259F2CAE244A2,HOSP-001,DEPT-ED,2026-07-10,6,5,4,0,1,0,0,4,0,1,4,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-7013211210DE42F2,HOSP-001,DEPT-ED,2026-07-11,6,5,4,1,0,0,0,3,1,0,3,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-EF8AACB43D2F4391,HOSP-001,DEPT-ED,2026-07-12,6,5,3,1,1,0,0,4,2,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-8C3B83D67A854509,HOSP-001,DEPT-ED,2026-07-13,6,5,2,1,2,0,0,5,0,2,5,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-4A0BBBDA8341487F,HOSP-001,DEPT-ED,2026-07-14,6,5,2,0,3,0,0,4,1,2,4,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-BE8BB92978184BFA,HOSP-001,DEPT-ED,2026-07-15,6,5,1,2,2,0,0,5,3,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-CF44F9541E484133,HOSP-001,DEPT-ED,2026-07-16,6,4,3,1,0,0,0,3,1,0,3,2,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B9D7AE7699954FA0,HOSP-001,DEPT-ED,2026-07-17,6,5,2,3,0,0,0,5,2,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B25E2C0CDDED4B33,HOSP-001,DEPT-ED,2026-07-18,6,5,3,1,1,0,0,5,2,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-67058CD68BEF447D,HOSP-001,DEPT-ED,2026-07-19,6,5,3,2,0,0,0,4,1,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-E1558B8B095740FF,HOSP-001,DEPT-ED,2026-07-20,6,5,2,0,3,0,0,5,3,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-55460B84D381442B,HOSP-001,DEPT-ED,2026-07-21,6,5,3,1,1,0,0,4,2,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-2BC0BA814B4E49DA,HOSP-001,DEPT-ED,2026-07-22,6,5,2,2,1,0,0,5,2,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D0128E0E8CC34EA9,HOSP-001,DEPT-ED,2026-07-23,6,5,3,2,0,0,0,5,1,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-39200A5825BD4A22,HOSP-001,DEPT-ED,2026-07-24,6,5,2,2,1,0,0,5,2,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-A4ADE9F5CDEA480A,HOSP-001,DEPT-ED,2026-07-25,6,5,4,0,1,0,0,4,1,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-9AC2F021035D4103,HOSP-001,DEPT-ED,2026-07-26,6,5,3,0,2,0,0,4,2,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-FF51DB6319544097,HOSP-001,DEPT-ED,2026-07-27,6,5,2,3,0,0,0,5,3,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-C60CD59DD9654FC8,HOSP-001,DEPT-ED,2026-07-28,6,3,2,0,1,0,0,2,1,0,2,3,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-79EBBDA731884CE3,HOSP-001,DEPT-ED,2026-07-29,6,5,4,1,0,0,0,5,1,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B3165E4460A74327,HOSP-001,DEPT-ED,2026-07-30,6,5,4,0,1,0,0,4,0,1,4,1,Critical,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-7C1AE360D7884648,HOSP-001,DEPT-ED,2026-07-31,6,5,1,3,1,0,0,5,3,0,5,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-2D25F291F0BE46FB,HOSP-001,DEPT-ED,2026-08-01,6,5,5,0,0,0,0,2,0,0,2,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D8E3C51B9451464D,HOSP-001,DEPT-ED,2026-08-02,6,5,5,0,0,0,0,2,0,0,2,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-0E28ABA1B1124F4C,HOSP-001,DEPT-ED,2026-08-03,6,5,4,1,0,0,0,3,0,0,3,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-7981FB3B58BD4D36,HOSP-001,DEPT-ED,2026-08-04,6,3,1,2,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-8DBD22F1F8B746C5,HOSP-001,DEPT-ED,2026-08-05,6,5,4,0,1,0,0,1,1,0,1,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-61C97D3B564F4FF1,HOSP-001,DEPT-ED,2026-08-06,6,5,5,0,0,0,0,1,0,0,1,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-F16A2A74456A4FA3,HOSP-001,DEPT-ED,2026-08-07,6,5,5,0,0,0,0,2,0,0,2,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-E9309CF9EDDE47F2,HOSP-001,DEPT-ED,2026-08-08,6,5,5,0,0,0,0,2,0,0,2,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-DD50C6752223409A,HOSP-001,DEPT-ED,2026-08-09,6,5,5,0,0,0,0,1,0,0,1,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-DE075020F4B24A31,HOSP-001,DEPT-ED,2026-08-10,6,5,5,0,0,0,0,3,0,0,3,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-8A581B5A1BD74797,HOSP-001,DEPT-ED,2026-08-11,6,5,5,0,0,0,0,2,0,0,2,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-17C096F8FFB24042,HOSP-001,DEPT-ED,2026-08-12,6,5,5,0,0,0,0,1,0,0,1,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-564E3DD2336645DD,HOSP-001,DEPT-ED,2026-08-13,6,4,4,0,0,0,0,1,0,0,1,2,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-3F119FD3843A45A0,HOSP-001,DEPT-ED,2026-08-14,6,5,5,0,0,0,0,1,0,0,1,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-A2B7364E0DEA4DC6,HOSP-001,DEPT-ED,2026-08-15,6,5,5,0,0,0,0,1,0,0,1,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-3F3557B1DCC947B9,HOSP-001,DEPT-ED,2026-08-16,6,3,3,0,0,0,0,0,0,0,0,3,None,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-33118DE772514032,HOSP-001,DEPT-ED,2026-08-17,6,3,3,0,0,0,0,1,0,0,1,3,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-AB7E56E89CE34920,HOSP-001,DEPT-ED,2026-08-18,6,5,4,0,1,0,0,3,1,0,3,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-DD8774EF379E4EFE,HOSP-001,DEPT-ED,2026-08-19,6,5,5,0,0,0,0,2,0,0,2,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-10A4878613704788,HOSP-001,DEPT-ED,2026-08-20,6,5,5,0,0,0,0,3,0,0,3,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-FF6AF4DC39354AAC,HOSP-001,DEPT-ED,2026-08-21,6,5,5,0,0,0,0,1,0,0,1,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-0DEF4FE39A3A4CD1,HOSP-001,DEPT-ED,2026-08-22,6,3,2,1,0,0,0,1,0,0,1,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-0A780D0940904081,HOSP-001,DEPT-ED,2026-08-23,6,4,4,0,0,0,0,0,0,0,0,2,None,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-9A2BC65789D843C0,HOSP-001,DEPT-ED,2026-08-24,6,5,5,0,0,0,0,1,0,0,1,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-F696AAFAF94C4572,HOSP-001,DEPT-ED,2026-08-25,6,5,5,0,0,0,0,2,0,0,2,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-086C8A49E819498B,HOSP-001,DEPT-ED,2026-08-26,6,4,4,0,0,0,0,4,0,0,4,2,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-0C6362CB6B694650,HOSP-001,DEPT-ED,2026-08-27,6,5,5,0,0,0,0,3,0,0,3,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-C14EA29165D949F6,HOSP-001,DEPT-ED,2026-08-28,6,5,5,0,0,0,0,3,0,0,3,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D250449038AF4B0F,HOSP-001,DEPT-ED,2026-08-29,6,5,5,0,0,0,0,5,0,0,5,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-9519074AEDA8409E,HOSP-001,DEPT-ED,2026-08-30,6,5,5,0,0,0,0,3,0,0,3,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-97D46CA62BDD464A,HOSP-001,DEPT-ED,2026-08-31,6,5,4,1,0,0,0,5,0,0,5,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-34A1421729DD4691,HOSP-001,DEPT-ED,2026-09-01,6,3,3,0,0,0,0,3,0,0,3,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-887E73BBC08F4DEE,HOSP-001,DEPT-ED,2026-09-02,6,5,4,0,1,0,0,4,1,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-C49C8B4C18D14BEE,HOSP-001,DEPT-ED,2026-09-03,6,4,4,0,0,0,0,3,0,0,3,2,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-AE7F81EB5F764DF2,HOSP-001,DEPT-ED,2026-09-04,6,4,4,0,0,0,0,4,0,0,4,2,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D2D8E6A9ADF34A22,HOSP-001,DEPT-ED,2026-09-05,6,5,4,0,1,0,0,4,1,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-29FB5B1ACF2C4A2A,HOSP-001,DEPT-ED,2026-09-06,6,5,5,0,0,0,0,3,0,0,3,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-912651604F7F4350,HOSP-001,DEPT-ED,2026-09-07,6,3,3,0,0,0,0,2,0,0,2,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-6D763B0352114956,HOSP-001,DEPT-ED,2026-09-08,6,5,5,0,0,0,0,3,0,0,3,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D3659B885A554945,HOSP-001,DEPT-ED,2026-09-09,6,5,4,1,0,0,0,4,1,0,4,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-64BCF5A696B64F18,HOSP-001,DEPT-ED,2026-09-10,6,5,5,0,0,0,0,3,0,0,3,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-A7C64DB8B51447DF,HOSP-001,DEPT-ED,2026-09-11,6,5,5,0,0,0,0,5,0,0,5,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-08FE2DE260FB47C5,HOSP-001,DEPT-ED,2026-09-12,6,5,5,0,0,0,0,3,0,0,3,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-77CA386838E14D7E,HOSP-001,DEPT-ED,2026-09-13,6,5,4,1,0,0,0,3,1,0,3,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-54F9E152EC264984,HOSP-001,DEPT-ED,2026-09-14,6,5,4,0,1,0,0,2,1,0,2,1,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-4D4EE5A27185407E,HOSP-001,DEPT-ED,2026-09-15,6,5,5,0,0,0,0,2,0,0,2,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-599D09577B9D4144,HOSP-001,DEPT-ED,2026-09-16,6,5,5,0,0,0,0,2,0,0,2,1,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-D4ECCC39BA6547B6,HOSP-001,DEPT-ED,2026-09-17,6,4,3,0,1,0,0,3,1,0,3,2,High,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-B033525E35C84C5C,HOSP-001,DEPT-ED,2026-09-18,6,5,5,0,0,0,0,2,0,0,2,1,Low,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
SUM-FFA91FECB18E499C,HOSP-001,DEPT-ED,2026-09-19,6,3,2,1,0,0,0,1,0,0,1,3,Moderate,Complete,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
