watch_record_id,integration_record_id,hospital_id,department_id,reporting_date,kpi_id,trend_direction,operational_trend_interpretation,trend_confidence,sustained_movement_flag,statistical_signal_flag,source_trend_record_id,engine_run_id,processed_at
WCH-3DFB7DA8B35D4470,IKPI-kpi_002-HOSP-001-DEPT-ED-20260212,HOSP-001,DEPT-ED,2026-02-12,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260212-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-87535A867FD740C5,IKPI-kpi_002-HOSP-001-DEPT-ED-20260213,HOSP-001,DEPT-ED,2026-02-13,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260213-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-84A028FD6C794B7D,IKPI-kpi_002-HOSP-001-DEPT-ED-20260214,HOSP-001,DEPT-ED,2026-02-14,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260214-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CBE83F26BBD54191,IKPI-kpi_002-HOSP-001-DEPT-ED-20260215,HOSP-001,DEPT-ED,2026-02-15,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260215-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C5011889CF52438A,IKPI-kpi_002-HOSP-001-DEPT-ED-20260216,HOSP-001,DEPT-ED,2026-02-16,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260216-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EDC6331E52D24A0F,IKPI-kpi_002-HOSP-001-DEPT-ED-20260217,HOSP-001,DEPT-ED,2026-02-17,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260217-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-14AA2C83B5AF4837,IKPI-kpi_002-HOSP-001-DEPT-ED-20260218,HOSP-001,DEPT-ED,2026-02-18,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260218-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EC3D656BA954469B,IKPI-kpi_002-HOSP-001-DEPT-ED-20260219,HOSP-001,DEPT-ED,2026-02-19,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260219-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7109FA5FFC554CBE,IKPI-kpi_002-HOSP-001-DEPT-ED-20260220,HOSP-001,DEPT-ED,2026-02-20,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260220-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-22F91C9F322B4F66,IKPI-kpi_002-HOSP-001-DEPT-ED-20260221,HOSP-001,DEPT-ED,2026-02-21,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260221-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4ACFEE397A9840B2,IKPI-kpi_002-HOSP-001-DEPT-ED-20260222,HOSP-001,DEPT-ED,2026-02-22,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260222-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2B902789C8EC4840,IKPI-kpi_002-HOSP-001-DEPT-ED-20260223,HOSP-001,DEPT-ED,2026-02-23,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260223-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-01B4AC3C20334DE0,IKPI-kpi_002-HOSP-001-DEPT-ED-20260224,HOSP-001,DEPT-ED,2026-02-24,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260224-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-64190527EE364100,IKPI-kpi_002-HOSP-001-DEPT-ED-20260225,HOSP-001,DEPT-ED,2026-02-25,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260225-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F6765A8BC88B4922,IKPI-kpi_002-HOSP-001-DEPT-ED-20260226,HOSP-001,DEPT-ED,2026-02-26,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260226-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AA10E243C9CD4898,IKPI-kpi_002-HOSP-001-DEPT-ED-20260227,HOSP-001,DEPT-ED,2026-02-27,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260227-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5503D6BECD4343BA,IKPI-kpi_002-HOSP-001-DEPT-ED-20260228,HOSP-001,DEPT-ED,2026-02-28,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260228-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1133FA6834C74D62,IKPI-kpi_002-HOSP-001-DEPT-ED-20260301,HOSP-001,DEPT-ED,2026-03-01,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260301-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-224CBF918837449C,IKPI-kpi_002-HOSP-001-DEPT-ED-20260302,HOSP-001,DEPT-ED,2026-03-02,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260302-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E61D07B5E95749D1,IKPI-kpi_002-HOSP-001-DEPT-ED-20260303,HOSP-001,DEPT-ED,2026-03-03,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260303-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0730D93621AB4CE0,IKPI-kpi_002-HOSP-001-DEPT-ED-20260304,HOSP-001,DEPT-ED,2026-03-04,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260304-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8D1261B90CBD49B9,IKPI-kpi_002-HOSP-001-DEPT-ED-20260305,HOSP-001,DEPT-ED,2026-03-05,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260305-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5EF2AD8902964A48,IKPI-kpi_002-HOSP-001-DEPT-ED-20260306,HOSP-001,DEPT-ED,2026-03-06,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260306-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-FEA51487B32041F4,IKPI-kpi_002-HOSP-001-DEPT-ED-20260307,HOSP-001,DEPT-ED,2026-03-07,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260307-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-289C355304A8436A,IKPI-kpi_002-HOSP-001-DEPT-ED-20260308,HOSP-001,DEPT-ED,2026-03-08,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260308-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C76A871487044120,IKPI-kpi_002-HOSP-001-DEPT-ED-20260309,HOSP-001,DEPT-ED,2026-03-09,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260309-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C867A973501A4497,IKPI-kpi_002-HOSP-001-DEPT-ED-20260310,HOSP-001,DEPT-ED,2026-03-10,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260310-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-007F4BB2DCD141FF,IKPI-kpi_002-HOSP-001-DEPT-ED-20260311,HOSP-001,DEPT-ED,2026-03-11,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260311-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B809D1F7EAF744AA,IKPI-kpi_002-HOSP-001-DEPT-ED-20260312,HOSP-001,DEPT-ED,2026-03-12,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260312-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AEEA9019237E44A4,IKPI-kpi_002-HOSP-001-DEPT-ED-20260313,HOSP-001,DEPT-ED,2026-03-13,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260313-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-43A2CE254C9C434E,IKPI-kpi_002-HOSP-001-DEPT-ED-20260314,HOSP-001,DEPT-ED,2026-03-14,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260314-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F43D1F96A5E343AC,IKPI-kpi_002-HOSP-001-DEPT-ED-20260315,HOSP-001,DEPT-ED,2026-03-15,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260315-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9B1462C050FE43D3,IKPI-kpi_002-HOSP-001-DEPT-ED-20260316,HOSP-001,DEPT-ED,2026-03-16,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260316-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1F5C91C8E9424DC5,IKPI-kpi_002-HOSP-001-DEPT-ED-20260317,HOSP-001,DEPT-ED,2026-03-17,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260317-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-28B3781C01C448B6,IKPI-kpi_002-HOSP-001-DEPT-ED-20260318,HOSP-001,DEPT-ED,2026-03-18,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260318-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-57E594498D7D4F80,IKPI-kpi_002-HOSP-001-DEPT-ED-20260319,HOSP-001,DEPT-ED,2026-03-19,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260319-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AFE6C06371874918,IKPI-kpi_002-HOSP-001-DEPT-ED-20260320,HOSP-001,DEPT-ED,2026-03-20,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260320-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E57FA0FE670E474B,IKPI-kpi_002-HOSP-001-DEPT-ED-20260321,HOSP-001,DEPT-ED,2026-03-21,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260321-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-864EF65E40B64D67,IKPI-kpi_002-HOSP-001-DEPT-ED-20260322,HOSP-001,DEPT-ED,2026-03-22,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260322-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1D32D07942AF4AA5,IKPI-kpi_002-HOSP-001-DEPT-ED-20260323,HOSP-001,DEPT-ED,2026-03-23,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260323-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-483E14A4C731410A,IKPI-kpi_002-HOSP-001-DEPT-ED-20260324,HOSP-001,DEPT-ED,2026-03-24,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260324-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9A5F066ED9AA452B,IKPI-kpi_002-HOSP-001-DEPT-ED-20260325,HOSP-001,DEPT-ED,2026-03-25,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260325-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E22F627FA2C7425E,IKPI-kpi_002-HOSP-001-DEPT-ED-20260326,HOSP-001,DEPT-ED,2026-03-26,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260326-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-361D298E24994A48,IKPI-kpi_002-HOSP-001-DEPT-ED-20260327,HOSP-001,DEPT-ED,2026-03-27,kpi_002,Sustained Decrease,Improving,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260327-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DAFF9D21E38E492D,IKPI-kpi_002-HOSP-001-DEPT-ED-20260328,HOSP-001,DEPT-ED,2026-03-28,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260328-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-41A8AC086F4C4CA8,IKPI-kpi_002-HOSP-001-DEPT-ED-20260329,HOSP-001,DEPT-ED,2026-03-29,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260329-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0B13EAB166E84694,IKPI-kpi_002-HOSP-001-DEPT-ED-20260330,HOSP-001,DEPT-ED,2026-03-30,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260330-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-244FD11D5368419D,IKPI-kpi_002-HOSP-001-DEPT-ED-20260331,HOSP-001,DEPT-ED,2026-03-31,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260331-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EB79D55207E340AC,IKPI-kpi_002-HOSP-001-DEPT-ED-20260401,HOSP-001,DEPT-ED,2026-04-01,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260401-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E6C743A81F0F40F2,IKPI-kpi_002-HOSP-001-DEPT-ED-20260402,HOSP-001,DEPT-ED,2026-04-02,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260402-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F5A83D0815E64F4A,IKPI-kpi_002-HOSP-001-DEPT-ED-20260403,HOSP-001,DEPT-ED,2026-04-03,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260403-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-454F695F02AF412F,IKPI-kpi_002-HOSP-001-DEPT-ED-20260404,HOSP-001,DEPT-ED,2026-04-04,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260404-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A53F3B09252E43B9,IKPI-kpi_002-HOSP-001-DEPT-ED-20260405,HOSP-001,DEPT-ED,2026-04-05,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260405-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-696E351C65BB4D7E,IKPI-kpi_002-HOSP-001-DEPT-ED-20260406,HOSP-001,DEPT-ED,2026-04-06,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260406-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-009F65B00DD64C98,IKPI-kpi_002-HOSP-001-DEPT-ED-20260407,HOSP-001,DEPT-ED,2026-04-07,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260407-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8A8A256C0EC2477E,IKPI-kpi_002-HOSP-001-DEPT-ED-20260408,HOSP-001,DEPT-ED,2026-04-08,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260408-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-53C75149404B4D6C,IKPI-kpi_002-HOSP-001-DEPT-ED-20260409,HOSP-001,DEPT-ED,2026-04-09,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260409-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2CBB6DC9F2DA4A48,IKPI-kpi_002-HOSP-001-DEPT-ED-20260410,HOSP-001,DEPT-ED,2026-04-10,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260410-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-92AD8026FBE04B32,IKPI-kpi_002-HOSP-001-DEPT-ED-20260411,HOSP-001,DEPT-ED,2026-04-11,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260411-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A20393ED1F164077,IKPI-kpi_002-HOSP-001-DEPT-ED-20260412,HOSP-001,DEPT-ED,2026-04-12,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260412-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4CBB08A2EEDB4690,IKPI-kpi_002-HOSP-001-DEPT-ED-20260413,HOSP-001,DEPT-ED,2026-04-13,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260413-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6E6498E90A644FEB,IKPI-kpi_002-HOSP-001-DEPT-ED-20260414,HOSP-001,DEPT-ED,2026-04-14,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260414-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3B888DFF243F450C,IKPI-kpi_002-HOSP-001-DEPT-ED-20260415,HOSP-001,DEPT-ED,2026-04-15,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260415-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E2E04B7BBF654332,IKPI-kpi_002-HOSP-001-DEPT-ED-20260416,HOSP-001,DEPT-ED,2026-04-16,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260416-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-63DD9E36272340E7,IKPI-kpi_002-HOSP-001-DEPT-ED-20260417,HOSP-001,DEPT-ED,2026-04-17,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260417-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D0D6300B5EC64D59,IKPI-kpi_002-HOSP-001-DEPT-ED-20260418,HOSP-001,DEPT-ED,2026-04-18,kpi_002,Sustained Decrease,Improving,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260418-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AE3AE915754948CC,IKPI-kpi_002-HOSP-001-DEPT-ED-20260419,HOSP-001,DEPT-ED,2026-04-19,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260419-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-30D020E699274FC4,IKPI-kpi_002-HOSP-001-DEPT-ED-20260420,HOSP-001,DEPT-ED,2026-04-20,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260420-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-67FB1BE65EC14758,IKPI-kpi_002-HOSP-001-DEPT-ED-20260421,HOSP-001,DEPT-ED,2026-04-21,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260421-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1C1D5C2834FE48CC,IKPI-kpi_002-HOSP-001-DEPT-ED-20260422,HOSP-001,DEPT-ED,2026-04-22,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260422-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1CA954D4B0024C4C,IKPI-kpi_002-HOSP-001-DEPT-ED-20260423,HOSP-001,DEPT-ED,2026-04-23,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260423-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-23329BE58331400D,IKPI-kpi_002-HOSP-001-DEPT-ED-20260424,HOSP-001,DEPT-ED,2026-04-24,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260424-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7BFA00B210A14945,IKPI-kpi_002-HOSP-001-DEPT-ED-20260425,HOSP-001,DEPT-ED,2026-04-25,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260425-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-11BEB1EA217E41C8,IKPI-kpi_002-HOSP-001-DEPT-ED-20260426,HOSP-001,DEPT-ED,2026-04-26,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260426-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C871497041704747,IKPI-kpi_002-HOSP-001-DEPT-ED-20260427,HOSP-001,DEPT-ED,2026-04-27,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260427-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-38ACBC7AAA32412E,IKPI-kpi_002-HOSP-001-DEPT-ED-20260428,HOSP-001,DEPT-ED,2026-04-28,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260428-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AAF85B8FA8194E0E,IKPI-kpi_002-HOSP-001-DEPT-ED-20260429,HOSP-001,DEPT-ED,2026-04-29,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260429-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-01A7612311624B8E,IKPI-kpi_002-HOSP-001-DEPT-ED-20260430,HOSP-001,DEPT-ED,2026-04-30,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260430-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1122B00816624615,IKPI-kpi_002-HOSP-001-DEPT-ED-20260501,HOSP-001,DEPT-ED,2026-05-01,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260501-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A784A8A712904403,IKPI-kpi_002-HOSP-001-DEPT-ED-20260502,HOSP-001,DEPT-ED,2026-05-02,kpi_002,Sustained Increase,Deteriorating,Medium,False,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260502-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-73A9896F9F27449F,IKPI-kpi_002-HOSP-001-DEPT-ED-20260503,HOSP-001,DEPT-ED,2026-05-03,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260503-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EF344F396FD94B45,IKPI-kpi_002-HOSP-001-DEPT-ED-20260504,HOSP-001,DEPT-ED,2026-05-04,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260504-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AD3741BC427A44AD,IKPI-kpi_002-HOSP-001-DEPT-ED-20260505,HOSP-001,DEPT-ED,2026-05-05,kpi_002,Sustained Increase,Deteriorating,Medium,True,True,TSIG-kpi_002-HOSP-001-DEPT-ED-20260505-trend_slope,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
