summary_id,hospital_id,department_id,reporting_date,department_risk_score,priority_tier,urgency_level,dominant_kpi_id,strongest_associated_kpi_id,strongest_cf_hypothesis,contributing_factor_score,supporting_relationship_count,contradictory_relationship_count,relationship_confidence,provisional_relationship_flag,evidence_pack_id,human_validation_required,engine_run_id,processed_at
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260425,HOSP-001,DEPT-MED,2026-04-25,38.6336,Elevated,Review Soon,kpi_001,kpi_002,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260425,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260425,HOSP-001,DEPT-SURG,2026-04-25,37.7308,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260425,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260426,HOSP-001,DEPT-ED,2026-04-26,84.6458,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260426,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260426,HOSP-001,DEPT-DIAG,2026-04-26,79.0386,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260426,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260426,HOSP-001,DEPT-OPC,2026-04-26,65.0681,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260426,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260426,HOSP-001,DEPT-ICU,2026-04-26,64.4922,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260426,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260427,HOSP-001,DEPT-DIAG,2026-04-27,72.5995,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260427,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260427,HOSP-001,DEPT-PEX,2026-04-27,64.5667,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260427,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260427,HOSP-001,DEPT-ED,2026-04-27,54.1724,Elevated,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260427,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260427,HOSP-001,DEPT-MED,2026-04-27,43.9071,Elevated,Review Soon,kpi_001,kpi_002,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260427,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260428,HOSP-001,DEPT-MED,2026-04-28,70.3602,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260428,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260428,HOSP-001,DEPT-OPC,2026-04-28,66.5215,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260428,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260428,HOSP-001,DEPT-SURG,2026-04-28,51.2003,Elevated,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260428,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260428,HOSP-001,DEPT-DIAG,2026-04-28,52.9414,Elevated,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260428,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260428,HOSP-001,DEPT-ICU,2026-04-28,38.1133,Elevated,Prompt Review,kpi_003,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260428,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260429,HOSP-001,DEPT-ICU,2026-04-29,82.8424,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260429,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260429,HOSP-001,DEPT-MED,2026-04-29,69.6294,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260429,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260429,HOSP-001,DEPT-SURG,2026-04-29,46.5886,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260429,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260430,HOSP-001,DEPT-PEX,2026-04-30,82.9288,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260430,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260430,HOSP-001,DEPT-SURG,2026-04-30,70.6268,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260430,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260430,HOSP-001,DEPT-OPC,2026-04-30,52.1614,Elevated,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260430,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260430,HOSP-001,DEPT-ED,2026-04-30,39.7962,Elevated,Review Soon,kpi_001,kpi_002,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260430,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260430,HOSP-001,DEPT-MED,2026-04-30,38.6753,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260430,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260501,HOSP-001,DEPT-PEX,2026-05-01,60.5683,High,Prompt Review,kpi_002,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260501,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260501,HOSP-001,DEPT-OPC,2026-05-01,48.9156,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260501,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260501,HOSP-001,DEPT-ICU,2026-05-01,38.7799,Elevated,Prompt Review,kpi_003,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260501,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260502,HOSP-001,DEPT-ED,2026-05-02,71.2275,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260502,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260502,HOSP-001,DEPT-OPC,2026-05-02,68.9747,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260502,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260502,HOSP-001,DEPT-SURG,2026-05-02,57.0943,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260502,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260502,HOSP-001,DEPT-MED,2026-05-02,60.108,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260502,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260502,HOSP-001,DEPT-PEX,2026-05-02,54.2877,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260502,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260503,HOSP-001,DEPT-OPC,2026-05-03,80.831,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260503,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260503,HOSP-001,DEPT-PEX,2026-05-03,69.0596,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260503,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260503,HOSP-001,DEPT-MED,2026-05-03,62.3057,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260503,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260503,HOSP-001,DEPT-ED,2026-05-03,54.8935,Elevated,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260503,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260504,HOSP-001,DEPT-PEX,2026-05-04,88.4019,Critical,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260504,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260504,HOSP-001,DEPT-OPC,2026-05-04,62.3664,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260504,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260504,HOSP-001,DEPT-DIAG,2026-05-04,56.628,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260504,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260504,HOSP-001,DEPT-SURG,2026-05-04,59.4659,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260504,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260504,HOSP-001,DEPT-ED,2026-05-04,57.2174,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260504,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260504,HOSP-001,DEPT-MED,2026-05-04,41.9657,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260504,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260505,HOSP-001,DEPT-ED,2026-05-05,79.7501,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260505,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260505,HOSP-001,DEPT-MED,2026-05-05,73.7671,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260505,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260505,HOSP-001,DEPT-ICU,2026-05-05,57.5554,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260505,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260505,HOSP-001,DEPT-OPC,2026-05-05,51.9534,Elevated,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260505,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260506,HOSP-001,DEPT-ICU,2026-05-06,94.7958,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260506,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260506,HOSP-001,DEPT-MED,2026-05-06,74.3339,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260506,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260506,HOSP-001,DEPT-ADM,2026-05-06,71.4908,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260506,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260506,HOSP-001,DEPT-OPC,2026-05-06,70.9918,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260506,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260506,HOSP-001,DEPT-DIAG,2026-05-06,44.4812,Elevated,Immediate Review,kpi_005,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260506,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260506,HOSP-001,DEPT-PEX,2026-05-06,54.2877,Elevated,Prompt Review,kpi_006,kpi_001,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260506,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260507,HOSP-001,DEPT-ICU,2026-05-07,83.8107,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260507,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260507,HOSP-001,DEPT-OPC,2026-05-07,81.0932,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260507,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260507,HOSP-001,DEPT-DIAG,2026-05-07,71.699,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260507,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260507,HOSP-001,DEPT-MED,2026-05-07,41.7649,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260507,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260508,HOSP-001,DEPT-OPC,2026-05-08,50.2694,Elevated,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260508,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260508,HOSP-001,DEPT-ED,2026-05-08,49.605,Elevated,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260508,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260508,HOSP-001,DEPT-SURG,2026-05-08,41.9657,Elevated,Review Soon,kpi_003,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260508,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260508,HOSP-001,DEPT-DIAG,2026-05-08,40.4159,Elevated,Review Soon,kpi_004,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260508,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260509,HOSP-001,DEPT-SURG,2026-05-09,60.0499,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260509,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260509,HOSP-001,DEPT-ICU,2026-05-09,56.2512,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260509,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260509,HOSP-001,DEPT-ADM,2026-05-09,55.2679,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260509,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260509,HOSP-001,DEPT-OPC,2026-05-09,61.0003,High,Prompt Review,kpi_004,kpi_001,Plausible Contributing Factor,48.11,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-OPC-20260509,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260509,HOSP-001,DEPT-ED,2026-05-09,56.3981,High,Prompt Review,kpi_001,kpi_002,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260509,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260510,HOSP-001,DEPT-PEX,2026-05-10,85.7443,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.85,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-PEX-20260510,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260510,HOSP-001,DEPT-MED,2026-05-10,68.4734,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260510,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260510,HOSP-001,DEPT-ED,2026-05-10,58.2702,High,Immediate Review,kpi_005,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260510,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260510,HOSP-001,DEPT-ADM,2026-05-10,55.2679,High,Immediate Review,kpi_006,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260510,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260511,HOSP-001,DEPT-MED,2026-05-11,68.9203,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260511,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260511,HOSP-001,DEPT-DIAG,2026-05-11,61.6924,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260511,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260511,HOSP-001,DEPT-SURG,2026-05-11,58.4589,High,Prompt Review,kpi_002,kpi_001,Plausible Contributing Factor,47.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-SURG-20260511,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260511,HOSP-001,DEPT-ED,2026-05-11,40.9403,Elevated,Review Soon,kpi_005,kpi_001,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260511,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260512,HOSP-001,DEPT-DIAG,2026-05-12,59.4871,High,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260512,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260513,HOSP-001,DEPT-ICU,2026-05-13,83.7869,Critical,Immediate Review,kpi_001,kpi_002,Plausible Contributing Factor,46.72,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ICU-20260513,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ED-20260513,HOSP-001,DEPT-ED,2026-05-13,43.7922,Elevated,Review Soon,kpi_001,kpi_002,Plausible Contributing Factor,46.51,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ED-20260513,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260513,HOSP-001,DEPT-ADM,2026-05-13,38.4343,Elevated,Review Soon,kpi_006,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260513,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-MED-20260514,HOSP-001,DEPT-MED,2026-05-14,72.7191,High,Immediate Review,kpi_003,kpi_001,Plausible Contributing Factor,44.15,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-MED-20260514,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260514,HOSP-001,DEPT-DIAG,2026-05-14,36.0243,Elevated,Review Soon,kpi_002,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260514,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260515,HOSP-001,DEPT-DIAG,2026-05-15,72.5247,High,Immediate Review,kpi_002,kpi_001,Plausible Contributing Factor,44.3,4,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-DIAG-20260515,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
SUM-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260515,HOSP-001,DEPT-ADM,2026-05-15,56.138,High,Prompt Review,kpi_002,kpi_001,Plausible Contributing Factor,45.69,1,15,High,False,EVID-RELCF-20260728043649-HOSP-001-DEPT-ADM-20260515,True,RELCF-20260728043649,2026-07-28T04:37:40.621536
