relationship_record_id,relationship_id,hospital_id,department_id,analysis_period_start,analysis_period_end,source_kpi_id,source_kpi_name,target_kpi_id,target_kpi_name,grain,possible_observation_count,paired_observation_count,paired_availability_rate,sufficiency_status,pearson_correlation,spearman_correlation,pearson_pvalue,spearman_pvalue,raw_relationship_direction,raw_relationship_strength,adversity_correlation,adversity_relationship_direction,adversity_relationship_strength,direction_agreement_rate,both_assessable_count,both_green_count,either_amber_count,both_amber_or_worse_count,either_red_or_worse_count,both_red_or_worse_count,adverse_cooccurrence_rate,conditional_adverse_rate,reverse_conditional_adverse_rate,trend_agreement_rate,both_deteriorating_count,opposing_trend_count,engine_run_id,processed_at,issue_flag,confidence_level
RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,DEPT-ICU,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,43,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-ICU,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,43,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-ICU,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,department,365,280,0.7671,Sufficient,-0.2104,-0.2045,0.000392,0.000575,Negative,Weak,0.1054,None Detected,No Relationship,0.4265,365,0,17,14,64,7,0.0384,0.1489,0.3111,0.3685,296,448,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-ICU,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,0,0,0.0,,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-ICU,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,17,0,28,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-ICU-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-ICU,2026-01-01,2026-12-31,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,17,0,28,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,department,365,365,1.0,Sufficient,-0.665,-0.6281,0.0,0.0,Negative,Strong,0.665,Positive,Strong,0.2253,365,299,43,25,33,6,0.0685,0.5814,0.5208,0.4266,458,393,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,department,365,365,1.0,Sufficient,-0.1932,-0.1398,0.000204,0.007463,None Detected,Weak,0.1346,None Detected,No Relationship,0.4313,365,0,25,15,55,5,0.0411,0.3488,0.2174,0.3767,346,682,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,25,0,18,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,25,0,18,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,department,365,296,0.811,Sufficient,0.0213,0.0069,0.715728,0.906408,None Detected,No Relationship,0.0213,None Detected,No Relationship,0.3492,365,219,47,5,42,0,0.0137,0.1163,0.1064,0.3377,205,539,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,department,365,365,1.0,Sufficient,0.1646,0.1153,0.0016,0.027656,None Detected,Weak,0.1377,None Detected,No Relationship,0.4478,365,0,27,17,56,7,0.0466,0.3542,0.2464,0.3736,331,702,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,27,0,21,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,27,0,21,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,department,365,296,0.811,Sufficient,-0.0496,-0.0519,0.394713,0.373601,None Detected,No Relationship,0.0496,None Detected,No Relationship,0.4169,365,216,49,7,44,1,0.0192,0.1458,0.1489,0.3465,236,500,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,42,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,42,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,department,365,296,0.811,Sufficient,-0.214,-0.2294,0.000207,6.8e-05,Negative,Weak,0.0649,None Detected,No Relationship,0.3763,365,0,23,10,61,5,0.0274,0.1449,0.2128,0.3472,258,501,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,0,0,0.0,,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,23,0,24,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-MED-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-MED,2026-01-01,2026-12-31,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,23,0,24,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,department,365,365,1.0,Sufficient,-0.7174,-0.6807,0.0,0.0,Negative,Strong,0.7174,Positive,Strong,0.1319,365,253,63,54,59,30,0.1479,0.6136,0.6923,0.417,438,262,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,38,0,50,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,department,365,365,1.0,Sufficient,-0.1379,-0.14,0.008335,0.007391,None Detected,No Relationship,0.1379,None Detected,No Relationship,0.456,365,232,66,26,83,6,0.0712,0.2955,0.3662,0.3671,350,681,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,department,365,333,0.9123,Sufficient,-0.1006,-0.0495,0.066687,0.368242,None Detected,No Relationship,0.1006,None Detected,No Relationship,0.3343,365,233,45,8,70,2,0.0219,0.0909,0.2667,0.3319,182,431,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,department,365,303,0.8301,Sufficient,0.0722,0.0574,0.209877,0.319722,None Detected,No Relationship,0.0722,None Detected,No Relationship,0.3311,365,199,53,15,75,5,0.0411,0.1705,0.3125,0.3563,260,516,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,39,0,39,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,department,365,365,1.0,Sufficient,0.2014,0.2194,0.000107,2.4e-05,Positive,Weak,0.2014,Positive,Weak,0.3901,365,240,67,24,71,7,0.0658,0.3077,0.338,0.3619,325,601,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,department,365,333,0.9123,Sufficient,0.1045,0.045,0.056765,0.412983,None Detected,No Relationship,0.1045,None Detected,No Relationship,0.2801,365,241,47,8,58,3,0.0219,0.1026,0.2667,0.3396,176,393,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,department,365,303,0.8301,Sufficient,-0.0486,-0.032,0.399549,0.578743,None Detected,No Relationship,0.0486,None Detected,No Relationship,0.3179,365,204,56,12,64,5,0.0329,0.1538,0.25,0.3553,259,449,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,32,0,39,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,8,0,22,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,18,0,30,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,department,365,333,0.9123,Sufficient,0.2436,0.1659,7e-06,0.002382,Positive,Weak,0.2436,Positive,Weak,0.3253,365,254,38,17,54,7,0.0466,0.2394,0.5667,0.335,225,425,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,department,365,303,0.8301,Sufficient,-0.2619,-0.2451,4e-06,1.6e-05,Negative,Weak,0.2619,Positive,Weak,0.3907,365,214,47,19,60,9,0.0521,0.2676,0.3958,0.3692,311,507,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-OPC-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-OPC,2026-01-01,2026-12-31,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,department,365,303,0.8301,Sufficient,-0.0667,-0.0349,0.247136,0.544821,None Detected,No Relationship,0.0667,None Detected,No Relationship,0.2815,365,235,26,6,48,4,0.0164,0.2,0.125,0.3309,165,366,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,department,365,365,1.0,Sufficient,-0.6883,-0.6682,0.0,0.0,Negative,Strong,0.6883,Positive,Strong,0.1758,365,242,78,55,57,26,0.1507,0.6548,0.5851,0.4129,432,307,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,49,0,35,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,49,0,35,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,49,0,35,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_001-kpi_006,kpi_001_kpi_006,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_006,Patient Satisfaction Score,department,365,297,0.8137,Sufficient,0.0896,0.085,0.123533,0.14377,None Detected,No Relationship,0.0896,None Detected,No Relationship,0.3649,365,196,71,16,59,3,0.0438,0.1905,0.3019,0.3617,252,503,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_003,Bed Occupancy Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,46,0,48,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_004,Average Patient Waiting Time,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,46,0,48,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,46,0,48,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_002,Staff Absenteeism Rate,kpi_006,Patient Satisfaction Score,department,365,297,0.8137,Sufficient,-0.1596,-0.1459,0.00583,0.011826,None Detected,Weak,0.1596,None Detected,Weak,0.3074,365,189,67,22,68,7,0.0603,0.234,0.4151,0.3574,241,433,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_004,Average Patient Waiting Time,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,0,0,0.0,,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,0,0,0.0,,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_003,Bed Occupancy Rate,kpi_006,Patient Satisfaction Score,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,26,0,27,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,0,0,0,0,0.0,,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_004,Average Patient Waiting Time,kpi_006,Patient Satisfaction Score,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,26,0,27,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-PEX-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,DEPT-PEX,2026-01-01,2026-12-31,kpi_005,Patient Complaint Rate,kpi_006,Patient Satisfaction Score,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,26,0,27,0,0.0,,0.0,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_002,kpi_001_kpi_002,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_002,Staff Absenteeism Rate,department,365,365,1.0,Sufficient,-0.6968,-0.6506,0.0,0.0,Negative,Strong,0.6968,Positive,Strong,0.1374,365,248,71,55,64,24,0.1507,0.6707,0.6111,0.4236,460,301,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_003,kpi_001_kpi_003,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_003,Bed Occupancy Rate,department,365,365,1.0,Sufficient,-0.1272,-0.1565,0.015055,0.002714,None Detected,No Relationship,0.0957,None Detected,No Relationship,0.4258,365,0,43,19,70,6,0.0521,0.2317,0.2754,0.3741,356,608,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,High
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_004,kpi_001_kpi_004,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_004,Average Patient Waiting Time,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,43,0,39,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
RELCF-20260728043649-HOSP-001-DEPT-SURG-kpi_001-kpi_005,kpi_001_kpi_005,HOSP-001,DEPT-SURG,2026-01-01,2026-12-31,kpi_001,Staffing Level,kpi_005,Patient Complaint Rate,department,365,0,0.0,Insufficient,,,,,Insufficient Evidence,Insufficient Evidence,,Insufficient Evidence,Insufficient Evidence,,365,0,43,0,39,0,0.0,0.0,,,0,0,RELCF-20260728043649,2026-07-28T04:36:50.467368,False,Insufficient Evidence
