exclusion_id,kpi_id,hospital_id,department_id,reporting_date,reason_code,reason_description,source_record_id,calculation_run_id,_source_domain,integration_exclusion_id,source_exclusion_id,exclusion_origin,integration_run_id
EXC-E4ED0B35,kpi_003,HOSP-001,DEPT-DIAG,2026-01-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260110,PF-KPI-4E7933DFEF21,patient_flow,IEXC-4330E232,EXC-E4ED0B35,source_engine,SIX-KPI-8EC2F4190438
EXC-0B99AE7E,kpi_003,HOSP-001,DEPT-DIAG,2026-01-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260111,PF-KPI-4E7933DFEF21,patient_flow,IEXC-3CCA59ED,EXC-0B99AE7E,source_engine,SIX-KPI-8EC2F4190438
EXC-4FE0095E,kpi_003,HOSP-001,DEPT-DIAG,2026-01-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260112,PF-KPI-4E7933DFEF21,patient_flow,IEXC-36EF0781,EXC-4FE0095E,source_engine,SIX-KPI-8EC2F4190438
EXC-6C430EE9,kpi_003,HOSP-001,DEPT-DIAG,2026-01-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260113,PF-KPI-4E7933DFEF21,patient_flow,IEXC-F5AED8FD,EXC-6C430EE9,source_engine,SIX-KPI-8EC2F4190438
EXC-DA9B4400,kpi_003,HOSP-001,DEPT-DIAG,2026-01-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260114,PF-KPI-4E7933DFEF21,patient_flow,IEXC-95C36699,EXC-DA9B4400,source_engine,SIX-KPI-8EC2F4190438
EXC-A2871C40,kpi_003,HOSP-001,DEPT-DIAG,2026-01-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260115,PF-KPI-4E7933DFEF21,patient_flow,IEXC-511F1B3A,EXC-A2871C40,source_engine,SIX-KPI-8EC2F4190438
EXC-337AD870,kpi_003,HOSP-001,DEPT-DIAG,2026-01-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260116,PF-KPI-4E7933DFEF21,patient_flow,IEXC-17FE87D0,EXC-337AD870,source_engine,SIX-KPI-8EC2F4190438
EXC-032B1328,kpi_003,HOSP-001,DEPT-DIAG,2026-01-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260117,PF-KPI-4E7933DFEF21,patient_flow,IEXC-7E916E11,EXC-032B1328,source_engine,SIX-KPI-8EC2F4190438
EXC-D512789E,kpi_003,HOSP-001,DEPT-DIAG,2026-01-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260118,PF-KPI-4E7933DFEF21,patient_flow,IEXC-AE878FB4,EXC-D512789E,source_engine,SIX-KPI-8EC2F4190438
EXC-8065452B,kpi_003,HOSP-001,DEPT-DIAG,2026-01-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260119,PF-KPI-4E7933DFEF21,patient_flow,IEXC-DD0FA252,EXC-8065452B,source_engine,SIX-KPI-8EC2F4190438
EXC-575FEF64,kpi_003,HOSP-001,DEPT-DIAG,2026-01-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260120,PF-KPI-4E7933DFEF21,patient_flow,IEXC-7B1B925F,EXC-575FEF64,source_engine,SIX-KPI-8EC2F4190438
EXC-60C25DAA,kpi_003,HOSP-001,DEPT-DIAG,2026-01-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260121,PF-KPI-4E7933DFEF21,patient_flow,IEXC-CC5F15A9,EXC-60C25DAA,source_engine,SIX-KPI-8EC2F4190438
EXC-E4F0D108,kpi_003,HOSP-001,DEPT-DIAG,2026-01-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260122,PF-KPI-4E7933DFEF21,patient_flow,IEXC-549FA606,EXC-E4F0D108,source_engine,SIX-KPI-8EC2F4190438
EXC-4B099AF1,kpi_003,HOSP-001,DEPT-DIAG,2026-01-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260123,PF-KPI-4E7933DFEF21,patient_flow,IEXC-BCF49EB5,EXC-4B099AF1,source_engine,SIX-KPI-8EC2F4190438
EXC-FB6F0CBE,kpi_003,HOSP-001,DEPT-DIAG,2026-01-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260124,PF-KPI-4E7933DFEF21,patient_flow,IEXC-693D1BF9,EXC-FB6F0CBE,source_engine,SIX-KPI-8EC2F4190438
EXC-719C3D9E,kpi_003,HOSP-001,DEPT-DIAG,2026-01-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260125,PF-KPI-4E7933DFEF21,patient_flow,IEXC-78F2D9B4,EXC-719C3D9E,source_engine,SIX-KPI-8EC2F4190438
EXC-C8BDA865,kpi_003,HOSP-001,DEPT-DIAG,2026-01-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260126,PF-KPI-4E7933DFEF21,patient_flow,IEXC-CE08CDF0,EXC-C8BDA865,source_engine,SIX-KPI-8EC2F4190438
EXC-F8FC1815,kpi_003,HOSP-001,DEPT-DIAG,2026-01-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260127,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E41D9E92,EXC-F8FC1815,source_engine,SIX-KPI-8EC2F4190438
EXC-74FE4740,kpi_003,HOSP-001,DEPT-DIAG,2026-01-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260128,PF-KPI-4E7933DFEF21,patient_flow,IEXC-1F2B2D4B,EXC-74FE4740,source_engine,SIX-KPI-8EC2F4190438
EXC-CFAA6CFB,kpi_003,HOSP-001,DEPT-DIAG,2026-01-29,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260129,PF-KPI-4E7933DFEF21,patient_flow,IEXC-4887866E,EXC-CFAA6CFB,source_engine,SIX-KPI-8EC2F4190438
EXC-5FCB439C,kpi_003,HOSP-001,DEPT-DIAG,2026-01-30,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260130,PF-KPI-4E7933DFEF21,patient_flow,IEXC-554DB8B1,EXC-5FCB439C,source_engine,SIX-KPI-8EC2F4190438
EXC-84DA63DD,kpi_003,HOSP-001,DEPT-DIAG,2026-01-31,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260131,PF-KPI-4E7933DFEF21,patient_flow,IEXC-B7416BA0,EXC-84DA63DD,source_engine,SIX-KPI-8EC2F4190438
EXC-401E77F7,kpi_003,HOSP-001,DEPT-DIAG,2026-02-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260201,PF-KPI-4E7933DFEF21,patient_flow,IEXC-AAD84E2D,EXC-401E77F7,source_engine,SIX-KPI-8EC2F4190438
EXC-CB911B4F,kpi_003,HOSP-001,DEPT-DIAG,2026-02-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260202,PF-KPI-4E7933DFEF21,patient_flow,IEXC-9B3CC1BD,EXC-CB911B4F,source_engine,SIX-KPI-8EC2F4190438
EXC-5BC84C4E,kpi_003,HOSP-001,DEPT-DIAG,2026-02-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260203,PF-KPI-4E7933DFEF21,patient_flow,IEXC-CE6DC6B3,EXC-5BC84C4E,source_engine,SIX-KPI-8EC2F4190438
EXC-959E746F,kpi_003,HOSP-001,DEPT-DIAG,2026-02-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260204,PF-KPI-4E7933DFEF21,patient_flow,IEXC-8E99DB14,EXC-959E746F,source_engine,SIX-KPI-8EC2F4190438
EXC-3A050B59,kpi_003,HOSP-001,DEPT-DIAG,2026-02-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260205,PF-KPI-4E7933DFEF21,patient_flow,IEXC-F2F04C8E,EXC-3A050B59,source_engine,SIX-KPI-8EC2F4190438
EXC-A24CDA3C,kpi_003,HOSP-001,DEPT-DIAG,2026-02-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260206,PF-KPI-4E7933DFEF21,patient_flow,IEXC-7F4F1050,EXC-A24CDA3C,source_engine,SIX-KPI-8EC2F4190438
EXC-E46E4081,kpi_003,HOSP-001,DEPT-DIAG,2026-02-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260207,PF-KPI-4E7933DFEF21,patient_flow,IEXC-47BDBD35,EXC-E46E4081,source_engine,SIX-KPI-8EC2F4190438
EXC-867DC65E,kpi_003,HOSP-001,DEPT-DIAG,2026-02-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260208,PF-KPI-4E7933DFEF21,patient_flow,IEXC-5CDA37A3,EXC-867DC65E,source_engine,SIX-KPI-8EC2F4190438
EXC-7A08C923,kpi_003,HOSP-001,DEPT-DIAG,2026-02-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260209,PF-KPI-4E7933DFEF21,patient_flow,IEXC-575990EC,EXC-7A08C923,source_engine,SIX-KPI-8EC2F4190438
EXC-6B17EF92,kpi_003,HOSP-001,DEPT-DIAG,2026-02-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260210,PF-KPI-4E7933DFEF21,patient_flow,IEXC-1BD8A23E,EXC-6B17EF92,source_engine,SIX-KPI-8EC2F4190438
EXC-07409519,kpi_003,HOSP-001,DEPT-DIAG,2026-02-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260211,PF-KPI-4E7933DFEF21,patient_flow,IEXC-0D45B8BA,EXC-07409519,source_engine,SIX-KPI-8EC2F4190438
EXC-6F283DC7,kpi_003,HOSP-001,DEPT-DIAG,2026-02-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260212,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E0CD0F15,EXC-6F283DC7,source_engine,SIX-KPI-8EC2F4190438
EXC-4254797A,kpi_003,HOSP-001,DEPT-DIAG,2026-02-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260213,PF-KPI-4E7933DFEF21,patient_flow,IEXC-1062080C,EXC-4254797A,source_engine,SIX-KPI-8EC2F4190438
EXC-EF1BE83C,kpi_003,HOSP-001,DEPT-DIAG,2026-02-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260214,PF-KPI-4E7933DFEF21,patient_flow,IEXC-84A0E9D7,EXC-EF1BE83C,source_engine,SIX-KPI-8EC2F4190438
EXC-7A12C070,kpi_003,HOSP-001,DEPT-DIAG,2026-02-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260215,PF-KPI-4E7933DFEF21,patient_flow,IEXC-22DEE94E,EXC-7A12C070,source_engine,SIX-KPI-8EC2F4190438
EXC-A39E50B3,kpi_003,HOSP-001,DEPT-DIAG,2026-02-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260216,PF-KPI-4E7933DFEF21,patient_flow,IEXC-6F2444CD,EXC-A39E50B3,source_engine,SIX-KPI-8EC2F4190438
EXC-5D96444B,kpi_003,HOSP-001,DEPT-DIAG,2026-02-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260217,PF-KPI-4E7933DFEF21,patient_flow,IEXC-42A0F1B0,EXC-5D96444B,source_engine,SIX-KPI-8EC2F4190438
EXC-36ADD9DD,kpi_003,HOSP-001,DEPT-DIAG,2026-02-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260218,PF-KPI-4E7933DFEF21,patient_flow,IEXC-7FD27866,EXC-36ADD9DD,source_engine,SIX-KPI-8EC2F4190438
EXC-B3B90A5B,kpi_003,HOSP-001,DEPT-DIAG,2026-02-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260219,PF-KPI-4E7933DFEF21,patient_flow,IEXC-F813CBD0,EXC-B3B90A5B,source_engine,SIX-KPI-8EC2F4190438
EXC-FEA3C489,kpi_003,HOSP-001,DEPT-DIAG,2026-02-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260220,PF-KPI-4E7933DFEF21,patient_flow,IEXC-A4E328C8,EXC-FEA3C489,source_engine,SIX-KPI-8EC2F4190438
EXC-EE5A0EDD,kpi_003,HOSP-001,DEPT-DIAG,2026-02-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260221,PF-KPI-4E7933DFEF21,patient_flow,IEXC-C91E4396,EXC-EE5A0EDD,source_engine,SIX-KPI-8EC2F4190438
EXC-2B8A8D73,kpi_003,HOSP-001,DEPT-DIAG,2026-02-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260222,PF-KPI-4E7933DFEF21,patient_flow,IEXC-0C8BDF71,EXC-2B8A8D73,source_engine,SIX-KPI-8EC2F4190438
EXC-A70F0C26,kpi_003,HOSP-001,DEPT-DIAG,2026-02-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260223,PF-KPI-4E7933DFEF21,patient_flow,IEXC-570D201D,EXC-A70F0C26,source_engine,SIX-KPI-8EC2F4190438
EXC-4807B561,kpi_003,HOSP-001,DEPT-DIAG,2026-02-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260224,PF-KPI-4E7933DFEF21,patient_flow,IEXC-5AD28199,EXC-4807B561,source_engine,SIX-KPI-8EC2F4190438
EXC-451D474A,kpi_003,HOSP-001,DEPT-DIAG,2026-02-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260225,PF-KPI-4E7933DFEF21,patient_flow,IEXC-1ECBBF73,EXC-451D474A,source_engine,SIX-KPI-8EC2F4190438
EXC-C4FBDDEF,kpi_003,HOSP-001,DEPT-DIAG,2026-02-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260226,PF-KPI-4E7933DFEF21,patient_flow,IEXC-F437E1E2,EXC-C4FBDDEF,source_engine,SIX-KPI-8EC2F4190438
EXC-67E09475,kpi_003,HOSP-001,DEPT-DIAG,2026-02-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260227,PF-KPI-4E7933DFEF21,patient_flow,IEXC-251AA5BA,EXC-67E09475,source_engine,SIX-KPI-8EC2F4190438
EXC-CFF6F240,kpi_003,HOSP-001,DEPT-DIAG,2026-02-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260228,PF-KPI-4E7933DFEF21,patient_flow,IEXC-B0B44F3D,EXC-CFF6F240,source_engine,SIX-KPI-8EC2F4190438
EXC-8713C43B,kpi_003,HOSP-001,DEPT-DIAG,2026-03-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260301,PF-KPI-4E7933DFEF21,patient_flow,IEXC-F6DE3B58,EXC-8713C43B,source_engine,SIX-KPI-8EC2F4190438
EXC-520BCCDC,kpi_003,HOSP-001,DEPT-DIAG,2026-03-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260302,PF-KPI-4E7933DFEF21,patient_flow,IEXC-67324B04,EXC-520BCCDC,source_engine,SIX-KPI-8EC2F4190438
EXC-FE205424,kpi_003,HOSP-001,DEPT-DIAG,2026-03-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260303,PF-KPI-4E7933DFEF21,patient_flow,IEXC-DBAB7D18,EXC-FE205424,source_engine,SIX-KPI-8EC2F4190438
EXC-3CAD60A9,kpi_003,HOSP-001,DEPT-DIAG,2026-03-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260304,PF-KPI-4E7933DFEF21,patient_flow,IEXC-31F13564,EXC-3CAD60A9,source_engine,SIX-KPI-8EC2F4190438
EXC-96BD975D,kpi_003,HOSP-001,DEPT-DIAG,2026-03-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260305,PF-KPI-4E7933DFEF21,patient_flow,IEXC-2A5CD446,EXC-96BD975D,source_engine,SIX-KPI-8EC2F4190438
EXC-A3E3B355,kpi_003,HOSP-001,DEPT-DIAG,2026-03-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260306,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E93A40D1,EXC-A3E3B355,source_engine,SIX-KPI-8EC2F4190438
EXC-946DD45F,kpi_003,HOSP-001,DEPT-DIAG,2026-03-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260307,PF-KPI-4E7933DFEF21,patient_flow,IEXC-F4D8FAA5,EXC-946DD45F,source_engine,SIX-KPI-8EC2F4190438
EXC-1B55B900,kpi_003,HOSP-001,DEPT-DIAG,2026-03-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260308,PF-KPI-4E7933DFEF21,patient_flow,IEXC-9CF442ED,EXC-1B55B900,source_engine,SIX-KPI-8EC2F4190438
EXC-BBA9564C,kpi_003,HOSP-001,DEPT-DIAG,2026-03-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260309,PF-KPI-4E7933DFEF21,patient_flow,IEXC-6B47B221,EXC-BBA9564C,source_engine,SIX-KPI-8EC2F4190438
EXC-C855C576,kpi_003,HOSP-001,DEPT-DIAG,2026-03-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260310,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E359BB66,EXC-C855C576,source_engine,SIX-KPI-8EC2F4190438
EXC-A80CDCD3,kpi_003,HOSP-001,DEPT-DIAG,2026-03-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260311,PF-KPI-4E7933DFEF21,patient_flow,IEXC-70F41B4A,EXC-A80CDCD3,source_engine,SIX-KPI-8EC2F4190438
EXC-6982F553,kpi_003,HOSP-001,DEPT-DIAG,2026-03-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260312,PF-KPI-4E7933DFEF21,patient_flow,IEXC-63B7B0FA,EXC-6982F553,source_engine,SIX-KPI-8EC2F4190438
EXC-B223F6E5,kpi_003,HOSP-001,DEPT-DIAG,2026-03-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260313,PF-KPI-4E7933DFEF21,patient_flow,IEXC-FA01B1C8,EXC-B223F6E5,source_engine,SIX-KPI-8EC2F4190438
EXC-725BEA6D,kpi_003,HOSP-001,DEPT-DIAG,2026-03-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260314,PF-KPI-4E7933DFEF21,patient_flow,IEXC-AF208F71,EXC-725BEA6D,source_engine,SIX-KPI-8EC2F4190438
EXC-804464DD,kpi_003,HOSP-001,DEPT-DIAG,2026-03-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260315,PF-KPI-4E7933DFEF21,patient_flow,IEXC-9417CEE3,EXC-804464DD,source_engine,SIX-KPI-8EC2F4190438
EXC-F9DBA887,kpi_003,HOSP-001,DEPT-DIAG,2026-03-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260316,PF-KPI-4E7933DFEF21,patient_flow,IEXC-94D55C5C,EXC-F9DBA887,source_engine,SIX-KPI-8EC2F4190438
EXC-D1C099FE,kpi_003,HOSP-001,DEPT-DIAG,2026-03-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260317,PF-KPI-4E7933DFEF21,patient_flow,IEXC-96FC5F2C,EXC-D1C099FE,source_engine,SIX-KPI-8EC2F4190438
EXC-F0B04556,kpi_003,HOSP-001,DEPT-DIAG,2026-03-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260318,PF-KPI-4E7933DFEF21,patient_flow,IEXC-399B45A1,EXC-F0B04556,source_engine,SIX-KPI-8EC2F4190438
EXC-7F461AE2,kpi_003,HOSP-001,DEPT-DIAG,2026-03-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260319,PF-KPI-4E7933DFEF21,patient_flow,IEXC-3D8BBC70,EXC-7F461AE2,source_engine,SIX-KPI-8EC2F4190438
EXC-D7F5CED6,kpi_003,HOSP-001,DEPT-DIAG,2026-03-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260320,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E1940EA4,EXC-D7F5CED6,source_engine,SIX-KPI-8EC2F4190438
EXC-6B9C6A97,kpi_003,HOSP-001,DEPT-DIAG,2026-03-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260321,PF-KPI-4E7933DFEF21,patient_flow,IEXC-42FC1FB1,EXC-6B9C6A97,source_engine,SIX-KPI-8EC2F4190438
EXC-00ACAED8,kpi_003,HOSP-001,DEPT-DIAG,2026-03-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260322,PF-KPI-4E7933DFEF21,patient_flow,IEXC-94F3F25C,EXC-00ACAED8,source_engine,SIX-KPI-8EC2F4190438
EXC-EC6FE325,kpi_003,HOSP-001,DEPT-DIAG,2026-03-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260323,PF-KPI-4E7933DFEF21,patient_flow,IEXC-66CF046F,EXC-EC6FE325,source_engine,SIX-KPI-8EC2F4190438
EXC-F2574514,kpi_003,HOSP-001,DEPT-DIAG,2026-03-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260324,PF-KPI-4E7933DFEF21,patient_flow,IEXC-05613A25,EXC-F2574514,source_engine,SIX-KPI-8EC2F4190438
EXC-D670982F,kpi_003,HOSP-001,DEPT-DIAG,2026-03-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260325,PF-KPI-4E7933DFEF21,patient_flow,IEXC-32B650AC,EXC-D670982F,source_engine,SIX-KPI-8EC2F4190438
EXC-FEB0146D,kpi_003,HOSP-001,DEPT-DIAG,2026-03-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260326,PF-KPI-4E7933DFEF21,patient_flow,IEXC-F632D13D,EXC-FEB0146D,source_engine,SIX-KPI-8EC2F4190438
EXC-81632C91,kpi_003,HOSP-001,DEPT-DIAG,2026-03-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260327,PF-KPI-4E7933DFEF21,patient_flow,IEXC-57F05173,EXC-81632C91,source_engine,SIX-KPI-8EC2F4190438
EXC-011D4DAC,kpi_003,HOSP-001,DEPT-DIAG,2026-03-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260328,PF-KPI-4E7933DFEF21,patient_flow,IEXC-13355415,EXC-011D4DAC,source_engine,SIX-KPI-8EC2F4190438
EXC-7E411DBF,kpi_003,HOSP-001,DEPT-DIAG,2026-03-29,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260329,PF-KPI-4E7933DFEF21,patient_flow,IEXC-89D62BD0,EXC-7E411DBF,source_engine,SIX-KPI-8EC2F4190438
EXC-BE3C25C6,kpi_003,HOSP-001,DEPT-DIAG,2026-03-30,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260330,PF-KPI-4E7933DFEF21,patient_flow,IEXC-5395A9DB,EXC-BE3C25C6,source_engine,SIX-KPI-8EC2F4190438
EXC-EA0409CF,kpi_003,HOSP-001,DEPT-DIAG,2026-03-31,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260331,PF-KPI-4E7933DFEF21,patient_flow,IEXC-79473DA8,EXC-EA0409CF,source_engine,SIX-KPI-8EC2F4190438
EXC-72199177,kpi_003,HOSP-001,DEPT-DIAG,2026-04-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260401,PF-KPI-4E7933DFEF21,patient_flow,IEXC-B98F8419,EXC-72199177,source_engine,SIX-KPI-8EC2F4190438
EXC-97918766,kpi_003,HOSP-001,DEPT-DIAG,2026-04-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260402,PF-KPI-4E7933DFEF21,patient_flow,IEXC-FA98D352,EXC-97918766,source_engine,SIX-KPI-8EC2F4190438
EXC-1BCA9B85,kpi_003,HOSP-001,DEPT-DIAG,2026-04-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260403,PF-KPI-4E7933DFEF21,patient_flow,IEXC-794D9F30,EXC-1BCA9B85,source_engine,SIX-KPI-8EC2F4190438
EXC-F157B44B,kpi_003,HOSP-001,DEPT-DIAG,2026-04-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260404,PF-KPI-4E7933DFEF21,patient_flow,IEXC-90C5DDD2,EXC-F157B44B,source_engine,SIX-KPI-8EC2F4190438
EXC-ED917A0A,kpi_003,HOSP-001,DEPT-DIAG,2026-04-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260405,PF-KPI-4E7933DFEF21,patient_flow,IEXC-123861F4,EXC-ED917A0A,source_engine,SIX-KPI-8EC2F4190438
EXC-FB7F5A3E,kpi_003,HOSP-001,DEPT-DIAG,2026-04-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260406,PF-KPI-4E7933DFEF21,patient_flow,IEXC-493862BF,EXC-FB7F5A3E,source_engine,SIX-KPI-8EC2F4190438
EXC-4805DD27,kpi_003,HOSP-001,DEPT-DIAG,2026-04-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260407,PF-KPI-4E7933DFEF21,patient_flow,IEXC-8972B843,EXC-4805DD27,source_engine,SIX-KPI-8EC2F4190438
EXC-C24556A4,kpi_003,HOSP-001,DEPT-DIAG,2026-04-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260408,PF-KPI-4E7933DFEF21,patient_flow,IEXC-14CEEEB9,EXC-C24556A4,source_engine,SIX-KPI-8EC2F4190438
EXC-AABC2F98,kpi_003,HOSP-001,DEPT-DIAG,2026-04-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260409,PF-KPI-4E7933DFEF21,patient_flow,IEXC-DF9897ED,EXC-AABC2F98,source_engine,SIX-KPI-8EC2F4190438
EXC-A80D2C49,kpi_003,HOSP-001,DEPT-DIAG,2026-04-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260410,PF-KPI-4E7933DFEF21,patient_flow,IEXC-E189D7EB,EXC-A80D2C49,source_engine,SIX-KPI-8EC2F4190438
EXC-5ECDE3C2,kpi_003,HOSP-001,DEPT-DIAG,2026-04-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-DIAG-20260411,PF-KPI-4E7933DFEF21,patient_flow,IEXC-639D9A66,EXC-5ECDE3C2,source_engine,SIX-KPI-8EC2F4190438
