analytical_record_id,kpi_id,evidence_type,source_dataset,source_field,source_value,evidence_role,source_record_id,calculation_run_id
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260406,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260406,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260407,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,2.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260407,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260407,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,53.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260407,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260407,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260407,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260407,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260407,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,0.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260407,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260407,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260407,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260408,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,0.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260408,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260408,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,68.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260408,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260408,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260408,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,3.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260408,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260408,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260408,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260408,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260408,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260409,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,1.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260409,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260409,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,72.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260409,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260409,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260409,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,5.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260409,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260409,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,2.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260409,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260409,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260409,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260410,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,1.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260410,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260410,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,56.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260410,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260410,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260410,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,3.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260410,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260410,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260410,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260410,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260410,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260411,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,0.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260411,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260411,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,60.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260411,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260411,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260411,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,12.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260411,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260411,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,3.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260411,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260411,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260411,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260412,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,0.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260412,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260412,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,78.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260412,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260412,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260412,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,6.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260412,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260412,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,2.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260412,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260412,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260412,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260413,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,1.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260413,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260413,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,52.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260413,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260413,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260413,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,4.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260413,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260413,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260413,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260413,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260413,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260414,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,2.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260414,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260414,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,72.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260414,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260414,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260414,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,6.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260414,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260414,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,2.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260414,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260414,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260414,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260415,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,0.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260415,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260415,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,62.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260415,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260415,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260415,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,8.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260415,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260415,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,2.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260415,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260415,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260415,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260416,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,0.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260416,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260416,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,56.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260416,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260416,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260416,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,2.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260416,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260416,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,1.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260416,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260416,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260416,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260417,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,0.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260417,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260417,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,55.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260417,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260417,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260417,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,5.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260417,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260417,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,2.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260417,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260417,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260417,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260418,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260418,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260418,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260418,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260418,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260418,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260418,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260418,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260418,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260418,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260418,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260419,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,0.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260419,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260419,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,61.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260419,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260419,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260419,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,16.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260419,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260419,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,5.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260419,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260419,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260419,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260420,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,2.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260420,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260420,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,72.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260420,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260420,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260420,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,7.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260420,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260420,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,2.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260420,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260420,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260420,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260421,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,1.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260421,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260421,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,60.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260421,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260421,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260421,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260421,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260421,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,0.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260421,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260421,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260421,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260422,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,1.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260422,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260422,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,66.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260422,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260422,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260422,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,10.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260422,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260422,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,3.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260422,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260422,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260422,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260423,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,0.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260423,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260423,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,67.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260423,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260423,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260423,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,20.0,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260423,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260423,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,5.0,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260423,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260423,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260423,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260424,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260424,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260424,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260424,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260424,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260424,kpi_006,numerator,processed_operational_daily.csv,survey_score_weighted_sum,,weighted_score_numerator,OPD-HOSP-001-DEPT-DIAG-20260424,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260424,kpi_006,denominator,processed_operational_daily.csv,survey_valid_score_record_count,,valid_response_denominator,OPD-HOSP-001-DEPT-DIAG-20260424,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260424,kpi_006,scale,config/kpi_definition_config.csv,unit,1-5,score_scale,,PEX-KPI-DCF120177644
AKPI-kpi_006-HOSP-001-DEPT-DIAG-20260424,kpi_006,weighting_method,config/kpi_definition_config.csv,formula,weighted_sum / valid_response_count,response_weighting,,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260425,kpi_005,numerator,processed_operational_daily.csv,complaint_valid_record_count,0.0,valid_complaint_count,OPD-HOSP-001-DEPT-DIAG-20260425,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260425,kpi_005,denominator,processed_operational_daily.csv,encounter_record_count,62.0,exposure_denominator,OPD-HOSP-001-DEPT-DIAG-20260425,PEX-KPI-DCF120177644
AKPI-kpi_005-HOSP-001-DEPT-DIAG-20260425,kpi_005,multiplier,config/kpi_definition_config.csv,formula,1000.0,per_1000_multiplier,,PEX-KPI-DCF120177644
