scenario_run_id,primary_kpi_id,baseline_value,scenario_value,absolute_change,percentage_change,direction_of_change,affected_supporting_kpis,supporting_kpi_result_status
SR-BL-92D3226A01537F99--MON,kpi_005,,,,,Uncertain,[],
SR-BL-2BD1E2767855F1BF--MON,kpi_005,,,,,Uncertain,[],
SR-BL-A73DF549051C3D5D--MON,kpi_005,,,,,Uncertain,[],
SR-BL-4E91881D0C9E2BB1--MON,kpi_005,,,,,Uncertain,[],
SR-BL-9B18C2824CC9FDAA--MON,kpi_005,,,,,Uncertain,[],
SR-BL-721DF811BB318017--MON,kpi_005,,,,,Uncertain,[],
SR-BL-B891720AE06EB7BE--MON,kpi_005,,,,,Uncertain,[],
SR-BL-6ED01961ECB4CB7C--MON,kpi_005,,,,,Uncertain,[],
SR-BL-9DD5D037FBEBE3D5--MON,kpi_005,,,,,Uncertain,[],
SR-BL-D0E55E0DB82F172A--MON,kpi_005,,,,,Uncertain,[],
SR-BL-4B84A057EC092B02--MON,kpi_005,,,,,Uncertain,[],
SR-BL-D80172AA3BB4DC7D--MON,kpi_005,,,,,Uncertain,[],
SR-BL-50656E809C1AF1F3--MON,kpi_005,,,,,Uncertain,[],
SR-BL-A984E3B92C4F2700--MON,kpi_005,,,,,Uncertain,[],
SR-BL-C7E91C367F041F94--MON,kpi_005,,,,,Uncertain,[],
SR-BL-170578C5A601E71E--MON,kpi_006,,,,,Uncertain,[],
SR-BL-4AB083C455FE1131--MON,kpi_006,,,,,Uncertain,[],
SR-BL-0A71573DCC70EC9B--MON,kpi_006,,,,,Uncertain,[],
SR-BL-34979A915BA9CBFD--MON,kpi_006,,,,,Uncertain,[],
SR-BL-B3DAB0D9838765D8--MON,kpi_006,,,,,Uncertain,[],
SR-BL-9FDCC9FA4F75F6ED--MON,kpi_006,,,,,Uncertain,[],
SR-BL-F6AD820F341F1A68--MON,kpi_006,,,,,Uncertain,[],
SR-BL-BA50FD991209F5CB--MON,kpi_006,,,,,Uncertain,[],
SR-BL-40BF3A7DB5F1DCA2--MON,kpi_006,,,,,Uncertain,[],
SR-BL-26A24F02AFEBCA14--MON,kpi_006,,,,,Uncertain,[],
SR-BL-C77301E306CD6D47--MON,kpi_006,,,,,Uncertain,[],
SR-BL-6D329947F753E54B--MON,kpi_006,,,,,Uncertain,[],
SR-BL-75574A46124C92CE--MON,kpi_006,,,,,Uncertain,[],
SR-BL-70739CBFF3C38767--MON,kpi_006,,,,,Uncertain,[],
SR-BL-E27C09B5D986A2FB--MON,kpi_006,,,,,Uncertain,[],
SR-BL-9C7905230BC934FB--MON,kpi_006,,,,,Uncertain,[],
SR-BL-CF13A27418C2D96D--MON,kpi_006,,,,,Uncertain,[],
SR-BL-5FB3830E8874C6F1--MON,kpi_006,,,,,Uncertain,[],
SR-BL-FFF509FC499B55FA--MON,kpi_006,,,,,Uncertain,[],
SR-BL-DA7031676C8E7CD8--MON,kpi_006,,,,,Uncertain,[],
SR-BL-AEC76AFC01C3B023--MON,kpi_006,,,,,Uncertain,[],
SR-BL-BD5E92AB544FBCDB--MON,kpi_006,,,,,Uncertain,[],
SR-BL-A52804A4895489E7--MON,kpi_006,,,,,Uncertain,[],
SR-BL-68350E12DF5BDA99--MON,kpi_006,,,,,Uncertain,[],
SR-BL-2784F9EBD86A398D--MON,kpi_006,,,,,Uncertain,[],
SR-BL-86C1A6634D35FCAD--MON,kpi_006,,,,,Uncertain,[],
SR-BL-D94CB81B611E4A4B--MON,kpi_006,,,,,Uncertain,[],
SR-BL-95480B8350CE3BDA--MON,kpi_006,,,,,Uncertain,[],
SR-BL-0345B5DA683BDD91--MON,kpi_006,,,,,Uncertain,[],
SR-BL-D34E4CD341086F49--MON,kpi_006,,,,,Uncertain,[],
SR-BL-F971EBD7103EF751--MON,kpi_006,,,,,Uncertain,[],
SR-BL-E999A8F1FED5F106--MON,kpi_006,,,,,Uncertain,[],
SR-BL-EE6ADAA544A356B9--MON,kpi_006,,,,,Uncertain,[],
SR-BL-8A136BE28811CAD6--MON,kpi_006,,,,,Uncertain,[],
SR-BL-34837CD68BE5D7DE--MON,kpi_006,,,,,Uncertain,[],
SR-BL-7E185626EF5F845A--MON,kpi_006,,,,,Uncertain,[],
SR-BL-7F39BF83839BA3F0--MON,kpi_006,,,,,Uncertain,[],
SR-BL-A02B35E2A202D2FF--MON,kpi_006,,,,,Uncertain,[],
SR-BL-3B81F31A7C714C9E--MON,kpi_006,,,,,Uncertain,[],
SR-BL-31A2880DFB800934--MON,kpi_006,,,,,Uncertain,[],
SR-BL-4AD3CF9B0CABAC72--MON,kpi_006,,,,,Uncertain,[],
SR-BL-54E6CB3181F5BAA9--MON,kpi_006,,,,,Uncertain,[],
SR-BL-3035CF0E42A9C87D-,kpi_001,75.96153846153847,,,,Uncertain,[],
SR-BL-720D117C0393DF94-COMP-BASE-001,kpi_001,75.96153846153847,75.86206896551724,0.0,-0.09946949602122857,Decrease,[],
SR-BL-720D117C0393DF94-COMP-CONS-001,kpi_001,75.96153846153847,89.65517241379311,2.0,13.693633952254643,Increase,[],
SR-BL-720D117C0393DF94-COMP-EXP-001,kpi_001,75.96153846153847,100.0,5.0,24.038461538461533,Increase,[],
SR-BL-720D117C0393DF94-COMP-HIGH-001,kpi_001,75.96153846153847,100.0,9.0,24.038461538461533,Increase,[],
SR-BL-27B874B991C9CB29-,kpi_001,75.96153846153847,,,,Uncertain,[],
SR-BL-D9970E7D67CA5E03-,kpi_001,78.57142857142857,,,,Uncertain,[],
SR-BL-102023A8C50140A8-COMP-BASE-001,kpi_001,78.57142857142857,78.57142857142857,0.0,0.0,No Change,[],
SR-BL-102023A8C50140A8-COMP-CONS-001,kpi_001,78.57142857142857,92.85714285714286,2.0,14.285714285714292,Increase,[],
SR-BL-102023A8C50140A8-COMP-EXP-001,kpi_001,78.57142857142857,100.0,5.0,21.42857142857143,Increase,[],
SR-BL-102023A8C50140A8-COMP-HIGH-001,kpi_001,78.57142857142857,100.0,9.0,21.42857142857143,Increase,[],
SR-BL-DE79553E24FCABE7-,kpi_001,78.57142857142857,,,,Uncertain,[],
SR-BL-5AB86272407D54FF-,kpi_001,75.0,,,,Uncertain,[],
SR-BL-1677D6803DE79D4D-COMP-BASE-001,kpi_001,75.0,75.0,0.0,0.0,No Change,[],
SR-BL-1677D6803DE79D4D-COMP-CONS-001,kpi_001,75.0,91.66666666666666,2.0,16.666666666666657,Increase,[],
SR-BL-1677D6803DE79D4D-COMP-EXP-001,kpi_001,75.0,100.0,5.0,25.0,Increase,[],
SR-BL-1677D6803DE79D4D-COMP-HIGH-001,kpi_001,75.0,100.0,9.0,25.0,Increase,[],
SR-BL-B4AB871BA6ED9AD4-,kpi_001,75.0,,,,Uncertain,[],
SR-BL-B99B91E1DF6431A9-,kpi_001,75.0,,,,Uncertain,[],
SR-BL-15FDB31BC48E9013-COMP-BASE-001,kpi_001,75.0,75.0,0.0,0.0,No Change,[],
SR-BL-15FDB31BC48E9013-COMP-CONS-001,kpi_001,75.0,87.5,2.0,12.5,Increase,[],
SR-BL-15FDB31BC48E9013-COMP-EXP-001,kpi_001,75.0,100.0,5.0,25.0,Increase,[],
SR-BL-15FDB31BC48E9013-COMP-HIGH-001,kpi_001,75.0,100.0,9.0,25.0,Increase,[],
SR-BL-9F1F8F94C9FCFD88-,kpi_001,75.0,,,,Uncertain,[],
SR-BL-A3D3D1D2EF8DFEC3-,kpi_001,78.57142857142857,,,,Uncertain,[],
SR-BL-0158BC532C54A11F-COMP-BASE-001,kpi_001,78.57142857142857,78.57142857142857,0.0,0.0,No Change,[],
SR-BL-0158BC532C54A11F-COMP-CONS-001,kpi_001,78.57142857142857,92.85714285714286,2.0,14.285714285714292,Increase,[],
SR-BL-0158BC532C54A11F-COMP-EXP-001,kpi_001,78.57142857142857,100.0,5.0,21.42857142857143,Increase,[],
SR-BL-0158BC532C54A11F-COMP-HIGH-001,kpi_001,78.57142857142857,100.0,9.0,21.42857142857143,Increase,[],
SR-BL-733B326684AB0E66-,kpi_001,78.57142857142857,,,,Uncertain,[],
SR-BL-52CBD665DDB33ECA-,kpi_001,77.77777777777779,,,,Uncertain,[],
SR-BL-85DC79D66DA80A48-COMP-BASE-001,kpi_001,77.77777777777779,77.77777777777779,0.0,0.0,No Change,[],
SR-BL-85DC79D66DA80A48-COMP-CONS-001,kpi_001,77.77777777777779,100.0,2.0,22.222222222222214,Increase,[],
SR-BL-85DC79D66DA80A48-COMP-EXP-001,kpi_001,77.77777777777779,100.0,5.0,22.222222222222214,Increase,[],
SR-BL-85DC79D66DA80A48-COMP-HIGH-001,kpi_001,77.77777777777779,100.0,9.0,22.222222222222214,Increase,[],
SR-BL-769955EF86238566-,kpi_001,77.77777777777779,,,,Uncertain,[],
SR-BL-05DE3085846B1FA0-,kpi_001,78.78205128205127,,,,Uncertain,[],
SR-BL-C7DB6D840DFFFBEC-COMP-BASE-001,kpi_001,78.78205128205127,79.66101694915254,0.0,0.8789656671012693,Increase,[],
SR-BL-C7DB6D840DFFFBEC-COMP-CONS-001,kpi_001,78.78205128205127,93.22033898305084,2.0,14.438287700999567,Increase,[],
SR-BL-C7DB6D840DFFFBEC-COMP-EXP-001,kpi_001,78.78205128205127,100.0,5.0,21.21794871794873,Increase,[],
SR-BL-C7DB6D840DFFFBEC-COMP-HIGH-001,kpi_001,78.78205128205127,100.0,9.0,21.21794871794873,Increase,[],
SR-BL-551B3C8181AEE184-,kpi_001,78.78205128205127,,,,Uncertain,[],
SR-BL-35F7F9341816D31A-,kpi_001,82.35294117647058,,,,Uncertain,[],
SR-BL-13E22D760FAB321E-COMP-BASE-001,kpi_001,82.35294117647058,82.35294117647058,0.0,0.0,No Change,[],
SR-BL-13E22D760FAB321E-COMP-CONS-001,kpi_001,82.35294117647058,94.11764705882352,2.0,11.764705882352942,Increase,[],
SR-BL-13E22D760FAB321E-COMP-EXP-001,kpi_001,82.35294117647058,100.0,5.0,17.64705882352942,Increase,[],
SR-BL-13E22D760FAB321E-COMP-HIGH-001,kpi_001,82.35294117647058,100.0,9.0,17.64705882352942,Increase,[],
SR-BL-BB8DA0C32502CB26-,kpi_001,82.35294117647058,,,,Uncertain,[],
SR-BL-4851567169E541E6-,kpi_001,70.0,,,,Uncertain,[],
SR-BL-CDEE919CF33CA549-COMP-BASE-001,kpi_001,70.0,70.0,0.0,0.0,No Change,[],
SR-BL-CDEE919CF33CA549-COMP-CONS-001,kpi_001,70.0,90.0,2.0,20.0,Increase,[],
SR-BL-CDEE919CF33CA549-COMP-EXP-001,kpi_001,70.0,100.0,5.0,30.0,Increase,[],
SR-BL-CDEE919CF33CA549-COMP-HIGH-001,kpi_001,70.0,100.0,9.0,30.0,Increase,[],
SR-BL-EAD34124DB24A71B-,kpi_001,70.0,,,,Uncertain,[],
SR-BL-608E24ACC9709DC1-,kpi_001,71.42857142857143,,,,Uncertain,[],
SR-BL-BC800799FD590418-COMP-BASE-001,kpi_001,71.42857142857143,71.42857142857143,0.0,0.0,No Change,[],
SR-BL-BC800799FD590418-COMP-CONS-001,kpi_001,71.42857142857143,85.71428571428571,2.0,14.285714285714278,Increase,[],
SR-BL-BC800799FD590418-COMP-EXP-001,kpi_001,71.42857142857143,100.0,5.0,28.57142857142857,Increase,[],
SR-BL-BC800799FD590418-COMP-HIGH-001,kpi_001,71.42857142857143,100.0,9.0,28.57142857142857,Increase,[],
SR-BL-7D4D71D698DA138B-,kpi_001,71.42857142857143,,,,Uncertain,[],
SR-BL-12DDAF0C730188CC-,kpi_001,75.39682539682539,,,,Uncertain,[],
SR-BL-87C8776C5C8CAC38-COMP-BASE-001,kpi_001,75.39682539682539,75.0,0.0,-0.39682539682539186,Decrease,[],
SR-BL-87C8776C5C8CAC38-COMP-CONS-001,kpi_001,75.39682539682539,87.5,2.0,12.103174603174608,Increase,[],
SR-BL-87C8776C5C8CAC38-COMP-EXP-001,kpi_001,75.39682539682539,100.0,5.0,24.603174603174608,Increase,[],
SR-BL-87C8776C5C8CAC38-COMP-HIGH-001,kpi_001,75.39682539682539,100.0,9.0,24.603174603174608,Increase,[],
SR-BL-A9841CCAEF9B3C2F-,kpi_001,75.39682539682539,,,,Uncertain,[],
SR-BL-248682E430211FDC-,kpi_001,78.57142857142857,,,,Uncertain,[],
SR-BL-3604EBCA4A970746-COMP-BASE-001,kpi_001,78.57142857142857,78.57142857142857,0.0,0.0,No Change,[],
SR-BL-3604EBCA4A970746-COMP-CONS-001,kpi_001,78.57142857142857,92.85714285714286,2.0,14.285714285714292,Increase,[],
SR-BL-3604EBCA4A970746-COMP-EXP-001,kpi_001,78.57142857142857,100.0,5.0,21.42857142857143,Increase,[],
SR-BL-3604EBCA4A970746-COMP-HIGH-001,kpi_001,78.57142857142857,100.0,9.0,21.42857142857143,Increase,[],
SR-BL-8597442C9AA3907D-,kpi_001,78.57142857142857,,,,Uncertain,[],
SR-BL-90290EE72EEE536F-,kpi_001,73.33333333333333,,,,Uncertain,[],
SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,kpi_001,73.33333333333333,73.33333333333333,0.0,0.0,No Change,[],
SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,kpi_001,73.33333333333333,86.66666666666667,2.0,13.333333333333343,Increase,[],
SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,kpi_001,73.33333333333333,100.0,5.0,26.66666666666667,Increase,[],
SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,kpi_001,73.33333333333333,100.0,9.0,26.66666666666667,Increase,[],
SR-BL-982763AC51383BC5-,kpi_001,73.33333333333333,,,,Uncertain,[],
SR-BL-4F3551A6D950B8BC-,kpi_001,83.1547619047619,,,,Uncertain,[],
SR-BL-C7ADF007DD874559-COMP-BASE-001,kpi_001,83.1547619047619,84.25925925925925,0.0,1.1044973544973544,Increase,[],
SR-BL-C7ADF007DD874559-COMP-CONS-001,kpi_001,83.1547619047619,99.07407407407408,2.0,15.919312169312178,Increase,[],
SR-BL-C7ADF007DD874559-COMP-EXP-001,kpi_001,83.1547619047619,100.0,5.0,16.845238095238102,Increase,[],
SR-BL-C7ADF007DD874559-COMP-HIGH-001,kpi_001,83.1547619047619,100.0,9.0,16.845238095238102,Increase,[],
SR-BL-5B74E957EDC5DC45-,kpi_001,83.1547619047619,,,,Uncertain,[],
SR-BL-2B77A5E6CD012F40-,kpi_001,83.33333333333334,,,,Uncertain,[],
SR-BL-D66BBB26F7FCA9E8-COMP-BASE-001,kpi_001,83.33333333333334,83.33333333333334,0.0,0.0,No Change,[],
SR-BL-D66BBB26F7FCA9E8-COMP-CONS-001,kpi_001,83.33333333333334,100.0,2.0,16.666666666666657,Increase,[],
SR-BL-D66BBB26F7FCA9E8-COMP-EXP-001,kpi_001,83.33333333333334,100.0,5.0,16.666666666666657,Increase,[],
SR-BL-D66BBB26F7FCA9E8-COMP-HIGH-001,kpi_001,83.33333333333334,100.0,9.0,16.666666666666657,Increase,[],
SR-BL-F5315F2E6A698A8C-,kpi_001,83.33333333333334,,,,Uncertain,[],
SR-BL-BCEDC2D60191C0E5-,kpi_001,75.0,,,,Uncertain,[],
SR-BL-F9EDD8AD8C3D4FDF-COMP-BASE-001,kpi_001,75.0,75.0,0.0,0.0,No Change,[],
SR-BL-F9EDD8AD8C3D4FDF-COMP-CONS-001,kpi_001,75.0,87.5,2.0,12.5,Increase,[],
SR-BL-F9EDD8AD8C3D4FDF-COMP-EXP-001,kpi_001,75.0,100.0,5.0,25.0,Increase,[],
SR-BL-F9EDD8AD8C3D4FDF-COMP-HIGH-001,kpi_001,75.0,100.0,9.0,25.0,Increase,[],
SR-BL-EE01444F86B8E2C6-,kpi_001,75.0,,,,Uncertain,[],
SR-BL-D8BDB5EA0F5A2882-,kpi_001,78.57142857142857,,,,Uncertain,[],
SR-BL-8A83D7DA100E5D02-COMP-BASE-001,kpi_001,78.57142857142857,78.57142857142857,0.0,0.0,No Change,[],
SR-BL-8A83D7DA100E5D02-COMP-CONS-001,kpi_001,78.57142857142857,92.85714285714286,2.0,14.285714285714292,Increase,[],
SR-BL-8A83D7DA100E5D02-COMP-EXP-001,kpi_001,78.57142857142857,100.0,5.0,21.42857142857143,Increase,[],
SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,kpi_001,78.57142857142857,100.0,9.0,21.42857142857143,Increase,[],
SR-BL-88A0F6715916BE3E-,kpi_001,78.57142857142857,,,,Uncertain,[],
SR-BL-096B272EC57F2D0C-,kpi_001,84.44562274670635,,,,Uncertain,[],
SR-BL-8DED0EB10F15C211-COMP-BASE-001,kpi_001,84.44562274670635,84.11764705882354,0.0,-0.3279756878828124,Decrease,[],
SR-BL-8DED0EB10F15C211-COMP-CONS-001,kpi_001,84.44562274670635,97.05882352941177,2.0,12.61320078270542,Increase,[],
SR-BL-8DED0EB10F15C211-COMP-EXP-001,kpi_001,84.44562274670635,100.0,5.0,15.554377253293652,Increase,[],
SR-BL-8DED0EB10F15C211-COMP-HIGH-001,kpi_001,84.44562274670635,100.0,9.0,15.554377253293652,Increase,[],
SR-BL-7657276FB5D72668-,kpi_001,84.44562274670635,,,,Uncertain,[],
SR-BL-9DD7F377CAC60534-,kpi_001,83.33333333333334,,,,Uncertain,[],
SR-BL-945DADB9F3FCA786-COMP-BASE-001,kpi_001,83.33333333333334,83.33333333333334,0.0,0.0,No Change,[],
SR-BL-945DADB9F3FCA786-COMP-CONS-001,kpi_001,83.33333333333334,100.0,2.0,16.666666666666657,Increase,[],
SR-BL-945DADB9F3FCA786-COMP-EXP-001,kpi_001,83.33333333333334,100.0,5.0,16.666666666666657,Increase,[],
SR-BL-945DADB9F3FCA786-COMP-HIGH-001,kpi_001,83.33333333333334,100.0,9.0,16.666666666666657,Increase,[],
SR-BL-8B775814052643E6-,kpi_001,83.33333333333334,,,,Uncertain,[],
SR-BL-053914F71B0320AD-,kpi_001,73.33333333333333,,,,Uncertain,[],
SR-BL-5C8256177ABE7D9E-COMP-BASE-001,kpi_001,73.33333333333333,73.33333333333333,0.0,0.0,No Change,[],
SR-BL-5C8256177ABE7D9E-COMP-CONS-001,kpi_001,73.33333333333333,86.66666666666667,2.0,13.333333333333343,Increase,[],
SR-BL-5C8256177ABE7D9E-COMP-EXP-001,kpi_001,73.33333333333333,100.0,5.0,26.66666666666667,Increase,[],
SR-BL-5C8256177ABE7D9E-COMP-HIGH-001,kpi_001,73.33333333333333,100.0,9.0,26.66666666666667,Increase,[],
SR-BL-4199D58E9D204D3E-,kpi_001,73.33333333333333,,,,Uncertain,[],
SR-BL-57D83F8B0C4E7DEB-,kpi_001,80.0,,,,Uncertain,[],
SR-BL-109CB996345A0593-COMP-BASE-001,kpi_001,80.0,80.0,0.0,0.0,No Change,[],
SR-BL-109CB996345A0593-COMP-CONS-001,kpi_001,80.0,93.33333333333333,2.0,13.333333333333329,Increase,[],
SR-BL-109CB996345A0593-COMP-EXP-001,kpi_001,80.0,100.0,5.0,20.0,Increase,[],
SR-BL-109CB996345A0593-COMP-HIGH-001,kpi_001,80.0,100.0,9.0,20.0,Increase,[],
SR-BL-5D7D39BA05ED6CDE-,kpi_001,80.0,,,,Uncertain,[],
SR-BL-161C3929127BEB92-,kpi_002,15.384615384615383,,,,Uncertain,[],
SR-BL-640531690BF49FC3-COMP-BASE-002,kpi_002,15.384615384615383,15.384615384615383,0.0,0.0,No Change,[],
SR-BL-640531690BF49FC3-COMP-CONS-002,kpi_002,15.384615384615383,13.846153846153845,-1.5384615384615383,-10.0,Decrease,[],
SR-BL-640531690BF49FC3-COMP-EXP-002,kpi_002,15.384615384615383,12.307692307692307,-3.0769230769230766,-20.0,Decrease,[],
SR-BL-640531690BF49FC3-COMP-HIGH-002,kpi_002,15.384615384615383,10.0,-5.384615384615383,-34.99999999999999,Decrease,[],
SR-BL-36847EE0B66BDB3D-,kpi_002,15.384615384615383,,,,Uncertain,[],
SR-BL-C7365B79F596270E-,kpi_002,25.0,,,,Uncertain,[],
SR-BL-062B8B568A7B6C5F-COMP-BASE-002,kpi_002,25.0,25.0,0.0,0.0,No Change,[],
SR-BL-062B8B568A7B6C5F-COMP-CONS-002,kpi_002,25.0,22.5,-2.5,-10.0,Decrease,[],
SR-BL-062B8B568A7B6C5F-COMP-EXP-002,kpi_002,25.0,20.0,-5.0,-20.0,Decrease,[],
SR-BL-062B8B568A7B6C5F-COMP-HIGH-002,kpi_002,25.0,16.25,-8.75,-35.0,Decrease,[],
SR-BL-CB98F87A804EC3E9-,kpi_002,25.0,,,,Uncertain,[],
SR-BL-EE45E7FBFA1B5CD1-,kpi_002,20.0,,,,Uncertain,[],
SR-BL-D77B91D98CAB4A91-COMP-BASE-002,kpi_002,20.0,20.0,0.0,0.0,No Change,[],
SR-BL-D77B91D98CAB4A91-COMP-CONS-002,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,[],
SR-BL-D77B91D98CAB4A91-COMP-EXP-002,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,[],
SR-BL-D77B91D98CAB4A91-COMP-HIGH-002,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,[],
SR-BL-9FB51D46EE70CC5A-,kpi_002,20.0,,,,Uncertain,[],
SR-BL-7DC1D6AB59053FE5-,kpi_002,20.0,,,,Uncertain,[],
SR-BL-21D63D3D35D398E8-COMP-BASE-002,kpi_002,20.0,20.0,0.0,0.0,No Change,[],
SR-BL-21D63D3D35D398E8-COMP-CONS-002,kpi_002,20.0,18.0,-2.0,-10.0,Decrease,[],
SR-BL-21D63D3D35D398E8-COMP-EXP-002,kpi_002,20.0,16.0,-4.0,-20.0,Decrease,[],
SR-BL-21D63D3D35D398E8-COMP-HIGH-002,kpi_002,20.0,13.0,-7.0,-35.0,Decrease,[],
SR-BL-9195F72EBB15E5EB-,kpi_002,20.0,,,,Uncertain,[],
SR-BL-E69B646714DA0B43-,kpi_002,20.192307692307693,,,,Uncertain,[],
SR-BL-3243B244F2A3A939-COMP-BASE-002,kpi_002,20.192307692307693,20.192307692307693,0.0,0.0,No Change,[],
SR-BL-3243B244F2A3A939-COMP-CONS-002,kpi_002,20.192307692307693,18.173076923076923,-2.01923076923077,-10.000000000000004,Decrease,[],
SR-BL-3243B244F2A3A939-COMP-EXP-002,kpi_002,20.192307692307693,16.153846153846157,-4.0384615384615365,-19.99999999999999,Decrease,[],
SR-BL-3243B244F2A3A939-COMP-HIGH-002,kpi_002,20.192307692307693,13.125000000000002,-7.067307692307692,-34.99999999999999,Decrease,[],
SR-BL-EC738AF2642491BB-,kpi_002,20.192307692307693,,,,Uncertain,[],
SR-BL-9E227D04DAB3386C-,kpi_002,16.199095022624434,,,,Uncertain,[],
SR-BL-708E0D60F809A0E3-COMP-BASE-002,kpi_002,16.199095022624434,16.199095022624434,0.0,0.0,No Change,[],
SR-BL-708E0D60F809A0E3-COMP-CONS-002,kpi_002,16.199095022624434,14.57918552036199,-1.619909502262443,-9.999999999999998,Decrease,[],
SR-BL-708E0D60F809A0E3-COMP-EXP-002,kpi_002,16.199095022624434,12.959276018099548,-3.239819004524886,-19.999999999999996,Decrease,[],
SR-BL-708E0D60F809A0E3-COMP-HIGH-002,kpi_002,16.199095022624434,10.529411764705882,-5.669683257918551,-35.0,Decrease,[],
SR-BL-50F2A926887EAEFE-,kpi_002,16.199095022624434,,,,Uncertain,[],
SR-BL-B3918152F7838CBE-,kpi_002,25.0,,,,Uncertain,[],
SR-BL-0FF5DC781B30E376-COMP-BASE-002,kpi_002,25.0,25.0,0.0,0.0,No Change,[],
SR-BL-0FF5DC781B30E376-COMP-CONS-002,kpi_002,25.0,22.5,-2.5,-10.0,Decrease,[],
SR-BL-0FF5DC781B30E376-COMP-EXP-002,kpi_002,25.0,20.0,-5.0,-20.0,Decrease,[],
SR-BL-0FF5DC781B30E376-COMP-HIGH-002,kpi_002,25.0,16.25,-8.75,-35.0,Decrease,[],
SR-BL-2D3FFEAE90E475FC-,kpi_002,25.0,,,,Uncertain,[],
SR-BL-9E2F1AA9469B4319-,kpi_002,23.07692307692308,,,,Uncertain,[],
SR-BL-1AB0374A3339D42D-COMP-BASE-002,kpi_002,23.07692307692308,23.07692307692308,0.0,0.0,No Change,[],
SR-BL-1AB0374A3339D42D-COMP-CONS-002,kpi_002,23.07692307692308,20.769230769230774,-2.3076923076923066,-9.999999999999993,Decrease,[],
SR-BL-1AB0374A3339D42D-COMP-EXP-002,kpi_002,23.07692307692308,18.461538461538463,-4.615384615384617,-20.000000000000004,Decrease,[],
SR-BL-1AB0374A3339D42D-COMP-HIGH-002,kpi_002,23.07692307692308,15.000000000000002,-8.076923076923078,-35.0,Decrease,[],
SR-BL-259569643BC5D658-,kpi_002,23.07692307692308,,,,Uncertain,[],
SR-BL-B019D39672E7C38D-,kpi_002,18.629807692307693,,,,Uncertain,[],
SR-BL-2F13768166C08BF3-COMP-BASE-002,kpi_002,18.629807692307693,18.629807692307693,0.0,0.0,No Change,[],
SR-BL-2F13768166C08BF3-COMP-CONS-002,kpi_002,18.629807692307693,16.766826923076923,-1.86298076923077,-10.000000000000004,Decrease,[],
SR-BL-2F13768166C08BF3-COMP-EXP-002,kpi_002,18.629807692307693,14.903846153846155,-3.7259615384615383,-20.0,Decrease,[],
SR-BL-2F13768166C08BF3-COMP-HIGH-002,kpi_002,18.629807692307693,12.109375000000002,-6.520432692307692,-34.99999999999999,Decrease,[],
SR-BL-11879640E81344F6-,kpi_002,18.629807692307693,,,,Uncertain,[],
SR-BL-83645F4325A31DF8-,kpi_002,16.923076923076923,,,,Uncertain,[],
SR-BL-CCD1F0648DF417E7-COMP-BASE-002,kpi_002,16.923076923076923,16.923076923076923,0.0,0.0,No Change,[],
SR-BL-CCD1F0648DF417E7-COMP-CONS-002,kpi_002,16.923076923076923,15.230769230769232,-1.6923076923076916,-9.999999999999996,Decrease,[],
SR-BL-CCD1F0648DF417E7-COMP-EXP-002,kpi_002,16.923076923076923,13.53846153846154,-3.3846153846153832,-19.999999999999993,Decrease,[],
SR-BL-CCD1F0648DF417E7-COMP-HIGH-002,kpi_002,16.923076923076923,11.0,-5.923076923076923,-35.0,Decrease,[],
SR-BL-F83B36C6F819414A-,kpi_002,16.923076923076923,,,,Uncertain,[],
SR-BL-9CE70EED6A18A43A-,kpi_002,30.0,,,,Uncertain,[],
SR-BL-EDFEFEEFE780B78F-COMP-BASE-002,kpi_002,30.0,30.0,0.0,0.0,No Change,[],
SR-BL-EDFEFEEFE780B78F-COMP-CONS-002,kpi_002,30.0,27.0,-3.0,-10.0,Decrease,[],
SR-BL-EDFEFEEFE780B78F-COMP-EXP-002,kpi_002,30.0,24.0,-6.0,-20.0,Decrease,[],
SR-BL-EDFEFEEFE780B78F-COMP-HIGH-002,kpi_002,30.0,19.5,-10.5,-35.0,Decrease,[],
SR-BL-6A658ED93902E992-,kpi_002,30.0,,,,Uncertain,[],
SR-BL-6EF86569B42D3CE4-,kpi_002,23.52941176470588,,,,Uncertain,[],
SR-BL-236419D4F0EF55BD-COMP-BASE-002,kpi_002,23.52941176470588,23.52941176470588,0.0,0.0,No Change,[],
SR-BL-236419D4F0EF55BD-COMP-CONS-002,kpi_002,23.52941176470588,21.176470588235293,-2.352941176470587,-9.999999999999995,Decrease,[],
SR-BL-236419D4F0EF55BD-COMP-EXP-002,kpi_002,23.52941176470588,18.823529411764707,-4.705882352941174,-19.99999999999999,Decrease,[],
SR-BL-236419D4F0EF55BD-COMP-HIGH-002,kpi_002,23.52941176470588,15.294117647058822,-8.235294117647058,-35.0,Decrease,[],
SR-BL-53C31B79F4B320D4-,kpi_002,23.52941176470588,,,,Uncertain,[],
SR-BL-86C0E1139E076812-,kpi_002,23.07692307692308,,,,Uncertain,[],
