sensitivity_id,approval_package_id,scenario_template_id,sensitivity_classification,sensitivity_rationale,direction_stable,magnitude_variation,warning_increase,confidence_change,direction_reversal,comparator_count
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,26.66666666666667,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 15.7 percentage points,True,15.740740740740748,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,16.666666666666657,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,25.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,21.42857142857143,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,15.882352941176464,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,16.666666666666657,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,26.66666666666667,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,SCEN-FLOW-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.988095238095248,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,SCEN-FLOW-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.988095238095244,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716-SCEN-FLOW-001,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,SCEN-FLOW-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.988095238095237,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,22.222222222222214,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,18.75,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,21.42857142857143,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,14.63414634146342,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,17.64705882352942,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,30.769230769230774,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 25.7 percentage points,True,25.714285714285708,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,15.384615384615387,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,16.666666666666657,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,18.75,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,21.42857142857143,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 22.6 percentage points,True,22.58064516129032,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 16.1 percentage points,True,16.129032258064512,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,27.272727272727266,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,18.181818181818173,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 14.3 percentage points,True,14.285714285714292,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,20.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 14.8 percentage points,True,14.81481481481481,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,34.99999999999999,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,16.666666666666657,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,16.666666666666657,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 19.4 percentage points,True,19.354838709677423,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,17.64705882352942,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,25.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260502,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,17.64705882352942,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260605,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,22.222222222222214,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260616,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,18.8679245283019,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260717,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,42.10526315789473,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260723,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,22.58064516129032,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260728,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,38.46153846153846,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260916,SCEN-STAFF-001,Direction Reversal,Outcome direction reverses across comparator intensities,False,14.615384615384613,False,False,True,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261008,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,21.05263157894737,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261102,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,27.777777777777786,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261107,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,17.64705882352942,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261219,SCEN-STAFF-001,Stable with Magnitude Variation,Direction stable but magnitude varies by 13.3 percentage points,True,13.333333333333329,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228-SCEN-STAFF-001,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20261228,SCEN-STAFF-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,22.222222222222214,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260128,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260209,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260222,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
SENS-PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322-SCEN-ABS-001,PKG-EP-HOSP-001-DEPT-MED-kpi_002-20260322,SCEN-ABS-001,Sensitive to Assumption Intensity,Outcome direction changes across comparator intensities,False,35.0,False,False,False,4
