relationship_record_id,relationship_id,hospital_id,department_id,source_kpi_id,target_kpi_id,trend_agreement_rate,opposing_trend_count,engine_run_id,processed_at
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_003,kpi_002_kpi_003,HOSP-001,ALL,kpi_002,kpi_003,0.371,15589,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_004,kpi_002_kpi_004,HOSP-001,ALL,kpi_002,kpi_004,0.3695,15958,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_005,kpi_002_kpi_005,HOSP-001,ALL,kpi_002,kpi_005,0.3367,10052,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_002-kpi_006,kpi_002_kpi_006,HOSP-001,ALL,kpi_002,kpi_006,0.3541,31350,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_004,kpi_003_kpi_004,HOSP-001,ALL,kpi_003,kpi_004,0.3861,5654,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_005,kpi_003_kpi_005,HOSP-001,ALL,kpi_003,kpi_005,0.336,3815,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_003-kpi_006,kpi_003_kpi_006,HOSP-001,ALL,kpi_003,kpi_006,0.3599,12104,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_005,kpi_004_kpi_005,HOSP-001,ALL,kpi_004,kpi_005,0.3371,3790,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_004-kpi_006,kpi_004_kpi_006,HOSP-001,ALL,kpi_004,kpi_006,0.3651,11619,RELCF-20260728043649,2026-07-28T04:36:50.467368
RELCF-20260728043649-HOSP-001-ALL-kpi_005-kpi_006,kpi_005_kpi_006,HOSP-001,ALL,kpi_005,kpi_006,0.3319,7548,RELCF-20260728043649,2026-07-28T04:36:50.467368
