reporting_date,hospital_id,department_id,department_risk_score_normalized,department_priority_tier,urgency_level,rank_within_hospital,dominant_kpi_id,dominant_kpi_name,dominant_driver_reason,secondary_driver_1,secondary_driver_2,assessable_kpi_count,provisional_risk_flag,confidence_level,evidence_pack_id,engine_run_id,processed_at
2026-04-23,HOSP-001,DEPT-ADM,22.1489,Monitor,Routine Monitoring,6,kpi_006,Patient Satisfaction Score,watch=Moderate; trend=deteriorating,kpi_001,kpi_002,3,False,High,DEP-EP-399F9AD97B42,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-23,HOSP-001,DEPT-ED,21.7334,Monitor,Routine Monitoring,7,kpi_005,Patient Complaint Rate,watch=Moderate; trend=deteriorating,kpi_002,kpi_004,5,True,Moderate,DEP-EP-2B1B378BACB6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-23,HOSP-001,DEPT-PEX,13.2345,Stable,Routine Monitoring,8,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_001,kpi_002,3,False,High,DEP-EP-E26387E6CC23,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-24,HOSP-001,DEPT-DIAG,92.7072,Critical,Immediate Review,1,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_002,kpi_004,3,False,High,DEP-EP-852D375978A5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-24,HOSP-001,DEPT-PEX,60.1363,High,Prompt Review,2,kpi_002,Staff Absenteeism Rate,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-D46ECC6D9AC3,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-24,HOSP-001,DEPT-ADM,50.626,Elevated,Prompt Review,3,kpi_006,Patient Satisfaction Score,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,kpi_002,3,False,High,DEP-EP-2A150E2A0F98,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-24,HOSP-001,DEPT-ICU,19.2201,Monitor,Prompt Review,4,kpi_002,Staff Absenteeism Rate,watch=Moderate,kpi_003,kpi_001,3,False,Moderate,DEP-EP-59795246A4F7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-24,HOSP-001,DEPT-OPC,25.6798,Monitor,Review Soon,5,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_006,kpi_002,5,False,Moderate,DEP-EP-50F6418D7BBE,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-24,HOSP-001,DEPT-SURG,23.4389,Monitor,Routine Monitoring,6,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_002,kpi_003,4,False,Moderate,DEP-EP-1F2D661D177F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-24,HOSP-001,DEPT-ED,22.5699,Monitor,Routine Monitoring,7,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_005,kpi_004,5,True,Moderate,DEP-EP-F9611D701005,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-24,HOSP-001,DEPT-MED,12.8815,Stable,Routine Monitoring,8,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_003,kpi_002,4,False,Moderate,DEP-EP-531D1E12C989,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-25,HOSP-001,DEPT-OPC,74.3037,High,Immediate Review,1,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_001,kpi_002,5,False,Moderate,DEP-EP-E899537EAE3F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-25,HOSP-001,DEPT-ICU,61.7176,High,Immediate Review,2,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=High,kpi_006,kpi_003,4,False,Moderate,DEP-EP-D082D255E0E9,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-25,HOSP-001,DEPT-DIAG,55.7956,High,Immediate Review,3,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_002,kpi_001,5,False,Moderate,DEP-EP-0A80A9EC8A7B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-25,HOSP-001,DEPT-ED,51.4403,Elevated,Prompt Review,4,kpi_002,Staff Absenteeism Rate,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_005,kpi_004,5,True,Moderate,DEP-EP-F1757AB8B9F6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-25,HOSP-001,DEPT-MED,38.6336,Elevated,Review Soon,5,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_003,kpi_006,4,True,Moderate,DEP-EP-3F1CE42467AC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-25,HOSP-001,DEPT-SURG,37.7308,Elevated,Review Soon,6,kpi_003,Bed Occupancy Rate,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,kpi_001,kpi_002,4,True,Moderate,DEP-EP-0A1B916EE9B6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-25,HOSP-001,DEPT-PEX,23.0427,Monitor,Routine Monitoring,7,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-B9FBE08C40E6,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-25,HOSP-001,DEPT-ADM,12.9366,Stable,Routine Monitoring,8,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_001,kpi_002,3,False,High,DEP-EP-EF13504AA70D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-26,HOSP-001,DEPT-ED,84.6458,Critical,Immediate Review,1,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_001,kpi_006,5,True,Moderate,DEP-EP-1819585EF7D7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-26,HOSP-001,DEPT-DIAG,79.0386,Critical,Immediate Review,2,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_005,kpi_001,5,True,Moderate,DEP-EP-5BFD70EBAAC7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-26,HOSP-001,DEPT-OPC,65.0681,High,Immediate Review,3,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,kpi_002,5,False,Moderate,DEP-EP-D022D8E42DA8,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-26,HOSP-001,DEPT-ICU,64.4922,High,Immediate Review,4,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=High,kpi_002,kpi_003,3,False,Moderate,DEP-EP-11D9584BED65,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-26,HOSP-001,DEPT-PEX,23.0427,Monitor,Routine Monitoring,5,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-C1492E6BAB70,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-26,HOSP-001,DEPT-SURG,20.3493,Monitor,Routine Monitoring,6,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_003,kpi_001,4,False,Moderate,DEP-EP-9548C8CF80F4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-26,HOSP-001,DEPT-MED,18.6913,Monitor,Routine Monitoring,7,kpi_006,Patient Satisfaction Score,watch=Moderate; trend=deteriorating,kpi_003,kpi_001,4,False,Moderate,DEP-EP-D784FFBA8531,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-26,HOSP-001,DEPT-ADM,12.9366,Stable,Routine Monitoring,8,kpi_006,Patient Satisfaction Score,watch=Low; trend=deteriorating,kpi_001,kpi_002,3,False,High,DEP-EP-0BA3BBDC54CA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-27,HOSP-001,DEPT-DIAG,72.5995,High,Immediate Review,1,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_001,kpi_004,5,False,Moderate,DEP-EP-9B2348DA8D84,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-27,HOSP-001,DEPT-PEX,64.5667,High,Immediate Review,2,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_001,3,False,High,DEP-EP-B14F51BC7026,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-27,HOSP-001,DEPT-ED,54.1724,Elevated,Prompt Review,3,kpi_004,Average Patient Waiting Time,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_005,5,True,Moderate,DEP-EP-35865E36A5E5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-27,HOSP-001,DEPT-MED,43.9071,Elevated,Review Soon,4,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_003,4,True,Moderate,DEP-EP-9A650FDE8DFC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-27,HOSP-001,DEPT-ICU,27.1975,Monitor,Prompt Review,5,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_006,kpi_001,4,False,Moderate,DEP-EP-9A7AEF6068F3,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-27,HOSP-001,DEPT-OPC,22.9476,Monitor,Routine Monitoring,6,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_001,kpi_006,5,False,Moderate,DEP-EP-439CE8FD7E95,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-27,HOSP-001,DEPT-SURG,13.2941,Stable,Routine Monitoring,7,kpi_003,Bed Occupancy Rate,watch=Low,kpi_002,kpi_001,3,True,Moderate,DEP-EP-7CBA85150364,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-27,HOSP-001,DEPT-ADM,2.2345,Stable,Routine Monitoring,8,kpi_001,Staffing Level,No current adverse indicators,kpi_002,,2,False,High,DEP-EP-DB1907DA83AE,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-28,HOSP-001,DEPT-MED,70.3602,High,Immediate Review,1,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_001,kpi_003,4,False,Moderate,DEP-EP-EDD83DB3ED36,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-28,HOSP-001,DEPT-OPC,66.5215,High,Immediate Review,2,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_004,5,False,Moderate,DEP-EP-6AF9FEF4CDF0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-28,HOSP-001,DEPT-SURG,51.2003,Elevated,Immediate Review,3,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_003,kpi_002,4,False,Moderate,DEP-EP-EDE5AB2940B0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-28,HOSP-001,DEPT-DIAG,52.9414,Elevated,Prompt Review,4,kpi_004,Average Patient Waiting Time,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,kpi_002,5,False,Moderate,DEP-EP-9C20EC339E93,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-28,HOSP-001,DEPT-ICU,38.1133,Elevated,Prompt Review,5,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_001,4,True,Moderate,DEP-EP-1D8677B07D6A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-28,HOSP-001,DEPT-PEX,26.1561,Monitor,Review Soon,6,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_002,,2,False,High,DEP-EP-D0449A4EFF2F,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-28,HOSP-001,DEPT-ED,22.6348,Monitor,Routine Monitoring,7,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_004,kpi_006,5,False,Moderate,DEP-EP-1B1FAE895228,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-28,HOSP-001,DEPT-ADM,6.1077,Stable,Routine Monitoring,8,kpi_001,Staffing Level,watch=Low,kpi_006,kpi_002,3,False,High,DEP-EP-81E766069F6C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-29,HOSP-001,DEPT-ICU,82.8424,Critical,Immediate Review,1,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_001,kpi_003,4,False,Moderate,DEP-EP-F443522F472D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-29,HOSP-001,DEPT-MED,69.6294,High,Immediate Review,2,kpi_003,Bed Occupancy Rate,threshold=Critical Capacity Pressure; breach=Provisional Breach; watch=Critical,kpi_001,kpi_006,4,True,Moderate,DEP-EP-3C12CA881AD3,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-29,HOSP-001,DEPT-SURG,46.5886,Elevated,Prompt Review,3,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_003,4,True,Moderate,DEP-EP-D4DF512B025D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-29,HOSP-001,DEPT-DIAG,24.2974,Monitor,Routine Monitoring,4,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_002,kpi_004,4,False,Moderate,DEP-EP-BA47A030A4F2,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-29,HOSP-001,DEPT-OPC,22.6282,Monitor,Routine Monitoring,5,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_001,kpi_005,4,False,Moderate,DEP-EP-1655DEBC96F5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-29,HOSP-001,DEPT-ED,21.6456,Monitor,Routine Monitoring,6,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_004,kpi_005,5,False,Moderate,DEP-EP-EC722966B9C5,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-29,HOSP-001,DEPT-PEX,15.2963,Monitor,Routine Monitoring,7,kpi_002,Staff Absenteeism Rate,watch=Low; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-6997C11E5A26,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-29,HOSP-001,DEPT-ADM,5.5119,Stable,Routine Monitoring,8,kpi_006,Patient Satisfaction Score,watch=Low,kpi_001,kpi_002,3,False,High,DEP-EP-38EE5B954937,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-30,HOSP-001,DEPT-PEX,82.9288,Critical,Immediate Review,1,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-389C43ACB610,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-30,HOSP-001,DEPT-SURG,70.6268,High,Immediate Review,2,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_003,kpi_002,4,False,Moderate,DEP-EP-C2A4CD33AB97,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-30,HOSP-001,DEPT-OPC,52.1614,Elevated,Prompt Review,3,kpi_004,Average Patient Waiting Time,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,kpi_005,5,True,Moderate,DEP-EP-A2D38AEC20EA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-30,HOSP-001,DEPT-ED,39.7962,Elevated,Review Soon,4,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_004,5,False,Moderate,DEP-EP-8266F1278459,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-30,HOSP-001,DEPT-MED,38.6753,Elevated,Review Soon,5,kpi_003,Bed Occupancy Rate,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,kpi_001,kpi_006,4,True,Moderate,DEP-EP-E5CD8FD2F03D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-30,HOSP-001,DEPT-ICU,27.6489,Monitor,Prompt Review,6,kpi_002,Staff Absenteeism Rate,watch=Moderate; trend=deteriorating,kpi_001,kpi_003,4,False,Moderate,DEP-EP-AEF2A07D01F4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-30,HOSP-001,DEPT-DIAG,14.019,Stable,Routine Monitoring,7,kpi_002,Staff Absenteeism Rate,watch=Low; trend=deteriorating,kpi_004,kpi_006,5,False,Moderate,DEP-EP-71E5A1EFDA95,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-04-30,HOSP-001,DEPT-ADM,9.981,Stable,Routine Monitoring,8,kpi_001,Staffing Level,watch=Low,kpi_002,kpi_006,3,False,High,DEP-EP-EE66B5691A77,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-01,HOSP-001,DEPT-PEX,60.5683,High,Prompt Review,1,kpi_002,Staff Absenteeism Rate,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,kpi_006,3,False,High,DEP-EP-48438EECE1A3,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-01,HOSP-001,DEPT-OPC,48.9156,Elevated,Prompt Review,2,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_006,kpi_002,5,False,Moderate,DEP-EP-92341D41426C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-01,HOSP-001,DEPT-ICU,38.7799,Elevated,Prompt Review,3,kpi_003,Bed Occupancy Rate,threshold=Lower Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_001,3,True,Moderate,DEP-EP-8BE90B31100B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-01,HOSP-001,DEPT-DIAG,32.0736,Monitor,Review Soon,4,kpi_005,Patient Complaint Rate,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_006,5,True,Moderate,DEP-EP-63C94933BE32,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-01,HOSP-001,DEPT-ED,24.9647,Monitor,Routine Monitoring,5,kpi_004,Average Patient Waiting Time,watch=Moderate; trend=deteriorating,kpi_001,kpi_002,5,False,Moderate,DEP-EP-E01100EE4D09,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-01,HOSP-001,DEPT-MED,21.9641,Monitor,Routine Monitoring,6,kpi_001,Staffing Level,watch=Moderate; trend=deteriorating,kpi_006,kpi_003,4,False,Moderate,DEP-EP-800279CFE6B0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-01,HOSP-001,DEPT-SURG,13.2941,Stable,Routine Monitoring,7,kpi_003,Bed Occupancy Rate,watch=Low,kpi_002,kpi_001,3,True,Moderate,DEP-EP-B30F85C6C09A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-01,HOSP-001,DEPT-ADM,6.1077,Stable,Routine Monitoring,8,kpi_001,Staffing Level,No current adverse indicators,kpi_006,kpi_002,3,False,High,DEP-EP-F3696FC5C00B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-02,HOSP-001,DEPT-ED,71.2275,High,Immediate Review,1,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_005,5,True,Moderate,DEP-EP-B7A11CBAEA96,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-02,HOSP-001,DEPT-OPC,68.9747,High,Immediate Review,2,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_006,kpi_005,5,False,Moderate,DEP-EP-9C9BC4CDA585,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-02,HOSP-001,DEPT-SURG,57.0943,High,Immediate Review,3,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=High,kpi_003,kpi_001,3,False,Moderate,DEP-EP-CC585220698B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-02,HOSP-001,DEPT-MED,60.108,High,Prompt Review,4,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_003,3,True,Moderate,DEP-EP-3214242E2B74,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-02,HOSP-001,DEPT-PEX,54.2877,Elevated,Prompt Review,5,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_006,3,False,High,DEP-EP-87CE5FEACA46,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-02,HOSP-001,DEPT-ICU,15.7938,Monitor,Prompt Review,6,kpi_002,Staff Absenteeism Rate,watch=Moderate,kpi_003,kpi_001,4,False,Moderate,DEP-EP-1909031EC9CC,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-02,HOSP-001,DEPT-DIAG,14.7242,Stable,Routine Monitoring,7,kpi_002,Staff Absenteeism Rate,watch=Low; trend=deteriorating,kpi_001,kpi_004,3,False,High,DEP-EP-47857947ED86,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-02,HOSP-001,DEPT-ADM,9.981,Stable,Routine Monitoring,8,kpi_002,Staff Absenteeism Rate,watch=Low,kpi_001,kpi_006,3,False,High,DEP-EP-D8C4D083D79A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-03,HOSP-001,DEPT-OPC,80.831,Critical,Immediate Review,1,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_006,kpi_002,5,False,Moderate,DEP-EP-D754C1344046,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-03,HOSP-001,DEPT-PEX,69.0596,High,Immediate Review,2,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,,2,False,High,DEP-EP-13F0D0FFECBB,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-03,HOSP-001,DEPT-MED,62.3057,High,Immediate Review,3,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_003,kpi_001,4,True,Moderate,DEP-EP-BA06CDB078A4,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-03,HOSP-001,DEPT-ED,54.8935,Elevated,Prompt Review,4,kpi_004,Average Patient Waiting Time,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_001,kpi_002,5,True,Moderate,DEP-EP-48F09154640D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-03,HOSP-001,DEPT-ICU,15.7938,Monitor,Prompt Review,5,kpi_002,Staff Absenteeism Rate,watch=Moderate,kpi_003,kpi_006,4,False,Moderate,DEP-EP-F236E9B1A68C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-03,HOSP-001,DEPT-DIAG,30.3694,Monitor,Review Soon,6,kpi_005,Patient Complaint Rate,threshold=Amber; breach=Provisional Breach; watch=Moderate,kpi_004,kpi_006,5,True,Moderate,DEP-EP-742477E327D0,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-03,HOSP-001,DEPT-SURG,23.3309,Monitor,Routine Monitoring,7,kpi_006,Patient Satisfaction Score,watch=Moderate; trend=deteriorating,kpi_001,kpi_002,4,False,Moderate,DEP-EP-8431D68D0B76,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-03,HOSP-001,DEPT-ADM,6.1077,Stable,Routine Monitoring,8,kpi_002,Staff Absenteeism Rate,No current adverse indicators,kpi_006,kpi_001,3,False,High,DEP-EP-24927CBC9C8D,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-04,HOSP-001,DEPT-PEX,88.4019,Critical,Immediate Review,1,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_006,kpi_001,3,False,High,DEP-EP-76750413AB3B,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-04,HOSP-001,DEPT-OPC,62.3664,High,Immediate Review,2,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=High,kpi_004,kpi_001,5,False,Moderate,DEP-EP-414E6511E0B7,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-04,HOSP-001,DEPT-DIAG,56.628,High,Immediate Review,3,kpi_006,Patient Satisfaction Score,threshold=Red; breach=Provisional Breach; watch=High,kpi_001,kpi_002,5,False,Moderate,DEP-EP-1B803C161A79,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-04,HOSP-001,DEPT-SURG,59.4659,High,Prompt Review,4,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_006,4,False,Moderate,DEP-EP-7321EC0F9600,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-04,HOSP-001,DEPT-ED,57.2174,High,Prompt Review,5,kpi_001,Staffing Level,threshold=Amber; breach=Provisional Breach; watch=High; trend=deteriorating,kpi_002,kpi_005,5,True,Moderate,DEP-EP-1EBF52DD3C53,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-04,HOSP-001,DEPT-MED,41.9657,Elevated,Review Soon,6,kpi_003,Bed Occupancy Rate,threshold=Upper Amber; breach=Provisional Breach; watch=Moderate,kpi_002,kpi_001,3,True,Moderate,DEP-EP-0DBAFB03C18A,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-04,HOSP-001,DEPT-ICU,19.3691,Monitor,Prompt Review,7,kpi_002,Staff Absenteeism Rate,watch=Moderate,kpi_003,kpi_006,4,False,Moderate,DEP-EP-20639CE453EA,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-04,HOSP-001,DEPT-ADM,9.981,Stable,Routine Monitoring,8,kpi_006,Patient Satisfaction Score,watch=Low,kpi_001,kpi_002,3,False,High,DEP-EP-5BD07E72E990,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-05,HOSP-001,DEPT-ED,79.7501,Critical,Immediate Review,1,kpi_001,Staffing Level,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_002,kpi_004,5,False,Moderate,DEP-EP-6C6AFFE0814C,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
2026-05-05,HOSP-001,DEPT-MED,73.7671,High,Immediate Review,2,kpi_002,Staff Absenteeism Rate,threshold=Red; breach=Provisional Breach; watch=Critical; trend=deteriorating,kpi_001,kpi_006,4,False,Moderate,DEP-EP-D00BA934BDD2,RISKPRIOR-20260728062026,2026-07-28T06:20:28.344471
