watch_record_id,integration_record_id,hospital_id,department_id,reporting_date,kpi_id,evidence_record_id,source_kpi_record_id,source_threshold_record_id,engine_run_id,processed_at
WCH-631798A9AD234687,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260710,HOSP-001,DEPT-DIAG,2026-07-10,kpi_001,EVD-EDB5775A014344FA,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260710,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-ECB8A09380384877,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260711,HOSP-001,DEPT-DIAG,2026-07-11,kpi_001,EVD-193F7780A2704014,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260711,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2E685699F9A34124,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260712,HOSP-001,DEPT-DIAG,2026-07-12,kpi_001,EVD-3F0EA53BF00A4817,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260712,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B2D25498A743406E,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260713,HOSP-001,DEPT-DIAG,2026-07-13,kpi_001,EVD-D01652B43A164D24,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260713,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3D849F2F702F4A9A,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260714,HOSP-001,DEPT-DIAG,2026-07-14,kpi_001,EVD-DE8EFE87854C4E1C,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260714,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-7A6A512F015F4580,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260715,HOSP-001,DEPT-DIAG,2026-07-15,kpi_001,EVD-CDDEC46361A946FD,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260715,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4A414781F6104CC4,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260716,HOSP-001,DEPT-DIAG,2026-07-16,kpi_001,EVD-9931763A02FA47E6,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260716,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D7F2665FBC25464A,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260717,HOSP-001,DEPT-DIAG,2026-07-17,kpi_001,EVD-B12877FF923F45A4,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260717,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1EAF0FAF8CE34BAB,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260718,HOSP-001,DEPT-DIAG,2026-07-18,kpi_001,EVD-3D2BC5854A9B4214,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260718,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-118BA20705DC43F6,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260719,HOSP-001,DEPT-DIAG,2026-07-19,kpi_001,EVD-4B08A67D3FBF473F,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260719,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-DC24E123509948AF,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260720,HOSP-001,DEPT-DIAG,2026-07-20,kpi_001,EVD-24AD3D451A7041BE,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260720,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-117667B1073048A5,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260721,HOSP-001,DEPT-DIAG,2026-07-21,kpi_001,EVD-15CF135B014D4358,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260721,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5F577080AFD24592,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260722,HOSP-001,DEPT-DIAG,2026-07-22,kpi_001,EVD-7CD39D06638F443D,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260722,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C0D3640B202941F1,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260723,HOSP-001,DEPT-DIAG,2026-07-23,kpi_001,EVD-9859CC424B6D4705,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260723,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F27DEBC456F44CE6,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260724,HOSP-001,DEPT-DIAG,2026-07-24,kpi_001,EVD-284FA93EE13B4036,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260724,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E91B238FAD0F4993,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260725,HOSP-001,DEPT-DIAG,2026-07-25,kpi_001,EVD-D8E8A11C351E4C53,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260725,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A9453E4D274840BA,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260726,HOSP-001,DEPT-DIAG,2026-07-26,kpi_001,EVD-77922E416C124B1E,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260726,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4523CFB656284C96,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260727,HOSP-001,DEPT-DIAG,2026-07-27,kpi_001,EVD-75B526154CCB4E1E,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260727,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-21BABCAA0D2F4427,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260728,HOSP-001,DEPT-DIAG,2026-07-28,kpi_001,EVD-0C86BD9E7154405C,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260728,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-41FADA4FC7BD48C9,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260729,HOSP-001,DEPT-DIAG,2026-07-29,kpi_001,EVD-4C7BEC4327E54132,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260729,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5E712543E0D342CA,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260730,HOSP-001,DEPT-DIAG,2026-07-30,kpi_001,EVD-3AE32E0D01D74EE3,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260730,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-120AC5C912CD4F51,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260731,HOSP-001,DEPT-DIAG,2026-07-31,kpi_001,EVD-A628D6F7F8344FC8,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260731,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-ED5FC2CE102A4DF7,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260801,HOSP-001,DEPT-DIAG,2026-08-01,kpi_001,EVD-E5AEF0E7948940E8,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260801,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1FEE7FC170294676,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260802,HOSP-001,DEPT-DIAG,2026-08-02,kpi_001,EVD-5950D2B570684E75,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260802,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4A1B9FC9D4444C64,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260803,HOSP-001,DEPT-DIAG,2026-08-03,kpi_001,EVD-ADBC57F463314498,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260803,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-428352F45BFC46E7,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260804,HOSP-001,DEPT-DIAG,2026-08-04,kpi_001,EVD-7975D635E4B345CE,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260804,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-16F43C8DE6DA4243,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260805,HOSP-001,DEPT-DIAG,2026-08-05,kpi_001,EVD-A8DF7454041B4970,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260805,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-70982E5343284ECC,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260806,HOSP-001,DEPT-DIAG,2026-08-06,kpi_001,EVD-CAC9BE5584AD4126,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260806,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D1CD56DCE419437B,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260807,HOSP-001,DEPT-DIAG,2026-08-07,kpi_001,EVD-45E0B46681664AEF,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260807,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5026981F5ED94E33,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260808,HOSP-001,DEPT-DIAG,2026-08-08,kpi_001,EVD-0FF9021341734F18,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260808,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A1CA994101154843,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260809,HOSP-001,DEPT-DIAG,2026-08-09,kpi_001,EVD-C6A76F8763E44CE3,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260809,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1ACD308757A24BB3,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260810,HOSP-001,DEPT-DIAG,2026-08-10,kpi_001,EVD-BA6B7BA2F08A42B0,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260810,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D22BE47AE6ED40E6,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260811,HOSP-001,DEPT-DIAG,2026-08-11,kpi_001,EVD-39400430AD27448C,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260811,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C2AC0594B20340F9,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260812,HOSP-001,DEPT-DIAG,2026-08-12,kpi_001,EVD-936B26E222D544C1,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260812,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D5EC9A9388ED4B07,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260813,HOSP-001,DEPT-DIAG,2026-08-13,kpi_001,EVD-2DD4D54FB1044184,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260813,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-20EBA50BE0044744,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260814,HOSP-001,DEPT-DIAG,2026-08-14,kpi_001,EVD-6B339950AC474D87,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260814,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-EE2E77FEE6694F02,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260815,HOSP-001,DEPT-DIAG,2026-08-15,kpi_001,EVD-077FFF5856D0463B,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260815,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C46A1373E6984E61,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260816,HOSP-001,DEPT-DIAG,2026-08-16,kpi_001,EVD-1A9DBC3C0C004DA4,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260816,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1FEF2983566A46ED,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260817,HOSP-001,DEPT-DIAG,2026-08-17,kpi_001,EVD-EF9EF0995F444012,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260817,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4EA0B763AC9A404F,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260818,HOSP-001,DEPT-DIAG,2026-08-18,kpi_001,EVD-21F3F1380E5E4A51,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260818,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-8D33B12401444677,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260819,HOSP-001,DEPT-DIAG,2026-08-19,kpi_001,EVD-AF103B13FDD14738,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260819,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-032F73689BA84456,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260820,HOSP-001,DEPT-DIAG,2026-08-20,kpi_001,EVD-29E48A310A7D44F9,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260820,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C01D26D1C05E4782,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260821,HOSP-001,DEPT-DIAG,2026-08-21,kpi_001,EVD-99A8072052B34DAA,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260821,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2ACCAD2073B24DBC,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260822,HOSP-001,DEPT-DIAG,2026-08-22,kpi_001,EVD-2FA9EF36CFCE49BB,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260822,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-CC0D464EF0A34F1B,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260823,HOSP-001,DEPT-DIAG,2026-08-23,kpi_001,EVD-85A5F4CB5E71432D,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260823,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-B7AB20987CA94D5F,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260824,HOSP-001,DEPT-DIAG,2026-08-24,kpi_001,EVD-1C7384226FA54A47,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260824,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-670EA1634AD844AB,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260825,HOSP-001,DEPT-DIAG,2026-08-25,kpi_001,EVD-A642340B20DA4845,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260825,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5CB501B22A1F46FB,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260826,HOSP-001,DEPT-DIAG,2026-08-26,kpi_001,EVD-5A389A92C3EE4315,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260826,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E2E823975C4D413D,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260827,HOSP-001,DEPT-DIAG,2026-08-27,kpi_001,EVD-9285D311E8594764,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260827,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F5048A358B3E410A,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260828,HOSP-001,DEPT-DIAG,2026-08-28,kpi_001,EVD-1FC31E5931104103,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260828,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-46E201A07F5549E6,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260829,HOSP-001,DEPT-DIAG,2026-08-29,kpi_001,EVD-D1AE50819F3B4F10,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260829,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-33A754328AD24056,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260830,HOSP-001,DEPT-DIAG,2026-08-30,kpi_001,EVD-13BB4D1915F04D62,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260830,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-12F4EC2666714E26,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260831,HOSP-001,DEPT-DIAG,2026-08-31,kpi_001,EVD-D155EDF6ED474BFA,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260831,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-BF73708D6CBA43E2,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260901,HOSP-001,DEPT-DIAG,2026-09-01,kpi_001,EVD-939068B8142149EB,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260901,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-9E7E0DB836E648BD,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260902,HOSP-001,DEPT-DIAG,2026-09-02,kpi_001,EVD-D557505EF1A0497D,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260902,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-28F00863F10A40F1,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260903,HOSP-001,DEPT-DIAG,2026-09-03,kpi_001,EVD-50AD79F226B34CAA,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260903,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E94099FD4F7B4F76,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260904,HOSP-001,DEPT-DIAG,2026-09-04,kpi_001,EVD-89F4D4D3EB9D45A1,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260904,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2AD76196A7C443BD,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260905,HOSP-001,DEPT-DIAG,2026-09-05,kpi_001,EVD-631E4EFED80440D7,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260905,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-2AA5CF0FAA5B4809,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260906,HOSP-001,DEPT-DIAG,2026-09-06,kpi_001,EVD-FF5B75FFB4D841D4,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260906,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-059E304AB0B24A86,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260907,HOSP-001,DEPT-DIAG,2026-09-07,kpi_001,EVD-015C008ADC67424D,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260907,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-38D6D0FAA90B4AC6,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260908,HOSP-001,DEPT-DIAG,2026-09-08,kpi_001,EVD-B3C1816DFA524C69,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260908,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-3D14EDE31C3D45C0,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260909,HOSP-001,DEPT-DIAG,2026-09-09,kpi_001,EVD-723CE7D1A8334C76,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260909,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-03EC69E165ED49AB,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260910,HOSP-001,DEPT-DIAG,2026-09-10,kpi_001,EVD-61EA121D05864F69,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260910,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0A5F8537D8E84DC4,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260911,HOSP-001,DEPT-DIAG,2026-09-11,kpi_001,EVD-A3AE51101E974BB5,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260911,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A3D88C6DE64E426E,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260912,HOSP-001,DEPT-DIAG,2026-09-12,kpi_001,EVD-1F681B5D6BF24B67,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260912,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-4779A69DCA9942E5,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260913,HOSP-001,DEPT-DIAG,2026-09-13,kpi_001,EVD-F35A7311C7C34CFD,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260913,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-D06A96EF6AB0439C,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260914,HOSP-001,DEPT-DIAG,2026-09-14,kpi_001,EVD-87515DF43E0D476A,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260914,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-691DE08A91014961,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260915,HOSP-001,DEPT-DIAG,2026-09-15,kpi_001,EVD-CD2855B4FD4A48E6,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260915,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-5615A6CCF27C425E,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260916,HOSP-001,DEPT-DIAG,2026-09-16,kpi_001,EVD-068DE2A00CC348FD,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260916,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-79A70E10CECF4D72,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260917,HOSP-001,DEPT-DIAG,2026-09-17,kpi_001,EVD-42F8EF3FD851438C,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260917,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-F4812A4AABC74BC9,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260918,HOSP-001,DEPT-DIAG,2026-09-18,kpi_001,EVD-B8671A36ADBA403C,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260918,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-E4CED9547D424C5F,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260919,HOSP-001,DEPT-DIAG,2026-09-19,kpi_001,EVD-19CF4A49742E4E7D,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260919,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-6D2BB25E1C64458E,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260920,HOSP-001,DEPT-DIAG,2026-09-20,kpi_001,EVD-1F894264BDB44120,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260920,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-0A7DB9A7A2584D6F,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260921,HOSP-001,DEPT-DIAG,2026-09-21,kpi_001,EVD-77BA43C2947B4771,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260921,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-C34C2025B06C462A,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260922,HOSP-001,DEPT-DIAG,2026-09-22,kpi_001,EVD-60F4199DB5AF43E4,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260922,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-1E0A6239481E413D,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260923,HOSP-001,DEPT-DIAG,2026-09-23,kpi_001,EVD-979F04A95B7D4A7A,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260923,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-AB55CB30B90B453C,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260924,HOSP-001,DEPT-DIAG,2026-09-24,kpi_001,EVD-9CB1DA2E73A54698,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260924,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-A59BA7DBB594443C,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260925,HOSP-001,DEPT-DIAG,2026-09-25,kpi_001,EVD-FD2AE7B1E722436A,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260925,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-11E9C8A02CE445B0,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260926,HOSP-001,DEPT-DIAG,2026-09-26,kpi_001,EVD-55B44A6BF7054118,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260926,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-28758D0AF0D9487C,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260927,HOSP-001,DEPT-DIAG,2026-09-27,kpi_001,EVD-5AB2EA7A7FF8477C,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260927,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-68C6D8F143734BC4,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260928,HOSP-001,DEPT-DIAG,2026-09-28,kpi_001,EVD-3AD0EA6BF4634CBE,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260928,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-ED676B4B820D4C7E,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260929,HOSP-001,DEPT-DIAG,2026-09-29,kpi_001,EVD-6351C96B53A74C68,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260929,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
WCH-07134B23A15646A5,IKPI-kpi_001-HOSP-001-DEPT-DIAG-20260930,HOSP-001,DEPT-DIAG,2026-09-30,kpi_001,EVD-0DEC76FACC45473E,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260930,DEC-001,THWATCH-C46AF317C3EA44A8,2026-07-27T21:39:06.778860
