baseline_id,approval_package_id,episode_id,scenario_template_id,hospital_id,department_id,episode_start_date,episode_end_date,dominant_kpi_id,dominant_kpi_name,baseline_kpi_value,baseline_kpi_unit,supporting_kpi_values_json,baseline_required_staff,baseline_available_staff,baseline_staffing_coverage_pct,baseline_absenteeism_rate,baseline_avg_wait_min,baseline_arrivals,baseline_service_capacity,source_file_list,source_record_id_list,baseline_observation_count,baseline_data_completeness,baseline_confidence,baseline_provisional_flag,baseline_contradiction_severity,baseline_status,baseline_created_at,baseline_version,baseline_aggregation_method,baseline_reference_date,baseline_window_start,baseline_window_end
BL-C04295DBBAD58282,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-04-17,2026-04-17,kpi_001,Staffing Level,76.92307692307693,Percent,{},13.0,10.0,76.92307692307693,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260417,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.548018,2C-2C-1.0,episode-period mean,2026-04-17,2026-04-17,2026-04-17
BL-BE82963C39B9912F,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-04-17,2026-04-17,kpi_001,Staffing Level,76.92307692307693,Percent,{},13.0,10.0,76.92307692307693,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260417,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.562514,2C-2C-1.0,episode-period mean,2026-04-17,2026-04-17,2026-04-17
BL-3C0B602233877305,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,EP-HOSP-001-DEPT-DIAG-kpi_001-20260417,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-04-17,2026-04-17,kpi_001,Staffing Level,76.92307692307693,Percent,{},13.0,10.0,76.92307692307693,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260417,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.576373,2C-2C-1.0,episode-period mean,2026-04-17,2026-04-17,2026-04-17
BL-5F58A8CB45F0E177,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-04-23,2026-04-24,kpi_001,Staffing Level,78.4090909090909,Percent,{},11.5,9.0,78.4090909090909,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260423,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260424",4,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.593643,2C-2C-1.0,episode-period mean,2026-04-24,2026-04-23,2026-04-24
BL-22C42CC7D8441311,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-04-23,2026-04-24,kpi_001,Staffing Level,78.4090909090909,Percent,{},11.5,9.0,78.4090909090909,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260423,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260424",4,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.607824,2C-2C-1.0,episode-period mean,2026-04-24,2026-04-23,2026-04-24
BL-695096D3E402BD46,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,EP-HOSP-001-DEPT-DIAG-kpi_001-20260423,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-04-23,2026-04-24,kpi_001,Staffing Level,78.4090909090909,Percent,{},11.5,9.0,78.4090909090909,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260423,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260424",4,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.626786,2C-2C-1.0,episode-period mean,2026-04-24,2026-04-23,2026-04-24
BL-22128368177DE61E,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-05-07,2026-05-07,kpi_001,Staffing Level,75.0,Percent,{},12.0,9.0,75.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260507,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.642627,2C-2C-1.0,episode-period mean,2026-05-07,2026-05-07,2026-05-07
BL-2CCB064E1D409CEE,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-05-07,2026-05-07,kpi_001,Staffing Level,75.0,Percent,{},12.0,9.0,75.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260507,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.660223,2C-2C-1.0,episode-period mean,2026-05-07,2026-05-07,2026-05-07
BL-1F991A9825FC1777,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,EP-HOSP-001-DEPT-DIAG-kpi_001-20260507,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-05-07,2026-05-07,kpi_001,Staffing Level,75.0,Percent,{},12.0,9.0,75.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260507,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.675883,2C-2C-1.0,episode-period mean,2026-05-07,2026-05-07,2026-05-07
BL-937F36F3F877C31B,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-05-11,2026-05-12,kpi_001,Staffing Level,76.78571428571428,Percent,{},13.0,10.0,76.78571428571428,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260511,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260512",4,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.690488,2C-2C-1.0,episode-period mean,2026-05-12,2026-05-11,2026-05-12
BL-E9948BC6064C806C,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-05-11,2026-05-12,kpi_001,Staffing Level,76.78571428571428,Percent,{},13.0,10.0,76.78571428571428,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260511,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260512",4,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.706870,2C-2C-1.0,episode-period mean,2026-05-12,2026-05-11,2026-05-12
BL-BE8B597032B2FE60,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,EP-HOSP-001-DEPT-DIAG-kpi_001-20260511,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-05-11,2026-05-12,kpi_001,Staffing Level,76.78571428571428,Percent,{},13.0,10.0,76.78571428571428,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260511,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260512",4,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.725938,2C-2C-1.0,episode-period mean,2026-05-12,2026-05-11,2026-05-12
BL-9D9F4BA1BC854040,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-05-20,2026-05-20,kpi_001,Staffing Level,76.92307692307693,Percent,{},13.0,10.0,76.92307692307693,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260520,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.737342,2C-2C-1.0,episode-period mean,2026-05-20,2026-05-20,2026-05-20
BL-3C57805EB83FB27D,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-05-20,2026-05-20,kpi_001,Staffing Level,76.92307692307693,Percent,{},13.0,10.0,76.92307692307693,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260520,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.752314,2C-2C-1.0,episode-period mean,2026-05-20,2026-05-20,2026-05-20
BL-17CE12E919144132,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,EP-HOSP-001-DEPT-DIAG-kpi_001-20260520,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-05-20,2026-05-20,kpi_001,Staffing Level,76.92307692307693,Percent,{},13.0,10.0,76.92307692307693,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260520,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.768047,2C-2C-1.0,episode-period mean,2026-05-20,2026-05-20,2026-05-20
BL-55B7E28F57FC0091,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-06-06,2026-06-06,kpi_001,Staffing Level,78.57142857142857,Percent,{},14.0,11.0,78.57142857142857,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260606,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.783307,2C-2C-1.0,episode-period mean,2026-06-06,2026-06-06,2026-06-06
BL-758FACE8410BA690,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-06-06,2026-06-06,kpi_001,Staffing Level,78.57142857142857,Percent,{},14.0,11.0,78.57142857142857,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260606,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.797027,2C-2C-1.0,episode-period mean,2026-06-06,2026-06-06,2026-06-06
BL-B00C44AC2533829E,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,EP-HOSP-001-DEPT-DIAG-kpi_001-20260606,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-06-06,2026-06-06,kpi_001,Staffing Level,78.57142857142857,Percent,{},14.0,11.0,78.57142857142857,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260606,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.811976,2C-2C-1.0,episode-period mean,2026-06-06,2026-06-06,2026-06-06
BL-F4CEEAEEB6134C63,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-06-10,2026-06-13,kpi_001,Staffing Level,77.97619047619048,Percent,{},12.5,9.75,77.97619047619048,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260610,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260611,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260612,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260613",8,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.828147,2C-2C-1.0,episode-period mean,2026-06-13,2026-06-10,2026-06-13
BL-3430FEABC4C3DF9B,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-06-10,2026-06-13,kpi_001,Staffing Level,77.97619047619048,Percent,{},12.5,9.75,77.97619047619048,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260610,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260611,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260612,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260613",8,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.843447,2C-2C-1.0,episode-period mean,2026-06-13,2026-06-10,2026-06-13
BL-E75688F03B99F32F,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,EP-HOSP-001-DEPT-DIAG-kpi_001-20260610,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-06-10,2026-06-13,kpi_001,Staffing Level,77.97619047619048,Percent,{},12.5,9.75,77.97619047619048,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260610,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260611,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260612,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260613",8,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.856147,2C-2C-1.0,episode-period mean,2026-06-13,2026-06-10,2026-06-13
BL-C60C5F4A3F1EA3D7,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-06-19,2026-06-19,kpi_001,Staffing Level,75.0,Percent,{},8.0,6.0,75.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260619,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.875538,2C-2C-1.0,episode-period mean,2026-06-19,2026-06-19,2026-06-19
BL-2FEE410FDFB16298,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-06-19,2026-06-19,kpi_001,Staffing Level,75.0,Percent,{},8.0,6.0,75.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260619,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.889006,2C-2C-1.0,episode-period mean,2026-06-19,2026-06-19,2026-06-19
BL-E16784357E70E84C,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,EP-HOSP-001-DEPT-DIAG-kpi_001-20260619,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-06-19,2026-06-19,kpi_001,Staffing Level,75.0,Percent,{},8.0,6.0,75.0,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260619,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.901859,2C-2C-1.0,episode-period mean,2026-06-19,2026-06-19,2026-06-19
BL-ED7256F23CAF3C7D,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-07-04,2026-07-04,kpi_001,Staffing Level,73.33333333333333,Percent,{},15.0,11.0,73.33333333333333,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260704,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.915325,2C-2C-1.0,episode-period mean,2026-07-04,2026-07-04,2026-07-04
BL-46FA657888EFE7AD,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-07-04,2026-07-04,kpi_001,Staffing Level,73.33333333333333,Percent,{},15.0,11.0,73.33333333333333,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260704,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.929861,2C-2C-1.0,episode-period mean,2026-07-04,2026-07-04,2026-07-04
BL-9C3D7EAEF5C01866,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,EP-HOSP-001-DEPT-DIAG-kpi_001-20260704,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-07-04,2026-07-04,kpi_001,Staffing Level,73.33333333333333,Percent,{},15.0,11.0,73.33333333333333,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260704,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.953412,2C-2C-1.0,episode-period mean,2026-07-04,2026-07-04,2026-07-04
BL-80E9ED2513937DAA,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-07-23,2026-07-25,kpi_001,Staffing Level,79.76190476190476,Percent,{},13.333333333333334,10.666666666666666,79.76190476190476,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260723,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260724,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260725",6,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.980110,2C-2C-1.0,episode-period mean,2026-07-25,2026-07-23,2026-07-25
BL-9B7D1CB5C80261D2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-07-23,2026-07-25,kpi_001,Staffing Level,79.76190476190476,Percent,{},13.333333333333334,10.666666666666666,79.76190476190476,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260723,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260724,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260725",6,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:32.999384,2C-2C-1.0,episode-period mean,2026-07-25,2026-07-23,2026-07-25
BL-287A92F1AEE17DBD,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-07-23,2026-07-25,kpi_001,Staffing Level,79.76190476190476,Percent,{},13.333333333333334,10.666666666666666,79.76190476190476,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260723,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260724,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260725",6,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.019974,2C-2C-1.0,episode-period mean,2026-07-25,2026-07-23,2026-07-25
BL-79398897DDDB37E7,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-08-04,2026-08-06,kpi_001,Staffing Level,79.65367965367966,Percent,{},13.0,10.333333333333334,79.65367965367966,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260804,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260805,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260806",6,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.048372,2C-2C-1.0,episode-period mean,2026-08-06,2026-08-04,2026-08-06
BL-5E612570B8373BB8,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-08-04,2026-08-06,kpi_001,Staffing Level,79.65367965367966,Percent,{},13.0,10.333333333333334,79.65367965367966,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260804,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260805,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260806",6,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.075167,2C-2C-1.0,episode-period mean,2026-08-06,2026-08-04,2026-08-06
BL-F60BA593C5EB33E1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-08-04,2026-08-06,kpi_001,Staffing Level,79.65367965367966,Percent,{},13.0,10.333333333333334,79.65367965367966,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260804,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260805,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260806",6,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.114629,2C-2C-1.0,episode-period mean,2026-08-06,2026-08-04,2026-08-06
BL-E35EEE61132AB54B,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-08-10,2026-08-10,kpi_001,Staffing Level,54.54545454545454,Percent,{},11.0,6.0,54.54545454545454,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260810,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.145022,2C-2C-1.0,episode-period mean,2026-08-10,2026-08-10,2026-08-10
BL-D262692D06094508,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-08-10,2026-08-10,kpi_001,Staffing Level,54.54545454545454,Percent,{},11.0,6.0,54.54545454545454,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260810,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.169646,2C-2C-1.0,episode-period mean,2026-08-10,2026-08-10,2026-08-10
BL-191FE010811D4A1E,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-08-10,2026-08-10,kpi_001,Staffing Level,54.54545454545454,Percent,{},11.0,6.0,54.54545454545454,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260810,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.191443,2C-2C-1.0,episode-period mean,2026-08-10,2026-08-10,2026-08-10
BL-EC509AD35DB9402E,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-09-01,2026-09-01,kpi_001,Staffing Level,72.72727272727273,Percent,{},11.0,8.0,72.72727272727273,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260901,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.211377,2C-2C-1.0,episode-period mean,2026-09-01,2026-09-01,2026-09-01
BL-070A0C28E0BA5503,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-09-01,2026-09-01,kpi_001,Staffing Level,72.72727272727273,Percent,{},11.0,8.0,72.72727272727273,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260901,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.243944,2C-2C-1.0,episode-period mean,2026-09-01,2026-09-01,2026-09-01
BL-CF05842D79536398,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,SCEN-MON-001,HOSP-001,DEPT-DIAG,2026-09-01,2026-09-01,kpi_001,Staffing Level,72.72727272727273,Percent,{},11.0,8.0,72.72727272727273,,,,,analytical_workforce_kpi_daily.csv,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260901,2,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.264875,2C-2C-1.0,episode-period mean,2026-09-01,2026-09-01,2026-09-01
BL-E35A041294E9DE0E,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,SCEN-BASE-001,HOSP-001,DEPT-DIAG,2026-09-12,2026-09-22,kpi_001,Staffing Level,81.96564798837525,Percent,{},12.363636363636363,10.181818181818182,81.96564798837525,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260912,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260913,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260914,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260915,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260916,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260917,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260918,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260919,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260920,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260921,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260922",22,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.286621,2C-2C-1.0,episode-period mean,2026-09-22,2026-09-12,2026-09-22
BL-93DB6F1285221796,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,SCEN-STAFF-001,HOSP-001,DEPT-DIAG,2026-09-12,2026-09-22,kpi_001,Staffing Level,81.96564798837525,Percent,{},12.363636363636363,10.181818181818182,81.96564798837525,,,,,analytical_workforce_kpi_daily.csv,"AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260912,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260913,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260914,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260915,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260916,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260917,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260918,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260919,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260920,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260921,AKPI-kpi_001-HOSP-001-DEPT-DIAG-20260922",22,50.0,High,True,No Contradiction,Available with Conditions,2026-07-28T14:58:33.319899,2C-2C-1.0,episode-period mean,2026-09-22,2026-09-12,2026-09-22
