exclusion_id,kpi_id,hospital_id,department_id,reporting_date,reason_code,reason_description,source_record_id,calculation_run_id
EXC-79CC0F60,kpi_003,HOSP-001,DEPT-ED,2026-11-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261110,PF-KPI-4E7933DFEF21
EXC-EB93CB24,kpi_003,HOSP-001,DEPT-ED,2026-11-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261111,PF-KPI-4E7933DFEF21
EXC-FC072133,kpi_003,HOSP-001,DEPT-ED,2026-11-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261112,PF-KPI-4E7933DFEF21
EXC-4A562A0F,kpi_003,HOSP-001,DEPT-ED,2026-11-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261113,PF-KPI-4E7933DFEF21
EXC-D5F3EED7,kpi_003,HOSP-001,DEPT-ED,2026-11-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261114,PF-KPI-4E7933DFEF21
EXC-0526DF65,kpi_003,HOSP-001,DEPT-ED,2026-11-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261115,PF-KPI-4E7933DFEF21
EXC-341BA528,kpi_003,HOSP-001,DEPT-ED,2026-11-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261116,PF-KPI-4E7933DFEF21
EXC-6AB84B31,kpi_003,HOSP-001,DEPT-ED,2026-11-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261117,PF-KPI-4E7933DFEF21
EXC-D793A928,kpi_003,HOSP-001,DEPT-ED,2026-11-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261118,PF-KPI-4E7933DFEF21
EXC-9CC71E07,kpi_003,HOSP-001,DEPT-ED,2026-11-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261119,PF-KPI-4E7933DFEF21
EXC-6868E24D,kpi_003,HOSP-001,DEPT-ED,2026-11-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261120,PF-KPI-4E7933DFEF21
EXC-1B74487C,kpi_003,HOSP-001,DEPT-ED,2026-11-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261121,PF-KPI-4E7933DFEF21
EXC-B2E70D89,kpi_003,HOSP-001,DEPT-ED,2026-11-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261122,PF-KPI-4E7933DFEF21
EXC-7D49AEA7,kpi_003,HOSP-001,DEPT-ED,2026-11-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261123,PF-KPI-4E7933DFEF21
EXC-B724773D,kpi_003,HOSP-001,DEPT-ED,2026-11-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261124,PF-KPI-4E7933DFEF21
EXC-AE55297B,kpi_003,HOSP-001,DEPT-ED,2026-11-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261125,PF-KPI-4E7933DFEF21
EXC-0FD4DD5C,kpi_003,HOSP-001,DEPT-ED,2026-11-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261126,PF-KPI-4E7933DFEF21
EXC-46E15265,kpi_003,HOSP-001,DEPT-ED,2026-11-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261127,PF-KPI-4E7933DFEF21
EXC-B3695C79,kpi_003,HOSP-001,DEPT-ED,2026-11-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261128,PF-KPI-4E7933DFEF21
EXC-76C9E380,kpi_003,HOSP-001,DEPT-ED,2026-11-29,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261129,PF-KPI-4E7933DFEF21
EXC-88990F1C,kpi_003,HOSP-001,DEPT-ED,2026-11-30,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261130,PF-KPI-4E7933DFEF21
EXC-785E8597,kpi_003,HOSP-001,DEPT-ED,2026-12-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261201,PF-KPI-4E7933DFEF21
EXC-784941DE,kpi_003,HOSP-001,DEPT-ED,2026-12-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261202,PF-KPI-4E7933DFEF21
EXC-603CD3F0,kpi_003,HOSP-001,DEPT-ED,2026-12-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261203,PF-KPI-4E7933DFEF21
EXC-BAEF2042,kpi_003,HOSP-001,DEPT-ED,2026-12-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261204,PF-KPI-4E7933DFEF21
EXC-7B2AEFE1,kpi_003,HOSP-001,DEPT-ED,2026-12-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261205,PF-KPI-4E7933DFEF21
EXC-4398DA1F,kpi_003,HOSP-001,DEPT-ED,2026-12-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261206,PF-KPI-4E7933DFEF21
EXC-9F13F8A6,kpi_003,HOSP-001,DEPT-ED,2026-12-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261207,PF-KPI-4E7933DFEF21
EXC-0629B5D2,kpi_003,HOSP-001,DEPT-ED,2026-12-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261208,PF-KPI-4E7933DFEF21
EXC-EDFDF6A3,kpi_003,HOSP-001,DEPT-ED,2026-12-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261209,PF-KPI-4E7933DFEF21
EXC-FE9125C3,kpi_003,HOSP-001,DEPT-ED,2026-12-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261210,PF-KPI-4E7933DFEF21
EXC-DB8F8353,kpi_003,HOSP-001,DEPT-ED,2026-12-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261211,PF-KPI-4E7933DFEF21
EXC-82CBDF5B,kpi_003,HOSP-001,DEPT-ED,2026-12-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261212,PF-KPI-4E7933DFEF21
EXC-8717BEDD,kpi_003,HOSP-001,DEPT-ED,2026-12-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261213,PF-KPI-4E7933DFEF21
EXC-B3A730D9,kpi_003,HOSP-001,DEPT-ED,2026-12-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261214,PF-KPI-4E7933DFEF21
EXC-9E2F55AB,kpi_003,HOSP-001,DEPT-ED,2026-12-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261215,PF-KPI-4E7933DFEF21
EXC-DFCCC768,kpi_003,HOSP-001,DEPT-ED,2026-12-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261216,PF-KPI-4E7933DFEF21
EXC-067707D8,kpi_003,HOSP-001,DEPT-ED,2026-12-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261217,PF-KPI-4E7933DFEF21
EXC-3B7F47C5,kpi_003,HOSP-001,DEPT-ED,2026-12-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261218,PF-KPI-4E7933DFEF21
EXC-1695C237,kpi_003,HOSP-001,DEPT-ED,2026-12-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261219,PF-KPI-4E7933DFEF21
EXC-10969608,kpi_003,HOSP-001,DEPT-ED,2026-12-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261220,PF-KPI-4E7933DFEF21
EXC-7E6B15BC,kpi_003,HOSP-001,DEPT-ED,2026-12-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261221,PF-KPI-4E7933DFEF21
EXC-2D35C4E3,kpi_003,HOSP-001,DEPT-ED,2026-12-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261222,PF-KPI-4E7933DFEF21
EXC-E19A8842,kpi_003,HOSP-001,DEPT-ED,2026-12-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261223,PF-KPI-4E7933DFEF21
EXC-2BFD59F4,kpi_003,HOSP-001,DEPT-ED,2026-12-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261224,PF-KPI-4E7933DFEF21
EXC-E1BF0D39,kpi_003,HOSP-001,DEPT-ED,2026-12-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261225,PF-KPI-4E7933DFEF21
EXC-F466CEE7,kpi_003,HOSP-001,DEPT-ED,2026-12-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261226,PF-KPI-4E7933DFEF21
EXC-32047813,kpi_003,HOSP-001,DEPT-ED,2026-12-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261227,PF-KPI-4E7933DFEF21
EXC-8D24BD90,kpi_003,HOSP-001,DEPT-ED,2026-12-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261228,PF-KPI-4E7933DFEF21
EXC-C1B51EB2,kpi_003,HOSP-001,DEPT-ED,2026-12-29,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261229,PF-KPI-4E7933DFEF21
EXC-6BF5A953,kpi_003,HOSP-001,DEPT-ED,2026-12-30,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261230,PF-KPI-4E7933DFEF21
EXC-9EFC2044,kpi_003,HOSP-001,DEPT-ED,2026-12-31,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-ED-20261231,PF-KPI-4E7933DFEF21
EXC-D58B5491,kpi_003,HOSP-001,DEPT-OPC,2026-01-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260101,PF-KPI-4E7933DFEF21
EXC-B93D9EA9,kpi_003,HOSP-001,DEPT-OPC,2026-01-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260102,PF-KPI-4E7933DFEF21
EXC-B87E95C8,kpi_003,HOSP-001,DEPT-OPC,2026-01-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260103,PF-KPI-4E7933DFEF21
EXC-9C7D9D6D,kpi_003,HOSP-001,DEPT-OPC,2026-01-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260104,PF-KPI-4E7933DFEF21
EXC-83064FA7,kpi_003,HOSP-001,DEPT-OPC,2026-01-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260105,PF-KPI-4E7933DFEF21
EXC-1DA4A5DC,kpi_003,HOSP-001,DEPT-OPC,2026-01-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260106,PF-KPI-4E7933DFEF21
EXC-8772844D,kpi_003,HOSP-001,DEPT-OPC,2026-01-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260107,PF-KPI-4E7933DFEF21
EXC-A5A80B55,kpi_003,HOSP-001,DEPT-OPC,2026-01-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260108,PF-KPI-4E7933DFEF21
EXC-F6497E12,kpi_003,HOSP-001,DEPT-OPC,2026-01-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260109,PF-KPI-4E7933DFEF21
EXC-931667D4,kpi_003,HOSP-001,DEPT-OPC,2026-01-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260110,PF-KPI-4E7933DFEF21
EXC-4FAD506A,kpi_003,HOSP-001,DEPT-OPC,2026-01-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260111,PF-KPI-4E7933DFEF21
EXC-6A72B5CF,kpi_003,HOSP-001,DEPT-OPC,2026-01-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260112,PF-KPI-4E7933DFEF21
EXC-9797F21A,kpi_003,HOSP-001,DEPT-OPC,2026-01-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260113,PF-KPI-4E7933DFEF21
EXC-C76CC1DD,kpi_003,HOSP-001,DEPT-OPC,2026-01-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260114,PF-KPI-4E7933DFEF21
EXC-B529585B,kpi_003,HOSP-001,DEPT-OPC,2026-01-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260115,PF-KPI-4E7933DFEF21
EXC-3C12E728,kpi_003,HOSP-001,DEPT-OPC,2026-01-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260116,PF-KPI-4E7933DFEF21
EXC-25582A25,kpi_003,HOSP-001,DEPT-OPC,2026-01-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260117,PF-KPI-4E7933DFEF21
EXC-E4B2222F,kpi_003,HOSP-001,DEPT-OPC,2026-01-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260118,PF-KPI-4E7933DFEF21
EXC-F8E07B3A,kpi_003,HOSP-001,DEPT-OPC,2026-01-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260119,PF-KPI-4E7933DFEF21
EXC-D398F703,kpi_003,HOSP-001,DEPT-OPC,2026-01-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260120,PF-KPI-4E7933DFEF21
EXC-06D6ED13,kpi_003,HOSP-001,DEPT-OPC,2026-01-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260121,PF-KPI-4E7933DFEF21
EXC-95DD2762,kpi_003,HOSP-001,DEPT-OPC,2026-01-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260122,PF-KPI-4E7933DFEF21
EXC-39FD919F,kpi_003,HOSP-001,DEPT-OPC,2026-01-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260123,PF-KPI-4E7933DFEF21
EXC-0D18CCFA,kpi_003,HOSP-001,DEPT-OPC,2026-01-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260124,PF-KPI-4E7933DFEF21
EXC-83021C32,kpi_003,HOSP-001,DEPT-OPC,2026-01-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260125,PF-KPI-4E7933DFEF21
EXC-36024E69,kpi_003,HOSP-001,DEPT-OPC,2026-01-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260126,PF-KPI-4E7933DFEF21
EXC-13D2891C,kpi_003,HOSP-001,DEPT-OPC,2026-01-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260127,PF-KPI-4E7933DFEF21
EXC-A50F1793,kpi_003,HOSP-001,DEPT-OPC,2026-01-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260128,PF-KPI-4E7933DFEF21
EXC-AC7BF36A,kpi_003,HOSP-001,DEPT-OPC,2026-01-29,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260129,PF-KPI-4E7933DFEF21
EXC-EB90F05C,kpi_003,HOSP-001,DEPT-OPC,2026-01-30,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260130,PF-KPI-4E7933DFEF21
EXC-870F64AF,kpi_003,HOSP-001,DEPT-OPC,2026-01-31,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260131,PF-KPI-4E7933DFEF21
EXC-6543D377,kpi_003,HOSP-001,DEPT-OPC,2026-02-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260201,PF-KPI-4E7933DFEF21
EXC-08C4CCC4,kpi_003,HOSP-001,DEPT-OPC,2026-02-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260202,PF-KPI-4E7933DFEF21
EXC-5CE72ABE,kpi_003,HOSP-001,DEPT-OPC,2026-02-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260203,PF-KPI-4E7933DFEF21
EXC-343A172F,kpi_003,HOSP-001,DEPT-OPC,2026-02-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260204,PF-KPI-4E7933DFEF21
EXC-DB09D366,kpi_003,HOSP-001,DEPT-OPC,2026-02-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260205,PF-KPI-4E7933DFEF21
EXC-866B06D9,kpi_003,HOSP-001,DEPT-OPC,2026-02-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260206,PF-KPI-4E7933DFEF21
EXC-1EC034B7,kpi_003,HOSP-001,DEPT-OPC,2026-02-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260207,PF-KPI-4E7933DFEF21
EXC-6A86754E,kpi_003,HOSP-001,DEPT-OPC,2026-02-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260208,PF-KPI-4E7933DFEF21
EXC-107174D6,kpi_003,HOSP-001,DEPT-OPC,2026-02-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260209,PF-KPI-4E7933DFEF21
EXC-2259249F,kpi_003,HOSP-001,DEPT-OPC,2026-02-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260210,PF-KPI-4E7933DFEF21
EXC-530EFD76,kpi_003,HOSP-001,DEPT-OPC,2026-02-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260211,PF-KPI-4E7933DFEF21
EXC-1DA5D6CB,kpi_003,HOSP-001,DEPT-OPC,2026-02-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260212,PF-KPI-4E7933DFEF21
EXC-D237FAFF,kpi_003,HOSP-001,DEPT-OPC,2026-02-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260213,PF-KPI-4E7933DFEF21
EXC-863F6FB2,kpi_003,HOSP-001,DEPT-OPC,2026-02-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260214,PF-KPI-4E7933DFEF21
EXC-E9817557,kpi_003,HOSP-001,DEPT-OPC,2026-02-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260215,PF-KPI-4E7933DFEF21
EXC-55A8A31D,kpi_003,HOSP-001,DEPT-OPC,2026-02-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260216,PF-KPI-4E7933DFEF21
EXC-520B0024,kpi_003,HOSP-001,DEPT-OPC,2026-02-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260217,PF-KPI-4E7933DFEF21
EXC-480F9FA4,kpi_003,HOSP-001,DEPT-OPC,2026-02-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260218,PF-KPI-4E7933DFEF21
EXC-C18B56B9,kpi_003,HOSP-001,DEPT-OPC,2026-02-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260219,PF-KPI-4E7933DFEF21
EXC-2298E932,kpi_003,HOSP-001,DEPT-OPC,2026-02-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260220,PF-KPI-4E7933DFEF21
EXC-03BE734A,kpi_003,HOSP-001,DEPT-OPC,2026-02-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260221,PF-KPI-4E7933DFEF21
EXC-396126EE,kpi_003,HOSP-001,DEPT-OPC,2026-02-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260222,PF-KPI-4E7933DFEF21
EXC-A3843A59,kpi_003,HOSP-001,DEPT-OPC,2026-02-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260223,PF-KPI-4E7933DFEF21
EXC-52F7BD70,kpi_003,HOSP-001,DEPT-OPC,2026-02-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260224,PF-KPI-4E7933DFEF21
EXC-CC8B9FFF,kpi_003,HOSP-001,DEPT-OPC,2026-02-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260225,PF-KPI-4E7933DFEF21
EXC-C243F846,kpi_003,HOSP-001,DEPT-OPC,2026-02-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260226,PF-KPI-4E7933DFEF21
EXC-06F15508,kpi_003,HOSP-001,DEPT-OPC,2026-02-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260227,PF-KPI-4E7933DFEF21
EXC-B8D650FE,kpi_003,HOSP-001,DEPT-OPC,2026-02-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260228,PF-KPI-4E7933DFEF21
EXC-1CA5B736,kpi_003,HOSP-001,DEPT-OPC,2026-03-01,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260301,PF-KPI-4E7933DFEF21
EXC-D4B7ADD0,kpi_003,HOSP-001,DEPT-OPC,2026-03-02,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260302,PF-KPI-4E7933DFEF21
EXC-E27633F2,kpi_003,HOSP-001,DEPT-OPC,2026-03-03,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260303,PF-KPI-4E7933DFEF21
EXC-85149601,kpi_003,HOSP-001,DEPT-OPC,2026-03-04,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260304,PF-KPI-4E7933DFEF21
EXC-CC52FB97,kpi_003,HOSP-001,DEPT-OPC,2026-03-05,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260305,PF-KPI-4E7933DFEF21
EXC-73409C2A,kpi_003,HOSP-001,DEPT-OPC,2026-03-06,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260306,PF-KPI-4E7933DFEF21
EXC-DC467DC0,kpi_003,HOSP-001,DEPT-OPC,2026-03-07,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260307,PF-KPI-4E7933DFEF21
EXC-7DC4FED6,kpi_003,HOSP-001,DEPT-OPC,2026-03-08,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260308,PF-KPI-4E7933DFEF21
EXC-F97956F4,kpi_003,HOSP-001,DEPT-OPC,2026-03-09,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260309,PF-KPI-4E7933DFEF21
EXC-D9422BF0,kpi_003,HOSP-001,DEPT-OPC,2026-03-10,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260310,PF-KPI-4E7933DFEF21
EXC-1270CCBF,kpi_003,HOSP-001,DEPT-OPC,2026-03-11,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260311,PF-KPI-4E7933DFEF21
EXC-308A3A73,kpi_003,HOSP-001,DEPT-OPC,2026-03-12,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260312,PF-KPI-4E7933DFEF21
EXC-5437E973,kpi_003,HOSP-001,DEPT-OPC,2026-03-13,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260313,PF-KPI-4E7933DFEF21
EXC-50EC5AC4,kpi_003,HOSP-001,DEPT-OPC,2026-03-14,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260314,PF-KPI-4E7933DFEF21
EXC-CFA83EBC,kpi_003,HOSP-001,DEPT-OPC,2026-03-15,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260315,PF-KPI-4E7933DFEF21
EXC-EB34CAFF,kpi_003,HOSP-001,DEPT-OPC,2026-03-16,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260316,PF-KPI-4E7933DFEF21
EXC-18D36FA4,kpi_003,HOSP-001,DEPT-OPC,2026-03-17,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260317,PF-KPI-4E7933DFEF21
EXC-9D77FD9F,kpi_003,HOSP-001,DEPT-OPC,2026-03-18,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260318,PF-KPI-4E7933DFEF21
EXC-0CC70D81,kpi_003,HOSP-001,DEPT-OPC,2026-03-19,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260319,PF-KPI-4E7933DFEF21
EXC-1D312FED,kpi_003,HOSP-001,DEPT-OPC,2026-03-20,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260320,PF-KPI-4E7933DFEF21
EXC-EB081154,kpi_003,HOSP-001,DEPT-OPC,2026-03-21,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260321,PF-KPI-4E7933DFEF21
EXC-39423AA9,kpi_003,HOSP-001,DEPT-OPC,2026-03-22,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260322,PF-KPI-4E7933DFEF21
EXC-5203A0CB,kpi_003,HOSP-001,DEPT-OPC,2026-03-23,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260323,PF-KPI-4E7933DFEF21
EXC-9914C744,kpi_003,HOSP-001,DEPT-OPC,2026-03-24,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260324,PF-KPI-4E7933DFEF21
EXC-BC8C776E,kpi_003,HOSP-001,DEPT-OPC,2026-03-25,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260325,PF-KPI-4E7933DFEF21
EXC-4B790E68,kpi_003,HOSP-001,DEPT-OPC,2026-03-26,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260326,PF-KPI-4E7933DFEF21
EXC-8716CFC9,kpi_003,HOSP-001,DEPT-OPC,2026-03-27,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260327,PF-KPI-4E7933DFEF21
EXC-5F612BDB,kpi_003,HOSP-001,DEPT-OPC,2026-03-28,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260328,PF-KPI-4E7933DFEF21
EXC-69481903,kpi_003,HOSP-001,DEPT-OPC,2026-03-29,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260329,PF-KPI-4E7933DFEF21
EXC-17B17252,kpi_003,HOSP-001,DEPT-OPC,2026-03-30,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260330,PF-KPI-4E7933DFEF21
EXC-D068AC83,kpi_003,HOSP-001,DEPT-OPC,2026-03-31,ELIGIBILITY,operational_beds is null,OPD-HOSP-001-DEPT-OPC-20260331,PF-KPI-4E7933DFEF21
