evidence_id,scenario_run_id,evidence_type,source_type,source_id,source_file,link_type,recorded_at,metadata_json
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-42,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260624-OPT1,,Approved By,2026-07-28T14:58:59.755441,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-43,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260624-OPT2,,Approved By,2026-07-28T14:58:59.755445,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-44,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260624-OPT3,,Approved By,2026-07-28T14:58:59.755448,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-45,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260625-OPT1,,Approved By,2026-07-28T14:58:59.755451,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-46,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260625-OPT2,,Approved By,2026-07-28T14:58:59.755454,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-47,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260625-OPT3,,Approved By,2026-07-28T14:58:59.755457,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-48,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260628-OPT1,,Approved By,2026-07-28T14:58:59.755460,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-49,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260628-OPT2,,Approved By,2026-07-28T14:58:59.755463,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-50,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260628-OPT3,,Approved By,2026-07-28T14:58:59.755466,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-51,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260630-OPT1,,Approved By,2026-07-28T14:58:59.755469,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-52,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260630-OPT2,,Approved By,2026-07-28T14:58:59.755472,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-53,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260630-OPT3,,Approved By,2026-07-28T14:58:59.755475,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-54,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260703-OPT1,,Approved By,2026-07-28T14:58:59.755478,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-55,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260703-OPT2,,Approved By,2026-07-28T14:58:59.755481,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-RECID-56,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260703-OPT3,,Approved By,2026-07-28T14:58:59.755484,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-COMP-57,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Comparator Configuration,Comparator Config,COMP-EXP-003,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:59.755488,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-PKG-58,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Approval Package,Package,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:59.755492,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-EXP-003-EP-59,SR-BL-CEDB52C10CC5423A-COMP-EXP-003,Episode,Episode,EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:59.755495,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-BASE-0,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Baseline,Analytical Dataset,analytical_six_kpi_daily.csv,analytical_six_kpi_daily.csv,Derived From,2026-07-28T14:58:59.760276,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-1,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260614,,Contributed To,2026-07-28T14:58:59.760283,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-2,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260615,,Contributed To,2026-07-28T14:58:59.760288,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-3,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260616,,Contributed To,2026-07-28T14:58:59.760291,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-4,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260617,,Contributed To,2026-07-28T14:58:59.760294,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-5,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260618,,Contributed To,2026-07-28T14:58:59.760320,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-6,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260619,,Contributed To,2026-07-28T14:58:59.760323,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-7,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260620,,Contributed To,2026-07-28T14:58:59.760326,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-8,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260621,,Contributed To,2026-07-28T14:58:59.760330,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-9,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260622,,Contributed To,2026-07-28T14:58:59.760333,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-10,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260623,,Contributed To,2026-07-28T14:58:59.760337,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-11,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260624,,Contributed To,2026-07-28T14:58:59.760340,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-12,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260625,,Contributed To,2026-07-28T14:58:59.760343,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-13,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260626,,Contributed To,2026-07-28T14:58:59.760346,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-14,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260627,,Contributed To,2026-07-28T14:58:59.760350,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-15,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260628,,Contributed To,2026-07-28T14:58:59.760353,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-16,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260629,,Contributed To,2026-07-28T14:58:59.760356,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-17,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260630,,Contributed To,2026-07-28T14:58:59.760359,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-18,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260701,,Contributed To,2026-07-28T14:58:59.760363,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-19,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260702,,Contributed To,2026-07-28T14:58:59.760366,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-REC-20,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260703,,Contributed To,2026-07-28T14:58:59.760369,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-21,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260614-OPT1,,Approved By,2026-07-28T14:58:59.760373,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-22,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260614-OPT2,,Approved By,2026-07-28T14:58:59.760376,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-23,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260614-OPT3,,Approved By,2026-07-28T14:58:59.760380,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-24,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260616-OPT1,,Approved By,2026-07-28T14:58:59.760383,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-25,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260616-OPT2,,Approved By,2026-07-28T14:58:59.760386,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-26,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260616-OPT3,,Approved By,2026-07-28T14:58:59.760390,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-27,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260617-OPT1,,Approved By,2026-07-28T14:58:59.760393,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-28,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260617-OPT2,,Approved By,2026-07-28T14:58:59.760396,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-29,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260617-OPT3,,Approved By,2026-07-28T14:58:59.760399,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-30,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260618-OPT1,,Approved By,2026-07-28T14:58:59.760402,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-31,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260618-OPT2,,Approved By,2026-07-28T14:58:59.760406,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-32,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260618-OPT3,,Approved By,2026-07-28T14:58:59.760409,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-33,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260620-OPT1,,Approved By,2026-07-28T14:58:59.760412,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-34,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260620-OPT2,,Approved By,2026-07-28T14:58:59.760416,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-35,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260620-OPT3,,Approved By,2026-07-28T14:58:59.760419,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-36,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260622-OPT1,,Approved By,2026-07-28T14:58:59.760422,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-37,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260622-OPT2,,Approved By,2026-07-28T14:58:59.760425,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-38,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260622-OPT3,,Approved By,2026-07-28T14:58:59.760429,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-39,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260623-OPT1,,Approved By,2026-07-28T14:58:59.760432,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-40,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260623-OPT2,,Approved By,2026-07-28T14:58:59.760435,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-41,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260623-OPT3,,Approved By,2026-07-28T14:58:59.760439,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-42,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260624-OPT1,,Approved By,2026-07-28T14:58:59.760442,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-43,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260624-OPT2,,Approved By,2026-07-28T14:58:59.760445,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-44,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260624-OPT3,,Approved By,2026-07-28T14:58:59.760454,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-45,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260625-OPT1,,Approved By,2026-07-28T14:58:59.760458,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-46,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260625-OPT2,,Approved By,2026-07-28T14:58:59.760462,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-47,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260625-OPT3,,Approved By,2026-07-28T14:58:59.760465,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-48,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260628-OPT1,,Approved By,2026-07-28T14:58:59.760468,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-49,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260628-OPT2,,Approved By,2026-07-28T14:58:59.760471,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-50,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260628-OPT3,,Approved By,2026-07-28T14:58:59.760474,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-51,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260630-OPT1,,Approved By,2026-07-28T14:58:59.760477,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-52,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260630-OPT2,,Approved By,2026-07-28T14:58:59.760480,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-53,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260630-OPT3,,Approved By,2026-07-28T14:58:59.760484,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-54,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260703-OPT1,,Approved By,2026-07-28T14:58:59.760487,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-55,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260703-OPT2,,Approved By,2026-07-28T14:58:59.760490,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-RECID-56,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Recommendation,Recommendation,REC-CASE-DEPT-DIAG-20260703-OPT3,,Approved By,2026-07-28T14:58:59.760493,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-COMP-57,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Comparator Configuration,Comparator Config,COMP-HIGH-003,config/scenario_comparator_config.csv,Defined By,2026-07-28T14:58:59.760497,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-PKG-58,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Approval Package,Package,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,data/scenario_inputs/step_2c1d_episode_approval_package_register.csv,Authorised By,2026-07-28T14:58:59.760500,{}
EV-SR-BL-CEDB52C10CC5423A-COMP-HIGH-003-EP-59,SR-BL-CEDB52C10CC5423A-COMP-HIGH-003,Episode,Episode,EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,data/scenario_inputs/step_2c1c_corrected_episode_register.csv,Based On,2026-07-28T14:58:59.760504,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-BASE-0,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Baseline,Analytical Dataset,analytical_six_kpi_daily.csv,analytical_six_kpi_daily.csv,Derived From,2026-07-28T14:58:59.767683,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-1,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260707,,Contributed To,2026-07-28T14:58:59.767689,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-2,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260708,,Contributed To,2026-07-28T14:58:59.767693,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-3,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260709,,Contributed To,2026-07-28T14:58:59.767696,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-4,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260710,,Contributed To,2026-07-28T14:58:59.767700,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-5,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260711,,Contributed To,2026-07-28T14:58:59.767703,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-6,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260712,,Contributed To,2026-07-28T14:58:59.767706,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-7,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260713,,Contributed To,2026-07-28T14:58:59.767709,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-8,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260714,,Contributed To,2026-07-28T14:58:59.767712,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-9,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260715,,Contributed To,2026-07-28T14:58:59.767716,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-10,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260716,,Contributed To,2026-07-28T14:58:59.767719,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-11,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260717,,Contributed To,2026-07-28T14:58:59.767722,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-12,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260718,,Contributed To,2026-07-28T14:58:59.767725,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-13,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260719,,Contributed To,2026-07-28T14:58:59.767729,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-14,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260720,,Contributed To,2026-07-28T14:58:59.767732,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-15,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260721,,Contributed To,2026-07-28T14:58:59.767735,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-16,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260722,,Contributed To,2026-07-28T14:58:59.767738,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-17,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260723,,Contributed To,2026-07-28T14:58:59.767741,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-18,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260724,,Contributed To,2026-07-28T14:58:59.767744,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-19,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260725,,Contributed To,2026-07-28T14:58:59.767747,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-20,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260726,,Contributed To,2026-07-28T14:58:59.767751,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-21,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260727,,Contributed To,2026-07-28T14:58:59.767754,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-22,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260728,,Contributed To,2026-07-28T14:58:59.767757,{}
EV-SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003-REC-23,SR-BL-4D5FEEBD0155BB4E-COMP-BASE-003,Source Record,Analytical Record,IKPI-kpi_004-HOSP-001-DEPT-DIAG-20260729,,Contributed To,2026-07-28T14:58:59.767760,{}
