episode_id,hospital_id,department_id,department_name,episode_start_date,episode_end_date,linked_case_count,maximum_risk_score,maximum_urgency,priority_tiers,dominant_kpi_id,dominant_kpi_name,representative_recommendation,representative_recommendation_id,persistence_summary,episode_grouping_basis,episode_grouping_kpi_id
EP-HOSP-001-DEPT-DIAG-kpi_006-20260828,HOSP-001,DEPT-DIAG,Diagnostics,2026-08-28,2026-08-28,1,55.79,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-DIAG-20260828-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-08-28 to 2026-08-28. Max risk: 55.8. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-DIAG-kpi_006-20260902,HOSP-001,DEPT-DIAG,Diagnostics,2026-09-02,2026-09-02,1,62.31,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-DIAG-20260902-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-09-02 to 2026-09-02. Max risk: 62.3. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-DIAG-kpi_006-20260920,HOSP-001,DEPT-DIAG,Diagnostics,2026-09-20,2026-09-20,1,56.7,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-DIAG-20260920-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-09-20 to 2026-09-20. Max risk: 56.7. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,HOSP-001,DEPT-DIAG,Diagnostics,2026-09-25,2026-09-25,1,55.57,Immediate Review,High,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-DIAG-20260925-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-09-25 to 2026-09-25. Max risk: 55.6. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,HOSP-001,DEPT-DIAG,Diagnostics,2026-10-07,2026-10-11,3,64.04,Immediate Review,"Elevated, High",kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-DIAG-20261011-OPT1,Dominant KPI Patient Satisfaction Score persisted across 3 reporting date(s) from 2026-10-07 to 2026-10-11. Max risk: 64.0. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,HOSP-001,DEPT-DIAG,Diagnostics,2026-10-25,2026-10-25,1,53.3,Immediate Review,Elevated,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-DIAG-20261025-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-10-25 to 2026-10-25. Max risk: 53.3. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,HOSP-001,DEPT-DIAG,Diagnostics,2026-11-14,2026-11-16,2,63.59,Immediate Review,"Elevated, High",kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-DIAG-20261116-OPT1,Dominant KPI Patient Satisfaction Score persisted across 2 reporting date(s) from 2026-11-14 to 2026-11-16. Max risk: 63.6. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,HOSP-001,DEPT-DIAG,Diagnostics,2026-12-06,2026-12-06,1,50.16,Immediate Review,Elevated,kpi_006,Patient Satisfaction Score,Verify Survey Response Volume and Methodology,REC-CASE-DEPT-DIAG-20261206-OPT1,Dominant KPI Patient Satisfaction Score persisted across 1 reporting date(s) from 2026-12-06 to 2026-12-06. Max risk: 50.2. Max urgency: Immediate Review.,dominant_kpi,kpi_006
EP-HOSP-001-DEPT-ED-kpi_001-20260107,HOSP-001,DEPT-ED,Emergency Department,2026-01-07,2026-01-08,2,80.68,Immediate Review,Critical,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260107-OPT1,Dominant KPI Staffing Level persisted across 2 reporting date(s) from 2026-01-07 to 2026-01-08. Max risk: 80.7. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260201,HOSP-001,DEPT-ED,Emergency Department,2026-02-01,2026-02-01,1,55.72,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260201-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-02-01 to 2026-02-01. Max risk: 55.7. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260211,HOSP-001,DEPT-ED,Emergency Department,2026-02-11,2026-02-11,1,73.21,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260211-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-02-11 to 2026-02-11. Max risk: 73.2. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260303,HOSP-001,DEPT-ED,Emergency Department,2026-03-03,2026-03-03,1,64.37,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260303-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-03-03 to 2026-03-03. Max risk: 64.4. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260319,HOSP-001,DEPT-ED,Emergency Department,2026-03-19,2026-03-19,1,80.02,Immediate Review,Critical,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260319-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-03-19 to 2026-03-19. Max risk: 80.0. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260402,HOSP-001,DEPT-ED,Emergency Department,2026-04-02,2026-04-02,1,61.03,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260402-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-04-02 to 2026-04-02. Max risk: 61.0. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260502,HOSP-001,DEPT-ED,Emergency Department,2026-05-02,2026-05-05,3,79.75,Immediate Review,"Critical, High",kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260505-OPT1,Dominant KPI Staffing Level persisted across 3 reporting date(s) from 2026-05-02 to 2026-05-05. Max risk: 79.8. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260509,HOSP-001,DEPT-ED,Emergency Department,2026-05-09,2026-05-09,1,56.4,Prompt Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260509-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-05-09 to 2026-05-09. Max risk: 56.4. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260522,HOSP-001,DEPT-ED,Emergency Department,2026-05-22,2026-05-22,1,58.96,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260522-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-05-22 to 2026-05-22. Max risk: 59.0. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260531,HOSP-001,DEPT-ED,Emergency Department,2026-05-31,2026-05-31,1,61.5,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260531-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-05-31 to 2026-05-31. Max risk: 61.5. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260604,HOSP-001,DEPT-ED,Emergency Department,2026-06-04,2026-06-05,2,89.41,Immediate Review,Critical,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260604-OPT1,Dominant KPI Staffing Level persisted across 2 reporting date(s) from 2026-06-04 to 2026-06-05. Max risk: 89.4. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260624,HOSP-001,DEPT-ED,Emergency Department,2026-06-24,2026-06-24,1,69.37,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260624-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-06-24 to 2026-06-24. Max risk: 69.4. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260705,HOSP-001,DEPT-ED,Emergency Department,2026-07-05,2026-07-05,1,69.53,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260705-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-07-05 to 2026-07-05. Max risk: 69.5. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260713,HOSP-001,DEPT-ED,Emergency Department,2026-07-13,2026-07-20,4,83.21,Immediate Review,"Critical, High",kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260714-OPT1,Dominant KPI Staffing Level persisted across 4 reporting date(s) from 2026-07-13 to 2026-07-20. Max risk: 83.2. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260727,HOSP-001,DEPT-ED,Emergency Department,2026-07-27,2026-07-27,1,59.31,Prompt Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260727-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-07-27 to 2026-07-27. Max risk: 59.3. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20260930,HOSP-001,DEPT-ED,Emergency Department,2026-09-30,2026-09-30,1,66.68,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20260930-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-09-30 to 2026-09-30. Max risk: 66.7. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20261008,HOSP-001,DEPT-ED,Emergency Department,2026-10-08,2026-10-08,1,74.04,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20261008-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-10-08 to 2026-10-08. Max risk: 74.0. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20261014,HOSP-001,DEPT-ED,Emergency Department,2026-10-14,2026-10-24,6,74.69,Immediate Review,"Elevated, High",kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20261016-OPT1,Dominant KPI Staffing Level persisted across 6 reporting date(s) from 2026-10-14 to 2026-10-24. Max risk: 74.7. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20261101,HOSP-001,DEPT-ED,Emergency Department,2026-11-01,2026-11-01,1,51.54,Prompt Review,Elevated,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20261101-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-11-01 to 2026-11-01. Max risk: 51.5. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20261113,HOSP-001,DEPT-ED,Emergency Department,2026-11-13,2026-11-13,1,60.15,Immediate Review,High,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20261113-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-11-13 to 2026-11-13. Max risk: 60.1. Max urgency: Immediate Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_001-20261227,HOSP-001,DEPT-ED,Emergency Department,2026-12-27,2026-12-27,1,51.75,Prompt Review,Elevated,kpi_001,Staffing Level,Activate Approved Relief Staffing Arrangement,REC-CASE-DEPT-ED-20261227-OPT1,Dominant KPI Staffing Level persisted across 1 reporting date(s) from 2026-12-27 to 2026-12-27. Max risk: 51.8. Max urgency: Prompt Review.,dominant_kpi,kpi_001
EP-HOSP-001-DEPT-ED-kpi_002-20260106,HOSP-001,DEPT-ED,Emergency Department,2026-01-06,2026-01-06,1,49.33,Prompt Review,Elevated,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260106-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-01-06 to 2026-01-06. Max risk: 49.3. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260207,HOSP-001,DEPT-ED,Emergency Department,2026-02-07,2026-02-07,1,71.93,Immediate Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260207-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-02-07 to 2026-02-07. Max risk: 71.9. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260310,HOSP-001,DEPT-ED,Emergency Department,2026-03-10,2026-03-10,1,66.09,Immediate Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260310-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-03-10 to 2026-03-10. Max risk: 66.1. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260421,HOSP-001,DEPT-ED,Emergency Department,2026-04-21,2026-04-21,1,82.07,Immediate Review,Critical,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260421-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-04-21 to 2026-04-21. Max risk: 82.1. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260425,HOSP-001,DEPT-ED,Emergency Department,2026-04-25,2026-04-26,2,84.65,Immediate Review,"Critical, Elevated",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260426-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 2 reporting date(s) from 2026-04-25 to 2026-04-26. Max risk: 84.6. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260521,HOSP-001,DEPT-ED,Emergency Department,2026-05-21,2026-05-24,2,57.04,Immediate Review,"Elevated, High",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260521-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 2 reporting date(s) from 2026-05-21 to 2026-05-24. Max risk: 57.0. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260603,HOSP-001,DEPT-ED,Emergency Department,2026-06-03,2026-06-03,1,83.17,Immediate Review,Critical,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260603-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-06-03 to 2026-06-03. Max risk: 83.2. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260610,HOSP-001,DEPT-ED,Emergency Department,2026-06-10,2026-06-10,1,82.71,Immediate Review,Critical,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260610-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-06-10 to 2026-06-10. Max risk: 82.7. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260614,HOSP-001,DEPT-ED,Emergency Department,2026-06-14,2026-06-17,2,74.92,Immediate Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260617-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 2 reporting date(s) from 2026-06-14 to 2026-06-17. Max risk: 74.9. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260626,HOSP-001,DEPT-ED,Emergency Department,2026-06-26,2026-06-28,2,85.31,Immediate Review,"Critical, High",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260626-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 2 reporting date(s) from 2026-06-26 to 2026-06-28. Max risk: 85.3. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260707,HOSP-001,DEPT-ED,Emergency Department,2026-07-07,2026-07-07,1,75.98,Immediate Review,Critical,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260707-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-07-07 to 2026-07-07. Max risk: 76.0. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260818,HOSP-001,DEPT-ED,Emergency Department,2026-08-18,2026-08-18,1,52.26,Immediate Review,Elevated,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260818-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-08-18 to 2026-08-18. Max risk: 52.3. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20260923,HOSP-001,DEPT-ED,Emergency Department,2026-09-23,2026-09-23,1,52.75,Immediate Review,Elevated,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20260923-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-09-23 to 2026-09-23. Max risk: 52.8. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20261005,HOSP-001,DEPT-ED,Emergency Department,2026-10-05,2026-10-05,1,58.59,Prompt Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20261005-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-10-05 to 2026-10-05. Max risk: 58.6. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20261013,HOSP-001,DEPT-ED,Emergency Department,2026-10-13,2026-10-13,1,48.34,Prompt Review,Elevated,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20261013-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-10-13 to 2026-10-13. Max risk: 48.3. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20261026,HOSP-001,DEPT-ED,Emergency Department,2026-10-26,2026-10-29,2,81.28,Immediate Review,"Critical, High",kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20261026-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 2 reporting date(s) from 2026-10-26 to 2026-10-29. Max risk: 81.3. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20261102,HOSP-001,DEPT-ED,Emergency Department,2026-11-02,2026-11-02,1,51.24,Prompt Review,Elevated,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20261102-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-11-02 to 2026-11-02. Max risk: 51.2. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20261109,HOSP-001,DEPT-ED,Emergency Department,2026-11-09,2026-11-09,1,51.8,Prompt Review,Elevated,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20261109-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-11-09 to 2026-11-09. Max risk: 51.8. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20261127,HOSP-001,DEPT-ED,Emergency Department,2026-11-27,2026-11-27,1,67.22,Immediate Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20261127-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-11-27 to 2026-11-27. Max risk: 67.2. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20261212,HOSP-001,DEPT-ED,Emergency Department,2026-12-12,2026-12-12,1,68.72,Immediate Review,High,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20261212-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 1 reporting date(s) from 2026-12-12 to 2026-12-12. Max risk: 68.7. Max urgency: Immediate Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_002-20261217,HOSP-001,DEPT-ED,Emergency Department,2026-12-17,2026-12-20,2,52.37,Prompt Review,Elevated,kpi_002,Staff Absenteeism Rate,Review Unplanned Leave and Activate Relief Coverage,REC-CASE-DEPT-ED-20261220-OPT1,Dominant KPI Staff Absenteeism Rate persisted across 2 reporting date(s) from 2026-12-17 to 2026-12-20. Max risk: 52.4. Max urgency: Prompt Review.,dominant_kpi,kpi_002
EP-HOSP-001-DEPT-ED-kpi_004-20260404,HOSP-001,DEPT-ED,Emergency Department,2026-04-04,2026-04-07,2,52.73,Prompt Review,Elevated,kpi_004,Average Patient Waiting Time,Review Queue Bottlenecks and Deploy Temporary Triage Support,REC-CASE-DEPT-ED-20260407-OPT1,Dominant KPI Average Patient Waiting Time persisted across 2 reporting date(s) from 2026-04-04 to 2026-04-07. Max risk: 52.7. Max urgency: Prompt Review.,dominant_kpi,kpi_004
EP-HOSP-001-DEPT-ED-kpi_004-20260413,HOSP-001,DEPT-ED,Emergency Department,2026-04-13,2026-04-13,1,54.86,Prompt Review,Elevated,kpi_004,Average Patient Waiting Time,Review Queue Bottlenecks and Deploy Temporary Triage Support,REC-CASE-DEPT-ED-20260413-OPT1,Dominant KPI Average Patient Waiting Time persisted across 1 reporting date(s) from 2026-04-13 to 2026-04-13. Max risk: 54.9. Max urgency: Prompt Review.,dominant_kpi,kpi_004
EP-HOSP-001-DEPT-ED-kpi_004-20260427,HOSP-001,DEPT-ED,Emergency Department,2026-04-27,2026-04-27,1,54.17,Prompt Review,Elevated,kpi_004,Average Patient Waiting Time,Review Queue Bottlenecks and Deploy Temporary Triage Support,REC-CASE-DEPT-ED-20260427-OPT1,Dominant KPI Average Patient Waiting Time persisted across 1 reporting date(s) from 2026-04-27 to 2026-04-27. Max risk: 54.2. Max urgency: Prompt Review.,dominant_kpi,kpi_004
EP-HOSP-001-DEPT-ED-kpi_004-20260503,HOSP-001,DEPT-ED,Emergency Department,2026-05-03,2026-05-03,1,54.89,Prompt Review,Elevated,kpi_004,Average Patient Waiting Time,Review Queue Bottlenecks and Deploy Temporary Triage Support,REC-CASE-DEPT-ED-20260503-OPT1,Dominant KPI Average Patient Waiting Time persisted across 1 reporting date(s) from 2026-05-03 to 2026-05-03. Max risk: 54.9. Max urgency: Prompt Review.,dominant_kpi,kpi_004
EP-HOSP-001-DEPT-ED-kpi_004-20260508,HOSP-001,DEPT-ED,Emergency Department,2026-05-08,2026-05-08,1,49.6,Prompt Review,Elevated,kpi_004,Average Patient Waiting Time,Review Queue Bottlenecks and Deploy Temporary Triage Support,REC-CASE-DEPT-ED-20260508-OPT1,Dominant KPI Average Patient Waiting Time persisted across 1 reporting date(s) from 2026-05-08 to 2026-05-08. Max risk: 49.6. Max urgency: Prompt Review.,dominant_kpi,kpi_004
EP-HOSP-001-DEPT-ED-kpi_004-20260601,HOSP-001,DEPT-ED,Emergency Department,2026-06-01,2026-06-02,2,62.29,Immediate Review,High,kpi_004,Average Patient Waiting Time,Review Queue Bottlenecks and Deploy Temporary Triage Support,REC-CASE-DEPT-ED-20260602-OPT1,Dominant KPI Average Patient Waiting Time persisted across 2 reporting date(s) from 2026-06-01 to 2026-06-02. Max risk: 62.3. Max urgency: Immediate Review.,dominant_kpi,kpi_004
EP-HOSP-001-DEPT-ED-kpi_004-20260606,HOSP-001,DEPT-ED,Emergency Department,2026-06-06,2026-07-11,26,90.38,Immediate Review,"Critical, Elevated, High",kpi_004,Average Patient Waiting Time,Review Queue Bottlenecks and Deploy Temporary Triage Support,REC-CASE-DEPT-ED-20260608-OPT1,Dominant KPI Average Patient Waiting Time persisted across 26 reporting date(s) from 2026-06-06 to 2026-07-11. Max risk: 90.4. Max urgency: Immediate Review.,dominant_kpi,kpi_004
EP-HOSP-001-DEPT-ED-kpi_004-20260716,HOSP-001,DEPT-ED,Emergency Department,2026-07-16,2026-07-30,11,70.58,Immediate Review,"Elevated, High",kpi_004,Average Patient Waiting Time,Review Queue Bottlenecks and Deploy Temporary Triage Support,REC-CASE-DEPT-ED-20260730-OPT1,Dominant KPI Average Patient Waiting Time persisted across 11 reporting date(s) from 2026-07-16 to 2026-07-30. Max risk: 70.6. Max urgency: Immediate Review.,dominant_kpi,kpi_004
EP-HOSP-001-DEPT-ED-kpi_005-20260209,HOSP-001,DEPT-ED,Emergency Department,2026-02-09,2026-02-09,1,75.67,Immediate Review,Critical,kpi_005,Patient Complaint Rate,Validate Complaint Records and Review Recent Service Events,REC-CASE-DEPT-ED-20260209-OPT1,Dominant KPI Patient Complaint Rate persisted across 1 reporting date(s) from 2026-02-09 to 2026-02-09. Max risk: 75.7. Max urgency: Immediate Review.,dominant_kpi,kpi_005
EP-HOSP-001-DEPT-ED-kpi_005-20260216,HOSP-001,DEPT-ED,Emergency Department,2026-02-16,2026-02-16,1,68.17,Immediate Review,High,kpi_005,Patient Complaint Rate,Validate Complaint Records and Review Recent Service Events,REC-CASE-DEPT-ED-20260216-OPT1,Dominant KPI Patient Complaint Rate persisted across 1 reporting date(s) from 2026-02-16 to 2026-02-16. Max risk: 68.2. Max urgency: Immediate Review.,dominant_kpi,kpi_005
