scenario_run_id,approval_package_id,comparator_type,assumption_plausibility,hard_limit_violated,soft_limit_violated
SR-BL-15FDB31BC48E9013-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Conservative,Internally Inconsistent,False,False
SR-BL-15FDB31BC48E9013-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Expected,Internally Inconsistent,False,False
SR-BL-15FDB31BC48E9013-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Higher Intensity,Internally Inconsistent,False,False
SR-BL-0158BC532C54A11F-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Baseline,Internally Inconsistent,False,False
SR-BL-0158BC532C54A11F-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Conservative,Internally Inconsistent,False,False
SR-BL-0158BC532C54A11F-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Expected,Internally Inconsistent,False,False
SR-BL-0158BC532C54A11F-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Higher Intensity,Internally Inconsistent,False,False
SR-BL-85DC79D66DA80A48-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Baseline,Internally Inconsistent,False,False
SR-BL-85DC79D66DA80A48-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Conservative,Internally Inconsistent,False,False
SR-BL-85DC79D66DA80A48-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Expected,Internally Inconsistent,False,False
SR-BL-85DC79D66DA80A48-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Higher Intensity,Internally Inconsistent,False,False
SR-BL-C7DB6D840DFFFBEC-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Baseline,Internally Inconsistent,False,False
SR-BL-C7DB6D840DFFFBEC-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Conservative,Internally Inconsistent,False,False
SR-BL-C7DB6D840DFFFBEC-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Expected,Internally Inconsistent,False,False
SR-BL-C7DB6D840DFFFBEC-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Higher Intensity,Internally Inconsistent,False,False
SR-BL-13E22D760FAB321E-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Baseline,Internally Inconsistent,False,False
SR-BL-13E22D760FAB321E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Conservative,Internally Inconsistent,False,False
SR-BL-13E22D760FAB321E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Expected,Internally Inconsistent,False,False
SR-BL-13E22D760FAB321E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Higher Intensity,Internally Inconsistent,False,False
SR-BL-CDEE919CF33CA549-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Baseline,Internally Inconsistent,False,False
SR-BL-CDEE919CF33CA549-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Conservative,Internally Inconsistent,False,False
SR-BL-CDEE919CF33CA549-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Expected,Internally Inconsistent,False,False
SR-BL-CDEE919CF33CA549-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Higher Intensity,Internally Inconsistent,False,False
SR-BL-BC800799FD590418-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Baseline,Internally Inconsistent,False,False
SR-BL-BC800799FD590418-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Conservative,Internally Inconsistent,False,False
SR-BL-BC800799FD590418-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Expected,Internally Inconsistent,False,False
SR-BL-BC800799FD590418-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Higher Intensity,Internally Inconsistent,False,False
SR-BL-87C8776C5C8CAC38-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Baseline,Internally Inconsistent,False,False
SR-BL-87C8776C5C8CAC38-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Conservative,Internally Inconsistent,False,False
SR-BL-87C8776C5C8CAC38-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Expected,Internally Inconsistent,False,False
SR-BL-87C8776C5C8CAC38-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Higher Intensity,Internally Inconsistent,False,False
SR-BL-3604EBCA4A970746-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Baseline,Internally Inconsistent,False,False
SR-BL-3604EBCA4A970746-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Conservative,Internally Inconsistent,False,False
SR-BL-3604EBCA4A970746-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Expected,Internally Inconsistent,False,False
SR-BL-3604EBCA4A970746-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Higher Intensity,Internally Inconsistent,False,False
SR-BL-0D3165B7E88FFD7A-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Baseline,Internally Inconsistent,False,False
SR-BL-0D3165B7E88FFD7A-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Conservative,Internally Inconsistent,False,False
SR-BL-0D3165B7E88FFD7A-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Expected,Internally Inconsistent,False,False
SR-BL-0D3165B7E88FFD7A-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Higher Intensity,Internally Inconsistent,False,False
SR-BL-C7ADF007DD874559-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Baseline,Internally Inconsistent,False,False
SR-BL-C7ADF007DD874559-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Conservative,Internally Inconsistent,False,False
SR-BL-C7ADF007DD874559-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Expected,Internally Inconsistent,False,False
SR-BL-C7ADF007DD874559-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Higher Intensity,Internally Inconsistent,False,False
SR-BL-D66BBB26F7FCA9E8-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Baseline,Internally Inconsistent,False,False
SR-BL-D66BBB26F7FCA9E8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Conservative,Internally Inconsistent,False,False
SR-BL-D66BBB26F7FCA9E8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Expected,Internally Inconsistent,False,False
SR-BL-D66BBB26F7FCA9E8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Higher Intensity,Internally Inconsistent,False,False
SR-BL-F9EDD8AD8C3D4FDF-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Baseline,Internally Inconsistent,False,False
SR-BL-F9EDD8AD8C3D4FDF-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Conservative,Internally Inconsistent,False,False
SR-BL-F9EDD8AD8C3D4FDF-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Expected,Internally Inconsistent,False,False
SR-BL-F9EDD8AD8C3D4FDF-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Higher Intensity,Internally Inconsistent,False,False
SR-BL-8A83D7DA100E5D02-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Baseline,Internally Inconsistent,False,False
SR-BL-8A83D7DA100E5D02-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Conservative,Internally Inconsistent,False,False
SR-BL-8A83D7DA100E5D02-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Expected,Internally Inconsistent,False,False
SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Higher Intensity,Internally Inconsistent,False,False
SR-BL-8DED0EB10F15C211-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Baseline,Internally Inconsistent,False,False
SR-BL-8DED0EB10F15C211-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Conservative,Internally Inconsistent,False,False
SR-BL-8DED0EB10F15C211-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Expected,Internally Inconsistent,False,False
SR-BL-8DED0EB10F15C211-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Higher Intensity,Internally Inconsistent,False,False
SR-BL-945DADB9F3FCA786-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Baseline,Internally Inconsistent,False,False
SR-BL-945DADB9F3FCA786-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Conservative,Internally Inconsistent,False,False
SR-BL-945DADB9F3FCA786-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Expected,Internally Inconsistent,False,False
SR-BL-945DADB9F3FCA786-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Higher Intensity,Internally Inconsistent,False,False
SR-BL-5C8256177ABE7D9E-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Baseline,Internally Inconsistent,False,False
SR-BL-5C8256177ABE7D9E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Conservative,Internally Inconsistent,False,False
SR-BL-5C8256177ABE7D9E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Expected,Internally Inconsistent,False,False
SR-BL-5C8256177ABE7D9E-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Higher Intensity,Internally Inconsistent,False,False
SR-BL-109CB996345A0593-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Baseline,Internally Inconsistent,False,False
SR-BL-109CB996345A0593-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Conservative,Internally Inconsistent,False,False
SR-BL-109CB996345A0593-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Expected,Internally Inconsistent,False,False
SR-BL-109CB996345A0593-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Higher Intensity,Internally Inconsistent,False,False
SR-BL-640531690BF49FC3-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Baseline,Internally Inconsistent,False,False
SR-BL-640531690BF49FC3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Conservative,Internally Inconsistent,False,False
SR-BL-640531690BF49FC3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Expected,Internally Inconsistent,False,False
SR-BL-640531690BF49FC3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Higher Intensity,Internally Inconsistent,False,False
SR-BL-062B8B568A7B6C5F-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Baseline,Internally Inconsistent,False,False
SR-BL-062B8B568A7B6C5F-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Conservative,Internally Inconsistent,False,False
SR-BL-062B8B568A7B6C5F-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Expected,Internally Inconsistent,False,False
SR-BL-062B8B568A7B6C5F-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Higher Intensity,Internally Inconsistent,False,False
SR-BL-D77B91D98CAB4A91-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Baseline,Internally Inconsistent,False,False
SR-BL-D77B91D98CAB4A91-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Conservative,Internally Inconsistent,False,False
SR-BL-D77B91D98CAB4A91-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Expected,Internally Inconsistent,False,False
SR-BL-D77B91D98CAB4A91-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Higher Intensity,Internally Inconsistent,False,False
SR-BL-21D63D3D35D398E8-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Baseline,Internally Inconsistent,False,False
SR-BL-21D63D3D35D398E8-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Conservative,Internally Inconsistent,False,False
SR-BL-21D63D3D35D398E8-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Expected,Internally Inconsistent,False,False
SR-BL-21D63D3D35D398E8-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Higher Intensity,Internally Inconsistent,False,False
SR-BL-3243B244F2A3A939-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Baseline,Internally Inconsistent,False,False
SR-BL-3243B244F2A3A939-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Conservative,Internally Inconsistent,False,False
SR-BL-3243B244F2A3A939-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Expected,Internally Inconsistent,False,False
SR-BL-3243B244F2A3A939-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Higher Intensity,Internally Inconsistent,False,False
SR-BL-708E0D60F809A0E3-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Baseline,Internally Inconsistent,False,False
SR-BL-708E0D60F809A0E3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Conservative,Internally Inconsistent,False,False
SR-BL-708E0D60F809A0E3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Expected,Internally Inconsistent,False,False
SR-BL-708E0D60F809A0E3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Higher Intensity,Internally Inconsistent,False,False
SR-BL-0FF5DC781B30E376-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Baseline,Internally Inconsistent,False,False
SR-BL-0FF5DC781B30E376-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Conservative,Internally Inconsistent,False,False
SR-BL-0FF5DC781B30E376-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Expected,Internally Inconsistent,False,False
SR-BL-0FF5DC781B30E376-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Higher Intensity,Internally Inconsistent,False,False
SR-BL-1AB0374A3339D42D-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Baseline,Internally Inconsistent,False,False
SR-BL-1AB0374A3339D42D-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Conservative,Internally Inconsistent,False,False
SR-BL-1AB0374A3339D42D-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Expected,Internally Inconsistent,False,False
SR-BL-1AB0374A3339D42D-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Higher Intensity,Internally Inconsistent,False,False
SR-BL-2F13768166C08BF3-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Baseline,Internally Inconsistent,False,False
SR-BL-2F13768166C08BF3-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Conservative,Internally Inconsistent,False,False
SR-BL-2F13768166C08BF3-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Expected,Internally Inconsistent,False,False
SR-BL-2F13768166C08BF3-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Higher Intensity,Internally Inconsistent,False,False
SR-BL-CCD1F0648DF417E7-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Baseline,Internally Inconsistent,False,False
SR-BL-CCD1F0648DF417E7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Conservative,Internally Inconsistent,False,False
SR-BL-CCD1F0648DF417E7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Expected,Internally Inconsistent,False,False
SR-BL-CCD1F0648DF417E7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Higher Intensity,Internally Inconsistent,False,False
SR-BL-EDFEFEEFE780B78F-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Baseline,Internally Inconsistent,False,False
SR-BL-EDFEFEEFE780B78F-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Conservative,Internally Inconsistent,False,False
SR-BL-EDFEFEEFE780B78F-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Expected,Internally Inconsistent,False,False
SR-BL-EDFEFEEFE780B78F-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Higher Intensity,Internally Inconsistent,False,False
SR-BL-236419D4F0EF55BD-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Baseline,Internally Inconsistent,False,False
SR-BL-236419D4F0EF55BD-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Conservative,Internally Inconsistent,False,False
SR-BL-236419D4F0EF55BD-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Expected,Internally Inconsistent,False,False
SR-BL-236419D4F0EF55BD-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Higher Intensity,Internally Inconsistent,False,False
SR-BL-4AD80E402F2044AB-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Baseline,Internally Inconsistent,False,False
SR-BL-4AD80E402F2044AB-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Conservative,Internally Inconsistent,False,False
SR-BL-4AD80E402F2044AB-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Expected,Internally Inconsistent,False,False
SR-BL-4AD80E402F2044AB-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Higher Intensity,Internally Inconsistent,False,False
SR-BL-5F70E8D8CDCD3FA1-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Baseline,Internally Inconsistent,False,False
SR-BL-5F70E8D8CDCD3FA1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Conservative,Internally Inconsistent,False,False
SR-BL-5F70E8D8CDCD3FA1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Expected,Internally Inconsistent,False,False
SR-BL-5F70E8D8CDCD3FA1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Higher Intensity,Internally Inconsistent,False,False
SR-BL-A2D4B87CED1D8FBA-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Baseline,Internally Inconsistent,False,False
SR-BL-A2D4B87CED1D8FBA-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Conservative,Internally Inconsistent,False,False
SR-BL-A2D4B87CED1D8FBA-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Expected,Internally Inconsistent,False,False
SR-BL-A2D4B87CED1D8FBA-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Higher Intensity,Internally Inconsistent,False,False
SR-BL-7C780C8FC9E335FE-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Baseline,Internally Inconsistent,False,False
SR-BL-7C780C8FC9E335FE-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Conservative,Internally Inconsistent,False,False
SR-BL-7C780C8FC9E335FE-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Expected,Internally Inconsistent,False,False
SR-BL-7C780C8FC9E335FE-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Higher Intensity,Internally Inconsistent,False,False
SR-BL-115F5DAD55E1127E-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Baseline,Internally Inconsistent,False,False
SR-BL-115F5DAD55E1127E-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Conservative,Internally Inconsistent,False,False
SR-BL-115F5DAD55E1127E-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Expected,Internally Inconsistent,False,False
SR-BL-115F5DAD55E1127E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Higher Intensity,Internally Inconsistent,False,False
SR-BL-75AED2490A9FD068-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Baseline,Internally Inconsistent,False,False
SR-BL-75AED2490A9FD068-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Conservative,Internally Inconsistent,False,False
SR-BL-75AED2490A9FD068-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Expected,Internally Inconsistent,False,False
SR-BL-75AED2490A9FD068-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Higher Intensity,Internally Inconsistent,False,False
SR-BL-77E9E29455DF9DE5-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Baseline,Internally Inconsistent,False,False
SR-BL-77E9E29455DF9DE5-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Conservative,Internally Inconsistent,False,False
SR-BL-77E9E29455DF9DE5-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Expected,Internally Inconsistent,False,False
SR-BL-77E9E29455DF9DE5-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Higher Intensity,Internally Inconsistent,False,False
SR-BL-2E258E2B6EECBB9A-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Baseline,Internally Inconsistent,False,False
SR-BL-2E258E2B6EECBB9A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Conservative,Internally Inconsistent,False,False
SR-BL-2E258E2B6EECBB9A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Expected,Internally Inconsistent,False,False
SR-BL-2E258E2B6EECBB9A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Higher Intensity,Internally Inconsistent,False,False
SR-BL-7B5E7D4C33015107-COMP-BASE-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Baseline,Internally Inconsistent,False,False
SR-BL-7B5E7D4C33015107-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Conservative,Internally Inconsistent,False,False
SR-BL-7B5E7D4C33015107-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Expected,Internally Inconsistent,False,False
SR-BL-7B5E7D4C33015107-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Higher Intensity,Internally Inconsistent,False,False
SR-BL-DF599DF8EE7050E7-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Baseline,Internally Inconsistent,False,False
SR-BL-DF599DF8EE7050E7-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Conservative,Internally Inconsistent,False,False
SR-BL-DF599DF8EE7050E7-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Expected,Internally Inconsistent,False,False
SR-BL-DF599DF8EE7050E7-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Higher Intensity,Internally Inconsistent,False,False
SR-BL-0B92FC41A972F69B-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Baseline,Internally Inconsistent,False,False
SR-BL-0B92FC41A972F69B-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Conservative,Internally Inconsistent,False,False
SR-BL-0B92FC41A972F69B-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Expected,Internally Inconsistent,False,False
SR-BL-0B92FC41A972F69B-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Higher Intensity,Internally Inconsistent,False,False
SR-BL-A0612B49C9FE475C-COMP-BASE-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Baseline,Internally Inconsistent,False,False
SR-BL-A0612B49C9FE475C-COMP-CONS-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Conservative,Internally Inconsistent,False,False
SR-BL-A0612B49C9FE475C-COMP-EXP-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Expected,Internally Inconsistent,False,False
SR-BL-A0612B49C9FE475C-COMP-HIGH-003,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Higher Intensity,Internally Inconsistent,False,False
SR-BL-6F8BFFC14A228B81-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Baseline,Internally Inconsistent,False,False
SR-BL-6F8BFFC14A228B81-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Conservative,Internally Inconsistent,False,False
SR-BL-6F8BFFC14A228B81-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Expected,Internally Inconsistent,False,False
SR-BL-6F8BFFC14A228B81-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Higher Intensity,Internally Inconsistent,False,False
SR-BL-1E015E22AD2D25A5-COMP-BASE-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Baseline,Internally Inconsistent,False,False
SR-BL-1E015E22AD2D25A5-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Conservative,Internally Inconsistent,False,False
