scenario_run_id,approval_package_id,scenario_family,comparator_type,assumption_name,assumption_value,financial_input_id,cost_component_name,formula_expression,rate_value,rate_available,unit,one_time_or_recurring,direct_or_indirect,mapping_id
SR-BL-9B7D1CB5C80261D2-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-MONITOR-MONTH,Monitoring Cost,(intervention_duration_days / 30) * recurring_monitoring_monthly_cost,300.0,True,MYR,Recurring,Indirect,CDM-011
SR-BL-9B7D1CB5C80261D2-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-IMPL-LABOUR,Implementation Labour Cost,implementation_labour_cost,1200.0,True,MYR,One-time,Direct,CDM-012
SR-BL-9B7D1CB5C80261D2-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-PROJ-MGMT,Project Management Cost,project_management_cost,800.0,True,MYR,One-time,Indirect,CDM-013
SR-BL-9B7D1CB5C80261D2-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260723,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-ADMIN-BURDEN,Administrative Burden Cost,(intervention_duration_days / 30) * administrative_burden_monthly_cost,200.0,True,MYR,Recurring,Indirect,CDM-014
SR-BL-5E612570B8373BB8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Conservative,additional_staff_count,1.0,FIN-TEMP-STAFF-DAY,Additional Staff Cost,additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-001
SR-BL-5E612570B8373BB8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Conservative,temporary_staff_count,1.0,FIN-TEMP-STAFF-DAY,Temporary Staff Cost,temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-002
SR-BL-5E612570B8373BB8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Conservative,uncovered_shift_reduction_pct,0.0,FIN-OVERTIME-HOUR,Avoided Overtime Value,uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,25.0,True,MYR,Recurring,Direct,CDM-003
SR-BL-5E612570B8373BB8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-ADD-SHIFT,Additional Shift Cost,additional_shift_count * cost_per_shift,180.0,True,MYR,Recurring,Direct,CDM-004
SR-BL-5E612570B8373BB8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-MONITOR-MONTH,Monitoring Cost,(intervention_duration_days / 30) * recurring_monitoring_monthly_cost,300.0,True,MYR,Recurring,Indirect,CDM-011
SR-BL-5E612570B8373BB8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-IMPL-LABOUR,Implementation Labour Cost,implementation_labour_cost,1200.0,True,MYR,One-time,Direct,CDM-012
SR-BL-5E612570B8373BB8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-PROJ-MGMT,Project Management Cost,project_management_cost,800.0,True,MYR,One-time,Indirect,CDM-013
SR-BL-5E612570B8373BB8-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-ADMIN-BURDEN,Administrative Burden Cost,(intervention_duration_days / 30) * administrative_burden_monthly_cost,200.0,True,MYR,Recurring,Indirect,CDM-014
SR-BL-5E612570B8373BB8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Expected,additional_staff_count,2.0,FIN-TEMP-STAFF-DAY,Additional Staff Cost,additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-001
SR-BL-5E612570B8373BB8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Expected,temporary_staff_count,2.0,FIN-TEMP-STAFF-DAY,Temporary Staff Cost,temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-002
SR-BL-5E612570B8373BB8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Expected,uncovered_shift_reduction_pct,10.0,FIN-OVERTIME-HOUR,Avoided Overtime Value,uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,25.0,True,MYR,Recurring,Direct,CDM-003
SR-BL-5E612570B8373BB8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-ADD-SHIFT,Additional Shift Cost,additional_shift_count * cost_per_shift,180.0,True,MYR,Recurring,Direct,CDM-004
SR-BL-5E612570B8373BB8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-MONITOR-MONTH,Monitoring Cost,(intervention_duration_days / 30) * recurring_monitoring_monthly_cost,300.0,True,MYR,Recurring,Indirect,CDM-011
SR-BL-5E612570B8373BB8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-IMPL-LABOUR,Implementation Labour Cost,implementation_labour_cost,1200.0,True,MYR,One-time,Direct,CDM-012
SR-BL-5E612570B8373BB8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-PROJ-MGMT,Project Management Cost,project_management_cost,800.0,True,MYR,One-time,Indirect,CDM-013
SR-BL-5E612570B8373BB8-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-ADMIN-BURDEN,Administrative Burden Cost,(intervention_duration_days / 30) * administrative_burden_monthly_cost,200.0,True,MYR,Recurring,Indirect,CDM-014
SR-BL-5E612570B8373BB8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Higher Intensity,additional_staff_count,4.0,FIN-TEMP-STAFF-DAY,Additional Staff Cost,additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-001
SR-BL-5E612570B8373BB8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Higher Intensity,temporary_staff_count,3.0,FIN-TEMP-STAFF-DAY,Temporary Staff Cost,temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-002
SR-BL-5E612570B8373BB8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Higher Intensity,uncovered_shift_reduction_pct,20.0,FIN-OVERTIME-HOUR,Avoided Overtime Value,uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,25.0,True,MYR,Recurring,Direct,CDM-003
SR-BL-5E612570B8373BB8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-ADD-SHIFT,Additional Shift Cost,additional_shift_count * cost_per_shift,180.0,True,MYR,Recurring,Direct,CDM-004
SR-BL-5E612570B8373BB8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-MONITOR-MONTH,Monitoring Cost,(intervention_duration_days / 30) * recurring_monitoring_monthly_cost,300.0,True,MYR,Recurring,Indirect,CDM-011
SR-BL-5E612570B8373BB8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-IMPL-LABOUR,Implementation Labour Cost,implementation_labour_cost,1200.0,True,MYR,One-time,Direct,CDM-012
SR-BL-5E612570B8373BB8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-PROJ-MGMT,Project Management Cost,project_management_cost,800.0,True,MYR,One-time,Indirect,CDM-013
SR-BL-5E612570B8373BB8-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260804,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-ADMIN-BURDEN,Administrative Burden Cost,(intervention_duration_days / 30) * administrative_burden_monthly_cost,200.0,True,MYR,Recurring,Indirect,CDM-014
SR-BL-D262692D06094508-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Conservative,additional_staff_count,1.0,FIN-TEMP-STAFF-DAY,Additional Staff Cost,additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-001
SR-BL-D262692D06094508-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Conservative,temporary_staff_count,1.0,FIN-TEMP-STAFF-DAY,Temporary Staff Cost,temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-002
SR-BL-D262692D06094508-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Conservative,uncovered_shift_reduction_pct,0.0,FIN-OVERTIME-HOUR,Avoided Overtime Value,uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,25.0,True,MYR,Recurring,Direct,CDM-003
SR-BL-D262692D06094508-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-ADD-SHIFT,Additional Shift Cost,additional_shift_count * cost_per_shift,180.0,True,MYR,Recurring,Direct,CDM-004
SR-BL-D262692D06094508-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-MONITOR-MONTH,Monitoring Cost,(intervention_duration_days / 30) * recurring_monitoring_monthly_cost,300.0,True,MYR,Recurring,Indirect,CDM-011
SR-BL-D262692D06094508-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-IMPL-LABOUR,Implementation Labour Cost,implementation_labour_cost,1200.0,True,MYR,One-time,Direct,CDM-012
SR-BL-D262692D06094508-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-PROJ-MGMT,Project Management Cost,project_management_cost,800.0,True,MYR,One-time,Indirect,CDM-013
SR-BL-D262692D06094508-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-ADMIN-BURDEN,Administrative Burden Cost,(intervention_duration_days / 30) * administrative_burden_monthly_cost,200.0,True,MYR,Recurring,Indirect,CDM-014
SR-BL-D262692D06094508-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Expected,additional_staff_count,2.0,FIN-TEMP-STAFF-DAY,Additional Staff Cost,additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-001
SR-BL-D262692D06094508-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Expected,temporary_staff_count,2.0,FIN-TEMP-STAFF-DAY,Temporary Staff Cost,temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-002
SR-BL-D262692D06094508-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Expected,uncovered_shift_reduction_pct,10.0,FIN-OVERTIME-HOUR,Avoided Overtime Value,uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,25.0,True,MYR,Recurring,Direct,CDM-003
SR-BL-D262692D06094508-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-ADD-SHIFT,Additional Shift Cost,additional_shift_count * cost_per_shift,180.0,True,MYR,Recurring,Direct,CDM-004
SR-BL-D262692D06094508-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-MONITOR-MONTH,Monitoring Cost,(intervention_duration_days / 30) * recurring_monitoring_monthly_cost,300.0,True,MYR,Recurring,Indirect,CDM-011
SR-BL-D262692D06094508-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-IMPL-LABOUR,Implementation Labour Cost,implementation_labour_cost,1200.0,True,MYR,One-time,Direct,CDM-012
SR-BL-D262692D06094508-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-PROJ-MGMT,Project Management Cost,project_management_cost,800.0,True,MYR,One-time,Indirect,CDM-013
SR-BL-D262692D06094508-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-ADMIN-BURDEN,Administrative Burden Cost,(intervention_duration_days / 30) * administrative_burden_monthly_cost,200.0,True,MYR,Recurring,Indirect,CDM-014
SR-BL-D262692D06094508-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Higher Intensity,additional_staff_count,4.0,FIN-TEMP-STAFF-DAY,Additional Staff Cost,additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-001
SR-BL-D262692D06094508-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Higher Intensity,temporary_staff_count,3.0,FIN-TEMP-STAFF-DAY,Temporary Staff Cost,temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-002
SR-BL-D262692D06094508-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Higher Intensity,uncovered_shift_reduction_pct,20.0,FIN-OVERTIME-HOUR,Avoided Overtime Value,uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,25.0,True,MYR,Recurring,Direct,CDM-003
SR-BL-D262692D06094508-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-ADD-SHIFT,Additional Shift Cost,additional_shift_count * cost_per_shift,180.0,True,MYR,Recurring,Direct,CDM-004
SR-BL-D262692D06094508-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-MONITOR-MONTH,Monitoring Cost,(intervention_duration_days / 30) * recurring_monitoring_monthly_cost,300.0,True,MYR,Recurring,Indirect,CDM-011
SR-BL-D262692D06094508-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-IMPL-LABOUR,Implementation Labour Cost,implementation_labour_cost,1200.0,True,MYR,One-time,Direct,CDM-012
SR-BL-D262692D06094508-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-PROJ-MGMT,Project Management Cost,project_management_cost,800.0,True,MYR,One-time,Indirect,CDM-013
SR-BL-D262692D06094508-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260810,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-ADMIN-BURDEN,Administrative Burden Cost,(intervention_duration_days / 30) * administrative_burden_monthly_cost,200.0,True,MYR,Recurring,Indirect,CDM-014
SR-BL-070A0C28E0BA5503-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Conservative,additional_staff_count,1.0,FIN-TEMP-STAFF-DAY,Additional Staff Cost,additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-001
SR-BL-070A0C28E0BA5503-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Conservative,temporary_staff_count,1.0,FIN-TEMP-STAFF-DAY,Temporary Staff Cost,temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-002
SR-BL-070A0C28E0BA5503-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Conservative,uncovered_shift_reduction_pct,0.0,FIN-OVERTIME-HOUR,Avoided Overtime Value,uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,25.0,True,MYR,Recurring,Direct,CDM-003
SR-BL-070A0C28E0BA5503-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-ADD-SHIFT,Additional Shift Cost,additional_shift_count * cost_per_shift,180.0,True,MYR,Recurring,Direct,CDM-004
SR-BL-070A0C28E0BA5503-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-MONITOR-MONTH,Monitoring Cost,(intervention_duration_days / 30) * recurring_monitoring_monthly_cost,300.0,True,MYR,Recurring,Indirect,CDM-011
SR-BL-070A0C28E0BA5503-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-IMPL-LABOUR,Implementation Labour Cost,implementation_labour_cost,1200.0,True,MYR,One-time,Direct,CDM-012
SR-BL-070A0C28E0BA5503-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-PROJ-MGMT,Project Management Cost,project_management_cost,800.0,True,MYR,One-time,Indirect,CDM-013
SR-BL-070A0C28E0BA5503-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-ADMIN-BURDEN,Administrative Burden Cost,(intervention_duration_days / 30) * administrative_burden_monthly_cost,200.0,True,MYR,Recurring,Indirect,CDM-014
SR-BL-070A0C28E0BA5503-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Expected,additional_staff_count,2.0,FIN-TEMP-STAFF-DAY,Additional Staff Cost,additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-001
SR-BL-070A0C28E0BA5503-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Expected,temporary_staff_count,2.0,FIN-TEMP-STAFF-DAY,Temporary Staff Cost,temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-002
SR-BL-070A0C28E0BA5503-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Expected,uncovered_shift_reduction_pct,10.0,FIN-OVERTIME-HOUR,Avoided Overtime Value,uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,25.0,True,MYR,Recurring,Direct,CDM-003
SR-BL-070A0C28E0BA5503-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-ADD-SHIFT,Additional Shift Cost,additional_shift_count * cost_per_shift,180.0,True,MYR,Recurring,Direct,CDM-004
SR-BL-070A0C28E0BA5503-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-MONITOR-MONTH,Monitoring Cost,(intervention_duration_days / 30) * recurring_monitoring_monthly_cost,300.0,True,MYR,Recurring,Indirect,CDM-011
SR-BL-070A0C28E0BA5503-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-IMPL-LABOUR,Implementation Labour Cost,implementation_labour_cost,1200.0,True,MYR,One-time,Direct,CDM-012
SR-BL-070A0C28E0BA5503-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-PROJ-MGMT,Project Management Cost,project_management_cost,800.0,True,MYR,One-time,Indirect,CDM-013
SR-BL-070A0C28E0BA5503-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Expected,intervention_duration_days,14.0,FIN-ADMIN-BURDEN,Administrative Burden Cost,(intervention_duration_days / 30) * administrative_burden_monthly_cost,200.0,True,MYR,Recurring,Indirect,CDM-014
SR-BL-070A0C28E0BA5503-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Higher Intensity,additional_staff_count,4.0,FIN-TEMP-STAFF-DAY,Additional Staff Cost,additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-001
SR-BL-070A0C28E0BA5503-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Higher Intensity,temporary_staff_count,3.0,FIN-TEMP-STAFF-DAY,Temporary Staff Cost,temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-002
SR-BL-070A0C28E0BA5503-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Higher Intensity,uncovered_shift_reduction_pct,20.0,FIN-OVERTIME-HOUR,Avoided Overtime Value,uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,25.0,True,MYR,Recurring,Direct,CDM-003
SR-BL-070A0C28E0BA5503-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-ADD-SHIFT,Additional Shift Cost,additional_shift_count * cost_per_shift,180.0,True,MYR,Recurring,Direct,CDM-004
SR-BL-070A0C28E0BA5503-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-MONITOR-MONTH,Monitoring Cost,(intervention_duration_days / 30) * recurring_monitoring_monthly_cost,300.0,True,MYR,Recurring,Indirect,CDM-011
SR-BL-070A0C28E0BA5503-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-IMPL-LABOUR,Implementation Labour Cost,implementation_labour_cost,1200.0,True,MYR,One-time,Direct,CDM-012
SR-BL-070A0C28E0BA5503-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-PROJ-MGMT,Project Management Cost,project_management_cost,800.0,True,MYR,One-time,Indirect,CDM-013
SR-BL-070A0C28E0BA5503-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260901,Staffing Coverage Adjustment,Higher Intensity,intervention_duration_days,30.0,FIN-ADMIN-BURDEN,Administrative Burden Cost,(intervention_duration_days / 30) * administrative_burden_monthly_cost,200.0,True,MYR,Recurring,Indirect,CDM-014
SR-BL-93DB6F1285221796-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Staffing Coverage Adjustment,Conservative,additional_staff_count,1.0,FIN-TEMP-STAFF-DAY,Additional Staff Cost,additional_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-001
SR-BL-93DB6F1285221796-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Staffing Coverage Adjustment,Conservative,temporary_staff_count,1.0,FIN-TEMP-STAFF-DAY,Temporary Staff Cost,temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,120.0,True,MYR,Recurring,Direct,CDM-002
SR-BL-93DB6F1285221796-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Staffing Coverage Adjustment,Conservative,uncovered_shift_reduction_pct,0.0,FIN-OVERTIME-HOUR,Avoided Overtime Value,uncovered_shift_reduction_pct * baseline_overtime_hours * overtime_rate * intervention_duration_days,25.0,True,MYR,Recurring,Direct,CDM-003
SR-BL-93DB6F1285221796-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-ADD-SHIFT,Additional Shift Cost,additional_shift_count * cost_per_shift,180.0,True,MYR,Recurring,Direct,CDM-004
SR-BL-93DB6F1285221796-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-MONITOR-MONTH,Monitoring Cost,(intervention_duration_days / 30) * recurring_monitoring_monthly_cost,300.0,True,MYR,Recurring,Indirect,CDM-011
SR-BL-93DB6F1285221796-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260912,Staffing Coverage Adjustment,Conservative,intervention_duration_days,7.0,FIN-IMPL-LABOUR,Implementation Labour Cost,implementation_labour_cost,1200.0,True,MYR,One-time,Direct,CDM-012
