lineage_id,scenario_run_id,approval_package_id,upstream_phase,upstream_file,upstream_field,downstream_phase,downstream_file,transformation,governance_warning
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-EXP-001-Additional Staff Cos,SR-BL-8A83D7DA100E5D02-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-EXP-001-Temporary Staff Cost,SR-BL-8A83D7DA100E5D02-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-EXP-001-Avoided Overtime Val,SR-BL-8A83D7DA100E5D02-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-EXP-001-Additional Shift Cos,SR-BL-8A83D7DA100E5D02-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-EXP-001-Monitoring Cost,SR-BL-8A83D7DA100E5D02-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-EXP-001-Implementation Labou,SR-BL-8A83D7DA100E5D02-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-EXP-001-Project Management C,SR-BL-8A83D7DA100E5D02-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-EXP-001-Administrative Burde,SR-BL-8A83D7DA100E5D02-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-HIGH-001-Additional Staff Cos,SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-HIGH-001-Temporary Staff Cost,SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-HIGH-001-Avoided Overtime Val,SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-HIGH-001-Additional Shift Cos,SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-HIGH-001-Monitoring Cost,SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-HIGH-001-Implementation Labou,SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-HIGH-001-Project Management C,SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8A83D7DA100E5D02-COMP-HIGH-001-Administrative Burde,SR-BL-8A83D7DA100E5D02-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-CONS-001-Additional Staff Cos,SR-BL-8DED0EB10F15C211-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-CONS-001-Temporary Staff Cost,SR-BL-8DED0EB10F15C211-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-CONS-001-Avoided Overtime Val,SR-BL-8DED0EB10F15C211-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-CONS-001-Additional Shift Cos,SR-BL-8DED0EB10F15C211-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-CONS-001-Monitoring Cost,SR-BL-8DED0EB10F15C211-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-CONS-001-Implementation Labou,SR-BL-8DED0EB10F15C211-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-CONS-001-Project Management C,SR-BL-8DED0EB10F15C211-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-CONS-001-Administrative Burde,SR-BL-8DED0EB10F15C211-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-EXP-001-Additional Staff Cos,SR-BL-8DED0EB10F15C211-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-EXP-001-Temporary Staff Cost,SR-BL-8DED0EB10F15C211-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-EXP-001-Avoided Overtime Val,SR-BL-8DED0EB10F15C211-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-EXP-001-Additional Shift Cos,SR-BL-8DED0EB10F15C211-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-EXP-001-Monitoring Cost,SR-BL-8DED0EB10F15C211-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-EXP-001-Implementation Labou,SR-BL-8DED0EB10F15C211-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-EXP-001-Project Management C,SR-BL-8DED0EB10F15C211-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-EXP-001-Administrative Burde,SR-BL-8DED0EB10F15C211-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-HIGH-001-Additional Staff Cos,SR-BL-8DED0EB10F15C211-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-HIGH-001-Temporary Staff Cost,SR-BL-8DED0EB10F15C211-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-HIGH-001-Avoided Overtime Val,SR-BL-8DED0EB10F15C211-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-HIGH-001-Additional Shift Cos,SR-BL-8DED0EB10F15C211-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-HIGH-001-Monitoring Cost,SR-BL-8DED0EB10F15C211-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-HIGH-001-Implementation Labou,SR-BL-8DED0EB10F15C211-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-HIGH-001-Project Management C,SR-BL-8DED0EB10F15C211-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-8DED0EB10F15C211-COMP-HIGH-001-Administrative Burde,SR-BL-8DED0EB10F15C211-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-CONS-001-Additional Staff Cos,SR-BL-945DADB9F3FCA786-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-CONS-001-Temporary Staff Cost,SR-BL-945DADB9F3FCA786-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-CONS-001-Avoided Overtime Val,SR-BL-945DADB9F3FCA786-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-CONS-001-Additional Shift Cos,SR-BL-945DADB9F3FCA786-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-CONS-001-Monitoring Cost,SR-BL-945DADB9F3FCA786-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-CONS-001-Implementation Labou,SR-BL-945DADB9F3FCA786-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-CONS-001-Project Management C,SR-BL-945DADB9F3FCA786-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-CONS-001-Administrative Burde,SR-BL-945DADB9F3FCA786-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-EXP-001-Additional Staff Cos,SR-BL-945DADB9F3FCA786-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-EXP-001-Temporary Staff Cost,SR-BL-945DADB9F3FCA786-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-EXP-001-Avoided Overtime Val,SR-BL-945DADB9F3FCA786-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-EXP-001-Additional Shift Cos,SR-BL-945DADB9F3FCA786-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-EXP-001-Monitoring Cost,SR-BL-945DADB9F3FCA786-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-EXP-001-Implementation Labou,SR-BL-945DADB9F3FCA786-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-EXP-001-Project Management C,SR-BL-945DADB9F3FCA786-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-EXP-001-Administrative Burde,SR-BL-945DADB9F3FCA786-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-Additional Staff Cos,SR-BL-945DADB9F3FCA786-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-Temporary Staff Cost,SR-BL-945DADB9F3FCA786-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-Avoided Overtime Val,SR-BL-945DADB9F3FCA786-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-Additional Shift Cos,SR-BL-945DADB9F3FCA786-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-Monitoring Cost,SR-BL-945DADB9F3FCA786-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-Implementation Labou,SR-BL-945DADB9F3FCA786-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-Project Management C,SR-BL-945DADB9F3FCA786-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-945DADB9F3FCA786-COMP-HIGH-001-Administrative Burde,SR-BL-945DADB9F3FCA786-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-Additional Staff Cos,SR-BL-5C8256177ABE7D9E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-Temporary Staff Cost,SR-BL-5C8256177ABE7D9E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-Avoided Overtime Val,SR-BL-5C8256177ABE7D9E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-Additional Shift Cos,SR-BL-5C8256177ABE7D9E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-Monitoring Cost,SR-BL-5C8256177ABE7D9E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-Implementation Labou,SR-BL-5C8256177ABE7D9E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-Project Management C,SR-BL-5C8256177ABE7D9E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-CONS-001-Administrative Burde,SR-BL-5C8256177ABE7D9E-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-Additional Staff Cos,SR-BL-5C8256177ABE7D9E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-Temporary Staff Cost,SR-BL-5C8256177ABE7D9E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-Avoided Overtime Val,SR-BL-5C8256177ABE7D9E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-Additional Shift Cos,SR-BL-5C8256177ABE7D9E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
LIN-FIN-SR-BL-5C8256177ABE7D9E-COMP-EXP-001-Monitoring Cost,SR-BL-5C8256177ABE7D9E-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,2C-2C,analytical_scenario_runs.csv,assumption_values_json,2C-3,step_2c3_scenario_cost_components.csv,Cost component calculation via financial_cost_driver_mapping,
