financial_input_requirement_id,approval_package_id,scenario_family,required_cost_input,actual_input_available,financial_input_status,missing_input_flag,missing_input_flag
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260720,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260727,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260910,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260915,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260921,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20260930,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261015,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261019,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261027,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261111,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261115,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261126,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261202,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261207,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_002-20261227,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260402,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260412,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-2,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,No-Action or Baseline Comparator,recurring_monitoring_cost,False,Missing,True,True
FIN-REQ-PKG-EP-HOSP-001-DEPT-ADM-kpi_001-20260108-1,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,No-Action or Baseline Comparator,implementation_cost,False,Missing,True,True
