scenario_run_id,approval_package_id,cost_component_name,financial_input_id,base_cost,base_rate,uncertainty_eligibility,uncertainty_status,governance_warning
SR-BL-1FD49D3201156F7A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Contingency Overtime Cost,FIN-OVERTIME-HOUR,17500.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,120.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Replacement Coverage Cost,FIN-TEMP-STAFF-DAY,42000.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Contingency Overtime Cost,FIN-OVERTIME-HOUR,35000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,240.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Replacement Coverage Cost,FIN-TEMP-STAFF-DAY,63000.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Contingency Overtime Cost,FIN-OVERTIME-HOUR,52500.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,480.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-1FD49D3201156F7A-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261114,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Replacement Coverage Cost,FIN-TEMP-STAFF-DAY,25200.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Contingency Overtime Cost,FIN-OVERTIME-HOUR,17500.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,120.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Replacement Coverage Cost,FIN-TEMP-STAFF-DAY,42000.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Contingency Overtime Cost,FIN-OVERTIME-HOUR,35000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,240.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Replacement Coverage Cost,FIN-TEMP-STAFF-DAY,63000.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Contingency Overtime Cost,FIN-OVERTIME-HOUR,52500.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,480.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-8FAD0E9D25DFF2C7-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261121,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Replacement Coverage Cost,FIN-TEMP-STAFF-DAY,25200.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Contingency Overtime Cost,FIN-OVERTIME-HOUR,17500.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,120.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Replacement Coverage Cost,FIN-TEMP-STAFF-DAY,42000.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Contingency Overtime Cost,FIN-OVERTIME-HOUR,35000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,240.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Replacement Coverage Cost,FIN-TEMP-STAFF-DAY,63000.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Contingency Overtime Cost,FIN-OVERTIME-HOUR,52500.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,480.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-6D572CEEF23DE78B-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261214,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Replacement Coverage Cost,FIN-TEMP-STAFF-DAY,25200.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Contingency Overtime Cost,FIN-OVERTIME-HOUR,17500.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,120.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Replacement Coverage Cost,FIN-TEMP-STAFF-DAY,42000.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Contingency Overtime Cost,FIN-OVERTIME-HOUR,35000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,240.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Replacement Coverage Cost,FIN-TEMP-STAFF-DAY,63000.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Contingency Overtime Cost,FIN-OVERTIME-HOUR,52500.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Avoided Replacement Cost,FIN-AVOID-TEMP-DAY,480.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-A490C2C5584BB218-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20261225,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
SR-BL-FEFBC8B61DA9B843-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Additional Shift Cost,FIN-ADD-SHIFT,1260.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Additional Shift Cost,FIN-ADD-SHIFT,2520.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Monitoring Cost,FIN-MONITOR-MONTH,140.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Administrative Burden Cost,FIN-ADMIN-BURDEN,2800.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Additional Staff Cost,FIN-TEMP-STAFF-DAY,3360.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,2520.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Avoided Overtime Value,FIN-OVERTIME-HOUR,28000.0,25.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Additional Shift Cost,FIN-ADD-SHIFT,5400.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Monitoring Cost,FIN-MONITOR-MONTH,300.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-FEFBC8B61DA9B843-COMP-HIGH-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260108,Administrative Burden Cost,FIN-ADMIN-BURDEN,6000.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-1D96A40F71E676FB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Additional Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-1D96A40F71E676FB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,840.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-1D96A40F71E676FB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Avoided Overtime Value,FIN-OVERTIME-HOUR,0.0,25.0,Ineligible — Not Applicable,Ineligible,Component cost is zero; no material uncertainty to quantify.
SR-BL-1D96A40F71E676FB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Additional Shift Cost,FIN-ADD-SHIFT,1260.0,180.0,Eligible — Governed Range Available,Calculated,
SR-BL-1D96A40F71E676FB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Monitoring Cost,FIN-MONITOR-MONTH,70.0,300.0,Eligible — Governed Range Available,Calculated,
SR-BL-1D96A40F71E676FB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Implementation Labour Cost,FIN-IMPL-LABOUR,1200.0,1200.0,Eligible — Governed Range Available,Calculated,
SR-BL-1D96A40F71E676FB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Project Management Cost,FIN-PROJ-MGMT,800.0,800.0,Eligible — Governed Range Available,Calculated,
SR-BL-1D96A40F71E676FB-COMP-CONS-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Administrative Burden Cost,FIN-ADMIN-BURDEN,1400.0,200.0,Eligible — Governed Range Available,Calculated,
SR-BL-1D96A40F71E676FB-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Additional Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-1D96A40F71E676FB-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Temporary Staff Cost,FIN-TEMP-STAFF-DAY,1680.0,120.0,Eligible — Governed Range Available,Calculated,
SR-BL-1D96A40F71E676FB-COMP-EXP-001,PKG-EP-HOSP-001-DEPT-DIAG-kpi_001-20260401,Avoided Overtime Value,FIN-OVERTIME-HOUR,14000.0,25.0,Eligible — Governed Range Available,Calculated,
