management_scenario_package_id,approval_package_id,scenario_family,financial_review_required,cost_completeness_status,total_scenario_cost,benefit_completeness_status,total_estimated_benefit,financial_readiness,financial_readiness_reason,governance_warning
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,178660.0,Complete,44310.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260718,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260818,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260911,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261014,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261019,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261026,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261118,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261129,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261207,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261213,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261217,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20261231,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,252750.0,Complete,31500.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260116,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260208,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260330,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260408,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
MGMT-PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,PKG-EP-HOSP-001-DEPT-MED-kpi_001-20260421,No-Action or Baseline Comparator,Yes,Complete with Governed Assumptions,78810.0,Complete,6030.0,Ready for Financial Comparison,Complete with Governed Assumptions,Draft analytical estimate — requires stakeholder validation
