evidence_id,scenario_run_id,approval_package_id,evidence_type,evidence_description,source_file,source_field,validation_status,assumption_flag,governance_warning
EVID-FIN-SR-BL-59E3FB429973055E-COMP-HIGH-002-Project Management C,SR-BL-59E3FB429973055E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-59E3FB429973055E-COMP-HIGH-002-Administrative Burde,SR-BL-59E3FB429973055E-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260330,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-CONS-002-Replacement Coverage,SR-BL-58927C6C611CB6A2-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-CONS-002-Contingency Overtime,SR-BL-58927C6C611CB6A2-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-CONS-002-Avoided Replacement ,SR-BL-58927C6C611CB6A2-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-CONS-002-Monitoring Cost,SR-BL-58927C6C611CB6A2-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-CONS-002-Implementation Labou,SR-BL-58927C6C611CB6A2-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-CONS-002-Project Management C,SR-BL-58927C6C611CB6A2-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-CONS-002-Administrative Burde,SR-BL-58927C6C611CB6A2-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-EXP-002-Replacement Coverage,SR-BL-58927C6C611CB6A2-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-EXP-002-Contingency Overtime,SR-BL-58927C6C611CB6A2-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-EXP-002-Avoided Replacement ,SR-BL-58927C6C611CB6A2-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-EXP-002-Monitoring Cost,SR-BL-58927C6C611CB6A2-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-EXP-002-Implementation Labou,SR-BL-58927C6C611CB6A2-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-EXP-002-Project Management C,SR-BL-58927C6C611CB6A2-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-EXP-002-Administrative Burde,SR-BL-58927C6C611CB6A2-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-HIGH-002-Replacement Coverage,SR-BL-58927C6C611CB6A2-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-HIGH-002-Contingency Overtime,SR-BL-58927C6C611CB6A2-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-HIGH-002-Avoided Replacement ,SR-BL-58927C6C611CB6A2-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-HIGH-002-Monitoring Cost,SR-BL-58927C6C611CB6A2-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-HIGH-002-Implementation Labou,SR-BL-58927C6C611CB6A2-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-HIGH-002-Project Management C,SR-BL-58927C6C611CB6A2-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-58927C6C611CB6A2-COMP-HIGH-002-Administrative Burde,SR-BL-58927C6C611CB6A2-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260409,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-CONS-002-Replacement Coverage,SR-BL-175EFE24E943C187-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-CONS-002-Contingency Overtime,SR-BL-175EFE24E943C187-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-CONS-002-Avoided Replacement ,SR-BL-175EFE24E943C187-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-CONS-002-Monitoring Cost,SR-BL-175EFE24E943C187-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-CONS-002-Implementation Labou,SR-BL-175EFE24E943C187-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-CONS-002-Project Management C,SR-BL-175EFE24E943C187-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-CONS-002-Administrative Burde,SR-BL-175EFE24E943C187-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-EXP-002-Replacement Coverage,SR-BL-175EFE24E943C187-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-EXP-002-Contingency Overtime,SR-BL-175EFE24E943C187-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-EXP-002-Avoided Replacement ,SR-BL-175EFE24E943C187-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-EXP-002-Monitoring Cost,SR-BL-175EFE24E943C187-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-EXP-002-Implementation Labou,SR-BL-175EFE24E943C187-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-EXP-002-Project Management C,SR-BL-175EFE24E943C187-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-EXP-002-Administrative Burde,SR-BL-175EFE24E943C187-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-HIGH-002-Replacement Coverage,SR-BL-175EFE24E943C187-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-HIGH-002-Contingency Overtime,SR-BL-175EFE24E943C187-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-HIGH-002-Avoided Replacement ,SR-BL-175EFE24E943C187-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-HIGH-002-Monitoring Cost,SR-BL-175EFE24E943C187-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-HIGH-002-Implementation Labou,SR-BL-175EFE24E943C187-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-HIGH-002-Project Management C,SR-BL-175EFE24E943C187-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-175EFE24E943C187-COMP-HIGH-002-Administrative Burde,SR-BL-175EFE24E943C187-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260524,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-CONS-002-Replacement Coverage,SR-BL-65BAA941479C62D1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-CONS-002-Contingency Overtime,SR-BL-65BAA941479C62D1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-CONS-002-Avoided Replacement ,SR-BL-65BAA941479C62D1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-CONS-002-Monitoring Cost,SR-BL-65BAA941479C62D1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-CONS-002-Implementation Labou,SR-BL-65BAA941479C62D1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-CONS-002-Project Management C,SR-BL-65BAA941479C62D1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-CONS-002-Administrative Burde,SR-BL-65BAA941479C62D1-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-EXP-002-Replacement Coverage,SR-BL-65BAA941479C62D1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-EXP-002-Contingency Overtime,SR-BL-65BAA941479C62D1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-EXP-002-Avoided Replacement ,SR-BL-65BAA941479C62D1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-EXP-002-Monitoring Cost,SR-BL-65BAA941479C62D1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-EXP-002-Implementation Labou,SR-BL-65BAA941479C62D1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-EXP-002-Project Management C,SR-BL-65BAA941479C62D1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-EXP-002-Administrative Burde,SR-BL-65BAA941479C62D1-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-HIGH-002-Replacement Coverage,SR-BL-65BAA941479C62D1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-HIGH-002-Contingency Overtime,SR-BL-65BAA941479C62D1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-HIGH-002-Avoided Replacement ,SR-BL-65BAA941479C62D1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-HIGH-002-Monitoring Cost,SR-BL-65BAA941479C62D1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-HIGH-002-Implementation Labou,SR-BL-65BAA941479C62D1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-HIGH-002-Project Management C,SR-BL-65BAA941479C62D1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-65BAA941479C62D1-COMP-HIGH-002-Administrative Burde,SR-BL-65BAA941479C62D1-COMP-HIGH-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260529,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-7BC211D1BA18F080-COMP-CONS-002-Replacement Coverage,SR-BL-7BC211D1BA18F080-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-7BC211D1BA18F080-COMP-CONS-002-Contingency Overtime,SR-BL-7BC211D1BA18F080-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-7BC211D1BA18F080-COMP-CONS-002-Avoided Replacement ,SR-BL-7BC211D1BA18F080-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-7BC211D1BA18F080-COMP-CONS-002-Monitoring Cost,SR-BL-7BC211D1BA18F080-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-7BC211D1BA18F080-COMP-CONS-002-Implementation Labou,SR-BL-7BC211D1BA18F080-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Financial Calculation,Implementation Labour Cost calculated using implementation_labour_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-7BC211D1BA18F080-COMP-CONS-002-Project Management C,SR-BL-7BC211D1BA18F080-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Financial Calculation,Project Management Cost calculated using project_management_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-7BC211D1BA18F080-COMP-CONS-002-Administrative Burde,SR-BL-7BC211D1BA18F080-COMP-CONS-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Financial Calculation,Administrative Burden Cost calculated using (intervention_duration_days / 30) * administrative_burden_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-7BC211D1BA18F080-COMP-EXP-002-Replacement Coverage,SR-BL-7BC211D1BA18F080-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Financial Calculation,Replacement Coverage Cost calculated using replacement_coverage_pct * temporary_staff_count * temporary_staff_daily_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-7BC211D1BA18F080-COMP-EXP-002-Contingency Overtime,SR-BL-7BC211D1BA18F080-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Financial Calculation,Contingency Overtime Cost calculated using contingency_roster_activation_pct * additional_overtime_hours * overtime_rate * intervention_duration_days,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-7BC211D1BA18F080-COMP-EXP-002-Avoided Replacement ,SR-BL-7BC211D1BA18F080-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Financial Calculation,Avoided Replacement Cost calculated using absence_duration_reduction_days * temporary_staff_daily_rate,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
EVID-FIN-SR-BL-7BC211D1BA18F080-COMP-EXP-002-Monitoring Cost,SR-BL-7BC211D1BA18F080-COMP-EXP-002,PKG-EP-HOSP-001-DEPT-ADM-kpi_002-20260611,Financial Calculation,Monitoring Cost calculated using (intervention_duration_days / 30) * recurring_monitoring_monthly_cost,financial_cost_driver_mapping.csv,formula_expression,Calculated,False,
