validation_record_id,kpi_id,integration_record_id,kpi_value,calculation_status,promoted_threshold_status,occupancy_context_status,threshold_version,approval_status,threshold_is_provisional,decision_record_id,promotion_run_id,classified_at
VAL-98CBAEDB18A2,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260612,10.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213440
VAL-4F8BB24B0F32,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260613,18.181818181818183,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213469
VAL-3B8F6F229FFC,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260614,18.181818181818183,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213496
VAL-75EFBE16B05B,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260615,16.666666666666664,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213522
VAL-87EEF0FFA903,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260616,22.22222222222222,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213549
VAL-B757EE1CFE2A,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260617,38.46153846153847,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213575
VAL-C0AAA5E27EA5,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260618,12.5,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213603
VAL-3967DC2679DE,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260619,7.6923076923076925,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213631
VAL-7091436ACBE6,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260620,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213657
VAL-2F71A7A7CA47,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260621,16.666666666666664,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213684
VAL-3668C3453CDE,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260622,23.07692307692308,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213711
VAL-BDF47355A079,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260623,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213741
VAL-6A23A5320FFD,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260624,11.11111111111111,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213768
VAL-CE35BDBD21B1,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260625,15.384615384615383,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213795
VAL-E50616D13769,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260626,14.285714285714285,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213822
VAL-7F5C680C7D76,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260627,22.22222222222222,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213849
VAL-43E6894C084C,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260628,23.07692307692308,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213876
VAL-EA552982AABC,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260629,9.090909090909092,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213902
VAL-B8ACD2766C22,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260630,7.142857142857142,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213927
VAL-D9072A02B672,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260701,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213954
VAL-EE12D19BA6B7,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260702,7.142857142857142,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.213980
VAL-CC297D47A9BE,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260703,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214008
VAL-A08C563A17C0,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260704,16.666666666666664,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214035
VAL-0122A8263EC6,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260705,10.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214062
VAL-551E78C41FFA,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260706,33.33333333333333,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214089
VAL-FE1672639F81,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260707,40.0,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214116
VAL-01B5A17D18DF,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260708,20.0,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214142
VAL-5351D6112351,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260709,11.11111111111111,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214169
VAL-86836D492BE0,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260710,13.333333333333334,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214195
VAL-224407327286,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260711,9.090909090909092,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214222
VAL-318C99F938A3,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260712,27.27272727272727,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214248
VAL-08895E3A3965,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260713,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214278
VAL-9F8AB826FF59,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260714,9.090909090909092,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214306
VAL-DAEADC1A2916,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260715,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214336
VAL-C7EB9456F416,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260716,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214364
VAL-1599A30E988E,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260717,20.0,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214392
VAL-6A4370998E3B,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260718,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214421
VAL-F972A27B55BD,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260719,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214448
VAL-7D8CF47B7E73,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260720,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214476
VAL-FDC6BCBF3C35,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260721,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214503
VAL-6B5C476D8443,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260722,9.090909090909092,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214540
VAL-9DD731BAE98A,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260723,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214578
VAL-02924F23C227,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260724,16.666666666666664,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214608
VAL-624035E87534,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260725,8.333333333333332,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214638
VAL-58C7F4DFF54A,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260726,9.090909090909092,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214671
VAL-00A1BF2BD3A1,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260727,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214701
VAL-3EB754F6EBAA,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260728,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214731
VAL-533BDA9B40A7,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260729,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214759
VAL-8BD790866A37,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260730,8.333333333333332,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214788
VAL-2473ECB6116D,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260731,10.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214816
VAL-E033FE531977,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260801,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214844
VAL-E5181ABD9CD2,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260802,25.0,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214875
VAL-B28C2EF25FB1,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260803,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214904
VAL-F6156B2043D7,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260804,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214932
VAL-79A47A7DF0D3,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260805,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214962
VAL-F8ADCB7D216F,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260806,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.214990
VAL-FB2F6BEC301A,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260807,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215018
VAL-33B02EEB184F,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260808,9.090909090909092,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215046
VAL-68FE25B67F78,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260809,10.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215074
VAL-677B5CC282C4,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260810,8.333333333333332,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215102
VAL-61A3FEBAF9DA,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260811,7.142857142857142,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215131
VAL-6C3162C069F9,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260812,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215160
VAL-2A4586FEBDDA,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260813,8.333333333333332,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215188
VAL-4D26568AFCDA,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260814,9.090909090909092,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215217
VAL-4FB76F355ABA,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260815,25.0,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215244
VAL-D5CE26A8651B,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260816,12.5,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215272
VAL-A5E244A5CFF5,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260817,7.142857142857142,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215301
VAL-D124A5CFBEBD,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260818,10.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215329
VAL-626CCEA0E4B9,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260819,14.285714285714285,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215357
VAL-40DD27F665B9,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260820,7.142857142857142,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215385
VAL-CB9A9204C8DB,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260821,11.11111111111111,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215413
VAL-24E25767950A,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260822,8.333333333333332,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215445
VAL-5A5E37F6B712,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260823,18.181818181818183,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215473
VAL-41CA8AD84EAB,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260824,7.142857142857142,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215501
VAL-A5DFC55060BB,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260825,12.5,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215529
VAL-84360573003F,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260826,18.181818181818183,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215556
VAL-241D0AE6EB48,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260827,14.285714285714285,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215584
VAL-BB993EB4E2C0,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260828,14.285714285714285,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215612
VAL-5B275A22666D,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260829,7.142857142857142,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215640
VAL-401131B8F65C,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260830,15.384615384615383,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215668
VAL-A59AF30F7153,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260831,9.090909090909092,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215695
VAL-DEBF736515C1,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260901,8.333333333333332,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215725
VAL-C00F8C6ED59B,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260902,16.666666666666664,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215753
VAL-103682FB375B,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260903,14.285714285714285,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215782
VAL-E76525C30476,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260904,8.333333333333332,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215811
VAL-2A0E8BF27F16,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260905,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215838
VAL-7EC1A6CEE279,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260906,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215866
VAL-A07FBF228A47,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260907,11.11111111111111,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215895
VAL-AA60BF02073C,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260908,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215923
VAL-7CF98A9F38DC,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260909,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215951
VAL-A4AEED826EA1,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260910,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.215978
VAL-47D5FBF2B9B4,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260911,7.6923076923076925,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216010
VAL-279C727327E2,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260912,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216038
VAL-67CE79E0CC8A,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260913,18.181818181818183,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216065
VAL-60C7081303B3,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260914,15.384615384615383,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216093
VAL-D24334549B8A,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260915,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216123
VAL-9F1585B32DA0,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260916,10.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216152
VAL-348E950C3E2F,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260917,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216180
VAL-A79DB028B0A9,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260918,7.6923076923076925,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216209
VAL-31156ADDA43C,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260919,11.11111111111111,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216236
VAL-E308FCC604C2,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260920,18.181818181818183,Calculated,Amber,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216263
VAL-7AD9F320797C,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260921,7.6923076923076925,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216292
VAL-492B757F7926,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260922,9.090909090909092,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216320
VAL-EEBCA184D944,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260923,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216347
VAL-C86E1C93A04B,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260924,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216374
VAL-1A7FEE8AFEC4,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260925,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216402
VAL-A08C19EA480D,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260926,20.0,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216429
VAL-9DD115B4839B,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260927,10.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216456
VAL-B7E9F56476AC,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260928,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216484
VAL-016DAE4FDC21,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260929,7.6923076923076925,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216512
VAL-A838391C8B81,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20260930,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216552
VAL-2CF65117C739,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20261001,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216588
VAL-58BD199F1489,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20261002,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216619
VAL-0D515CC16D8B,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20261003,7.6923076923076925,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216650
VAL-40F610456B80,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20261004,9.090909090909092,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216680
VAL-BFBB6EA26F8B,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20261005,8.333333333333332,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216708
VAL-250633F90F14,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20261006,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216736
VAL-17D0323D3B17,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20261007,0.0,Calculated,Green,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216765
VAL-2FB77A60F53A,kpi_002,IKPI-kpi_002-HOSP-001-DEPT-OPC-20261008,30.0,Calculated,Red,,v1.0-approved,Approved,False,DEC-002,THAPP-32EDF6F03C19,2026-07-27T20:24:06.216793
