warning_id,hospital,department,department_code,kpi_id,kpi_name,forecast_year,forecast_month,point_forecast,lower_bound,upper_bound,forecast_status,latest_actual_status,expected_status_change,warning_level,warning_reason,horizon_months_ahead,forecast_quality,suggested_action_id,suggested_action_text,action_source,action_readiness,outstanding_condition,recommendation_limit,approval_status
WARN_HOSP-001_DEPT-PEX_kpi_002_2025_10,HOSP-001,Patient Experience,DEPT-PEX,kpi_002,Staff Absenteeism Rate,2025,10,20.377013,19.52802,21.226006,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-PEX_kpi_002_2025_11,HOSP-001,Patient Experience,DEPT-PEX,kpi_002,Staff Absenteeism Rate,2025,11,22.163708,21.314715,23.012701,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-PEX_kpi_002_2025_12,HOSP-001,Patient Experience,DEPT-PEX,kpi_002,Staff Absenteeism Rate,2025,12,23.950403,23.10141,24.799396,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_001_2025_08,HOSP-001,Surgical Ward,DEPT-SURG,kpi_001,Staffing Level,2025,8,86.36298,85.973345,86.752615,Green,Green,Green to Green,Monitoring,Status stable at Green,1,MODERATE INDICATIVE CONFIDENCE,int_001,SUGGESTED ACTION: Temporary Staffing,Intervention Catalogue,Proposed,Review conditions before implementation,Demonstration only; not approved for operational deployment,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_001_2025_09,HOSP-001,Surgical Ward,DEPT-SURG,kpi_001,Staffing Level,2025,9,85.225093,84.835458,85.614728,Green,Green,Green to Green,Monitoring,Status stable at Green,2,MODERATE INDICATIVE CONFIDENCE,int_001,SUGGESTED ACTION: Temporary Staffing,Intervention Catalogue,Proposed,Review conditions before implementation,Demonstration only; not approved for operational deployment,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_001_2025_10,HOSP-001,Surgical Ward,DEPT-SURG,kpi_001,Staffing Level,2025,10,84.087206,83.697571,84.476841,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,3,MODERATE INDICATIVE CONFIDENCE,int_001,SUGGESTED ACTION: Temporary Staffing,Intervention Catalogue,Proposed,Review conditions before implementation,Demonstration only; not approved for operational deployment,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_001_2025_11,HOSP-001,Surgical Ward,DEPT-SURG,kpi_001,Staffing Level,2025,11,82.949319,82.559684,83.338954,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,4,VERY LOW INDICATIVE CONFIDENCE,int_001,SUGGESTED ACTION: Temporary Staffing,Intervention Catalogue,Proposed,Review conditions before implementation,Demonstration only; not approved for operational deployment,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_001_2025_12,HOSP-001,Surgical Ward,DEPT-SURG,kpi_001,Staffing Level,2025,12,81.811432,81.421797,82.201067,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,5,VERY LOW INDICATIVE CONFIDENCE,int_001,SUGGESTED ACTION: Temporary Staffing,Intervention Catalogue,Proposed,Review conditions before implementation,Demonstration only; not approved for operational deployment,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_002_2025_08,HOSP-001,Surgical Ward,DEPT-SURG,kpi_002,Staff Absenteeism Rate,2025,8,13.123892,11.928796,14.318988,Green,Green,Green to Green,Monitoring,Status stable at Green,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_002_2025_09,HOSP-001,Surgical Ward,DEPT-SURG,kpi_002,Staff Absenteeism Rate,2025,9,14.21829,13.023194,15.413386,Green,Green,Green to Green,Monitoring,Status stable at Green,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_002_2025_10,HOSP-001,Surgical Ward,DEPT-SURG,kpi_002,Staff Absenteeism Rate,2025,10,15.312688,14.117592,16.507784,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_002_2025_11,HOSP-001,Surgical Ward,DEPT-SURG,kpi_002,Staff Absenteeism Rate,2025,11,16.407086,15.211991,17.602182,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_002_2025_12,HOSP-001,Surgical Ward,DEPT-SURG,kpi_002,Staff Absenteeism Rate,2025,12,17.501484,16.306389,18.69658,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ICU_kpi_003_2025_08,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_003,Bed Occupancy Rate,2025,8,104.761905,102.486212,104.761905,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ICU_kpi_003_2025_09,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_003,Bed Occupancy Rate,2025,9,104.761905,102.486212,104.761905,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ICU_kpi_003_2025_10,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_003,Bed Occupancy Rate,2025,10,104.761905,102.486212,104.761905,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ICU_kpi_003_2025_11,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_003,Bed Occupancy Rate,2025,11,104.761905,102.486212,104.761905,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ICU_kpi_003_2025_12,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_003,Bed Occupancy Rate,2025,12,104.761905,102.486212,104.761905,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-MED_kpi_003_2025_08,HOSP-001,Medical Ward,DEPT-MED,kpi_003,Bed Occupancy Rate,2025,8,104.761905,103.308706,104.761905,Red,Red,Red to Red,Monitoring,Status stable at Red,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-MED_kpi_003_2025_09,HOSP-001,Medical Ward,DEPT-MED,kpi_003,Bed Occupancy Rate,2025,9,104.761905,103.308706,104.761905,Red,Red,Red to Red,Monitoring,Status stable at Red,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-MED_kpi_003_2025_10,HOSP-001,Medical Ward,DEPT-MED,kpi_003,Bed Occupancy Rate,2025,10,104.761905,103.308706,104.761905,Red,Red,Red to Red,Monitoring,Status stable at Red,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-MED_kpi_003_2025_11,HOSP-001,Medical Ward,DEPT-MED,kpi_003,Bed Occupancy Rate,2025,11,104.761905,103.308706,104.761905,Red,Red,Red to Red,Monitoring,Status stable at Red,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-MED_kpi_003_2025_12,HOSP-001,Medical Ward,DEPT-MED,kpi_003,Bed Occupancy Rate,2025,12,104.761905,103.308706,104.761905,Red,Red,Red to Red,Monitoring,Status stable at Red,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_003_2025_08,HOSP-001,Surgical Ward,DEPT-SURG,kpi_003,Bed Occupancy Rate,2025,8,104.761905,101.090496,104.761905,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_003_2025_09,HOSP-001,Surgical Ward,DEPT-SURG,kpi_003,Bed Occupancy Rate,2025,9,104.761905,101.090496,104.761905,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_003_2025_10,HOSP-001,Surgical Ward,DEPT-SURG,kpi_003,Bed Occupancy Rate,2025,10,104.761905,101.090496,104.761905,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_003_2025_11,HOSP-001,Surgical Ward,DEPT-SURG,kpi_003,Bed Occupancy Rate,2025,11,104.761905,101.090496,104.761905,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-SURG_kpi_003_2025_12,HOSP-001,Surgical Ward,DEPT-SURG,kpi_003,Bed Occupancy Rate,2025,12,104.761905,101.090496,104.761905,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_004_2025_08,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_004,Average Patient Waiting Time,2025,8,60.507783,58.576628,62.438939,Red,Red,Red to Red,Monitoring,Status stable at Red,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_004_2025_09,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_004,Average Patient Waiting Time,2025,9,64.957855,63.026699,66.889011,Red,Red,Red to Red,Monitoring,Status stable at Red,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_004_2025_10,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_004,Average Patient Waiting Time,2025,10,69.407926,67.47677,71.339082,Red,Red,Red to Red,Monitoring,Status stable at Red,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_004_2025_11,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_004,Average Patient Waiting Time,2025,11,73.857998,71.926842,75.789154,Red,Red,Red to Red,Monitoring,Status stable at Red,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_004_2025_12,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_004,Average Patient Waiting Time,2025,12,78.308069,76.376913,80.239225,Red,Red,Red to Red,Monitoring,Status stable at Red,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_004_2025_08,HOSP-001,Emergency Department,DEPT-ED,kpi_004,Average Patient Waiting Time,2025,8,59.897654,57.797814,61.997494,Red,Red,Red to Red,Monitoring,Status stable at Red,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_004_2025_09,HOSP-001,Emergency Department,DEPT-ED,kpi_004,Average Patient Waiting Time,2025,9,64.197445,62.097604,66.297285,Red,Red,Red to Red,Monitoring,Status stable at Red,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_004_2025_10,HOSP-001,Emergency Department,DEPT-ED,kpi_004,Average Patient Waiting Time,2025,10,68.497236,66.397395,70.597076,Red,Red,Red to Red,Monitoring,Status stable at Red,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_004_2025_11,HOSP-001,Emergency Department,DEPT-ED,kpi_004,Average Patient Waiting Time,2025,11,72.797026,70.697186,74.896867,Red,Red,Red to Red,Monitoring,Status stable at Red,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_004_2025_12,HOSP-001,Emergency Department,DEPT-ED,kpi_004,Average Patient Waiting Time,2025,12,77.096817,74.996977,79.196658,Red,Red,Red to Red,Monitoring,Status stable at Red,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_004_2025_08,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_004,Average Patient Waiting Time,2025,8,60.275695,56.462663,64.088728,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_004_2025_09,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_004,Average Patient Waiting Time,2025,9,64.602059,60.789027,68.415092,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_004_2025_10,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_004,Average Patient Waiting Time,2025,10,68.928423,65.11539,72.741456,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_004_2025_11,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_004,Average Patient Waiting Time,2025,11,73.254787,69.441754,77.06782,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-OPC_kpi_004_2025_12,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_004,Average Patient Waiting Time,2025,12,77.581151,73.768118,81.394183,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ADM_kpi_006_2025_08,HOSP-001,Administration,DEPT-ADM,kpi_006,Patient Satisfaction Score,2025,8,2.882216,2.771481,2.99295,Green,Green,Green to Green,Monitoring,Status stable at Green,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ADM_kpi_006_2025_09,HOSP-001,Administration,DEPT-ADM,kpi_006,Patient Satisfaction Score,2025,9,2.794768,2.684033,2.905503,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ADM_kpi_006_2025_10,HOSP-001,Administration,DEPT-ADM,kpi_006,Patient Satisfaction Score,2025,10,2.70732,2.596585,2.818055,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ADM_kpi_006_2025_11,HOSP-001,Administration,DEPT-ADM,kpi_006,Patient Satisfaction Score,2025,11,2.619872,2.509138,2.730607,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ADM_kpi_006_2025_12,HOSP-001,Administration,DEPT-ADM,kpi_006,Patient Satisfaction Score,2025,12,2.532424,2.42169,2.643159,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_005_2025_08,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_005,Patient Complaint Rate,2025,8,18.126093,17.138743,19.113444,Amber,Amber,Amber to Amber,Monitoring,Status stable at Amber,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_005_2025_09,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_005,Patient Complaint Rate,2025,9,19.928145,18.940795,20.915496,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_005_2025_10,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_005,Patient Complaint Rate,2025,10,21.730197,20.742847,22.717548,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_005_2025_11,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_005,Patient Complaint Rate,2025,11,23.532249,22.544899,24.5196,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_005_2025_12,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_005,Patient Complaint Rate,2025,12,25.334301,24.346951,26.321652,Red,Amber,Amber to Red,Escalating Warning,Amber actual moving to Red forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_006_2025_08,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_006,Patient Satisfaction Score,2025,8,2.836538,2.730602,2.942475,Green,Green,Green to Green,Monitoring,Status stable at Green,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_006_2025_09,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_006,Patient Satisfaction Score,2025,9,2.836538,2.730602,2.942475,Green,Green,Green to Green,Monitoring,Status stable at Green,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_006_2025_10,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_006,Patient Satisfaction Score,2025,10,2.836538,2.730602,2.942475,Green,Green,Green to Green,Monitoring,Status stable at Green,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_006_2025_11,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_006,Patient Satisfaction Score,2025,11,2.836538,2.730602,2.942475,Green,Green,Green to Green,Monitoring,Status stable at Green,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-DIAG_kpi_006_2025_12,HOSP-001,Diagnostic Services,DEPT-DIAG,kpi_006,Patient Satisfaction Score,2025,12,2.836538,2.730602,2.942475,Green,Green,Green to Green,Monitoring,Status stable at Green,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_005_2025_08,HOSP-001,Emergency Department,DEPT-ED,kpi_005,Patient Complaint Rate,2025,8,7.243694,6.348515,8.138873,Green,Green,Green to Green,Monitoring,Status stable at Green,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_005_2025_09,HOSP-001,Emergency Department,DEPT-ED,kpi_005,Patient Complaint Rate,2025,9,7.70212,6.806941,8.597298,Green,Green,Green to Green,Monitoring,Status stable at Green,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_005_2025_10,HOSP-001,Emergency Department,DEPT-ED,kpi_005,Patient Complaint Rate,2025,10,8.160545,7.265367,9.055724,Green,Green,Green to Green,Monitoring,Status stable at Green,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_005_2025_11,HOSP-001,Emergency Department,DEPT-ED,kpi_005,Patient Complaint Rate,2025,11,8.618971,7.723792,9.51415,Green,Green,Green to Green,Monitoring,Status stable at Green,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_005_2025_12,HOSP-001,Emergency Department,DEPT-ED,kpi_005,Patient Complaint Rate,2025,12,9.077397,8.182218,9.972575,Green,Green,Green to Green,Monitoring,Status stable at Green,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_006_2025_08,HOSP-001,Emergency Department,DEPT-ED,kpi_006,Patient Satisfaction Score,2025,8,2.746188,2.680781,2.811595,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_006_2025_09,HOSP-001,Emergency Department,DEPT-ED,kpi_006,Patient Satisfaction Score,2025,9,2.640379,2.574972,2.705786,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_006_2025_10,HOSP-001,Emergency Department,DEPT-ED,kpi_006,Patient Satisfaction Score,2025,10,2.53457,2.469163,2.599977,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,3,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_006_2025_11,HOSP-001,Emergency Department,DEPT-ED,kpi_006,Patient Satisfaction Score,2025,11,2.428761,2.363354,2.494168,Red,Green,Green to Red,High Early Warning,Green actual moving to Red forecast,4,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ED_kpi_006_2025_12,HOSP-001,Emergency Department,DEPT-ED,kpi_006,Patient Satisfaction Score,2025,12,2.322952,2.257545,2.388359,Red,Green,Green to Red,High Early Warning,Green actual moving to Red forecast,5,VERY LOW INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ICU_kpi_006_2025_08,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_006,Patient Satisfaction Score,2025,8,2.71574,2.702936,2.728545,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,1,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
WARN_HOSP-001_DEPT-ICU_kpi_006_2025_09,HOSP-001,Intensive Care Unit,DEPT-ICU,kpi_006,Patient Satisfaction Score,2025,9,2.574621,2.561817,2.587426,Amber,Green,Green to Amber,Emerging Warning,Green actual moving to Amber forecast,2,MODERATE INDICATIVE CONFIDENCE,,No matching intervention found,,Not Ready,Requires intervention catalogue review,Link to permitted interventions only,Indicative Prototype
