forecast_id,hospital,department,department_code,kpi_id,kpi_name,forecast_year,forecast_month,forecast_period_start,forecast_period_end,point_forecast,lower_bound,upper_bound,unit,selected_method,validation_mae,validation_rmse,forecast_quality,eligibility_status,limitation,raw_forecast,constraint_applied,constraint_reason,horizon_months_ahead,horizon_risk,uncertainty_note,forecast_generated_at,training_start_date,training_end_date,training_observation_count,training_month_count,source_actual_file,model_version,approval_status,disclaimer,forecast_status,threshold_rule,threshold_direction,threshold_version
HOSP-001_DEPT-MED_kpi_001_2026_08,HOSP-001,Medical Ward,DEPT-MED,kpi_001,Staffing Level,2026,8,2026-08-01,2026-08-31,87.274785,87.13625,87.41332,Percent,Holt Linear Trend,0.138535,0.138535,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,87.274785,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.14,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-MED_kpi_001_2026_09,HOSP-001,Medical Ward,DEPT-MED,kpi_001,Staffing Level,2026,9,2026-09-01,2026-09-30,86.290581,86.152046,86.429117,Percent,Holt Linear Trend,0.138535,0.138535,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,86.290581,None,,2,short indicative horizon,Indicative uncertainty range ±0.14,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-MED_kpi_001_2026_10,HOSP-001,Medical Ward,DEPT-MED,kpi_001,Staffing Level,2026,10,2026-10-01,2026-10-31,85.306378,85.167843,85.444913,Percent,Holt Linear Trend,0.138535,0.138535,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,85.306378,None,,3,medium indicative horizon,Indicative uncertainty range ±0.14,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-MED_kpi_001_2026_11,HOSP-001,Medical Ward,DEPT-MED,kpi_001,Staffing Level,2026,11,2026-11-01,2026-11-30,84.322175,84.18364,84.46071,Percent,Holt Linear Trend,0.138535,0.138535,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,84.322175,None,,4,extended indicative horizon,Indicative uncertainty range ±0.14,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-MED_kpi_001_2026_12,HOSP-001,Medical Ward,DEPT-MED,kpi_001,Staffing Level,2026,12,2026-12-01,2026-12-31,83.337971,83.199436,83.476506,Percent,Holt Linear Trend,0.138535,0.138535,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,83.337971,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.14,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-MED_kpi_002_2026_08,HOSP-001,Medical Ward,DEPT-MED,kpi_002,Staff Absenteeism Rate,2026,8,2026-08-01,2026-08-31,13.253464,12.801888,13.705041,Percent,Holt Linear Trend,0.451576,0.451576,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,13.253464,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.45,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-MED_kpi_002_2026_09,HOSP-001,Medical Ward,DEPT-MED,kpi_002,Staff Absenteeism Rate,2026,9,2026-09-01,2026-09-30,14.421578,13.970002,14.873154,Percent,Holt Linear Trend,0.451576,0.451576,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,14.421578,None,,2,short indicative horizon,Indicative uncertainty range ±0.45,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-MED_kpi_002_2026_10,HOSP-001,Medical Ward,DEPT-MED,kpi_002,Staff Absenteeism Rate,2026,10,2026-10-01,2026-10-31,15.589692,15.138116,16.041268,Percent,Holt Linear Trend,0.451576,0.451576,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,15.589692,None,,3,medium indicative horizon,Indicative uncertainty range ±0.45,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Between boundaries,intermediate,v1.0-approved
HOSP-001_DEPT-MED_kpi_002_2026_11,HOSP-001,Medical Ward,DEPT-MED,kpi_002,Staff Absenteeism Rate,2026,11,2026-11-01,2026-11-30,16.757806,16.306229,17.209382,Percent,Holt Linear Trend,0.451576,0.451576,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,16.757806,None,,4,extended indicative horizon,Indicative uncertainty range ±0.45,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Between boundaries,intermediate,v1.0-approved
HOSP-001_DEPT-MED_kpi_002_2026_12,HOSP-001,Medical Ward,DEPT-MED,kpi_002,Staff Absenteeism Rate,2026,12,2026-12-01,2026-12-31,17.92592,17.474343,18.377496,Percent,Holt Linear Trend,0.451576,0.451576,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,17.92592,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.45,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Between boundaries,intermediate,v1.0-approved
HOSP-001_DEPT-OPC_kpi_001_2026_08,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_001,Staffing Level,2026,8,2026-08-01,2026-08-31,88.391456,85.319432,91.463479,Percent,Three-Month Moving Average,3.072023,3.846667,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,88.391456,None,,1,nearest indicative horizon,Indicative uncertainty range ±3.07,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-OPC_kpi_001_2026_09,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_001,Staffing Level,2026,9,2026-09-01,2026-09-30,88.391456,85.319432,91.463479,Percent,Three-Month Moving Average,3.072023,3.846667,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,88.391456,None,,2,short indicative horizon,Indicative uncertainty range ±3.07,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-OPC_kpi_001_2026_10,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_001,Staffing Level,2026,10,2026-10-01,2026-10-31,88.391456,85.319432,91.463479,Percent,Three-Month Moving Average,3.072023,3.846667,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,88.391456,None,,3,medium indicative horizon,Indicative uncertainty range ±3.07,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-OPC_kpi_001_2026_11,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_001,Staffing Level,2026,11,2026-11-01,2026-11-30,88.391456,85.319432,91.463479,Percent,Three-Month Moving Average,3.072023,3.846667,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,88.391456,None,,4,extended indicative horizon,Indicative uncertainty range ±3.07,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-OPC_kpi_001_2026_12,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_001,Staffing Level,2026,12,2026-12-01,2026-12-31,88.391456,85.319432,91.463479,Percent,Three-Month Moving Average,3.072023,3.846667,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,88.391456,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±3.07,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-OPC_kpi_002_2026_08,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_002,Staff Absenteeism Rate,2026,8,2026-08-01,2026-08-31,9.832175,6.876478,12.787872,Percent,Three-Month Moving Average,2.955697,4.193098,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,9.832175,None,,1,nearest indicative horizon,Indicative uncertainty range ±2.96,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-OPC_kpi_002_2026_09,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_002,Staff Absenteeism Rate,2026,9,2026-09-01,2026-09-30,9.832175,6.876478,12.787872,Percent,Three-Month Moving Average,2.955697,4.193098,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,9.832175,None,,2,short indicative horizon,Indicative uncertainty range ±2.96,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-OPC_kpi_002_2026_10,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_002,Staff Absenteeism Rate,2026,10,2026-10-01,2026-10-31,9.832175,6.876478,12.787872,Percent,Three-Month Moving Average,2.955697,4.193098,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,9.832175,None,,3,medium indicative horizon,Indicative uncertainty range ±2.96,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-OPC_kpi_002_2026_11,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_002,Staff Absenteeism Rate,2026,11,2026-11-01,2026-11-30,9.832175,6.876478,12.787872,Percent,Three-Month Moving Average,2.955697,4.193098,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,9.832175,None,,4,extended indicative horizon,Indicative uncertainty range ±2.96,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-OPC_kpi_002_2026_12,HOSP-001,Outpatient Clinic,DEPT-OPC,kpi_002,Staff Absenteeism Rate,2026,12,2026-12-01,2026-12-31,9.832175,6.876478,12.787872,Percent,Three-Month Moving Average,2.955697,4.193098,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,9.832175,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±2.96,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-PEX_kpi_001_2026_08,HOSP-001,Patient Experience,DEPT-PEX,kpi_001,Staffing Level,2026,8,2026-08-01,2026-08-31,86.774862,86.62886,86.920863,Percent,Holt Linear Trend,0.146002,0.146002,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,86.774862,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.15,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-PEX_kpi_001_2026_09,HOSP-001,Patient Experience,DEPT-PEX,kpi_001,Staffing Level,2026,9,2026-09-01,2026-09-30,85.756455,85.610453,85.902457,Percent,Holt Linear Trend,0.146002,0.146002,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,85.756455,None,,2,short indicative horizon,Indicative uncertainty range ±0.15,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-PEX_kpi_001_2026_10,HOSP-001,Patient Experience,DEPT-PEX,kpi_001,Staffing Level,2026,10,2026-10-01,2026-10-31,84.738048,84.592046,84.88405,Percent,Holt Linear Trend,0.146002,0.146002,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,84.738048,None,,3,medium indicative horizon,Indicative uncertainty range ±0.15,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-PEX_kpi_001_2026_11,HOSP-001,Patient Experience,DEPT-PEX,kpi_001,Staffing Level,2026,11,2026-11-01,2026-11-30,83.719641,83.57364,83.865643,Percent,Holt Linear Trend,0.146002,0.146002,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,83.719641,None,,4,extended indicative horizon,Indicative uncertainty range ±0.15,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-PEX_kpi_001_2026_12,HOSP-001,Patient Experience,DEPT-PEX,kpi_001,Staffing Level,2026,12,2026-12-01,2026-12-31,82.701235,82.555233,82.847236,Percent,Holt Linear Trend,0.146002,0.146002,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,82.701235,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.15,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-PEX_kpi_002_2026_08,HOSP-001,Patient Experience,DEPT-PEX,kpi_002,Staff Absenteeism Rate,2026,8,2026-08-01,2026-08-31,16.803623,15.95463,17.652616,Percent,Holt Linear Trend,0.848993,0.848993,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,16.803623,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.85,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Between boundaries,intermediate,v1.0-approved
HOSP-001_DEPT-PEX_kpi_002_2026_09,HOSP-001,Patient Experience,DEPT-PEX,kpi_002,Staff Absenteeism Rate,2026,9,2026-09-01,2026-09-30,18.590318,17.741325,19.439311,Percent,Holt Linear Trend,0.848993,0.848993,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,18.590318,None,,2,short indicative horizon,Indicative uncertainty range ±0.85,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Between boundaries,intermediate,v1.0-approved
HOSP-001_DEPT-PEX_kpi_002_2026_10,HOSP-001,Patient Experience,DEPT-PEX,kpi_002,Staff Absenteeism Rate,2026,10,2026-10-01,2026-10-31,20.377013,19.52802,21.226006,Percent,Holt Linear Trend,0.848993,0.848993,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,20.377013,None,,3,medium indicative horizon,Indicative uncertainty range ±0.85,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-PEX_kpi_002_2026_11,HOSP-001,Patient Experience,DEPT-PEX,kpi_002,Staff Absenteeism Rate,2026,11,2026-11-01,2026-11-30,22.163708,21.314715,23.012701,Percent,Holt Linear Trend,0.848993,0.848993,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,22.163708,None,,4,extended indicative horizon,Indicative uncertainty range ±0.85,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-PEX_kpi_002_2026_12,HOSP-001,Patient Experience,DEPT-PEX,kpi_002,Staff Absenteeism Rate,2026,12,2026-12-01,2026-12-31,23.950403,23.10141,24.799396,Percent,Holt Linear Trend,0.848993,0.848993,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,23.950403,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.85,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Red,Upper Red,upper_red,v1.0-approved
HOSP-001_DEPT-SURG_kpi_001_2026_08,HOSP-001,Surgical Ward,DEPT-SURG,kpi_001,Staffing Level,2026,8,2026-08-01,2026-08-31,86.36298,85.973345,86.752615,Percent,Holt Linear Trend,0.389635,0.389635,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,86.36298,None,,1,nearest indicative horizon,Indicative uncertainty range ±0.39,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-SURG_kpi_001_2026_09,HOSP-001,Surgical Ward,DEPT-SURG,kpi_001,Staffing Level,2026,9,2026-09-01,2026-09-30,85.225093,84.835458,85.614728,Percent,Holt Linear Trend,0.389635,0.389635,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,85.225093,None,,2,short indicative horizon,Indicative uncertainty range ±0.39,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-SURG_kpi_001_2026_10,HOSP-001,Surgical Ward,DEPT-SURG,kpi_001,Staffing Level,2026,10,2026-10-01,2026-10-31,84.087206,83.697571,84.476841,Percent,Holt Linear Trend,0.389635,0.389635,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,84.087206,None,,3,medium indicative horizon,Indicative uncertainty range ±0.39,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-SURG_kpi_001_2026_11,HOSP-001,Surgical Ward,DEPT-SURG,kpi_001,Staffing Level,2026,11,2026-11-01,2026-11-30,82.949319,82.559684,83.338954,Percent,Holt Linear Trend,0.389635,0.389635,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,82.949319,None,,4,extended indicative horizon,Indicative uncertainty range ±0.39,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-SURG_kpi_001_2026_12,HOSP-001,Surgical Ward,DEPT-SURG,kpi_001,Staffing Level,2026,12,2026-12-01,2026-12-31,81.811432,81.421797,82.201067,Percent,Holt Linear Trend,0.389635,0.389635,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,81.811432,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±0.39,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Lower Amber,lower_amber,v1.0-approved
HOSP-001_DEPT-SURG_kpi_002_2026_08,HOSP-001,Surgical Ward,DEPT-SURG,kpi_002,Staff Absenteeism Rate,2026,8,2026-08-01,2026-08-31,13.123892,11.928796,14.318988,Percent,Holt Linear Trend,1.195096,1.195096,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,13.123892,None,,1,nearest indicative horizon,Indicative uncertainty range ±1.20,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-SURG_kpi_002_2026_09,HOSP-001,Surgical Ward,DEPT-SURG,kpi_002,Staff Absenteeism Rate,2026,9,2026-09-01,2026-09-30,14.21829,13.023194,15.413386,Percent,Holt Linear Trend,1.195096,1.195096,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,14.21829,None,,2,short indicative horizon,Indicative uncertainty range ±1.20,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Green,Green Band,green,v1.0-approved
HOSP-001_DEPT-SURG_kpi_002_2026_10,HOSP-001,Surgical Ward,DEPT-SURG,kpi_002,Staff Absenteeism Rate,2026,10,2026-10-01,2026-10-31,15.312688,14.117592,16.507784,Percent,Holt Linear Trend,1.195096,1.195096,MODERATE INDICATIVE CONFIDENCE,ELIGIBLE,,15.312688,None,,3,medium indicative horizon,Indicative uncertainty range ±1.20,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Between boundaries,intermediate,v1.0-approved
HOSP-001_DEPT-SURG_kpi_002_2026_11,HOSP-001,Surgical Ward,DEPT-SURG,kpi_002,Staff Absenteeism Rate,2026,11,2026-11-01,2026-11-30,16.407086,15.211991,17.602182,Percent,Holt Linear Trend,1.195096,1.195096,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,16.407086,None,,4,extended indicative horizon,Indicative uncertainty range ±1.20,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Between boundaries,intermediate,v1.0-approved
HOSP-001_DEPT-SURG_kpi_002_2026_12,HOSP-001,Surgical Ward,DEPT-SURG,kpi_002,Staff Absenteeism Rate,2026,12,2026-12-01,2026-12-31,17.501484,16.306389,18.69658,Percent,Holt Linear Trend,1.195096,1.195096,VERY LOW INDICATIVE CONFIDENCE,ELIGIBLE,,17.501484,None,,5,extended indicative horizon with highest uncertainty,Indicative uncertainty range ±1.20,2026-07-31T21:58:58.812731,2026-01-01,2026-07-31,212,7,data/analytical/analytical_six_kpi_daily.csv,1.0.0-indicative,Indicative Prototype,These forecasts are indicative operational estimates generated from available synthetic historical data. They support early-warning demonstration and require further validation before operational deployment.,Amber,Between boundaries,intermediate,v1.0-approved
