approval_package_id,episode_id,hospital_id,department_id,dominant_kpi_id,scenario_family,closure_category,validation_status,package_readiness,contradiction_severity,provisional_warning,comparator_consistency,scorecard_band,evidence_id,lineage_id,comparator_validation_status,has_completed,has_blocked,has_monitoring
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,EP-HOSP-001-DEPT-DIAG-kpi_006-20260925,HOSP-001,DEPT-DIAG,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,EP-HOSP-001-DEPT-DIAG-kpi_006-20261007,HOSP-001,DEPT-DIAG,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,EP-HOSP-001-DEPT-DIAG-kpi_006-20261025,HOSP-001,DEPT-DIAG,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,EP-HOSP-001-DEPT-DIAG-kpi_006-20261114,HOSP-001,DEPT-DIAG,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,EP-HOSP-001-DEPT-DIAG-kpi_006-20261206,HOSP-001,DEPT-DIAG,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,EP-HOSP-001-DEPT-ED-kpi_001-20260107,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,EP-HOSP-001-DEPT-ED-kpi_001-20260201,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,EP-HOSP-001-DEPT-ED-kpi_001-20260211,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,EP-HOSP-001-DEPT-ED-kpi_001-20260303,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,EP-HOSP-001-DEPT-ED-kpi_001-20260319,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,EP-HOSP-001-DEPT-ED-kpi_001-20260402,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,EP-HOSP-001-DEPT-ED-kpi_001-20260502,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,EP-HOSP-001-DEPT-ED-kpi_001-20260509,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,EP-HOSP-001-DEPT-ED-kpi_001-20260522,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,EP-HOSP-001-DEPT-ED-kpi_001-20260531,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,EP-HOSP-001-DEPT-ED-kpi_001-20260604,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,EP-HOSP-001-DEPT-ED-kpi_001-20260624,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,EP-HOSP-001-DEPT-ED-kpi_001-20260705,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,EP-HOSP-001-DEPT-ED-kpi_001-20260713,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,EP-HOSP-001-DEPT-ED-kpi_001-20260727,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,EP-HOSP-001-DEPT-ED-kpi_001-20260930,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,EP-HOSP-001-DEPT-ED-kpi_001-20261008,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,EP-HOSP-001-DEPT-ED-kpi_001-20261014,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,EP-HOSP-001-DEPT-ED-kpi_001-20261101,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Requires Assumption Review,Requires Validation,Not Ready,No Contradiction,False; False; False; False; False; False,Inconsistent or Not Assessed,,,,Inconsistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,EP-HOSP-001-DEPT-ED-kpi_001-20261113,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,EP-HOSP-001-DEPT-ED-kpi_001-20261227,HOSP-001,DEPT-ED,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,EP-HOSP-001-DEPT-ED-kpi_002-20260106,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,EP-HOSP-001-DEPT-ED-kpi_002-20260207,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,EP-HOSP-001-DEPT-ED-kpi_002-20260310,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,EP-HOSP-001-DEPT-ED-kpi_002-20260421,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,EP-HOSP-001-DEPT-ED-kpi_002-20260425,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,EP-HOSP-001-DEPT-ED-kpi_002-20260521,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,EP-HOSP-001-DEPT-ED-kpi_002-20260603,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,EP-HOSP-001-DEPT-ED-kpi_002-20260610,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,EP-HOSP-001-DEPT-ED-kpi_002-20260614,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,EP-HOSP-001-DEPT-ED-kpi_002-20260626,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,EP-HOSP-001-DEPT-ED-kpi_002-20260707,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,EP-HOSP-001-DEPT-ED-kpi_002-20260818,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,EP-HOSP-001-DEPT-ED-kpi_002-20260923,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,EP-HOSP-001-DEPT-ED-kpi_002-20261005,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,EP-HOSP-001-DEPT-ED-kpi_002-20261013,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,EP-HOSP-001-DEPT-ED-kpi_002-20261026,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,EP-HOSP-001-DEPT-ED-kpi_002-20261102,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,EP-HOSP-001-DEPT-ED-kpi_002-20261109,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,EP-HOSP-001-DEPT-ED-kpi_002-20261127,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,EP-HOSP-001-DEPT-ED-kpi_002-20261212,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,EP-HOSP-001-DEPT-ED-kpi_002-20261217,HOSP-001,DEPT-ED,kpi_002,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,EP-HOSP-001-DEPT-ED-kpi_004-20260404,HOSP-001,DEPT-ED,kpi_004,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Non-Quantitative,No Contradiction,False,Inconsistent or Not Assessed,,,,Not Assessed,False,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,EP-HOSP-001-DEPT-ED-kpi_004-20260413,HOSP-001,DEPT-ED,kpi_004,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Non-Quantitative,No Contradiction,False,Inconsistent or Not Assessed,,,,Not Assessed,False,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,EP-HOSP-001-DEPT-ED-kpi_004-20260427,HOSP-001,DEPT-ED,kpi_004,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Non-Quantitative,No Contradiction,False,Inconsistent or Not Assessed,,,,Not Assessed,False,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,EP-HOSP-001-DEPT-ED-kpi_004-20260503,HOSP-001,DEPT-ED,kpi_004,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Non-Quantitative,No Contradiction,False,Inconsistent or Not Assessed,,,,Not Assessed,False,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,EP-HOSP-001-DEPT-ED-kpi_004-20260508,HOSP-001,DEPT-ED,kpi_004,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Non-Quantitative,No Contradiction,False,Inconsistent or Not Assessed,,,,Not Assessed,False,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,EP-HOSP-001-DEPT-ED-kpi_004-20260601,HOSP-001,DEPT-ED,kpi_004,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,EP-HOSP-001-DEPT-ED-kpi_004-20260606,HOSP-001,DEPT-ED,kpi_004,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,EP-HOSP-001-DEPT-ED-kpi_004-20260716,HOSP-001,DEPT-ED,kpi_004,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,EP-HOSP-001-DEPT-ED-kpi_005-20260209,HOSP-001,DEPT-ED,kpi_005,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,EP-HOSP-001-DEPT-ED-kpi_005-20260216,HOSP-001,DEPT-ED,kpi_005,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,EP-HOSP-001-DEPT-ED-kpi_005-20260312,HOSP-001,DEPT-ED,kpi_005,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,EP-HOSP-001-DEPT-ED-kpi_005-20260510,HOSP-001,DEPT-ED,kpi_005,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,EP-HOSP-001-DEPT-ED-kpi_005-20260719,HOSP-001,DEPT-ED,kpi_005,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,EP-HOSP-001-DEPT-ED-kpi_005-20260913,HOSP-001,DEPT-ED,kpi_005,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,EP-HOSP-001-DEPT-ED-kpi_005-20260917,HOSP-001,DEPT-ED,kpi_005,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,EP-HOSP-001-DEPT-ED-kpi_005-20261116,HOSP-001,DEPT-ED,kpi_005,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,EP-HOSP-001-DEPT-ED-kpi_006-20260128,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,EP-HOSP-001-DEPT-ED-kpi_006-20260309,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,EP-HOSP-001-DEPT-ED-kpi_006-20260318,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,EP-HOSP-001-DEPT-ED-kpi_006-20260323,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,EP-HOSP-001-DEPT-ED-kpi_006-20260330,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,EP-HOSP-001-DEPT-ED-kpi_006-20260412,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,EP-HOSP-001-DEPT-ED-kpi_006-20260702,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,EP-HOSP-001-DEPT-ED-kpi_006-20260712,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,EP-HOSP-001-DEPT-ED-kpi_006-20260731,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,EP-HOSP-001-DEPT-ED-kpi_006-20260805,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,EP-HOSP-001-DEPT-ED-kpi_006-20260902,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,EP-HOSP-001-DEPT-ED-kpi_006-20260909,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,EP-HOSP-001-DEPT-ED-kpi_006-20260914,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,EP-HOSP-001-DEPT-ED-kpi_006-20260921,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,EP-HOSP-001-DEPT-ED-kpi_006-20261004,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,EP-HOSP-001-DEPT-ED-kpi_006-20261111,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,EP-HOSP-001-DEPT-ED-kpi_006-20261118,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,EP-HOSP-001-DEPT-ED-kpi_006-20261129,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,EP-HOSP-001-DEPT-ED-kpi_006-20261203,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,EP-HOSP-001-DEPT-ED-kpi_006-20261210,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,EP-HOSP-001-DEPT-ED-kpi_006-20261224,HOSP-001,DEPT-ED,kpi_006,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring,Monitoring Only,No Contradiction,False; False,Inconsistent or Not Assessed,,,,Not Assessed,False,False,True
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,EP-HOSP-001-DEPT-ICU-kpi_001-20260106,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,EP-HOSP-001-DEPT-ICU-kpi_001-20260114,HOSP-001,DEPT-ICU,kpi_001,No-Action or Baseline Comparator,Ready with Conditions,Valid with Conditions,Ready with Conditions,No Contradiction,False; False; False; False; False; False,Consistent,,,,Consistent,True,True,False
