approval_package_id,comparator_type,comparator_id,assumption_profile,assumption_set_id,scenario_template_id,scenario_family,comparator_consistency,distinct_types_count,distinct_assumption_sets_count,distinct_values_count,consistency_detail,pre_correction_profile_detected,distinct_profile_status,ordering_correct,comparator_closure_reason
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260421,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-003;COMP-CONS-003;COMP-EXP-003;COMP-HIGH-003,,patient-flow-default,SCEN-FLOW-001,Patient-Flow and Waiting-Time Adjustment,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260531,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-003;COMP-CONS-003;COMP-EXP-003;COMP-HIGH-003,,patient-flow-default,SCEN-FLOW-001,Patient-Flow and Waiting-Time Adjustment,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260614,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-003;COMP-CONS-003;COMP-EXP-003;COMP-HIGH-003,,patient-flow-default,SCEN-FLOW-001,Patient-Flow and Waiting-Time Adjustment,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-DIAG-kpi_004-20260707,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-003;COMP-CONS-003;COMP-EXP-003;COMP-HIGH-003,,patient-flow-default,SCEN-FLOW-001,Patient-Flow and Waiting-Time Adjustment,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260107,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260201,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260211,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260303,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260319,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Inconsistent,3,3,1,All 3 comparators have identical scenario primary KPI values,False,Identical scenario values across comparators,True,incomplete comparator set — identical scenario values
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260502,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260509,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260522,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260531,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260604,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260624,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260705,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260713,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Inconsistent,3,3,1,All 3 comparators have identical scenario primary KPI values,False,Identical scenario values across comparators,True,incomplete comparator set — identical scenario values
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260930,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261008,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261014,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Inconsistent,3,3,1,All 3 comparators have identical scenario primary KPI values,False,Identical scenario values across comparators,True,incomplete comparator set — identical scenario values
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261113,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261227,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260106,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260207,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260310,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260421,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260425,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260521,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260603,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260610,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260614,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260626,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260707,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260818,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20260923,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261005,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261013,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261026,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261102,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261109,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261127,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261212,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_002-20261217,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260601,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-003;COMP-CONS-003;COMP-EXP-003;COMP-HIGH-003,,patient-flow-default,SCEN-FLOW-001,Patient-Flow and Waiting-Time Adjustment,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260606,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-003;COMP-CONS-003;COMP-EXP-003;COMP-HIGH-003,,patient-flow-default,SCEN-FLOW-001,Patient-Flow and Waiting-Time Adjustment,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260716,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-003;COMP-CONS-003;COMP-EXP-003;COMP-HIGH-003,,patient-flow-default,SCEN-FLOW-001,Patient-Flow and Waiting-Time Adjustment,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260106,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260114,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260211,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260216,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Inconsistent,3,3,1,All 3 comparators have identical scenario primary KPI values,False,Identical scenario values across comparators,True,incomplete comparator set — identical scenario values
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260407,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260426,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260505,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260513,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260528,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Inconsistent,3,3,1,All 3 comparators have identical scenario primary KPI values,False,Identical scenario values across comparators,True,incomplete comparator set — identical scenario values
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260707,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260801,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260830,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260914,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260922,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Inconsistent,3,3,1,All 3 comparators have identical scenario primary KPI values,False,Identical scenario values across comparators,True,incomplete comparator set — identical scenario values
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Inconsistent,3,3,1,All 3 comparators have identical scenario primary KPI values,False,Identical scenario values across comparators,True,incomplete comparator set — identical scenario values
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261130,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Consistent,3,3,2,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-001;COMP-CONS-001;COMP-EXP-001;COMP-HIGH-001,,staffing-default,SCEN-STAFF-001,Staffing Coverage Adjustment,Inconsistent,3,3,1,All 3 comparators have identical scenario primary KPI values,False,Identical scenario values across comparators,True,incomplete comparator set — identical scenario values
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260109,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260126,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260219,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260227,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260305,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260315,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260406,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260422,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260429,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260522,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260530,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260615,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
PKG-EP-HOSP-001-DEPT-ICU-kpi_002-20260630,Baseline;Conservative;Expected;Higher Intensity,COMP-BASE-002;COMP-CONS-002;COMP-EXP-002;COMP-HIGH-002,,absenteeism-default,SCEN-ABS-001,Absenteeism Contingency,Consistent,3,3,3,,False,Distinct profiles confirmed,True,Closed — Consistent
