approval_package_id,episode_id,scenario_family,current_readiness,closure_status,reason,missing_requirement,required_next_action,responsible_role,future_reassessment_condition,governance_warning
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260402,EP-HOSP-001-DEPT-ED-kpi_001-20260402,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20260727,EP-HOSP-001-DEPT-ED-kpi_001-20260727,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_001-20261101,EP-HOSP-001-DEPT-ED-kpi_001-20261101,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260404,EP-HOSP-001-DEPT-ED-kpi_004-20260404,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Package classified as Non-Quantitative during closure.,Non-Quantitative,Review KPI family support status,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260413,EP-HOSP-001-DEPT-ED-kpi_004-20260413,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Package classified as Non-Quantitative during closure.,Non-Quantitative,Review KPI family support status,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260427,EP-HOSP-001-DEPT-ED-kpi_004-20260427,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Package classified as Non-Quantitative during closure.,Non-Quantitative,Review KPI family support status,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260503,EP-HOSP-001-DEPT-ED-kpi_004-20260503,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Package classified as Non-Quantitative during closure.,Non-Quantitative,Review KPI family support status,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_004-20260508,EP-HOSP-001-DEPT-ED-kpi_004-20260508,Monitoring-Only or Validation Scenario,Non-Quantitative,Non-Quantitative,Package classified as Non-Quantitative during closure.,Non-Quantitative,Review KPI family support status,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260209,EP-HOSP-001-DEPT-ED-kpi_005-20260209,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260216,EP-HOSP-001-DEPT-ED-kpi_005-20260216,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260312,EP-HOSP-001-DEPT-ED-kpi_005-20260312,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260510,EP-HOSP-001-DEPT-ED-kpi_005-20260510,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260719,EP-HOSP-001-DEPT-ED-kpi_005-20260719,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260913,EP-HOSP-001-DEPT-ED-kpi_005-20260913,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20260917,EP-HOSP-001-DEPT-ED-kpi_005-20260917,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_005-20261116,EP-HOSP-001-DEPT-ED-kpi_005-20261116,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260128,EP-HOSP-001-DEPT-ED-kpi_006-20260128,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260309,EP-HOSP-001-DEPT-ED-kpi_006-20260309,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260318,EP-HOSP-001-DEPT-ED-kpi_006-20260318,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260323,EP-HOSP-001-DEPT-ED-kpi_006-20260323,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260330,EP-HOSP-001-DEPT-ED-kpi_006-20260330,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260412,EP-HOSP-001-DEPT-ED-kpi_006-20260412,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260702,EP-HOSP-001-DEPT-ED-kpi_006-20260702,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260712,EP-HOSP-001-DEPT-ED-kpi_006-20260712,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260731,EP-HOSP-001-DEPT-ED-kpi_006-20260731,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260805,EP-HOSP-001-DEPT-ED-kpi_006-20260805,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260902,EP-HOSP-001-DEPT-ED-kpi_006-20260902,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260909,EP-HOSP-001-DEPT-ED-kpi_006-20260909,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260914,EP-HOSP-001-DEPT-ED-kpi_006-20260914,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20260921,EP-HOSP-001-DEPT-ED-kpi_006-20260921,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261004,EP-HOSP-001-DEPT-ED-kpi_006-20261004,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261111,EP-HOSP-001-DEPT-ED-kpi_006-20261111,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261118,EP-HOSP-001-DEPT-ED-kpi_006-20261118,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261129,EP-HOSP-001-DEPT-ED-kpi_006-20261129,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261203,EP-HOSP-001-DEPT-ED-kpi_006-20261203,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261210,EP-HOSP-001-DEPT-ED-kpi_006-20261210,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ED-kpi_006-20261224,EP-HOSP-001-DEPT-ED-kpi_006-20261224,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260323,EP-HOSP-001-DEPT-ICU-kpi_001-20260323,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20260612,EP-HOSP-001-DEPT-ICU-kpi_001-20260612,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261105,EP-HOSP-001-DEPT-ICU-kpi_001-20261105,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261111,EP-HOSP-001-DEPT-ICU-kpi_001-20261111,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_001-20261227,EP-HOSP-001-DEPT-ICU-kpi_001-20261227,No-Action or Baseline Comparator,Requires Assumption Review,Requires Assumption Review,Package classified as Requires Assumption Review during closure.,Requires Assumption Review,Review and correct assumption profiles,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260107,EP-HOSP-001-DEPT-ICU-kpi_003-20260107,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260121,EP-HOSP-001-DEPT-ICU-kpi_003-20260121,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260128,EP-HOSP-001-DEPT-ICU-kpi_003-20260128,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260202,EP-HOSP-001-DEPT-ICU-kpi_003-20260202,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260208,EP-HOSP-001-DEPT-ICU-kpi_003-20260208,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260218,EP-HOSP-001-DEPT-ICU-kpi_003-20260218,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260307,EP-HOSP-001-DEPT-ICU-kpi_003-20260307,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260322,EP-HOSP-001-DEPT-ICU-kpi_003-20260322,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260326,EP-HOSP-001-DEPT-ICU-kpi_003-20260326,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260415,EP-HOSP-001-DEPT-ICU-kpi_003-20260415,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260428,EP-HOSP-001-DEPT-ICU-kpi_003-20260428,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260527,EP-HOSP-001-DEPT-ICU-kpi_003-20260527,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260604,EP-HOSP-001-DEPT-ICU-kpi_003-20260604,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260620,EP-HOSP-001-DEPT-ICU-kpi_003-20260620,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260708,EP-HOSP-001-DEPT-ICU-kpi_003-20260708,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260804,EP-HOSP-001-DEPT-ICU-kpi_003-20260804,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260821,EP-HOSP-001-DEPT-ICU-kpi_003-20260821,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260828,EP-HOSP-001-DEPT-ICU-kpi_003-20260828,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260901,EP-HOSP-001-DEPT-ICU-kpi_003-20260901,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260912,EP-HOSP-001-DEPT-ICU-kpi_003-20260912,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20260926,EP-HOSP-001-DEPT-ICU-kpi_003-20260926,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261001,EP-HOSP-001-DEPT-ICU-kpi_003-20261001,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261007,EP-HOSP-001-DEPT-ICU-kpi_003-20261007,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261020,EP-HOSP-001-DEPT-ICU-kpi_003-20261020,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261025,EP-HOSP-001-DEPT-ICU-kpi_003-20261025,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261101,EP-HOSP-001-DEPT-ICU-kpi_003-20261101,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261109,EP-HOSP-001-DEPT-ICU-kpi_003-20261109,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261125,EP-HOSP-001-DEPT-ICU-kpi_003-20261125,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261202,EP-HOSP-001-DEPT-ICU-kpi_003-20261202,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261211,EP-HOSP-001-DEPT-ICU-kpi_003-20261211,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261215,EP-HOSP-001-DEPT-ICU-kpi_003-20261215,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261219,EP-HOSP-001-DEPT-ICU-kpi_003-20261219,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_003-20261224,EP-HOSP-001-DEPT-ICU-kpi_003-20261224,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260215,EP-HOSP-001-DEPT-ICU-kpi_006-20260215,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260403,EP-HOSP-001-DEPT-ICU-kpi_006-20260403,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260411,EP-HOSP-001-DEPT-ICU-kpi_006-20260411,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260509,EP-HOSP-001-DEPT-ICU-kpi_006-20260509,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
PKG-EP-HOSP-001-DEPT-ICU-kpi_006-20260515,EP-HOSP-001-DEPT-ICU-kpi_006-20260515,Monitoring-Only or Validation Scenario,Monitoring Only,Monitoring Only,Package classified as Monitoring Only during closure.,Monitoring Only,Continue monitoring; no action required,Scenario Analyst,Awaiting correction of identified issue,Package not ready for management comparison. Do not use for decision.
