issue_id,severity,issue_type,kpi_id,hospital_id,department_id,reporting_date,message,source_dataset,source_record_id,calculation_run_id
ISS-kpi_005-A6002391,Warning,ZERO_DENOMINATOR,kpi_005,HOSP-001,DEPT-ADM,2026-12-31,Zero denominator for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-ADM-20261231,PEX-KPI-DCF120177644
ISS-kpi_005-F653161D,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-01,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260101,PEX-KPI-DCF120177644
ISS-kpi_005-798CF59F,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-DIAG,2026-01-02,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260102,PEX-KPI-DCF120177644
ISS-kpi_006-3A2E65D5,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-DIAG,2026-01-02,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260102,PEX-KPI-DCF120177644
ISS-kpi_005-97661DD4,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-03,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260103,PEX-KPI-DCF120177644
ISS-kpi_005-77D4DDEB,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-04,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260104,PEX-KPI-DCF120177644
ISS-kpi_005-814FD61A,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-05,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260105,PEX-KPI-DCF120177644
ISS-kpi_005-CDE2D653,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-06,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260106,PEX-KPI-DCF120177644
ISS-kpi_005-CD928669,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-07,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260107,PEX-KPI-DCF120177644
ISS-kpi_005-D447D2B3,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-08,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260108,PEX-KPI-DCF120177644
ISS-kpi_005-A3396BAE,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-09,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260109,PEX-KPI-DCF120177644
ISS-kpi_005-96882CB1,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-10,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260110,PEX-KPI-DCF120177644
ISS-kpi_005-326CDED5,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-11,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260111,PEX-KPI-DCF120177644
ISS-kpi_005-2B708FDB,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-12,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260112,PEX-KPI-DCF120177644
ISS-kpi_006-05EF2BA6,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-DIAG,2026-01-12,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260112,PEX-KPI-DCF120177644
ISS-kpi_005-2434DAE6,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-13,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260113,PEX-KPI-DCF120177644
ISS-kpi_005-E542F61E,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-14,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260114,PEX-KPI-DCF120177644
ISS-kpi_005-34631C61,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-15,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260115,PEX-KPI-DCF120177644
ISS-kpi_006-044AE44C,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-DIAG,2026-01-15,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260115,PEX-KPI-DCF120177644
ISS-kpi_005-09BCAEC5,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-16,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260116,PEX-KPI-DCF120177644
ISS-kpi_005-E2CE0F4B,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-17,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260117,PEX-KPI-DCF120177644
ISS-kpi_005-BDF3B8B8,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-18,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260118,PEX-KPI-DCF120177644
ISS-kpi_005-768C36D0,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-19,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260119,PEX-KPI-DCF120177644
ISS-kpi_005-3458E10E,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-20,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260120,PEX-KPI-DCF120177644
ISS-kpi_005-1F0FAA42,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-DIAG,2026-01-21,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260121,PEX-KPI-DCF120177644
ISS-kpi_006-286A2E32,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-DIAG,2026-01-21,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260121,PEX-KPI-DCF120177644
ISS-kpi_005-E74247F2,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-22,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260122,PEX-KPI-DCF120177644
ISS-kpi_005-3ECE2A0C,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-23,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260123,PEX-KPI-DCF120177644
ISS-kpi_005-9D543C58,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-24,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260124,PEX-KPI-DCF120177644
ISS-kpi_005-0354CBC2,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-DIAG,2026-01-25,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260125,PEX-KPI-DCF120177644
ISS-kpi_006-354EE412,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-DIAG,2026-01-25,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260125,PEX-KPI-DCF120177644
ISS-kpi_005-B46D837E,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-26,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260126,PEX-KPI-DCF120177644
ISS-kpi_005-983E3DD8,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-27,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260127,PEX-KPI-DCF120177644
ISS-kpi_005-C4945457,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-DIAG,2026-01-28,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260128,PEX-KPI-DCF120177644
ISS-kpi_006-D3E7961D,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-DIAG,2026-01-28,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260128,PEX-KPI-DCF120177644
ISS-kpi_005-1770D575,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-DIAG,2026-01-29,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260129,PEX-KPI-DCF120177644
ISS-kpi_006-CFC40396,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-DIAG,2026-01-29,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260129,PEX-KPI-DCF120177644
ISS-kpi_005-12FFC775,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-30,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260130,PEX-KPI-DCF120177644
ISS-kpi_005-662900E8,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-01-31,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260131,PEX-KPI-DCF120177644
ISS-kpi_005-03924F77,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-01,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260201,PEX-KPI-DCF120177644
ISS-kpi_005-DAA4EC54,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-02,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260202,PEX-KPI-DCF120177644
ISS-kpi_006-A6989B6B,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-DIAG,2026-02-02,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260202,PEX-KPI-DCF120177644
ISS-kpi_005-4B2A658F,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-03,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260203,PEX-KPI-DCF120177644
ISS-kpi_005-BAD0DD67,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-04,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260204,PEX-KPI-DCF120177644
ISS-kpi_005-A9F29793,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-05,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260205,PEX-KPI-DCF120177644
ISS-kpi_005-10957749,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-06,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260206,PEX-KPI-DCF120177644
ISS-kpi_005-8024D7FB,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-07,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260207,PEX-KPI-DCF120177644
ISS-kpi_005-320836E8,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-08,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260208,PEX-KPI-DCF120177644
ISS-kpi_005-40783CAC,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-09,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260209,PEX-KPI-DCF120177644
ISS-kpi_005-1E5E1A6D,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-10,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260210,PEX-KPI-DCF120177644
ISS-kpi_005-68717BD3,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-11,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260211,PEX-KPI-DCF120177644
ISS-kpi_005-215A4413,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-12,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260212,PEX-KPI-DCF120177644
ISS-kpi_005-817EE52F,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-13,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260213,PEX-KPI-DCF120177644
ISS-kpi_006-4DF44737,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-DIAG,2026-02-13,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260213,PEX-KPI-DCF120177644
ISS-kpi_005-A5B646EA,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-14,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260214,PEX-KPI-DCF120177644
ISS-kpi_005-B8934FC3,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-15,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260215,PEX-KPI-DCF120177644
ISS-kpi_005-FB9BB3CB,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-16,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260216,PEX-KPI-DCF120177644
ISS-kpi_005-3019D100,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-17,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260217,PEX-KPI-DCF120177644
ISS-kpi_005-C5910EEB,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-18,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260218,PEX-KPI-DCF120177644
ISS-kpi_005-D9FBA88E,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-19,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260219,PEX-KPI-DCF120177644
ISS-kpi_005-E3600FCE,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-20,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260220,PEX-KPI-DCF120177644
ISS-kpi_005-2750EB7D,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-21,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260221,PEX-KPI-DCF120177644
ISS-kpi_005-D2FEF6FE,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-DIAG,2026-02-22,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260222,PEX-KPI-DCF120177644
ISS-kpi_006-7AA53DE0,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-DIAG,2026-02-22,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260222,PEX-KPI-DCF120177644
ISS-kpi_005-9B9DB370,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-23,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260223,PEX-KPI-DCF120177644
ISS-kpi_005-F00ADC62,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-24,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260224,PEX-KPI-DCF120177644
ISS-kpi_005-E3ACD4B2,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-25,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260225,PEX-KPI-DCF120177644
ISS-kpi_005-5444568E,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-26,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260226,PEX-KPI-DCF120177644
ISS-kpi_005-A0C83B0E,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-DIAG,2026-02-27,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260227,PEX-KPI-DCF120177644
ISS-kpi_006-6E061D91,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-DIAG,2026-02-27,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260227,PEX-KPI-DCF120177644
ISS-kpi_005-836F0A36,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-02-28,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260228,PEX-KPI-DCF120177644
ISS-kpi_005-C553186E,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-DIAG,2026-03-01,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260301,PEX-KPI-DCF120177644
ISS-kpi_006-CD37386A,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-DIAG,2026-03-01,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260301,PEX-KPI-DCF120177644
ISS-kpi_005-800650EE,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-02,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260302,PEX-KPI-DCF120177644
ISS-kpi_005-79CA56A5,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-03,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260303,PEX-KPI-DCF120177644
ISS-kpi_005-CE0FF5CD,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-04,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260304,PEX-KPI-DCF120177644
ISS-kpi_005-36F8BB05,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-05,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260305,PEX-KPI-DCF120177644
ISS-kpi_005-CE1EE9F4,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-06,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260306,PEX-KPI-DCF120177644
ISS-kpi_005-E06B1548,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-07,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260307,PEX-KPI-DCF120177644
ISS-kpi_006-2DF4D50B,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-DIAG,2026-03-07,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260307,PEX-KPI-DCF120177644
ISS-kpi_005-7BAAFDA0,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-08,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260308,PEX-KPI-DCF120177644
ISS-kpi_005-7D45B197,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-09,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260309,PEX-KPI-DCF120177644
ISS-kpi_005-9E9452AD,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-10,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260310,PEX-KPI-DCF120177644
ISS-kpi_005-9A451C31,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-11,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260311,PEX-KPI-DCF120177644
ISS-kpi_005-5AE35171,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-12,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260312,PEX-KPI-DCF120177644
ISS-kpi_005-5697D2A2,Warning,INSUFFICIENT_DATA,kpi_005,HOSP-001,DEPT-DIAG,2026-03-13,Insufficient data for kpi_005,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260313,PEX-KPI-DCF120177644
ISS-kpi_006-7B372649,Warning,INSUFFICIENT_DATA,kpi_006,HOSP-001,DEPT-DIAG,2026-03-13,Insufficient data for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260313,PEX-KPI-DCF120177644
ISS-kpi_005-07B9736D,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-14,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260314,PEX-KPI-DCF120177644
ISS-kpi_005-D2F113FA,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-15,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260315,PEX-KPI-DCF120177644
ISS-kpi_005-F88FE7B6,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-16,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260316,PEX-KPI-DCF120177644
ISS-kpi_005-C4F98EB6,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-17,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260317,PEX-KPI-DCF120177644
ISS-kpi_005-D30DAC77,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-18,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260318,PEX-KPI-DCF120177644
ISS-kpi_005-16302D19,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-19,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260319,PEX-KPI-DCF120177644
ISS-kpi_005-A1492E00,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-20,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260320,PEX-KPI-DCF120177644
ISS-kpi_005-89B72B34,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-21,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260321,PEX-KPI-DCF120177644
ISS-kpi_005-82C5A69E,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-22,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260322,PEX-KPI-DCF120177644
ISS-kpi_005-41A5FE8C,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-23,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260323,PEX-KPI-DCF120177644
ISS-kpi_005-AC705381,Info,PROVISIONAL_DENOMINATOR,kpi_005,HOSP-001,DEPT-DIAG,2026-03-24,Complaint rate denominator is provisional and pending stakeholder approval,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260324,PEX-KPI-DCF120177644
ISS-kpi_006-B2CED8E2,Warning,ZERO_DENOMINATOR,kpi_006,HOSP-001,DEPT-DIAG,2026-03-24,Zero denominator for kpi_006,processed_operational_daily.csv,OPD-HOSP-001-DEPT-DIAG-20260324,PEX-KPI-DCF120177644
