integration_record_id,kpi_id,kpi_value,calculation_status,threshold_status,data_confidence_level,inconsistencies
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260308,kpi_001,91.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260308,kpi_002,8.333333333333332,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260309,kpi_001,91.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260309,kpi_002,8.333333333333332,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260310,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260310,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260311,kpi_001,83.33333333333334,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260311,kpi_002,8.333333333333332,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260312,kpi_001,75.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260312,kpi_002,16.666666666666664,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260313,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260313,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260314,kpi_001,84.61538461538461,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260314,kpi_002,30.76923076923077,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260315,kpi_001,85.71428571428571,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260315,kpi_002,21.428571428571427,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260316,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260316,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260317,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260317,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260318,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260318,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260319,kpi_001,55.55555555555556,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260319,kpi_002,44.44444444444444,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260320,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260320,kpi_002,33.33333333333333,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260321,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260321,kpi_002,7.142857142857142,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260322,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260322,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260323,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260323,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260324,kpi_001,85.71428571428571,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260324,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260325,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260325,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260326,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260326,kpi_002,10.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260327,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260327,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260328,kpi_001,83.33333333333334,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260328,kpi_002,8.333333333333332,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260329,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260329,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260330,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260330,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260331,kpi_001,91.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260331,kpi_002,8.333333333333332,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260401,kpi_001,72.72727272727273,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260401,kpi_002,27.27272727272727,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260402,kpi_001,77.77777777777779,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260402,kpi_002,22.22222222222222,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260403,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260403,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260404,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260404,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260405,kpi_001,93.33333333333331,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260405,kpi_002,6.666666666666667,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260406,kpi_001,91.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260406,kpi_002,8.333333333333332,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260407,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260407,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260408,kpi_001,92.3076923076923,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260408,kpi_002,7.6923076923076925,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260409,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260409,kpi_002,10.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260410,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260410,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260411,kpi_001,66.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260411,kpi_002,25.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260412,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260412,kpi_002,10.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260413,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260413,kpi_002,10.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260414,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260414,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260415,kpi_001,83.33333333333334,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260415,kpi_002,8.333333333333332,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260416,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260416,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260417,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260417,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260418,kpi_001,87.5,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260418,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260419,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260419,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260420,kpi_001,87.5,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260420,kpi_002,12.5,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260421,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260421,kpi_002,10.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260422,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260422,kpi_002,20.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260423,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260423,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260424,kpi_001,90.9090909090909,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260424,kpi_002,9.090909090909092,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260425,kpi_001,92.3076923076923,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260425,kpi_002,7.6923076923076925,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260426,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260426,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260427,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260427,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260428,kpi_001,90.9090909090909,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260428,kpi_002,9.090909090909092,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260429,kpi_001,81.81818181818183,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260429,kpi_002,18.181818181818183,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260430,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260430,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260501,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260501,kpi_002,10.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260502,kpi_001,85.71428571428571,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260502,kpi_002,28.57142857142857,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260503,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260503,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260504,kpi_001,83.33333333333334,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260504,kpi_002,16.666666666666664,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260505,kpi_001,90.9090909090909,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260505,kpi_002,9.090909090909092,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260506,kpi_001,91.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260506,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260507,kpi_001,92.3076923076923,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260507,kpi_002,7.6923076923076925,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260508,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260508,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260509,kpi_001,85.71428571428571,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260509,kpi_002,21.428571428571427,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260510,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260510,kpi_002,10.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260511,kpi_001,81.81818181818183,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260511,kpi_002,18.181818181818183,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260512,kpi_001,92.85714285714286,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260512,kpi_002,14.285714285714285,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260513,kpi_001,90.9090909090909,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260513,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260514,kpi_001,91.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260514,kpi_002,8.333333333333332,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260515,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260515,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260516,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260516,kpi_002,10.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260517,kpi_001,81.81818181818183,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260517,kpi_002,9.090909090909092,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260518,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260518,kpi_002,8.333333333333332,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260519,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260519,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260520,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260520,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260521,kpi_001,77.77777777777779,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260521,kpi_002,22.22222222222222,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260522,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260522,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260523,kpi_001,91.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260523,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260524,kpi_001,83.33333333333334,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260524,kpi_002,16.666666666666664,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260525,kpi_001,87.5,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260525,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260526,kpi_001,80.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260526,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260527,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260527,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260528,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260528,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260529,kpi_001,73.33333333333333,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260529,kpi_002,26.666666666666668,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260530,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260530,kpi_002,9.090909090909092,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260531,kpi_001,71.42857142857143,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260531,kpi_002,14.285714285714285,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260601,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260601,kpi_002,10.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260602,kpi_001,80.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260602,kpi_002,30.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260603,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260603,kpi_002,20.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260604,kpi_001,87.5,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260604,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260605,kpi_001,92.3076923076923,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260605,kpi_002,23.07692307692308,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260606,kpi_001,77.77777777777779,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260606,kpi_002,22.22222222222222,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260607,kpi_001,76.92307692307693,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260607,kpi_002,23.07692307692308,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260608,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260608,kpi_002,10.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260609,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260609,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260610,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260610,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260611,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260611,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260612,kpi_001,91.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260612,kpi_002,16.666666666666664,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260613,kpi_001,76.92307692307693,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260613,kpi_002,15.384615384615383,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260614,kpi_001,77.77777777777779,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260614,kpi_002,11.11111111111111,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260615,kpi_001,81.81818181818183,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260615,kpi_002,18.181818181818183,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260616,kpi_001,83.33333333333334,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260616,kpi_002,16.666666666666664,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260617,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260617,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260618,kpi_001,80.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260618,kpi_002,10.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260619,kpi_001,90.9090909090909,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260619,kpi_002,18.181818181818183,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260620,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260620,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260621,kpi_001,90.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260621,kpi_002,20.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260622,kpi_001,90.9090909090909,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260622,kpi_002,9.090909090909092,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260623,kpi_001,90.9090909090909,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260623,kpi_002,18.181818181818183,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260624,kpi_001,66.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260624,kpi_002,33.33333333333333,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260625,kpi_001,88.88888888888889,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260625,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260626,kpi_001,92.3076923076923,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260626,kpi_002,15.384615384615383,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260627,kpi_001,100.0,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260627,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260628,kpi_001,91.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260628,kpi_002,8.333333333333332,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260629,kpi_001,87.5,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260629,kpi_002,18.75,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260630,kpi_001,77.77777777777779,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260630,kpi_002,22.22222222222222,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260701,kpi_001,91.66666666666666,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260701,kpi_002,0.0,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260702,kpi_001,76.92307692307693,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260702,kpi_002,15.384615384615383,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260703,kpi_001,81.81818181818183,Calculated,Not Assessed,High,none
IKPI-kpi_002-HOSP-001-DEPT-SURG-20260703,kpi_002,27.27272727272727,Calculated,Not Assessed,High,none
IKPI-kpi_001-HOSP-001-DEPT-SURG-20260704,kpi_001,77.77777777777779,Calculated,Not Assessed,High,none
