department,reporting_date,kpi_id,kpi_name,value,status,severity_score,breach_magnitude,trend_score,persistence_score,confidence_score,final_priority_rank,selected_as_dominant,selection_reason
DEPT-DIAG,2026-12-09,kpi_005,Patient Complaint Rate,20.0,Red,3.0,0.01297935103244809,0,0,0,3,False,
DEPT-DIAG,2026-12-12,kpi_005,Patient Complaint Rate,32.786885245901644,Red,3.0,0.6606218869384397,0,0,0,1,True,Highest composite severity score
DEPT-DIAG,2026-12-15,kpi_005,Patient Complaint Rate,27.77777777777777,Red,3.0,0.40691576532284424,0,0,0,1,True,Highest composite severity score
DEPT-DIAG,2026-12-19,kpi_005,Patient Complaint Rate,20.0,Red,3.0,0.01297935103244809,0,0,0,1,True,Highest composite severity score
DEPT-DIAG,2026-12-21,kpi_005,Patient Complaint Rate,65.21739130434783,Red,3.0,2.303193535975374,0,0,0,1,True,Highest composite severity score
DEPT-DIAG,2026-12-24,kpi_001,Staffing Level,80.0,Amber,2.0,0.04984383748269379,0,0,0,1,True,Highest composite severity score
DEPT-DIAG,2026-12-25,kpi_005,Patient Complaint Rate,27.027027027027028,Red,3.0,0.3688910149087137,0,0,0,1,True,Highest composite severity score
DEPT-DIAG,2026-12-26,kpi_005,Patient Complaint Rate,22.22222222222222,Red,3.0,0.1255326122582756,0,0,0,1,True,Highest composite severity score
DEPT-DIAG,2026-12-26,kpi_001,Staffing Level,80.0,Amber,2.0,0.04984383748269379,0,0,0,2,False,
DEPT-DIAG,2026-12-27,kpi_002,Staff Absenteeism Rate,21.428571428571427,Red,3.0,0.12499999999999993,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-01-07,kpi_001,Staffing Level,76.92307692307693,Red,3.0,0.038461538461538325,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-01-08,kpi_001,Staffing Level,75.0,Red,3.0,0.0625,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-01-23,kpi_001,Staffing Level,81.25,Amber,2.0,0.03499764744336088,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-01-28,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-01-28,kpi_001,Staffing Level,80.0,Amber,2.0,0.04984383748269379,0,0,0,2,False,
DEPT-ED,2026-01-29,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-02-01,kpi_001,Staffing Level,78.57142857142857,Red,3.0,0.017857142857142884,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-02-07,kpi_002,Staff Absenteeism Rate,25.0,Red,3.0,0.3125,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-02-09,kpi_005,Patient Complaint Rate,28.03738317757009,Red,3.0,0.42006451079315127,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-02-09,kpi_001,Staffing Level,73.33333333333333,Red,3.0,0.0833333333333334,0,0,0,2,False,
DEPT-ED,2026-02-09,kpi_002,Staff Absenteeism Rate,20.0,Red,3.0,0.05000000000000001,0,0,0,3,False,
DEPT-ED,2026-02-11,kpi_001,Staffing Level,75.0,Red,3.0,0.0625,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-02-16,kpi_005,Patient Complaint Rate,20.202020202020204,Red,3.0,0.023211465689341616,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-02-26,kpi_001,Staffing Level,82.35294117647058,Amber,2.0,0.021898067996890765,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-03,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-03,kpi_001,Staffing Level,75.0,Red,3.0,0.0625,0,0,0,2,False,
DEPT-ED,2026-03-05,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-06,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-09,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-09,kpi_001,Staffing Level,82.35294117647058,Amber,2.0,0.021898067996890765,0,0,0,2,False,
DEPT-ED,2026-03-10,kpi_002,Staff Absenteeism Rate,20.0,Red,3.0,0.05000000000000001,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-10,kpi_001,Staffing Level,80.0,Amber,2.0,0.04984383748269379,0,0,0,2,False,
DEPT-ED,2026-03-12,kpi_005,Patient Complaint Rate,31.25,Red,3.0,0.5827802359882002,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-15,kpi_005,Patient Complaint Rate,20.202020202020204,Red,3.0,0.023211465689341616,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-16,kpi_005,Patient Complaint Rate,21.73913043478261,Red,3.0,0.10106451199179144,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-18,kpi_006,Patient Satisfaction Score,2.333333333333333,Red,3.0,0.06666666666666679,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-18,kpi_001,Staffing Level,80.0,Amber,2.0,0.04984383748269379,0,0,0,2,False,
DEPT-ED,2026-03-19,kpi_002,Staff Absenteeism Rate,21.428571428571427,Red,3.0,0.12499999999999993,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-19,kpi_001,Staffing Level,78.57142857142857,Red,3.0,0.017857142857142884,0,0,0,2,False,
DEPT-ED,2026-03-23,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-25,kpi_001,Staffing Level,83.33333333333334,Amber,2.0,0.010253997377805918,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-29,kpi_001,Staffing Level,80.0,Amber,2.0,0.04984383748269379,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-03-30,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-04-02,kpi_002,Staff Absenteeism Rate,22.22222222222222,Red,3.0,0.16666666666666663,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-04-02,kpi_001,Staffing Level,77.77777777777779,Red,3.0,0.02777777777777768,0,0,0,2,False,
DEPT-ED,2026-04-06,kpi_006,Patient Satisfaction Score,2.6666666666666665,Amber,2.0,0.04879800315230077,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-04-09,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-04-10,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-04-12,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-04-20,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-04-21,kpi_001,Staffing Level,73.33333333333333,Red,3.0,0.0833333333333334,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-04-21,kpi_002,Staff Absenteeism Rate,20.0,Red,3.0,0.05000000000000001,0,0,0,2,False,
DEPT-ED,2026-04-26,kpi_002,Staff Absenteeism Rate,25.0,Red,3.0,0.3125,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-04-26,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,2,False,
DEPT-ED,2026-04-26,kpi_001,Staffing Level,75.0,Red,3.0,0.0625,0,0,0,3,False,
DEPT-ED,2026-04-30,kpi_001,Staffing Level,81.25,Amber,2.0,0.03499764744336088,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-05-02,kpi_002,Staff Absenteeism Rate,23.07692307692308,Red,3.0,0.21153846153846173,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-05-02,kpi_001,Staffing Level,69.23076923076923,Red,3.0,0.13461538461538466,0,0,0,2,False,
DEPT-ED,2026-05-04,kpi_001,Staffing Level,83.33333333333334,Amber,2.0,0.010253997377805918,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-05-05,kpi_002,Staff Absenteeism Rate,23.07692307692308,Red,3.0,0.21153846153846173,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-05-05,kpi_001,Staffing Level,69.23076923076923,Red,3.0,0.13461538461538466,0,0,0,2,False,
DEPT-ED,2026-05-09,kpi_001,Staffing Level,82.35294117647058,Amber,2.0,0.021898067996890765,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-05-10,kpi_005,Patient Complaint Rate,22.900763358778622,Red,3.0,0.15990002026616176,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-05-10,kpi_006,Patient Satisfaction Score,2.6666666666666665,Amber,2.0,0.04879800315230077,0,0,0,2,False,
DEPT-ED,2026-05-13,kpi_001,Staffing Level,81.25,Amber,2.0,0.03499764744336088,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-05-21,kpi_002,Staff Absenteeism Rate,29.411764705882355,Red,3.0,0.5441176470588237,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-05-21,kpi_001,Staffing Level,82.35294117647058,Amber,2.0,0.021898067996890765,0,0,0,2,False,
DEPT-ED,2026-05-22,kpi_001,Staffing Level,70.0,Red,3.0,0.125,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-05-22,kpi_002,Staff Absenteeism Rate,20.0,Red,3.0,0.05000000000000001,0,0,0,2,False,
DEPT-ED,2026-05-28,kpi_006,Patient Satisfaction Score,2.6666666666666665,Amber,2.0,0.04879800315230077,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-05-31,kpi_002,Staff Absenteeism Rate,42.85714285714285,Red,3.0,1.2499999999999996,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-05-31,kpi_001,Staffing Level,71.42857142857143,Red,3.0,0.10714285714285712,0,0,0,2,False,
DEPT-ED,2026-06-01,kpi_004,Average Patient Waiting Time,55.991150442477874,Red,3.0,0.03519589695707704,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-02,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-02,kpi_004,Average Patient Waiting Time,54.27131782945737,Red,3.0,0.003398663816085547,0,0,0,2,False,
DEPT-ED,2026-06-03,kpi_002,Staff Absenteeism Rate,25.0,Red,3.0,0.3125,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-03,kpi_004,Average Patient Waiting Time,55.82727272727273,Red,3.0,0.03216603354040458,0,0,0,2,False,
DEPT-ED,2026-06-03,kpi_001,Staffing Level,81.25,Amber,2.0,0.03499764744336088,0,0,0,3,False,
DEPT-ED,2026-06-04,kpi_002,Staff Absenteeism Rate,27.77777777777778,Red,3.0,0.45833333333333337,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-04,kpi_001,Staffing Level,72.22222222222221,Red,3.0,0.09722222222222232,0,0,0,2,False,
DEPT-ED,2026-06-05,kpi_002,Staff Absenteeism Rate,21.428571428571427,Red,3.0,0.12499999999999993,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-05,kpi_001,Staffing Level,78.57142857142857,Red,3.0,0.017857142857142884,0,0,0,2,False,
DEPT-ED,2026-06-07,kpi_006,Patient Satisfaction Score,2.75,Amber,2.0,0.019072940750810116,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-08,kpi_002,Staff Absenteeism Rate,36.36363636363637,Red,3.0,0.9090909090909093,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-08,kpi_001,Staffing Level,72.72727272727273,Red,3.0,0.09090909090909083,0,0,0,2,False,
DEPT-ED,2026-06-08,kpi_004,Average Patient Waiting Time,56.07692307692308,Red,3.0,0.036781709689038954,0,0,0,3,False,
DEPT-ED,2026-06-08,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,4,False,
DEPT-ED,2026-06-09,kpi_004,Average Patient Waiting Time,54.64814814814815,Red,3.0,0.010365714799588534,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-10,kpi_002,Staff Absenteeism Rate,23.07692307692308,Red,3.0,0.21153846153846173,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-10,kpi_001,Staffing Level,76.92307692307693,Red,3.0,0.038461538461538325,0,0,0,2,False,
DEPT-ED,2026-06-11,kpi_004,Average Patient Waiting Time,55.241379310344826,Red,3.0,0.02133370635182457,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-11,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,2,False,
DEPT-ED,2026-06-11,kpi_001,Staffing Level,82.35294117647058,Amber,2.0,0.021898067996890765,0,0,0,3,False,
DEPT-ED,2026-06-12,kpi_004,Average Patient Waiting Time,54.925,Red,3.0,0.015484307627868257,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-12,kpi_001,Staffing Level,81.81818181818183,Amber,2.0,0.028249379243663993,0,0,0,2,False,
DEPT-ED,2026-06-15,kpi_004,Average Patient Waiting Time,54.41176470588236,Red,3.0,0.005995324700290069,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-16,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-16,kpi_004,Average Patient Waiting Time,55.114754098360656,Red,3.0,0.018992588177587404,0,0,0,2,False,
DEPT-ED,2026-06-17,kpi_002,Staff Absenteeism Rate,25.0,Red,3.0,0.3125,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-17,kpi_001,Staffing Level,81.25,Amber,2.0,0.03499764744336088,0,0,0,2,False,
DEPT-ED,2026-06-19,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-19,kpi_002,Staff Absenteeism Rate,20.0,Red,3.0,0.05000000000000001,0,0,0,2,False,
DEPT-ED,2026-06-19,kpi_004,Average Patient Waiting Time,54.44525547445255,Red,3.0,0.006614520875682401,0,0,0,3,False,
DEPT-ED,2026-06-20,kpi_006,Patient Satisfaction Score,2.333333333333333,Red,3.0,0.06666666666666679,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-20,kpi_004,Average Patient Waiting Time,55.53781512605042,Red,3.0,0.026814378524203198,0,0,0,2,False,
DEPT-ED,2026-06-21,kpi_004,Average Patient Waiting Time,58.32258064516129,Red,3.0,0.07830069049653389,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-22,kpi_004,Average Patient Waiting Time,55.739495798319325,Red,3.0,0.030543164283710053,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-23,kpi_004,Average Patient Waiting Time,55.9327731092437,Red,3.0,0.034116583969904184,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-24,kpi_001,Staffing Level,78.57142857142857,Red,3.0,0.017857142857142884,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-24,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,2,False,
DEPT-ED,2026-06-25,kpi_002,Staff Absenteeism Rate,35.294117647058826,Red,3.0,0.8529411764705884,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-25,kpi_001,Staffing Level,76.47058823529412,Red,3.0,0.04411764705882355,0,0,0,2,False,
DEPT-ED,2026-06-25,kpi_004,Average Patient Waiting Time,54.50980392156863,Red,3.0,0.0078079288889391675,0,0,0,3,False,
DEPT-ED,2026-06-26,kpi_002,Staff Absenteeism Rate,30.76923076923077,Red,3.0,0.6153846153846154,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-26,kpi_004,Average Patient Waiting Time,56.58585858585859,Red,3.0,0.046191195768576714,0,0,0,2,False,
DEPT-ED,2026-06-27,kpi_004,Average Patient Waiting Time,54.14876033057851,Red,3.0,0.001132751810740122,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-28,kpi_002,Staff Absenteeism Rate,20.0,Red,3.0,0.05000000000000001,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-28,kpi_001,Staffing Level,80.0,Amber,2.0,0.04984383748269379,0,0,0,2,False,
DEPT-ED,2026-06-29,kpi_004,Average Patient Waiting Time,54.82575757575758,Red,3.0,0.013649457842358484,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-30,kpi_004,Average Patient Waiting Time,54.13636363636363,Red,3.0,0.0009035547521753497,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-06-30,kpi_006,Patient Satisfaction Score,2.6666666666666665,Amber,2.0,0.04879800315230077,0,0,0,2,False,
DEPT-ED,2026-07-01,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-02,kpi_002,Staff Absenteeism Rate,30.76923076923077,Red,3.0,0.6153846153846154,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-02,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,2,False,
DEPT-ED,2026-07-03,kpi_006,Patient Satisfaction Score,2.6666666666666665,Amber,2.0,0.04879800315230077,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-05,kpi_001,Staffing Level,73.33333333333333,Red,3.0,0.0833333333333334,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-05,kpi_002,Staff Absenteeism Rate,20.0,Red,3.0,0.05000000000000001,0,0,0,2,False,
DEPT-ED,2026-07-05,kpi_006,Patient Satisfaction Score,2.75,Amber,2.0,0.019072940750810116,0,0,0,3,False,
DEPT-ED,2026-07-07,kpi_002,Staff Absenteeism Rate,30.0,Red,3.0,0.5750000000000001,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-07,kpi_005,Patient Complaint Rate,29.12621359223301,Red,3.0,0.4752126471346332,0,0,0,2,False,
DEPT-ED,2026-07-07,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,3,False,
DEPT-ED,2026-07-07,kpi_001,Staffing Level,70.0,Red,3.0,0.125,0,0,0,4,False,
DEPT-ED,2026-07-07,kpi_004,Average Patient Waiting Time,58.69,Red,3.0,0.08509374628456239,0,0,0,5,False,
DEPT-ED,2026-07-08,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-08,kpi_004,Average Patient Waiting Time,56.5531914893617,Red,3.0,0.04558722810597582,0,0,0,2,False,
DEPT-ED,2026-07-09,kpi_004,Average Patient Waiting Time,55.922413793103445,Red,3.0,0.03392505510366508,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-10,kpi_004,Average Patient Waiting Time,57.96842105263158,Red,3.0,0.07175278865566358,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-12,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-13,kpi_004,Average Patient Waiting Time,55.83962264150944,Red,3.0,0.032394365704408845,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-13,kpi_001,Staffing Level,78.57142857142857,Red,3.0,0.017857142857142884,0,0,0,2,False,
DEPT-ED,2026-07-14,kpi_001,Staffing Level,66.66666666666666,Red,3.0,0.1666666666666668,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-14,kpi_002,Staff Absenteeism Rate,22.22222222222222,Red,3.0,0.16666666666666663,0,0,0,2,False,
DEPT-ED,2026-07-14,kpi_004,Average Patient Waiting Time,56.153225806451616,Red,3.0,0.03819243748995659,0,0,0,3,False,
DEPT-ED,2026-07-15,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-15,kpi_002,Staff Absenteeism Rate,20.0,Red,3.0,0.05000000000000001,0,0,0,2,False,
DEPT-ED,2026-07-17,kpi_001,Staffing Level,83.33333333333334,Amber,2.0,0.010253997377805918,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-18,kpi_004,Average Patient Waiting Time,56.50495049504951,Red,3.0,0.044695321456756115,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-20,kpi_002,Staff Absenteeism Rate,28.57142857142857,Red,3.0,0.4999999999999999,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-20,kpi_001,Staffing Level,64.28571428571429,Red,3.0,0.19642857142857134,0,0,0,2,False,
DEPT-ED,2026-07-20,kpi_004,Average Patient Waiting Time,58.06896551724138,Red,3.0,0.0736117112961752,0,0,0,3,False,
DEPT-ED,2026-07-21,kpi_004,Average Patient Waiting Time,54.71844660194175,Red,3.0,0.011665432171967251,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-22,kpi_004,Average Patient Waiting Time,55.62809917355372,Red,3.0,0.028483600799464617,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-22,kpi_001,Staffing Level,83.33333333333334,Amber,2.0,0.010253997377805918,0,0,0,2,False,
DEPT-ED,2026-07-24,kpi_004,Average Patient Waiting Time,54.25961538461539,Red,3.0,0.0031823024305978605,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-24,kpi_001,Staffing Level,83.33333333333334,Amber,2.0,0.010253997377805918,0,0,0,2,False,
DEPT-ED,2026-07-25,kpi_004,Average Patient Waiting Time,55.61797752808989,Red,3.0,0.0282964661224342,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-26,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-26,kpi_004,Average Patient Waiting Time,55.84297520661157,Red,3.0,0.032456349814586546,0,0,0,2,False,
DEPT-ED,2026-07-27,kpi_001,Staffing Level,83.33333333333334,Amber,2.0,0.010253997377805918,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-28,kpi_004,Average Patient Waiting Time,57.81168831168832,Red,3.0,0.06885502554379504,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-30,kpi_004,Average Patient Waiting Time,55.78195488721804,Red,3.0,0.031328171812027274,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-07-31,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-08-03,kpi_001,Staffing Level,83.33333333333334,Amber,2.0,0.010253997377805918,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-08-04,kpi_001,Staffing Level,82.35294117647058,Amber,2.0,0.021898067996890765,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-08-05,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-08-18,kpi_002,Staff Absenteeism Rate,23.52941176470588,Red,3.0,0.23529411764705874,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-08-22,kpi_001,Staffing Level,80.0,Amber,2.0,0.04984383748269379,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-09-02,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-09-05,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-09-09,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-09-14,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-09-17,kpi_005,Patient Complaint Rate,20.202020202020204,Red,3.0,0.023211465689341616,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-09-19,kpi_001,Staffing Level,81.81818181818183,Amber,2.0,0.028249379243663993,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-09-21,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-09-23,kpi_002,Staff Absenteeism Rate,23.07692307692308,Red,3.0,0.21153846153846173,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-09-30,kpi_002,Staff Absenteeism Rate,25.0,Red,3.0,0.3125,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-09-30,kpi_001,Staffing Level,75.0,Red,3.0,0.0625,0,0,0,2,False,
DEPT-ED,2026-10-04,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-10-08,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-10-08,kpi_001,Staffing Level,78.57142857142857,Red,3.0,0.017857142857142884,0,0,0,2,False,
DEPT-ED,2026-10-14,kpi_001,Staffing Level,76.47058823529412,Red,3.0,0.04411764705882355,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-10-16,kpi_001,Staffing Level,78.94736842105263,Red,3.0,0.013157894736842124,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-10-16,kpi_005,Patient Complaint Rate,20.0,Red,3.0,0.01297935103244809,0,0,0,2,False,
DEPT-ED,2026-10-19,kpi_001,Staffing Level,78.57142857142857,Red,3.0,0.017857142857142884,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-10-20,kpi_001,Staffing Level,82.35294117647058,Amber,2.0,0.021898067996890765,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-10-21,kpi_001,Staffing Level,80.0,Amber,2.0,0.04984383748269379,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-10-24,kpi_002,Staff Absenteeism Rate,42.85714285714285,Red,3.0,1.2499999999999996,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-10-24,kpi_001,Staffing Level,64.28571428571429,Red,3.0,0.19642857142857134,0,0,0,2,False,
DEPT-ED,2026-10-26,kpi_002,Staff Absenteeism Rate,25.0,Red,3.0,0.3125,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-10-26,kpi_001,Staffing Level,81.25,Amber,2.0,0.03499764744336088,0,0,0,2,False,
DEPT-ED,2026-10-29,kpi_002,Staff Absenteeism Rate,28.57142857142857,Red,3.0,0.4999999999999999,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-10-30,kpi_006,Patient Satisfaction Score,2.5,Amber,2.0,0.10824812795528192,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-11-01,kpi_001,Staffing Level,83.33333333333334,Amber,2.0,0.010253997377805918,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-11-11,kpi_006,Patient Satisfaction Score,2.6666666666666665,Amber,2.0,0.04879800315230077,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-11-13,kpi_001,Staffing Level,73.33333333333333,Red,3.0,0.0833333333333334,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-11-16,kpi_005,Patient Complaint Rate,20.40816326530612,Red,3.0,0.03365239901270193,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-11-18,kpi_006,Patient Satisfaction Score,2.0,Red,3.0,0.2,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-11-21,kpi_001,Staffing Level,81.25,Amber,2.0,0.03499764744336088,0,0,0,1,True,Highest composite severity score
DEPT-ED,2026-11-27,kpi_002,Staff Absenteeism Rate,20.0,Red,3.0,0.05000000000000001,0,0,0,1,True,Highest composite severity score
