hospital,department,department_code,year,month,kpi_id,kpi_name,period_type,chart_value,card_value,values_match,source_file,source_record_id,forecast_quality,warning_level,validation_note
HOSP-001,DEPT-ICU,DEPT-ICU,2026,2,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,3,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,4,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,5,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,6,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,7,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ICU,DEPT-ICU,2026,1,kpi_006,kpi_006,ACTUAL,3.7,3.7,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_006_2026_01,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,2,kpi_006,kpi_006,ACTUAL,3.6,3.6,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_006_2026_02,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,3,kpi_006,kpi_006,ACTUAL,3.4,3.4,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_006_2026_03,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,4,kpi_006,kpi_006,ACTUAL,3.3,3.3,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_006_2026_04,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,5,kpi_006,kpi_006,ACTUAL,3.3,3.3,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_006_2026_05,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,6,kpi_006,kpi_006,ACTUAL,2.9,2.9,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_006_2026_06,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,7,kpi_006,kpi_006,ACTUAL,2.9,2.9,True,kpi_daily (monthly actual),monthly_actual_DEPT-ICU_kpi_006_2026_07,,,actual period
HOSP-001,DEPT-ICU,DEPT-ICU,2026,8,kpi_006,kpi_006,FORECAST,2.7,2.7,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_006_2026_08,MODERATE INDICATIVE CONFIDENCE,Emerging Warning,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,9,kpi_006,kpi_006,FORECAST,2.6,2.6,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_006_2026_09,MODERATE INDICATIVE CONFIDENCE,Emerging Warning,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,10,kpi_006,kpi_006,FORECAST,2.4,2.4,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_006_2026_10,MODERATE INDICATIVE CONFIDENCE,High Early Warning,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,11,kpi_006,kpi_006,FORECAST,2.3,2.3,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_006_2026_11,VERY LOW INDICATIVE CONFIDENCE,High Early Warning,forecast period eligible
HOSP-001,DEPT-ICU,DEPT-ICU,2026,12,kpi_006,kpi_006,FORECAST,2.2,2.2,True,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ICU_kpi_006_2026_12,VERY LOW INDICATIVE CONFIDENCE,High Early Warning,forecast period eligible
HOSP-001,DEPT-MW,DEPT-MW,2026,1,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,2,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,3,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,4,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,5,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,6,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,7,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_001,kpi_001,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_001,kpi_001,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_001,kpi_001,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_001,kpi_001,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_001,kpi_001,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,1,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,2,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,3,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,4,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,5,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,6,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,7,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_002,kpi_002,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_002,kpi_002,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_002,kpi_002,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_002,kpi_002,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_002,kpi_002,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,1,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,2,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,3,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,4,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,5,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,6,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,7,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,1,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,2,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,3,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,4,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,5,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,6,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,7,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,1,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,2,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,3,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,4,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,5,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,6,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,7,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,1,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,2,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,3,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,4,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,5,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,6,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,7,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-MW,DEPT-MW,2026,8,kpi_006,kpi_006,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,9,kpi_006,kpi_006,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,10,kpi_006,kpi_006,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,11,kpi_006,kpi_006,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-MW,DEPT-MW,2026,12,kpi_006,kpi_006,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,1,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,2,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,3,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,4,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,5,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,6,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,7,kpi_001,kpi_001,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_001,kpi_001,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_001,kpi_001,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_001,kpi_001,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_001,kpi_001,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_001,kpi_001,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,1,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,2,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,3,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,4,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,5,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,6,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,7,kpi_002,kpi_002,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_002,kpi_002,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_002,kpi_002,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_002,kpi_002,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_002,kpi_002,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_002,kpi_002,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,1,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,2,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,3,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,4,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,5,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,6,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,7,kpi_003,kpi_003,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_003,kpi_003,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,1,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,2,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,3,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,4,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,5,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,6,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,7,kpi_004,kpi_004,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_004,kpi_004,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,1,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,2,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,3,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,4,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,5,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,6,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,7,kpi_005,kpi_005,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_005,kpi_005,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,1,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,2,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,3,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,4,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,5,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,6,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,7,kpi_006,kpi_006,ACTUAL,,,False,kpi_daily (monthly actual),,,,actual period
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_006,kpi_006,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_006,kpi_006,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_006,kpi_006,FORECAST,,,True,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,,Not Assessable,ineligible: 
