hospital,department,department_code,year,month,kpi_id,kpi_name,period_type,displayed_value,expected_source_file,actual_source_file,source_record_id,source_valid,actual_future_row_used,validation_note
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,8,kpi_006,kpi_006,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,9,kpi_006,kpi_006,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,10,kpi_006,kpi_006,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,11,kpi_006,kpi_006,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-OP,DEPT-OP,2026,12,kpi_006,kpi_006,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: 
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_001,kpi_001,FORECAST,88.1,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_001_2026_08,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_001,kpi_001,FORECAST,87.6,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_001_2026_09,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_001,kpi_001,FORECAST,87.0,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_001_2026_10,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_001,kpi_001,FORECAST,86.5,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_001_2026_11,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_001,kpi_001,FORECAST,85.9,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_001_2026_12,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_002,kpi_002,FORECAST,13.7,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_002_2026_08,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_002,kpi_002,FORECAST,14.8,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_002_2026_09,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_002,kpi_002,FORECAST,15.9,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_002_2026_10,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_002,kpi_002,FORECAST,17.1,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_002_2026_11,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_002,kpi_002,FORECAST,18.2,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_002_2026_12,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_003,kpi_003,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_004,kpi_004,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_005,kpi_005,FORECAST,,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/kpi_forecast_eligibility_audit.csv,,True,False,ineligible: Below minimum daily observation or month count
HOSP-001,DEPT-ADM,DEPT-ADM,2026,8,kpi_006,kpi_006,FORECAST,2.9,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_006_2026_08,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,9,kpi_006,kpi_006,FORECAST,2.8,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_006_2026_09,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,10,kpi_006,kpi_006,FORECAST,2.7,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_006_2026_10,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,11,kpi_006,kpi_006,FORECAST,2.6,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_006_2026_11,True,False,"eligible forecast, single governed source"
HOSP-001,DEPT-ADM,DEPT-ADM,2026,12,kpi_006,kpi_006,FORECAST,2.5,outputs/forecasting/analytical_kpi_monthly_forecast.csv,outputs/forecasting/analytical_kpi_monthly_forecast.csv,HOSP-001_DEPT-ADM_kpi_006_2026_12,True,False,"eligible forecast, single governed source"
